ic,name,direction,GENCONSETID,tier,treated_intervals,treated_binds_and_sets,treated_binds_only,treated_sets_only,treated_neither,control_intervals,control_binds_and_sets,control_binds_only,control_sets_only,control_neither
T-V-MNSP1,Basslink,reverse,V-DDMS,supported,2190,0.06940639269406393,0.0,0.026940639269406392,0.9036529680365297,4928,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,forward,V-HGMO,unsupported,72,0.0,0.0,1.0,0.0,276,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,reverse,V-HGMO,unsupported,72,0.0,0.0,1.0,0.0,276,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,forward,V-HYMO,supported,810,0.0,0.007407407407407408,0.12962962962962962,0.8629629629629629,1614,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,reverse,V-HYMO,supported,810,0.030864197530864196,0.003703703703703704,0.6320987654320988,0.3333333333333333,1578,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,forward,V-HYTR,indicative,216,0.0,0.0787037037037037,0.0,0.9212962962962963,612,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,reverse,V-HYTR,indicative,216,0.0,0.0,0.9259259259259259,0.07407407407407407,612,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,forward,V-KG_WE_RC,supported,936,0.0,0.0,0.0,1.0,2226,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,reverse,V-KG_WE_RC,supported,936,0.0,0.014957264957264958,0.11538461538461539,0.8696581196581197,2226,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,forward,V-MLSY_NOEMTT_R,supported,9137,0.0,0.0,0.0,1.0,10890,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,reverse,V-MLSY_NOEMTT_R,supported,9137,0.030863521943745212,0.004706139870854767,0.4201597898653825,0.5442705483200175,10896,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,forward,V-MOTR,unsupported,132,0.0,0.0,0.0,1.0,342,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,reverse,V-MOTR,unsupported,132,0.09848484848484848,0.06060606060606061,0.14393939393939395,0.696969696969697,342,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,forward,V-RCTS_BUS2,indicative,588,0.0,0.0,0.0,1.0,678,0.0,0.0,0.0,1.0
T-V-MNSP1,Basslink,reverse,V-RCTS_BUS2,indicative,588,0.0,0.0,0.9404761904761905,0.05952380952380952,720,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,CA_BRIS_5964121F,unsupported,18,0.0,0.0,0.0,1.0,78,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,CA_BRIS_5964121F,unsupported,18,0.2777777777777778,0.16666666666666666,0.2777777777777778,0.2777777777777778,90,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,CA_BRIS_59643BAE,unsupported,78,0.0,0.0,0.0,1.0,318,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,CA_BRIS_59643BAE,unsupported,78,0.28205128205128205,0.0,0.01282051282051282,0.7051282051282052,270,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_562A9792,unsupported,42,0.21428571428571427,0.0,0.07142857142857142,0.7142857142857143,48,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_562A9792,unsupported,42,0.0,0.0,0.0,1.0,54,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597A8B26,unsupported,6,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597A8B26,unsupported,6,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,6,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597B3DBD,unsupported,6,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597B3DBD,unsupported,6,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597B5710,unsupported,6,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597B5710,unsupported,6,1.0,0.0,0.0,0.0,6,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-6F_NS_050,unsupported,54,0.0,0.0,0.0,1.0,78,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-6F_NS_050,unsupported,54,0.07407407407407407,0.0,0.037037037037037035,0.8888888888888888,180,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-BDBU_ONE,unsupported,19000,0.021368421052631578,0.003473684210526316,0.08968421052631578,0.8854736842105263,17877,0.0012865693348995916,0.0,0.012362253174469989,0.9863511774906304
V-S-MNSP1,Murraylink,reverse,I-BDBU_ONE,unsupported,19000,0.22305263157894736,0.03531578947368421,0.14926315789473685,0.5923684210526315,18051,0.05506620131848651,0.0014957620076450058,0.027699296437870478,0.915738740235998
V-S-MNSP1,Murraylink,forward,I-BURC,supported,1464,0.0,0.0,0.045081967213114756,0.9549180327868853,1782,0.0,0.0,0.004489337822671156,0.9955106621773289
V-S-MNSP1,Murraylink,reverse,I-BURC,supported,1464,0.07240437158469945,0.09494535519125682,0.11407103825136612,0.7185792349726776,1698,0.002944640753828033,0.0,0.0,0.997055359246172
V-S-MNSP1,Murraylink,forward,I-BURC_X1,unsupported,8718,0.0,0.0,0.0,1.0,11266,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-BURC_X1,unsupported,8718,0.0,0.0,0.0072264280798348245,0.9927735719201651,11301,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-HYSE,supported,3642,0.0642504118616145,0.007962657880285558,0.009884678747940691,0.9179022515101593,4752,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-HYSE,supported,3642,0.0,0.0,0.0,1.0,4968,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-LTMS,unsupported,588,0.0,0.0,0.030612244897959183,0.9693877551020408,870,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-LTMS,unsupported,588,0.006802721088435374,0.0,0.003401360544217687,0.9897959183673469,984,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-MURRAY_SRAS_R,indicative,60,0.6,0.08333333333333333,0.08333333333333333,0.23333333333333334,120,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-MURRAY_SRAS_R,indicative,60,0.0,0.0,0.0,1.0,126,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-SVML_044,unsupported,216,0.0,0.0,0.0,1.0,306,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-SVML_044,unsupported,216,0.12037037037037036,0.0,0.10185185185185185,0.7777777777777778,246,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-SVML_088,supported,234,0.0,0.0,0.0,1.0,318,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-SVML_088,unsupported,234,0.03418803418803419,0.008547008547008548,0.25213675213675213,0.7051282051282052,300,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-SVML_132,supported,348,0.0,0.0,0.0,1.0,762,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-SVML_132,supported,348,0.0,0.0,0.3793103448275862,0.6206896551724138,618,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-VSML_044,unsupported,216,0.1574074074074074,0.013888888888888888,0.009259259259259259,0.8194444444444444,288,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-VSML_044,unsupported,216,0.0,0.0,0.0,1.0,246,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-VSML_088,supported,234,0.23931623931623933,0.02564102564102564,0.04700854700854701,0.688034188034188,300,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-VSML_088,unsupported,234,0.0,0.0,0.0,1.0,318,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-VSML_132,supported,348,0.19540229885057472,0.07183908045977011,0.34195402298850575,0.39080459770114945,684,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-VSML_132,supported,348,0.0,0.0,0.0,1.0,678,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-VSML_176,supported,312,0.10256410256410256,0.01282051282051282,0.1891025641025641,0.6955128205128205,642,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-VSML_176,supported,312,0.0,0.0,0.0,1.0,630,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-X_64_DDSM,unsupported,90,0.0,0.0,0.0,1.0,186,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-X_64_DDSM,unsupported,90,0.15555555555555556,0.06666666666666667,0.011111111111111112,0.7666666666666667,216,0.0,0.018518518518518517,0.0,0.9814814814814815
V-S-MNSP1,Murraylink,forward,I-X_6F_KMRC,indicative,66,0.5303030303030303,0.0,0.45454545454545453,0.015151515151515152,108,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-X_6F_KMRC,indicative,66,0.0,0.0,0.13636363636363635,0.8636363636363636,96,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-X_BABU_BURC,indicative,210,0.3904761904761905,0.19523809523809524,0.32857142857142857,0.08571428571428572,324,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-X_BABU_BURC,indicative,210,0.0,0.11904761904761904,0.0,0.8809523809523809,336,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,I-X_BDBU+HYSE,supported,402,0.007462686567164179,0.0,0.022388059701492536,0.9701492537313433,408,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,I-X_BDBU+HYSE,supported,402,0.0,0.0,0.0,1.0,522,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-BABU,supported,4835,0.3795243019648397,0.04467425025853154,0.14188210961737333,0.43391933815925543,6846,0.0017528483786152498,0.0,0.005988898626935437,0.9922582529944494
V-S-MNSP1,Murraylink,reverse,N-BABU,supported,4835,0.009720785935884178,0.050879007238883146,0.003309203722854188,0.9360910031023785,6690,0.0,0.00014947683109118088,0.0,0.9998505231689088
V-S-MNSP1,Murraylink,forward,N-BADP,supported,1068,0.19382022471910113,0.00749063670411985,0.4400749063670412,0.3586142322097378,1909,0.03614457831325301,0.010476689366160294,0.1037192247249869,0.8496595075955998
V-S-MNSP1,Murraylink,reverse,N-BADP,supported,1068,0.11329588014981273,0.003745318352059925,0.0046816479400749065,0.8782771535580525,1693,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-BJYS_970,unsupported,804,0.0,0.0,0.0,1.0,1116,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-BJYS_970,unsupported,804,0.1480099502487562,0.03855721393034826,0.0037313432835820895,0.8097014925373134,1020,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-BU_7118,unsupported,1476,0.19444444444444445,0.0013550135501355014,0.14498644986449866,0.6592140921409214,1746,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-BU_7118,unsupported,1476,0.0,0.0,0.0006775067750677507,0.9993224932249323,1674,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-CLDE_99L_C,supported,3006,0.0,0.0,0.0,1.0,3186,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-CLDE_99L_C,supported,3006,0.0026613439787092482,0.00033266799733865603,0.0026613439787092482,0.9943446440452428,3252,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-CNLT_07,supported,8238,0.012260257344015538,0.00048555474629764507,0.0003641660597232338,0.9868900218499636,9041,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-CNLT_07,supported,8238,0.0086185967467832,0.00024277737314882253,0.0,0.991138625880068,9101,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-CTMN_4_WG_CLOSE,supported,11862,0.0003372112628561794,0.0,8.430281571404485e-05,0.9995784859214297,11141,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-CTMN_4_WG_CLOSE,supported,11862,0.06137244983982465,0.005901197099983139,0.0034564154442758388,0.9292699376159164,11052,0.020267824828085413,0.004524068041983352,9.048136083966703e-05,0.9751176257690916
V-S-MNSP1,Murraylink,forward,N-CTYS_3L_WG_CLOSE,supported,7602,0.0,0.0,0.0,1.0,9071,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-CTYS_3L_WG_CLOSE,supported,7602,0.11720599842146803,0.008418837148118917,0.009865824782951855,0.8645093396474612,9107,0.009882507960909191,0.0014274733721313276,0.0005490282200505106,0.988140990446909
V-S-MNSP1,Murraylink,forward,N-DPWG_63,unsupported,1728,0.0,0.0,0.0,1.0,2064,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-DPWG_63,unsupported,1728,0.04224537037037037,0.0,0.00636574074074074,0.9513888888888888,1992,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-DPWG_63_X5,unsupported,1614,0.052664188351920695,0.0012391573729863693,0.1579925650557621,0.7881040892193308,1872,0.12873931623931623,0.0016025641025641025,0.029914529914529916,0.8397435897435898
V-S-MNSP1,Murraylink,reverse,N-DPWG_63_X5,unsupported,1614,0.0,0.0,0.0,1.0,1986,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-DTKV_18_WG_CLOSE,supported,654,0.03363914373088685,0.0,0.0290519877675841,0.9373088685015291,1285,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-DTKV_18_WG_CLOSE,supported,654,0.035168195718654434,0.045871559633027525,0.010703363914373088,0.908256880733945,1285,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-DTMN_8_15M,unsupported,3365,0.035066864784546806,0.006835066864784547,0.0,0.9580980683506687,5238,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-DTMN_8_15M,supported,3365,0.0,0.0,0.0,1.0,5220,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-DTSS_11,supported,4614,0.0028175119202427396,0.001517121803207629,0.0,0.9956653662765497,7127,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-DTSS_11,supported,4614,0.04789770264412657,0.006285218899003034,0.003684438664932813,0.9421326397919376,7607,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-GFYC-99J-C,supported,3618,0.0,0.0,0.0,1.0,4217,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-GFYC-99J-C,supported,3618,0.0,0.0,0.0035931453841901604,0.9964068546158098,4277,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-JNWG_RADIAL,indicative,846,0.0591016548463357,0.0,0.3215130023640662,0.6193853427895981,1038,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-JNWG_RADIAL,indicative,846,0.024822695035460994,0.08274231678486997,0.027186761229314422,0.8652482269503546,1038,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-KVCW_3W_WG_CLOSE,supported,2808,0.0,0.0,0.0,1.0,3839,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-KVCW_3W_WG_CLOSE,supported,2808,0.06481481481481481,0.006766381766381766,0.004629629629629629,0.9237891737891738,3779,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-LTUT_64_15M,supported,3797,0.13774032130629443,0.008954437713984725,0.00842770608375033,0.8448775348959705,5574,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-LTUT_64_15M,supported,3797,0.09639188833289439,0.0028970239662891757,0.013431656570977087,0.8872794311298393,5568,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-LTWG_63,unsupported,138,0.0,0.0,0.014492753623188406,0.9855072463768116,156,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-LTWG_63,unsupported,138,0.0,0.0,0.0,1.0,174,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-LTWG_RADIAL,indicative,516,0.2248062015503876,0.0,0.1744186046511628,0.6007751937984496,984,0.0,0.0,0.03861788617886179,0.9613821138211383
V-S-MNSP1,Murraylink,reverse,N-LTWG_RADIAL,indicative,516,0.0562015503875969,0.2868217054263566,0.013565891472868217,0.6434108527131783,876,0.0,0.00228310502283105,0.0,0.997716894977169
V-S-MNSP1,Murraylink,forward,N-LTWG_X5,indicative,2496,0.11778846153846154,0.0008012820512820513,0.22235576923076922,0.6590544871794872,4043,0.0051941627504328465,0.0,0.00964630225080386,0.9851595349987633
V-S-MNSP1,Murraylink,reverse,N-LTWG_X5,indicative,2496,0.004807692307692308,0.030849358974358976,0.002403846153846154,0.9619391025641025,3726,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-MNYS_5_WG_CLOSE,unsupported,16470,0.0,0.0,0.0,1.0,14696,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-MNYS_5_WG_CLOSE,unsupported,16470,0.031572556162720096,0.003278688524590164,0.003885853066180935,0.9612629022465088,14690,0.017631041524846836,0.0014295439074200136,0.0008168822328114364,0.9801225323349217
V-S-MNSP1,Murraylink,forward,N-WGNA_994_C,indicative,306,0.0,0.0,0.0,1.0,378,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-WGNA_994_C,indicative,306,0.07516339869281045,0.016339869281045753,0.013071895424836602,0.8954248366013072,372,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-WGWA_63,unsupported,1542,0.3476005188067445,0.0,0.23800259403372243,0.4143968871595331,3306,0.019358741681790685,0.0,0.02661826981246219,0.9540229885057471
V-S-MNSP1,Murraylink,reverse,N-WGWA_63,unsupported,1542,0.2172503242542153,0.051232166018158234,0.008430609597924773,0.7230869001297017,2922,0.0,0.022587268993839837,0.0,0.9774127310061602
V-S-MNSP1,Murraylink,forward,N-WGWA_63_X5,indicative,1805,0.556786703601108,0.004986149584487534,0.24542936288088643,0.192797783933518,2832,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-WGWA_63_X5,indicative,1805,0.10526315789473684,0.192797783933518,0.010526315789473684,0.6914127423822715,2598,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-WGWA_RADIAL,unsupported,1548,0.2797157622739018,0.0,0.1298449612403101,0.5904392764857881,3504,0.015125570776255707,0.0,0.02226027397260274,0.9626141552511416
V-S-MNSP1,Murraylink,reverse,N-WGWA_RADIAL,unsupported,1548,0.21640826873385013,0.002583979328165375,0.008397932816537468,0.772609819121447,3012,0.0,0.00597609561752988,0.0,0.9940239043824701
V-S-MNSP1,Murraylink,forward,N-WGWA_X5,unsupported,2952,0.5677506775067751,0.004403794037940379,0.39735772357723576,0.03048780487804878,4938,0.012960712839206157,0.0,0.01863102470635885,0.968408262454435
V-S-MNSP1,Murraylink,reverse,N-WGWA_X5,unsupported,2952,0.2506775067750677,0.046747967479674794,0.008468834688346883,0.6941056910569106,4584,0.0,0.014397905759162303,0.0,0.9856020942408377
V-S-MNSP1,Murraylink,forward,N-WNMR_991,indicative,708,0.0,0.0,0.0,1.0,1475,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-WNMR_991,indicative,708,0.012711864406779662,0.01694915254237288,0.0,0.9703389830508474,1685,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-X_03+4_WG_CLOSE,unsupported,1296,0.0015432098765432098,0.0,0.0007716049382716049,0.9976851851851852,1926,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-X_03+4_WG_CLOSE,unsupported,1296,0.17592592592592593,0.0023148148148148147,0.015432098765432098,0.8063271604938271,1836,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-X_051_X5,unsupported,162,0.17901234567901234,0.0,0.11728395061728394,0.7037037037037037,228,0.05263157894736842,0.0043859649122807015,0.039473684210526314,0.9035087719298246
V-S-MNSP1,Murraylink,reverse,N-X_051_X5,unsupported,162,0.25925925925925924,0.06172839506172839,0.24074074074074073,0.4382716049382716,234,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-X_2_5,unsupported,342,0.0,0.0,0.0,1.0,402,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-X_2_5,unsupported,342,0.08187134502923976,0.008771929824561403,0.02046783625730994,0.8888888888888888,396,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-X_3L+07_WG_CLOSE,unsupported,564,0.0,0.0,0.0,1.0,948,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-X_3L+07_WG_CLOSE,unsupported,564,0.01773049645390071,0.010638297872340425,0.0035460992907801418,0.9680851063829787,972,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-X_3L+11_WG_CLOSE,unsupported,900,0.07444444444444444,0.0,0.0033333333333333335,0.9222222222222223,930,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-X_3L+11_WG_CLOSE,unsupported,900,0.03,0.011111111111111112,0.0011111111111111111,0.9577777777777777,930,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-X_3L+2_WG_CLOSE,indicative,396,0.0,0.0,0.0,1.0,486,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-X_3L+2_WG_CLOSE,indicative,396,0.18434343434343434,0.0,0.005050505050505051,0.8106060606060606,480,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-X_4+07_WG_CLOSE,indicative,1572,0.017811704834605598,0.0,0.006997455470737914,0.9751908396946565,2124,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-X_4+07_WG_CLOSE,indicative,1572,0.18384223918575063,0.0019083969465648854,0.007633587786259542,0.806615776081425,2280,0.0021929824561403508,0.0,0.0,0.9978070175438597
V-S-MNSP1,Murraylink,forward,N-X_5+07_WG_CLOSE,unsupported,390,0.015384615384615385,0.0,0.002564102564102564,0.982051282051282,714,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-X_5+07_WG_CLOSE,unsupported,390,0.05897435897435897,0.0,0.02564102564102564,0.9153846153846154,510,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,N-X_LTYS_MNYS,unsupported,432,0.0,0.0,0.0,1.0,804,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,N-X_LTYS_MNYS,unsupported,432,0.06944444444444445,0.009259259259259259,0.0,0.9212962962962963,462,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-BGDV,supported,2172,0.01703499079189687,0.0,0.11740331491712708,0.8655616942909761,3779,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-BGDV,supported,2172,0.0,0.0,0.0,1.0,3689,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-BGRH,unsupported,10487,0.0,0.0,0.0005721369314389244,0.9994278630685611,7625,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-BGRH,unsupported,10487,0.0,0.0,0.0,1.0,7667,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-BRBG,indicative,3144,0.001272264631043257,0.0,0.04802798982188295,0.9506997455470738,4290,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-BRBG,indicative,3144,0.0,0.0,0.0,1.0,4356,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-BRTW,unsupported,84,0.44047619047619047,0.03571428571428571,0.011904761904761904,0.5119047619047619,228,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-BRTW,unsupported,84,0.0,0.0,0.0,1.0,240,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-BWMP,unsupported,168,0.625,0.017857142857142856,0.13095238095238096,0.2261904761904762,444,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-BWMP,unsupported,168,0.31547619047619047,0.05357142857142857,0.24404761904761904,0.3869047619047619,432,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-DVLK,unsupported,132,0.4318181818181818,0.15151515151515152,0.2727272727272727,0.14393939393939395,150,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-DVLK,unsupported,132,0.0,0.0,0.0,1.0,150,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-MKRB,indicative,810,0.018518518518518517,0.0,0.07530864197530865,0.9061728395061729,1062,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-MKRB,indicative,810,0.0,0.0,0.0012345679012345679,0.9987654320987654,1128,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-MWPS2-MWPS3,indicative,7403,0.05146562204511684,0.001215723355396461,0.4213156828312846,0.5260029717682021,7296,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-MWPS2-MWPS3,indicative,7403,0.09266513575577469,0.000675401864109145,0.518168310144536,0.3884911522355802,7266,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-PA_VC1,supported,5922,0.0,0.0,0.0,1.0,8705,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-PA_VC1,supported,5922,0.0,0.0,0.008274231678486997,0.991725768321513,8423,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-RBTU,supported,3408,0.017605633802816902,0.0011737089201877935,0.058098591549295774,0.9231220657276995,5957,0.00016786973308712439,0.0,0.0008393486654356219,0.9989927816014773
V-S-MNSP1,Murraylink,reverse,S-RBTU,supported,3408,0.0,0.0,0.0,1.0,5429,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-TBSE,supported,9597,0.052829009065332916,0.006043555277690945,0.011149317495050536,0.9299781181619255,14286,0.0006999860002799944,6.999860002799944e-05,0.0,0.999230015399692
V-S-MNSP1,Murraylink,reverse,S-TBSE,supported,9597,0.0,0.0,0.0,1.0,14514,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-TPRS,indicative,4829,0.002692068751294264,0.0,0.07558500724787741,0.9217229240008283,5939,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-TPRS,indicative,4829,0.0,0.0,0.0,1.0,5969,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-WE_MWP4,unsupported,7901,0.0715099354512087,0.029489937982533857,0.004429819010251867,0.8945703075560055,5556,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-WE_MWP4,unsupported,7901,0.0,0.0,0.0,1.0,5514,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,forward,S-X_BGBW+BGDV+BGTX,indicative,3330,0.12672672672672672,0.0036036036036036037,0.093993993993994,0.7756756756756756,4638,0.0,0.0,0.0,1.0
V-S-MNSP1,Murraylink,reverse,S-X_BGBW+BGDV+BGTX,indicative,3330,0.0,0.0,0.0,1.0,4284,0.0,0.0,0.0,1.0
