n_treated,n_matched,match_rate,treated_hours,treated_days,exact_share,effect_capacity,treated_capacity,control_capacity,effect_headroom,treated_headroom,control_headroom,effect_directional_flow,treated_directional_flow,control_directional_flow,effect_at_limit,treated_at_limit,control_at_limit,effect_restricted,treated_restricted,control_restricted,effect_forced_direction,treated_forced_direction,control_forced_direction,effect_tight_capacity,treated_tight_capacity,control_tight_capacity,effect_tightening,treated_tightening,control_tightening,effect_relief,treated_relief,control_relief,effect_capacity_pct,ci_lo_capacity,ci_hi_capacity,ci_lo_headroom,ci_hi_headroom,ci_lo_directional_flow,ci_hi_directional_flow,ci_lo_at_limit,ci_hi_at_limit,smd_before_temperature_mean,smd_after_temperature_mean,smd_before_vre_difference,smd_after_vre_difference,smd_before_residual_difference,smd_after_residual_difference,smd_before_half_hour,smd_after_half_hour,smd_before_other_count,smd_after_other_count,max_abs_smd_after,share_exact,share_count,share_coarse,placebo_n,placebo_effect_capacity,placebo_ci_lo,placebo_ci_hi,placebo_clean,target_ic,target_name,direction,GENCONSETID,episodes,tier
198,189,0.9545454545454546,99.0,11,0.708994708994709,-2.4240325000000027,39.0,46.30340833333333,16.954974999999997,66.59333500000001,37.093095000000005,-18.333333333333332,-23.666666666666668,-3.487245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.05172,33.20068,0.0,0.0,0.0,0.0,0.0,0.0,-4.499048051881984,-9.150949999999995,10.833333333333329,0.0,28.268807541666632,-33.750305,2.666666666666666,0.0,0.0,1.1048296490169072,0.11528963842281187,0.6130989021524473,0.1765132755752574,0.07890686677173325,0.2541884952159986,0.03614000062890368,0.008250017832794596,-0.08366613653134902,0.0,0.2541884952159986,0.708994708994709,0.14814814814814814,0.14285714285714285,384,0.9708133333333322,-4.449999999999989,7.900000000000002,True,N-Q-MNSP1,Directlink,forward,V-DDSM,8,supported
198,189,0.9545454545454546,99.0,11,0.708994708994709,12.59563,73.72,53.449999999999996,-0.410925000000006,16.95578666666667,55.397295,18.333333333333332,23.666666666666668,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19964999999999,57.0,35.349999999999994,-0.5218443808291298,41.72318385650231,30.19315946636771,2.0788790000000033,18.47696328251126,11.111943265448408,15.803501874305415,0.46665500000000293,29.483069999999998,-2.181458333333339,2.644551979166613,-2.666666666666666,33.750305,0.0,0.0,1.1048296490169072,0.11920215613944665,0.6130989021524473,0.17597887549373933,0.07890686677173325,0.25000407681041265,0.03614000062890368,0.008185057062457703,-0.08366613653134902,0.0,0.25000407681041265,0.708994708994709,0.13227513227513227,0.15873015873015872,384,0.6817008333333323,-13.600000000000009,11.469223874999999,True,N-Q-MNSP1,Directlink,reverse,V-DDSM,8,supported
61,61,1.0,30.5,3,0.8360655737704918,5.716663333333333,49.87244999999999,25.355469999999997,0.5820816666666815,76.99093833333335,69.83388000000001,12.686808333333346,-21.962115,-24.677661666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.90001,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.459286760389249,-9.116668333333333,12.686808333333346,-1.1473900000000015,6.1078233333333145,-31.01585333333334,27.99873000000001,0.0,0.0,1.031800677931103,0.1420153359272934,0.15952670753522516,-0.45129474451359614,-0.15966936090623676,0.21991930316803016,0.12199619083912003,0.004822267702962105,-0.4494723315479624,0.0,0.45129474451359614,0.8360655737704918,0.0,0.16393442622950818,107,-1.7488133333333309,-49.439709166666674,11.971053333333344,True,N-Q-MNSP1,Directlink,forward,V-DDWO_63,3,indicative
61,61,1.0,30.5,3,0.8360655737704918,-16.745781666666666,68.55760333333333,55.92761333333333,0.0,1.6666666624587378e-06,1.6666666624587378e-06,-12.686808333333346,21.962115,24.677661666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.777059999999992,26.43369,15.0,14.350899000000002,67.50497409326408,16.293703308431127,5.6043899999999995,25.175435999999998,12.217488,-21.841323010675946,-31.05000000000001,-0.5267466666666678,-1.6666666766695926e-06,1.6666666624587378e-06,-32.25526666666667,14.867021666666659,0.0,0.0,1.031800677931103,0.1420153359272934,0.15952670753522516,-0.45129474451359614,-0.15966936090623676,0.21991930316803016,0.12199619083912003,0.004822267702962105,-0.4494723315479624,0.0,0.45129474451359614,0.8360655737704918,0.0,0.16393442622950818,107,8.72527416666667,-51.355448333333335,49.44977999999999,True,N-Q-MNSP1,Directlink,reverse,V-DDWO_63,3,indicative
62,62,1.0,31.0,3,0.8548387096774194,6.174996666666665,51.469558333333325,25.469401666666663,0.7989800000000074,76.84909333333334,70.5903525,12.966464166666665,-15.273594166666665,-24.90123583333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.362479999999998,14.95,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.297859803028643,-9.116668333333333,12.686808333333346,-1.1473900000000015,6.1078233333333145,-31.01585333333334,27.99873000000001,0.0,0.0,0.9977092158292755,0.14586705951596998,0.1781939020920594,-0.40778625830973314,-0.1669932229978236,0.21048724866523333,0.07803367234622602,0.003120817270333913,-0.45606410837093864,0.0,0.40778625830973314,0.8548387096774194,0.0,0.14516129032258066,108,-2.194583333333334,-49.439709166666674,10.497875458333292,True,N-Q-MNSP1,Directlink,forward,V-DDWO_RADIAL,3,indicative
62,62,1.0,31.0,3,0.8548387096774194,-16.31431000000001,69.562135,65.55784833333333,-4.1666666561468446e-07,1.6666666624587378e-06,1.6666666642350947e-06,-12.966464166666665,15.273594166666665,24.90123583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1493749999999965,51.360285,21.844025,12.931480000000008,56.37268413294293,16.293703308431127,4.5181076000000004,22.941756497269306,10.35249045067265,-21.278559669482988,-31.05000000000001,-0.5267466666666678,-3.33333333379926e-06,1.6666666624587378e-06,-32.25526666666667,14.867021666666659,0.0,0.0,0.9977092158292755,0.14586705951596998,0.1781939020920594,-0.40778625830973314,-0.1669932229978236,0.21048724866523333,0.07803367234622602,0.003120817270333913,-0.45606410837093864,0.0,0.40778625830973314,0.8548387096774194,0.0,0.14516129032258066,108,13.024951666666666,-51.355448333333335,49.44977999999999,True,N-Q-MNSP1,Directlink,reverse,V-DDWO_RADIAL,3,indicative
42,42,1.0,21.0,2,0.9761904761904762,2.5749966666666673,5.391666666666666,0.5553016666666668,0.4077079166666735,77.16536916666666,69.16451166666667,7.423615833333351,-66.12644750000001,-48.83101416666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,12.0,-14.399995,-10.1,0.0,0.0,0.0,0.0,0.0,0.0,4.711249722661026,-9.116668333333333,22.452119999999994,-0.04269000000000034,6.1078233333333145,-31.01585333333334,32.25526666666667,0.0,0.0,0.8211649540459429,0.24739499140778853,0.4931127230890694,-0.2516696113292181,-0.5801800613212083,0.11114242179486859,0.1404535806717602,0.001966494443242275,-1.010020628180361,0.0,0.2516696113292181,0.9761904761904762,0.0,0.023809523809523808,73,-29.916666666666668,-68.31666666666666,12.076669999999993,True,N-Q-MNSP1,Directlink,forward,V-DDWO_X5,2,unsupported
42,42,1.0,21.0,2,0.9761904761904762,-15.73792916666666,84.0893775,87.14999999999999,0.0,2.500000000793534e-06,0.0,-7.423615833333351,66.12644750000001,48.83101416666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.701515,64.05,68.44999999999999,26.564047565,70.74734914844673,9.380058,6.769295873549234,21.27818652849741,7.156119700000003,-17.617084888059694,-31.05000000000001,-0.5267466666666678,-1.6666666624587378e-06,1.6666666624587378e-06,-32.25526666666667,31.01585333333334,0.0,0.0,0.8211649540459429,0.24739499140778853,0.4931127230890694,-0.2516696113292181,-0.5801800613212083,0.11114242179486859,0.1404535806717602,0.001966494443242275,-1.010020628180361,0.0,0.2516696113292181,0.9761904761904762,0.0,0.023809523809523808,73,8.566666666666663,-108.83333333333333,54.699999999999974,True,N-Q-MNSP1,Directlink,reverse,V-DDWO_X5,2,unsupported
12,12,1.0,6.0,1,1.0,-19.991666666666667,6.225,30.133333333333333,-2.0833333280734223e-06,0.0,2.0833333280734223e-06,-17.008333333333333,6.225,27.35,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-24.95,1.3,27.35,0.0,0.0,0.0,0.0,0.0,0.0,-37.29785309888412,-20.233333333333334,-20.233333333333334,-2.4999999936881068e-06,-2.4999999936881068e-06,-17.75,-17.75,0.0,0.0,0.15869879973839898,0.08649371266986947,1.1864848305227975,-0.8082199132161236,0.30946035032839686,0.20576594580395527,0.09909452502394571,0.003301312948999706,0.7673645817625185,0.0,0.8082199132161236,1.0,0.0,0.0,24,86.05564,84.75000166666666,85.94784166666666,False,N-Q-MNSP1,Directlink,forward,V-HGMO,1,unsupported
12,12,1.0,6.0,1,1.0,17.008334166666664,-6.224999166666667,-27.35,4.1666666561468446e-07,0.0,0.0,17.008333333333333,-6.225,-27.35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,15.599999999999998,-10.8,-29.15,-235.69119074465573,30.842183739999996,317.99605656350053,-163.0087351629349,51.28438463000002,197.9369337072892,18.148686947454316,16.26666833333333,16.26666833333333,0.0,0.0,16.266666666666666,16.266666666666666,0.0,0.0,0.15869879973839898,0.08649371266986947,1.1864848305227975,-0.8082199132161236,0.30946035032839686,0.20576594580395527,0.09909452502394571,0.003301312948999706,0.7673645817625185,0.0,0.8082199132161236,1.0,0.0,0.0,24,-38.57821083333333,-185.34259500000002,-18.267813333333322,False,N-Q-MNSP1,Directlink,reverse,V-HGMO,1,unsupported
24,24,1.0,12.0,1,0.9583333333333334,18.369279166666665,59.50581083333333,36.32049583333333,5.594846666666669,75.57734166666665,71.20929,14.1521325,-16.968647500000003,-26.185252499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.61846,53.70233,28.461375,0.0,0.0,0.0,0.0,0.0,0.0,40.67217746725349,18.27189166666666,18.27189166666666,5.2039933333333295,5.2039933333333295,13.970931666666665,13.970931666666665,0.0,0.0,0.2719542899853874,-0.1254223557441382,-0.27020307362469737,0.11392065137239422,0.2637899547619281,0.29563662316631084,-0.09145461116710962,-0.003802343307771301,-1.0094979519490905,0.0,0.29563662316631084,0.9583333333333334,0.0,0.041666666666666664,48,0.326441250000002,0.14467666666668322,9.68333333333333,False,N-Q-MNSP1,Directlink,forward,V-HGTR,1,unsupported
24,24,1.0,12.0,1,0.9583333333333334,1.7269724999999987,85.10849,73.28035166666666,23.92221750000001,80.40106166666666,45.4677325,-14.1521325,16.968647500000003,26.185252499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.249999999999993,71.75,49.0,-36.14319701432425,1.4697869999999997,49.09462131081078,-26.51509931306755,2.1288918,53.89539621621623,1.919213743285792,-1.0333333333333314,-1.0333333333333314,20.99883833333333,20.99883833333333,-14.333333333333334,-14.333333333333334,0.0,0.0,0.2719542899853874,-0.1254223557441382,-0.27020307362469737,0.11392065137239422,0.2637899547619281,0.29563662316631084,-0.09145461116710962,-0.003802343307771301,-1.0094979519490905,0.0,0.29563662316631084,0.9583333333333334,0.0,0.041666666666666664,48,-2.0416666666666643,-7.041668333333348,-0.7666666666666515,False,N-Q-MNSP1,Directlink,reverse,V-HGTR,1,unsupported
87,85,0.9770114942528736,43.5,4,0.32941176470588235,5.466666666666669,42.68333333333334,48.745395,4.110759999999985,76.17667666666667,55.1334375,-3.6155449999999973,-28.274355,-19.107068333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.099999999999994,32.6,37.2,0.0,0.0,0.0,0.0,0.0,0.0,10.198996095401412,-17.166666666666664,9.888082499999996,-0.710329999999999,9.2,-17.320531666666664,4.0,0.0,0.0,-0.4587576417432772,0.014579594529667199,0.06136601001640743,-0.15121366684232368,0.8518526353272652,0.24695540737492813,0.0889197109931387,-0.0010507495421104014,0.5177122411188692,0.0,0.24695540737492813,0.32941176470588235,0.36470588235294116,0.3058823529411765,145,-2.0,-13.553361666666675,3.475778333333338,True,N-Q-MNSP1,Directlink,forward,V-HOMR,3,indicative
87,85,0.9770114942528736,43.5,4,0.32941176470588235,2.0366666666666617,71.03333333333335,78.4275625,-3.159598333333335,45.516666666666666,52.97902166666667,3.6155449999999973,28.274355,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000284,55.1,69.9,3.359270999999994,93.853739,18.965703159999997,0.3678290000000024,28.910733000000008,61.72456220000001,2.2633821077977347,-6.453356666666679,16.866666666666674,-15.155788333333348,1.049999999999983,-6.633333333333334,21.519575,0.0,0.0,-0.4587576417432772,0.013150782835266496,0.06136601001640743,-0.15214298362570913,0.8518526353272652,0.24433055725752736,0.0889197109931387,-0.0015398915703340788,0.5177122411188692,0.0,0.24433055725752736,0.32941176470588235,0.36470588235294116,0.3058823529411765,145,-0.6833333333333371,-6.883333333333326,5.783333333333331,True,N-Q-MNSP1,Directlink,reverse,V-HOMR,3,indicative
135,133,0.9851851851851852,67.5,7,0.39097744360902253,-7.450000000000001,20.45,50.00457166666666,0.0,2.0,2.6425416666666877,-1.4125166666666666,-7.5,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.60059,12.7,39.01157,0.0,0.0,0.0,0.0,0.0,0.0,-13.899241630013506,-55.28131833333332,0.37743000000000393,-30.028898562499993,45.67097833333333,-42.744415000000004,5.366666666666667,0.0,0.0,-0.16957989247437394,0.135664423958224,0.4777396357663019,0.24703378383362287,0.5157777020482743,0.054428252122705835,0.04452901538827806,0.0064395807114191244,1.5821129086245378,0.0,0.24703378383362287,0.39097744360902253,0.39849624060150374,0.21052631578947367,238,3.770672500000003,-5.518225000000001,26.732000000000006,True,N-Q-MNSP1,Directlink,forward,V-HYMO,7,supported
135,133,0.9851851851851852,67.5,7,0.39097744360902253,-0.36666666666666714,12.516666666666666,12.583333333333334,-1.4210854715202004e-14,1.6666666766695926e-06,0.11666666666666714,1.2493949999999998,7.5,2.1666666666666665,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.17085499999998888,8.99742,-3.050005,-28.403656999999995,60.325916,120.08219899999999,-17.361454000000002,36.42544499999997,85.60403800000003,-0.39125045887454446,-17.266666666666666,70.11692000000001,-0.7933083333333428,0.333331708333338,-7.124168333333337,19.91617,0.0,0.0,-0.16957989247437394,0.14417875155049045,0.4777396357663019,0.26373893676238874,0.5157777020482743,0.004426363785617606,0.04452901538827806,0.006416458339026572,1.5821129086245378,0.0,0.26373893676238874,0.39097744360902253,0.3157894736842105,0.2932330827067669,238,-3.2789241666666555,-36.11384833333333,10.216575000000006,True,N-Q-MNSP1,Directlink,reverse,V-HYMO,7,supported
36,36,1.0,18.0,5,0.8611111111111112,-25.551535000000005,21.608644166666664,47.17254375,0.2866916666666697,69.19342083333333,75.0645925,-24.666666666666664,-46.350345833333336,-23.751365,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-29.353434999999998,17.0,44.92603,0.0,0.0,0.0,0.0,0.0,0.0,-48.331778959423524,-41.40245,2.8974091666666624,-22.800941666666674,12.076546666666658,-47.579896666666656,40.666666666666664,0.0,0.0,0.7240363714953268,0.13842732723613987,-1.2406297862391604,0.04949980608953406,0.6863293465072151,0.30369150391744726,0.03797597215437083,0.015542572954286293,-0.1864813269850673,0.0,0.30369150391744726,0.8611111111111112,0.027777777777777776,0.1111111111111111,41,2.841166666666666,-10.474808333333343,11.29074166666667,True,N-Q-MNSP1,Directlink,forward,V-HYTR,3,indicative
36,36,1.0,18.0,5,0.8611111111111112,27.824990000000014,126.04128166666666,103.08309166666668,0.3865575000000163,79.34642916666667,78.85598958333334,24.666666666666664,46.350345833333336,23.751365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.399654999999996,113.34973,95.749875,0.0002805000000000106,0.11444400000000009,0.4876960000000008,2.011372,2.3437645,1.010454500000003,36.2918021061122,-45.6829475,54.883211666666696,-5.5498216666666735,2.9887066666666584,-45.396280000000004,47.579896666666656,0.0,0.0,0.7240363714953268,0.13842732723613987,-1.2406297862391604,0.04949980608953406,0.6863293465072151,0.30369150391744726,0.03797597215437083,0.015542572954286293,-0.1864813269850673,0.0,0.30369150391744726,0.8611111111111112,0.027777777777777776,0.1111111111111111,41,-12.116534999999999,-17.599809999999998,-6.763977958333334,False,N-Q-MNSP1,Directlink,reverse,V-HYTR,3,indicative
156,133,0.8525641025641025,78.0,8,0.6390977443609023,-8.03327333333334,49.550000000000004,64.41666666666667,3.5166666666666515,75.46517666666666,62.40984833333333,-12.000000000000004,-14.473248333333332,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.566759999999999,37.2,58.90972,0.0,255.3185020927083,310.54319608526316,0.0,325.31365094374996,327.83553483914585,-15.195266784062028,-47.73218333333334,0.22871333333333155,-5.344118916666665,15.334264166666657,-53.51186583333334,7.796763333333333,0.0,0.0,1.1652408541602264,-0.08627431906198198,0.4773194135303847,-0.37517321362564193,-0.37494279872912584,-0.022915467988275387,-0.04943789409498842,0.007273203704448203,0.7713884319026848,0.0,0.37517321362564193,0.6390977443609023,0.03759398496240601,0.3233082706766917,217,16.917311666666663,5.685004166666669,25.284846666666652,False,N-Q-MNSP1,Directlink,forward,V-KG_WE_RC,7,unsupported
