ic,name,GENCONSETID,lead_forward,lead_reverse,invoked_share,relevant,excluded_reason
NSW1-QLD1,QNI,#R034831_RAMP,13,7,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R034867_RAMP,1,0,9.512937595129377e-06,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R034868_RAMP,2,0,9.512937595129377e-06,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R034870_RAMP,6,0,4.280821917808219e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R034885_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R034904_RAMP,0,7,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R034933_RAMP,0,4,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R034999_RAMP,13,7,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035031_RAMP,13,9,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035050_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035063_RAMP,1,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035073_RAMP,9,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035088_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035090_RAMP,0,1,3.805175038051751e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035124_RAMP,13,11,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035129_RAMP,12,11,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035137_RAMP,14,0,8.561643835616438e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035139_RAMP,11,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035170_RAMP,9,12,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035177_RAMP,13,10,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035194_RAMP,7,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035211_RAMP,9,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035218_RAMP,19,0,9.037290715372907e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035340_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035393_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035404_RAMP,5,0,2.378234398782344e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035495_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035497_RAMP,16,16,7.610350076103501e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035508_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035565_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035586_RAMP,0,2,9.037290715372907e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035592_RAMP,13,1,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035612_RAMP,0,7,5.232115677321157e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035613_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035628_RAMP,4,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035632_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035651_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035664_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035670_RAMP,7,0,5.232115677321157e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035674_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035733_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035746_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035778_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035801_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035804_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035862_RAMP,12,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035874_RAMP,12,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035880_RAMP,13,7,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035898_RAMP,7,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035915_RAMP,9,4,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035942_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035947_RAMP,1,0,5.7077625570776254e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R035995_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036000_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036018_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036097_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036101_RAMP,1,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036104_RAMP,0,4,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036125_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036135_RAMP,8,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036149_RAMP,0,3,0.00011891171993911719,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036152_RAMP,7,4,0.00011891171993911719,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036206_RAMP,7,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036216_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036255_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036257_RAMP,5,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036273_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036285_RAMP,13,7,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036299_RAMP,7,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036326_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036343_RAMP,19,0,9.037290715372907e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036344_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036385_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036396_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036409_RAMP,3,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036429_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036498_RAMP,10,19,9.037290715372907e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036501_RAMP,8,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036505_RAMP,0,3,9.037290715372907e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036509_RAMP,0,5,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036510_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036512_RAMP,0,10,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036522_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036523_RAMP,3,0,1.4269406392694063e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036525_RAMP,13,11,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036586_RAMP,0,2,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036604_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036614_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036616_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036636_RAMP,0,19,9.037290715372907e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036666_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,#R036689_RAMP,0,10,6.183409436834095e-05,False,ramp/discretionary (#)
NSW1-QLD1,QNI,CA_BRIS_569B1432,43,0,0.00020928462709284628,True,
NSW1-QLD1,QNI,CA_BRIS_57A00625,0,19,0.0031154870624048705,True,
NSW1-QLD1,QNI,CA_BRIS_582D74B3,126,0,0.0005993150684931507,True,
NSW1-QLD1,QNI,CA_BRIS_5892A65A,3,0,1.9025875190258754e-05,False,led <12 intervals
NSW1-QLD1,QNI,CA_BRIS_59712B29,0,73,0.0015934170471841704,True,
NSW1-QLD1,QNI,CA_SYDS_566A36E5,26,0,0.00013793759512937596,True,
NSW1-QLD1,QNI,CA_SYDS_59839EB2,0,161,0.0016124429223744292,True,
NSW1-QLD1,QNI,I-BCDM_ONE,88,0,0.0007753044140030442,True,
NSW1-QLD1,QNI,I-NQ_950_TEST,9833,0,0.10403348554033486,True,
NSW1-QLD1,QNI,N-ARDM_8C,4378,7009,0.09482496194824962,True,
NSW1-QLD1,QNI,N-ARKS_965,0,72,0.010573630136986301,True,
NSW1-QLD1,QNI,N-ARSR_8E,8300,8492,0.0568160197869102,True,
NSW1-QLD1,QNI,N-ARTW_86,102,96,0.03144977168949772,True,
NSW1-QLD1,QNI,N-AVMA_17,0,254,0.04228025114155251,True,
NSW1-QLD1,QNI,N-CHKS_ONE,0,497,0.013280060882800608,True,
NSW1-QLD1,QNI,N-DMSR_8J,1506,4361,0.05039478691019787,True,
NSW1-QLD1,QNI,N-DTMN_8_15M,0,36,0.03090277777777778,True,
NSW1-QLD1,QNI,N-DTSS_11,0,35,0.03824200913242009,True,
NSW1-QLD1,QNI,N-LDTM_82,5613,3884,0.08375190258751902,True,
NSW1-QLD1,QNI,N-LDTW_84,540,0,0.024467275494672754,True,
NSW1-QLD1,QNI,N-MA_CB172A,0,17,0.031349885844748855,True,
NSW1-QLD1,QNI,N-MPWW_ONE,0,13,0.05699200913242009,True,
NSW1-QLD1,QNI,N-TWUL_85,377,377,0.019577625570776257,True,
NSW1-QLD1,QNI,N-X_10+76,22,0,0.00017123287671232877,True,
NSW1-QLD1,QNI,N-X_13+76,10,0,0.0006373668188736682,False,led <12 intervals
NSW1-QLD1,QNI,N-X_2+8,0,15,0.003310502283105023,True,
NSW1-QLD1,QNI,N-X_3L+11_WG_CLOSE,0,16,0.0046375570776255705,True,
NSW1-QLD1,QNI,N-X_4+17_WG_CLOSE,545,54,0.0045662100456621,True,
NSW1-QLD1,QNI,N-X_76_8,39,0,0.0002616057838660578,True,
NSW1-QLD1,QNI,N-X_8E+DM+TW+LS_SVC,0,154,0.001583904109589041,True,
NSW1-QLD1,QNI,N-X_8U+DM+TW+LS_SVC,0,215,0.0016457382039573821,True,
NSW1-QLD1,QNI,N-X_AVMA_KCTX,0,35,0.001997716894977169,True,
NSW1-QLD1,QNI,N-X_AVMA_SSWW,0,169,0.006392694063926941,True,
NSW1-QLD1,QNI,N-X_BWWO_BWLD,396,0,0.0019121004566210046,True,
NSW1-QLD1,QNI,N-X_KCTX_LDTM,143,82,0.0006801750380517504,True,
NSW1-QLD1,QNI,N-X_LPSS_MPWW,0,25,0.030978881278538813,True,
NSW1-QLD1,QNI,Q-BCCP_812,89,0,0.001279490106544901,True,
NSW1-QLD1,QNI,Q-BKBM,0,175,0.028396118721461187,True,
NSW1-QLD1,QNI,Q-BRTX1,75,0,0.003762366818873668,True,
NSW1-QLD1,QNI,Q-CPWO_813/1,150,0,0.043545471841704715,True,
NSW1-QLD1,QNI,Q-LCCP_8859,181,0,0.02029109589041096,True,
NSW1-QLD1,QNI,Q-NIL,2524,239,1.0,False,invoked >95% of window
NSW1-QLD1,QNI,Q-RGLC_8875,279,0,0.01958238203957382,True,
NSW1-QLD1,QNI,Q-WOCY,2,0,0.021090182648401828,False,led <12 intervals
NSW1-QLD1,QNI,Q-WUTB_C,9,0,0.04745053272450533,False,led <12 intervals
NSW1-QLD1,QNI,Q-WUTB_O,1,0,0.005760083713850837,False,led <12 intervals
NSW1-QLD1,QNI,Q-X_BRHA_TWO,13,0,0.004266552511415525,True,
NSW1-QLD1,QNI,Q-X_GGWO+TBWO,2,0,0.00045186453576864533,False,led <12 intervals
NSW1-QLD1,QNI,Q-X_HACL_HATR,146,0,0.024657534246575342,True,
NSW1-QLD1,QNI,Q-X_HATR2+HA_275BUS,449,0,0.004618531202435312,True,
NSW1-QLD1,QNI,Q-X_HATR3+HACL,30,0,0.00045662100456621003,True,
NSW1-QLD1,QNI,Q-X_HATR_TWO,1327,0,0.02778253424657534,True,
NSW1-QLD1,QNI,Q-X_METR+BKSP,20,0,0.00020452815829528158,True,
NSW1-QLD1,QNI,Q-X_METR+MESP,132,0,0.0007182267884322679,True,
NSW1-QLD1,QNI,Q-X_MRGB_MRGB,13,0,0.0021404109589041095,True,
NSW1-QLD1,QNI,Q-X_TRBK2+TRME,10,0,0.00022831050228310502,False,led <12 intervals
NSW1-QLD1,QNI,Q-X_WIDEBAY,27,0,0.0006183409436834094,True,
NSW1-QLD1,QNI,Q-X_WIDEBAY_TWO,32,0,0.00106544901065449,True,
NSW1-QLD1,QNI,Q-X_WOSP_WOPW_O,85,0,0.0008038432267884323,True,
N-Q-MNSP1,Directlink,#N-Q-MNSP1_E,0,17,8.08599695585997e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030702_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030709_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030716_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030722_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030730_RAMP,2,2,9.512937595129377e-06,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030740_RAMP,6,6,2.8538812785388127e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030754_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030767_RAMP,11,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030795_RAMP,5,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030814_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030819_RAMP,13,4,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030823_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030861_RAMP,9,9,4.280821917808219e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030875_RAMP,11,9,5.232115677321157e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030886_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030896_RAMP,7,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030904_RAMP,0,2,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030914_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030919_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030922_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030934_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030956_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030960_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030986_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R030996_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031039_RAMP,12,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031041_RAMP,11,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031064_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031086_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031091_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031097_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031125_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031135_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031152_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031165_RAMP,6,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031167_RAMP,12,0,5.7077625570776254e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031171_RAMP,12,0,5.7077625570776254e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031172_RAMP,0,7,5.7077625570776254e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031178_RAMP,6,6,2.8538812785388127e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031220_RAMP,8,3,4.280821917808219e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031223_RAMP,9,0,4.280821917808219e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031224_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031248_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031254_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031262_RAMP,11,0,5.232115677321157e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031267_RAMP,7,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031287_RAMP,12,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031311_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031318_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031333_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031340_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031348_RAMP,8,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031357_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031365_RAMP,9,9,4.280821917808219e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031366_RAMP,8,8,3.805175038051751e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031373_RAMP,11,0,5.232115677321157e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031379_RAMP,7,7,3.3295281582952815e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031416_RAMP,11,11,5.232115677321157e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031419_RAMP,12,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031433_RAMP,13,10,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031451_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031455_RAMP,1,0,4.756468797564688e-06,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031456_RAMP,1,0,9.512937595129377e-06,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031462_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031468_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031478_RAMP,8,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031480_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031495_RAMP,12,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031512_RAMP,13,9,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031514_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031519_RAMP,6,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031524_RAMP,4,10,4.756468797564688e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031528_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031538_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031551_RAMP,12,12,9.037290715372907e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031564_RAMP,13,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031587_RAMP,10,0,5.232115677321157e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031594_RAMP,8,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031602_RAMP,5,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031616_RAMP,10,0,4.756468797564688e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031640_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031654_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031659_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031668_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031682_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031687_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031695_RAMP,13,0,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031779_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031792_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031802_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031872_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031903_RAMP,0,2,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031904_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031916_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031923_RAMP,0,11,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031949_RAMP,0,8,3.805175038051751e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031969_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R031981_RAMP,0,2,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032006_RAMP,0,5,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032008_RAMP,0,9,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032252_RAMP,0,10,4.756468797564688e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032278_RAMP,0,7,3.3295281582952815e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032299_RAMP,0,1,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032328_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032443_RAMP,0,7,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032449_RAMP,0,10,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032481_RAMP,0,1,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032506_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032551_RAMP,0,12,7.610350076103501e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032556_RAMP,0,12,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032566_RAMP,0,12,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032579_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032648_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032657_RAMP,0,5,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032675_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032699_RAMP,0,13,6.183409436834095e-05,False,ramp/discretionary (#)
N-Q-MNSP1,Directlink,#R032718_RAMP,0,12,0.00010464231354642314,False,ramp/discretionary (#)
