ic,name,direction,GENCONSETID,during_leader_1,during_share_1,during_top3,before_top3,leader_changed_share
V-SA,Heywood,forward,S-SE_1CP,V_S_HEYWOOD_UFLS,0.2309322033898305,V_S_HEYWOOD_UFLS (23%); I_6F_NS_150 (13%); S>>NIL_BWMP_RBTU (12%),S>>NIL_BWMP_RBTU (37%); S>>X_BRMN_RBTU_06 (9%); I_6F_NS_150 (9%),0.3142857142857143
V-SA,Heywood,forward,S-SE_VC1,I_6F_NS_150,0.18913612565445026,I_6F_NS_150 (19%); VS_600_TEST (16%); V_S_HEYWOOD_UFLS (10%),I_6F_NS_150 (24%); V_S_HEYWOOD_UFLS (9%); V_S_NIL_ROCOF (9%),0.30303030303030304
V-SA,Heywood,forward,S-TB275_W_BUS,I_6F_NS_150,0.25716928769657726,I_6F_NS_150 (26%); V_S_HEYWOOD_UFLS (23%); VS_HEY_600_TEST (16%),I_6F_NS_150 (34%); V_S_HEYWOOD_UFLS (12%); S>>NIL_BWMP_RBTU (7%),0.34328358208955223
V-SA,Heywood,forward,S-TB275_W_BUS_BC-2CP,VS_HEY_600_TEST,0.36075949367088606,VS_HEY_600_TEST (36%); S>>NIL_BWMP_RBTU (13%); V::N_NIL_V2 (13%),S>>NIL_BWMP_RBTU (50%); V::S_TB35_SETB_2 (25%); #R032921_007_RAMP_F (12%),0.375
V-SA,Heywood,forward,S-TBTU,F_S++TBTU_L5,0.3806282722513089,F_S++TBTU_L5 (38%); V_S_HEYWOOD_UFLS (8%); F_S++TBTU_L60 (7%),F_S++TBTU_L5 (38%); F_S++TBTU_L6 (7%); I_6F_NS_150 (6%),0.35365853658536583
V-SA,Heywood,forward,S-TB_CB6536,V_S_HEYWOOD_UFLS,0.4161676646706587,V_S_HEYWOOD_UFLS (42%); I_6F_NS_150 (18%); F_S++HYSE_L5 (6%),VS_600_TEST (21%); I_6F_NS_150 (11%); V^^S_MLSY_3 (11%),0.21428571428571427
V-SA,Heywood,forward,S-TB_CB6596,V_S_HEYWOOD_UFLS,0.19848293299620734,V_S_HEYWOOD_UFLS (20%); F_S++HYSE_L5 (16%); I_6F_NS_150 (11%),I_6F_NS_150 (27%); V_S_HEYWOOD_UFLS (10%); V::S_TBCB94_35_SETB (7%),0.43333333333333335
V-SA,Heywood,forward,S-WE_MWP4,S>>NIL_BWMP_RBTU,0.2149478563151796,S>>NIL_BWMP_RBTU (21%); F_S++SETB_L5 (16%); I_6F_NS_150 (10%),S>>NIL_BWMP_RBTU (35%); I_6F_NS_150 (13%); V:S_BLKRG_570 (13%),0.4057971014492754
V-SA,Heywood,forward,S-X_BRMN_RBTU,VS_600_TEST,0.2099009900990099,VS_600_TEST (21%); S>>X_BRMN_RBTU_04 (16%); I_6F_NS_150 (14%),V>S_460 (17%); I_6F_NS_150 (13%); S>>X_BRMN_RBTU_06 (9%),0.17391304347826086
V-SA,Heywood,forward,S-X_MGTI+PATI,V_S_HEYWOOD_UFLS,0.28502415458937197,V_S_HEYWOOD_UFLS (29%); I_6F_NS_150 (28%); V_S_NIL_ROCOF (16%),I_6F_NS_150 (50%); V:S_700 (11%); V_S_HEYWOOD_UFLS (11%),0.3333333333333333
V-SA,Heywood,forward,V-ARCW,V::N_WBHO_S2,0.23214285714285715,V::N_WBHO_S2 (23%); V::S_BDBU_MAXG_1 (20%); V_S_HEYWOOD_UFLS (16%),V_S_NIL_ROCOF (25%); S>>BDBU_TBTU_TBTU_1 (25%); #R036138_013_RAMP_F (25%),0.5
V-SA,Heywood,forward,V-AR_WB_BA,V_S_HEYWOOD_UFLS,0.2833333333333333,V_S_HEYWOOD_UFLS (28%); I_6F_NS_150 (27%); VS_600_TEST (8%),I_6F_NS_150 (19%); V_S_NIL_ROCOF (10%); VS_250_DYN (10%),0.5714285714285714
V-SA,Heywood,forward,V-BAML1_15M,V_S_HEYWOOD_UFLS,0.34951456310679613,V_S_HEYWOOD_UFLS (35%); I_6F_NS_150 (31%); V_S_NIL_ROCOF (8%),V_S_NIL_ROCOF (19%); I_6F_NS_150 (12%); VS_600_TEST (12%),0.25
V-SA,Heywood,forward,V-CRML,F_S++HYSE_L5,0.20717131474103587,F_S++HYSE_L5 (21%); F_QNV+CRML_R5 (15%); F_QNV+CRML_R60 (10%),F_S++HYSE_L5 (13%); V::N_NIL_O1 (9%); I_6F_NS_150 (9%),0.6521739130434783
V-SA,Heywood,forward,V-HYMO,F_QNV+HYMO_R6,0.2706766917293233,F_QNV+HYMO_R6 (27%); F_QNV+HYMO_R5 (23%); F_S++HYSE_L5 (14%),#R031037_021_RAMP_F (14%); F_S++HYSE_L6 (14%); #V-SA_RAMP_I_F (14%),1.0
V-SA,Heywood,forward,V-KG_WE_RC,V::S_BDBU_MAXG_1,0.24113475177304963,V::S_BDBU_MAXG_1 (24%); V_S_HEYWOOD_UFLS (19%); V_S_NIL_ROCOF (19%),V_S_NIL_ROCOF (30%); V:S_BDBU_700 (20%); #R030774_010_RAMP_F (10%),0.4
V-SA,Heywood,forward,V-KMRC,V_S_HEYWOOD_UFLS,0.27070063694267515,V_S_HEYWOOD_UFLS (27%); I_6F_NS_150 (23%); V:S_BLKRG_570 (6%),I_6F_NS_150 (14%); V:S_700 (9%); V_S_HEYWOOD_UFLS (9%),0.2727272727272727
V-SA,Heywood,forward,V-MLSY_NOEMTT_R,V_S_HEYWOOD_UFLS,0.25357142857142856,V_S_HEYWOOD_UFLS (25%); V_S_NIL_ROCOF (22%); V:S_BDBU_700 (8%),V_S_HEYWOOD_UFLS (25%); V_S_NIL_ROCOF (15%); I_6F_NS_150 (10%),0.35
V-SA,Heywood,forward,V-MRKM,V_S_HEYWOOD_UFLS,0.18823529411764706,V_S_HEYWOOD_UFLS (19%); I_6F_NS_150 (15%); F_S++TBTU_L5 (14%),F_S++HYSE_L5 (17%); VS_600_TEST (17%); V^^S_SEVC1_MAXG (8%),0.5
V-SA,Heywood,reverse,I-X_BDBU+HYSE,F_S++HYSE_R5,0.611764705882353,F_S++HYSE_R5 (61%); SV_HEY_600_TEST (15%); F_S++HYSE_R6 (7%),S:V_BDBU_650 (100%),0.0
V-SA,Heywood,reverse,S-BGDV,I_6F_SN_150,0.4076086956521739,I_6F_SN_150 (41%); V^^V_NIL_KGTS (23%); S_V_NIL_ROCOF (14%),I_6F_SN_150 (56%); S>>BDBU_TUTB_TUTB_1 (11%); S_V_NIL_ROCOF (11%),0.4444444444444444
V-SA,Heywood,reverse,S-KNPW,I_6F_SN_150,0.37339055793991416,I_6F_SN_150 (37%); S_V_HEYWOOD_OFGS (18%); S:V_BLKRG_550 (12%),I_6F_SN_150 (40%); V^^V_NIL_KGTS (10%); S>>BDBU_TUTB_TUTB_1 (10%),0.2
V-SA,Heywood,reverse,S-PA_VC1,I_6F_SN_150,0.31910569105691056,I_6F_SN_150 (32%); S:V_PA_SVC_470 (19%); F_S++SETB_R5 (8%),I_6F_SN_150 (23%); S:V_PA_SVC_470 (17%); V^^V_NIL_KGTS (9%),0.40425531914893614
V-SA,Heywood,reverse,S-RBTU,I_6F_SN_150,0.5935727788279773,I_6F_SN_150 (59%); S_V_HEYWOOD_OFGS (17%); V^^V_NIL_KGTS (9%),I_6F_SN_150 (43%); V^^V_NIL_KGTS (17%); S_V_HEYWOOD_OFGS (17%),0.23333333333333334
V-SA,Heywood,reverse,S-SECB6611_10,I_6F_SN_150,0.3614457831325301,I_6F_SN_150 (36%); F_S++TBTU_R5 (12%); SV_550_TEST (7%),I_6F_SN_150 (28%); F_S++TBTU_R5 (9%); V^^V_NIL_KGTS (8%),0.3448275862068966
V-SA,Heywood,reverse,S-SE_1CP,V^^V_NIL_KGTS,0.2076271186440678,V^^V_NIL_KGTS (21%); I_6F_SN_150 (19%); S>>BDBU_TUTB_TUTB_1 (14%),I_6F_SN_150 (31%); S:V_BLKRG_550 (14%); V^^V_NIL_KGTS (11%),0.2571428571428571
V-SA,Heywood,reverse,S-SE_VC1,I_6F_SN_150,0.4339005235602094,I_6F_SN_150 (43%); V^^V_NIL_KGTS (12%); SV_550_TEST (7%),I_6F_SN_150 (33%); V^^V_NIL_KGTS (12%); V^^V_NIL_SWVIC (9%),0.3333333333333333
V-SA,Heywood,reverse,S-TB275_W_BUS,I_6F_SN_150,0.34320074005550416,I_6F_SN_150 (34%); V^^V_NIL_KGTS (30%); S_V_HEYWOOD_OFGS (8%),I_6F_SN_150 (27%); V^^V_NIL_KGTS (18%); S::V_TB35_TBSE_2 (6%),0.5522388059701493
V-SA,Heywood,reverse,S-TB275_W_BUS_BC-2CP,I_6F_SN_150,0.6139240506329114,I_6F_SN_150 (61%); S::V_TB35_TBSE_2 (12%); S:V_BLKRG_550 (11%),S::V_TB35_TBSE_2 (50%); S:V_BLKRG_550 (25%); #R032937_001_RAMP_F (12%),0.25
V-SA,Heywood,reverse,S-TBSE,F_S++SETB_R5,0.5155709342560554,F_S++SETB_R5 (52%); I_6F_SN_150 (17%); F_S++SETB_R6 (7%),F_S++SETB_R5 (33%); I_6F_SN_150 (20%); V^^V_NIL_KGTS (2%),0.5294117647058824
V-SA,Heywood,reverse,S-TBTU,F_S++TBTU_R5,0.40209424083769635,F_S++TBTU_R5 (40%); I_6F_SN_150 (26%); F_S++TBTU_R6 (7%),F_S++TBTU_R5 (41%); I_6F_SN_150 (16%); V>>NIL_MLGT_MLGT (7%),0.36585365853658536
V-SA,Heywood,reverse,S-WE_MWP4,I_6F_SN_150,0.37543453070683663,I_6F_SN_150 (38%); F_S++SETB_R5 (21%); V^^V_NIL_SWVIC (8%),I_6F_SN_150 (51%); F_S++SETB_R5 (10%); V^^V_NIL_SWVIC (7%),0.21739130434782608
V-SA,Heywood,reverse,S-X_BRMN_RBTU,I_6F_SN_150,0.6396039603960396,I_6F_SN_150 (64%); S_V_HEYWOOD_OFGS (14%); V^^V_NIL_KGTS (6%),I_6F_SN_150 (70%); S_V_HEYWOOD_OFGS (9%); S:V_PA_SVC_470 (4%),0.17391304347826086
V-SA,Heywood,reverse,S-X_MGTI+PATI,V^^V_NIL_KGTS,0.6038647342995169,V^^V_NIL_KGTS (60%); S>>BDBU_TUTB_TUTB_1 (13%); I_6F_SN_150 (6%),I_6F_SN_150 (39%); V^^V_NIL_KGTS (28%); S:V_650 (11%),0.4444444444444444
V-SA,Heywood,reverse,V-AR_WB_BA,V^^V_NIL_KGTS,0.22083333333333333,V^^V_NIL_KGTS (22%); I_6F_SN_150 (18%); V^^V_NIL_SWVIC (12%),I_6F_SN_150 (33%); V^^V_NIL_SWVIC (19%); SV_550_TEST (14%),0.19047619047619047
V-SA,Heywood,reverse,V-BAML1_15M,V^^V_NIL_KGTS,0.46601941747572817,V^^V_NIL_KGTS (47%); I_6F_SN_150 (13%); V^^V_NIL_SWVIC (7%),I_6F_SN_150 (25%); S_V_HEYWOOD_OFGS (19%); V^^V_NIL_SWVIC (19%),0.125
V-SA,Heywood,reverse,V-CRML,F_QNV+CRML_L5,0.23107569721115537,F_QNV+CRML_L5 (23%); F_S++HYSE_R5 (20%); F_S++SETB_R5 (11%),I_6F_SN_150 (35%); F_S++SETB_R5 (9%); F_S++HYSE_R5 (4%),0.6086956521739131
V-SA,Heywood,reverse,V-DDMS,S_V_NIL_ROCOF,0.4022038567493113,S_V_NIL_ROCOF (40%); V^^V_NIL_KGTS (14%); V^^V_NIL_SWVIC (9%),V^^V_NIL_SWVIC (18%); S_V_HEYWOOD_OFGS (18%); S>>BDBU_TUTB_TUTB_1 (18%),0.29411764705882354
V-SA,Heywood,reverse,V-HYMO,F_QNV+HYMO_L5,0.2932330827067669,F_QNV+HYMO_L5 (29%); F_S++HYSE_R5 (17%); F_QNV+HYMO_L6 (14%),I_6F_SN_150 (43%); #R031037_012_RAMP_V (14%); F_S++HYSE_R5 (14%),1.0
V-SA,Heywood,reverse,V-KG_WE_RC,S>>BDBU_TUTB_TUTB_1,0.4397163120567376,S>>BDBU_TUTB_TUTB_1 (44%); V^^V_NIL_KGTS (25%); S:V_BDBU_650 (14%),S>>BDBU_TUTB_TUTB_1 (50%); S:V_BDBU_650 (20%); V^^V_NIL_KGTS (20%),0.1
V-SA,Heywood,reverse,V-KMRC,I_6F_SN_150,0.410828025477707,I_6F_SN_150 (41%); SV_550_TEST (15%); V^^V_NIL_KGTS (9%),I_6F_SN_150 (68%); V^^V_NIL_KGTS (18%); F_S++HYSE_R5 (5%),0.13636363636363635
V-SA,Heywood,reverse,V-MLSY_NOEMTT_R,V^^V_NIL_KGTS,0.27285714285714285,V^^V_NIL_KGTS (27%); S>>BDBU_TUTB_TUTB_1 (26%); S:V_BDBU_650 (13%),V^^V_NIL_KGTS (27%); S>>BDBU_TUTB_TUTB_1 (22%); I_6F_SN_150 (17%),0.38333333333333336
V-SA,Heywood,reverse,V-MRKM,I_6F_SN_150,0.2235294117647059,I_6F_SN_150 (22%); F_S++HYSE_R5 (22%); V^^V_NIL_KGTS (21%),I_6F_SN_150 (67%); F_S++HYSE_R5 (17%); V^^V_NIL_KGTS (8%),0.08333333333333333
V-S-MNSP1,Murraylink,forward,I-BURC,VSML_VFRB_OFF,0.6598360655737705,VSML_VFRB_OFF (66%); VS_600_TEST (8%); S>>NIL_RBTX_RBTX_2 (6%),VSML_VFRB_OFF (20%); V^^SML_NSWRB_2 (10%); V^SML_BUDP_3 (10%),0.25
V-S-MNSP1,Murraylink,forward,I-HYSE,VSML_VFRB_OFF,0.17462932454695224,VSML_VFRB_OFF (17%); V^^SML_NSWRB_2 (8%); S>>NIL_RBTU_RBTU (8%),VSML_VFRB_OFF (19%); V^SML_HORC_3 (16%); V^^SML_NSWRB_2 (16%),0.5
V-S-MNSP1,Murraylink,forward,I-SVML_088,V^^SML_NSWRB_2,0.23076923076923078,V^^SML_NSWRB_2 (23%); VSML_088 (23%); S>>NIL_BWMP_WTTP (13%),V^^SML_NSWRB_2 (57%); VSML_088 (14%); #R034688_001_RAMP_F (14%),0.0
V-S-MNSP1,Murraylink,forward,I-SVML_132,VSML_132,0.5172413793103449,VSML_132 (52%); V^^SML_NIL_3 (7%); NRM_VIC1_SA1 (7%),V^^SML_NIL_3 (18%); #R034632_001_RAMP_F (9%); VSML_088 (9%),0.36363636363636365
V-S-MNSP1,Murraylink,forward,I-VSML_088,V^^SML_NSWRB_2,0.23076923076923078,V^^SML_NSWRB_2 (23%); VSML_088 (23%); S>>NIL_BWMP_WTTP (13%),V^^SML_NSWRB_2 (57%); VSML_088 (14%); #R034688_001_RAMP_F (14%),0.0
V-S-MNSP1,Murraylink,forward,I-VSML_132,VSML_132,0.5172413793103449,VSML_132 (52%); V^^SML_NIL_3 (7%); NRM_VIC1_SA1 (7%),V^^SML_NIL_3 (18%); #R034632_001_RAMP_F (9%); VSML_088 (9%),0.36363636363636365
V-S-MNSP1,Murraylink,forward,I-VSML_176,VSML_176,0.2692307692307692,VSML_176 (27%); V^^SML_NSWRB_2 (15%); V^^SML_NIL_3 (12%),V^^SML_NSWRB_2 (15%); V^^SML_NIL_3 (15%); VSML_VFRB_OFF (15%),0.46153846153846156
V-S-MNSP1,Murraylink,forward,I-X_BDBU+HYSE,VSML_VFRB_OFF,0.4925373134328358,VSML_VFRB_OFF (49%); S>>NIL_TWPA_TPRS (24%); V^^SML_NSWRB_2 (7%),V^^SML_NSWRB_2 (75%); S>>BDBU_RBTU_WEWT (25%),0.25
V-S-MNSP1,Murraylink,forward,N-BABU,V^SML_BUDP_3,0.45285359801488834,V^SML_BUDP_3 (45%); V^^SML_NSWRB_2 (9%); V^^SML_NIL_3 (9%),V^SML_BUDP_3 (40%); V^^SML_NIL_3 (6%); VSML_044 (4%),0.22916666666666666
V-S-MNSP1,Murraylink,forward,N-BADP,V^SML_BUDP_3,0.6292134831460674,V^SML_BUDP_3 (63%); VSML_VFRB_OFF (11%); V>>NIL_BABE_KMRC (7%),V^^N_DTKV_1 (10%); #R032296_037_RAMP_F (10%); #R033738_030_RAMP_F (10%),0.2
V-S-MNSP1,Murraylink,forward,N-CLDE_99L_C,V^SML_BUDP_3,0.3253493013972056,V^SML_BUDP_3 (33%); VSML_VFRB_OFF (27%); V^^N_NIL_1 (9%),VSML_VFRB_OFF (24%); V^SML_BUDP_3 (12%); V^^SML_NSWRB_2 (9%),0.2647058823529412
V-S-MNSP1,Murraylink,forward,N-CNLT_07,VSML_VFRB_OFF,0.4435542607428988,VSML_VFRB_OFF (44%); V^^SML_NIL_3 (18%); V^^SML_NSWRB_2 (7%),VSML_VFRB_OFF (43%); V^^SML_NIL_3 (16%); I_6F_SN_150 (9%),0.29310344827586204
V-S-MNSP1,Murraylink,forward,N-CTMN_4_WG_CLOSE,VSML_VFRB_OFF,0.43023255813953487,VSML_VFRB_OFF (43%); V^^SML_NIL_3 (24%); V^^SML_NSWRB_2 (8%),VSML_VFRB_OFF (30%); V^^SML_NIL_3 (25%); V^^SML_NSWRB_2 (7%),0.26436781609195403
V-S-MNSP1,Murraylink,forward,N-CTYS_3L_WG_CLOSE,VSML_VFRB_OFF,0.43488555643251775,VSML_VFRB_OFF (43%); V^^SML_NIL_3 (13%); VS_600_TEST (7%),VSML_VFRB_OFF (40%); V^^SML_NIL_3 (21%); V^^SML_NSWRB_2 (6%),0.23809523809523808
V-S-MNSP1,Murraylink,forward,N-DTKV_18_WG_CLOSE,VSML_VFRB_OFF,0.25688073394495414,VSML_VFRB_OFF (26%); V>>NIL_BABE_KMRC (17%); V>>NIL_BABE_HOMRKM (17%),S>>NIL_RBTU_WEWT (33%); #R030739_018_RAMP_F (17%); V>>NIL_BABE_HOMRKM (17%),0.6666666666666666
V-S-MNSP1,Murraylink,forward,N-DTSS_11,VSML_VFRB_OFF,0.4668400520156047,VSML_VFRB_OFF (47%); S>>MW2MW3_NWRB1 (11%); V^^SML_NSWRB_2 (7%),VSML_VFRB_OFF (47%); V^^SML_NIL_3 (13%); V^^SML_NSWRB_2 (5%),0.15789473684210525
V-S-MNSP1,Murraylink,forward,N-GFYC-99J-C,VSML_VFRB_OFF,0.3963515754560531,VSML_VFRB_OFF (40%); V^SML_HORC_3 (13%); VS_600_TEST (11%),VSML_VFRB_OFF (43%); V^^SML_NIL_3 (14%); V^SML_HORC_3 (7%),0.17857142857142858
V-S-MNSP1,Murraylink,forward,N-KVCW_3W_WG_CLOSE,VSML_VFRB_OFF,0.5769230769230769,VSML_VFRB_OFF (58%); S>>NIL_RBTX_RBTX_2 (10%); V^^SML_NIL_3 (9%),VSML_VFRB_OFF (50%); I_6F_SN_150 (14%); S>>MNWT_RBTU_WTTP (7%),0.07142857142857142
V-S-MNSP1,Murraylink,forward,N-LTUT_64_15M,VSML_VFRB_OFF,0.30173775671406006,VSML_VFRB_OFF (30%); V^^N_LTUT_1 (15%); S>>NIL_BWMP_RBTU (14%),VSML_VFRB_OFF (33%); V^^SML_NSWRB_2 (26%); S>>NIL_BWMP_RBTU (22%),0.2962962962962963
V-S-MNSP1,Murraylink,forward,S-BGDV,VSML_VFRB_OFF,0.3674033149171271,VSML_VFRB_OFF (37%); V^^SML_NIL_3 (10%); S>>DVBG_RBTU_RBTU (8%),VSML_VFRB_OFF (25%); #R032320_002_RAMP_V (12%); V>>ARCW_X3_BEKG (12%),0.375
V-S-MNSP1,Murraylink,forward,S-PA_VC1,VSML_VFRB_OFF,0.2806484295845998,VSML_VFRB_OFF (28%); V^^N_NIL_1 (16%); VS_600_TEST (8%),VSML_VFRB_OFF (31%); V^^SML_NSWRB_2 (14%); V^^N_NIL_1 (10%),0.2857142857142857
V-S-MNSP1,Murraylink,forward,S-RBTU,VSML_VFRB_OFF,0.4014084507042254,VSML_VFRB_OFF (40%); S>>X_BRMN_RBTU_04 (16%); V^^SML_NSWRB_2 (10%),VSML_VFRB_OFF (28%); S>>X_BRMN_RBTU_04 (19%); S>>X_BRMN_RBTU_06 (6%),0.125
V-S-MNSP1,Murraylink,forward,S-TBSE,VSML_VFRB_OFF,0.355625,VSML_VFRB_OFF (36%); V^^N_NIL_1 (8%); VS_HEY_600_TEST (7%),VSML_VFRB_OFF (30%); V^^SML_NSWRB_2 (9%); V^^N_NIL_1 (8%),0.3888888888888889
V-S-MNSP1,Murraylink,forward,S-X_BRMN_RBTU,VSML_VFRB_OFF,0.33506044905008636,VSML_VFRB_OFF (34%); S>>X_BRMN_RBTU_04 (16%); V^SML_KGRC_4 (15%),S>>X_BRMN_RBTU_04 (25%); VSML_VFRB_OFF (25%); V^SML_KGRC_4 (25%),0.08333333333333333
V-S-MNSP1,Murraylink,forward,V-ARCW,V>>ARCW_X3_BEKG,0.4423076923076923,V>>ARCW_X3_BEKG (44%); V::N_WBHO_S2 (15%); V>>ARCW_KGWE_X3 (12%),V::N_WBHO_S2 (50%); #R031258_024_RAMP_F (25%); #R031276_024_RAMP_V (25%),0.5
V-S-MNSP1,Murraylink,forward,V-AR_WB_BA,V^^SML_ARWBBA_1,0.5833333333333334,V^^SML_ARWBBA_1 (58%); VSML_VFRB_OFF (17%); S>>X_BGRH+RBTX_03 (8%),V^^SML_ARWBBA_1 (22%); VSML_VFRB_OFF (9%); #R031308_024_RAMP_F (4%),0.4782608695652174
V-S-MNSP1,Murraylink,forward,V-CRML,S>>MW2MW3_NWRB1,0.19330855018587362,S>>MW2MW3_NWRB1 (19%); VSML_VFRB_OFF (16%); V^^SML_NSWRB_2 (11%),V^^SML_NSWRB_2 (14%); V^SML_BUDP_3 (9%); V^^N_NIL_1 (9%),0.5909090909090909
V-S-MNSP1,Murraylink,forward,V-DDMS,S>>NIL_RBTX_RBTX_2,0.15123456790123457,S>>NIL_RBTX_RBTX_2 (15%); V::N_DDMS_S1 (10%); V^^SML_NIL_3 (6%),VSML_VFRB_OFF (22%); V^^SML_NIL_3 (11%); V>>NIL_BABE_HOMRKM (11%),0.5
V-S-MNSP1,Murraylink,forward,V-DDSM,VSML_VFRB_OFF,0.2875816993464052,VSML_VFRB_OFF (29%); V::N_DDSM_V2 (9%); V^^SML_NSWRB_2 (8%),V^^SML_NIL_3 (23%); VSML_VFRB_OFF (23%); V^^SML_NSWRB_2 (15%),0.5384615384615384
V-S-MNSP1,Murraylink,forward,V-HYMO,VSML_VFRB_OFF,0.4,VSML_VFRB_OFF (40%); S>>NIL_RBTX_RBTX_2 (11%); S>>NIL_RBTU_WEWT (11%),VSML_VFRB_OFF (22%); I_6F_SN_150 (22%); S>>BWMP_RBTU_RBTU (11%),0.5555555555555556
V-S-MNSP1,Murraylink,forward,V-KG_WE_RC,V^SML_KGRC_4,0.44285714285714284,V^SML_KGRC_4 (44%); VSML_VFRB_OFF (24%); V>>RCWE_BUHO_X5 (11%),VSML_VFRB_OFF (20%); V^SML_KGRC_4 (20%); #R031432_021_RAMP_V (10%),0.2
V-S-MNSP1,Murraylink,forward,V-MLSY_NOEMTT_R,S>>NIL_RBTX_RBTX_2,0.24711815561959655,S>>NIL_RBTX_RBTX_2 (25%); VSML_VFRB_OFF (18%); V^^SML_NSWRB_2 (16%),S>>NIL_RBTX_RBTX_2 (27%); VSML_VFRB_OFF (19%); V^^SML_NSWRB_2 (11%),0.40625
V-S-MNSP1,Murraylink,forward,V-MRKM,V^SML_HORC_3,0.6797752808988764,V^SML_HORC_3 (68%); VSML_VFRB_OFF (12%); V^^SML_ARWBBA_1 (11%),V^SML_HORC_3 (33%); #R032410_022_RAMP_F (7%); #R032396_021_RAMP_F (7%),0.5333333333333333
V-S-MNSP1,Murraylink,reverse,I-BURC,S>>NIL_RBTX_RBTX_1,0.2459016393442623,S>>NIL_RBTX_RBTX_1 (25%); I_6F_NS_150 (21%); V>>V_BURC_5 (11%),I_6F_NS_150 (20%); N^^V_BURC_1 (10%); S>>NIL_RBTX_RBTX_1 (10%),0.5
V-S-MNSP1,Murraylink,reverse,I-HYSE,S>>NIL_RBTX_RBTX_1,0.515650741350906,S>>NIL_RBTX_RBTX_1 (52%); N^^V_LTUT_1 (7%); S>>MW2MW3_RBNW1 (7%),S>>NIL_RBTX_RBTX_1 (50%); N^^V_NIL_1 (12%); S>>MW2MW3_RBNW1 (6%),0.375
V-S-MNSP1,Murraylink,reverse,I-SVML_132,SVML_132,0.3448275862068966,SVML_132 (34%); N>>NIL_060_051 (29%); V^^V_NIL_KGTS (10%),N>>NIL_060_051 (27%); S>>NIL_RBTX_RBTX_1 (18%); SVML_088 (9%),0.6363636363636364
V-S-MNSP1,Murraylink,reverse,I-VSML_132,SVML_132,0.3448275862068966,SVML_132 (34%); N>>NIL_060_051 (29%); V^^V_NIL_KGTS (10%),N>>NIL_060_051 (27%); S>>NIL_RBTX_RBTX_1 (18%); SVML_088 (9%),0.6363636363636364
V-S-MNSP1,Murraylink,reverse,I-VSML_176,N>>NIL_060_051,0.23076923076923078,N>>NIL_060_051 (23%); I_6F_NS_150 (17%); S>>NIL_RBTX_RBTX_1 (15%),S>>NIL_RBTX_RBTX_1 (38%); N>>NIL_060_051 (31%); V^^V_NIL_KGTS (15%),0.5384615384615384
V-S-MNSP1,Murraylink,reverse,I-X_BDBU+HYSE,S>>NIL_RBTX_RBTX_1,0.3880597014925373,S>>NIL_RBTX_RBTX_1 (39%); N^^V_LTUT_1 (30%); S>>MW2MW3_RBNW1 (22%),S>>NIL_RBTX_RBTX_1 (50%); N^^V_LTUT_1 (25%); S>>MW2MW3_RBNW1 (25%),0.0
V-S-MNSP1,Murraylink,reverse,N-BABU,S>>NIL_RBTX_RBTX_1,0.5545905707196029,S>>NIL_RBTX_RBTX_1 (55%); N^^N_NIL_WGLT (12%); N>>NIL_060_051 (8%),S>>NIL_RBTX_RBTX_1 (46%); N>>NIL_060_051 (15%); N^^N_NIL_WGLT (4%),0.3125
V-S-MNSP1,Murraylink,reverse,N-BADP,S>VMLMHNW2,0.29775280898876405,S>VMLMHNW2 (30%); S>>NIL_RBTX_RBTX_1 (25%); N^^V_BADP_1 (12%),S>VMLMHNW2 (30%); V^^V_NIL_KGTS_2 (10%); #R032296_023_RAMP_F (10%),0.1
V-S-MNSP1,Murraylink,reverse,N-CLDE_99L_C,S>>NIL_RBTX_RBTX_1,0.20159680638722555,S>>NIL_RBTX_RBTX_1 (20%); S>VMLMHNW2 (16%); S>>V_NWMW1_RBNW1 (10%),S>>NIL_RBTX_RBTX_1 (24%); S>VMLMHNW2 (18%); S>>V_NWMW1_RBNW1 (15%),0.3235294117647059
V-S-MNSP1,Murraylink,reverse,N-CNLT_07,S>>NIL_RBTX_RBTX_1,0.5003641660597232,S>>NIL_RBTX_RBTX_1 (50%); V^^V_NIL_KGTS (14%); I_6F_NS_150 (10%),S>>NIL_RBTX_RBTX_1 (40%); V^^V_NIL_KGTS (17%); I_6F_NS_150 (10%),0.27586206896551724
V-S-MNSP1,Murraylink,reverse,N-CTMN_4_WG_CLOSE,S>>NIL_RBTX_RBTX_1,0.487360970677452,S>>NIL_RBTX_RBTX_1 (49%); V^^V_NIL_KGTS (10%); I_6F_NS_150 (7%),S>>NIL_RBTX_RBTX_1 (45%); V^^V_NIL_KGTS (8%); I_6F_NS_150 (8%),0.26436781609195403
V-S-MNSP1,Murraylink,reverse,N-CTYS_3L_WG_CLOSE,S>>NIL_RBTX_RBTX_1,0.4183109707971586,S>>NIL_RBTX_RBTX_1 (42%); N^^V_CTMN_1 (12%); V^^V_NIL_KGTS (9%),S>>NIL_RBTX_RBTX_1 (44%); V^^V_NIL_KGTS (13%); N^^V_CTMN_1 (11%),0.23809523809523808
V-S-MNSP1,Murraylink,reverse,N-DTKV_18_WG_CLOSE,V^^V_MLNK_KGTS,0.28440366972477066,V^^V_MLNK_KGTS (28%); V^^V_NIL_KGTS_2 (16%); S>VMLMHNW1 (13%),N^^N_NIL_X5_BEKG (33%); V^^V_NIL_KGTS_2 (17%); V>>BDBU_WBBA_BESH (17%),0.5
