ic,name,direction,GENCONSETID,DUID,tightening_per_hh_treated,tightening_per_hh_base,relief_per_hh_treated,relief_per_hh_base,excess_tightening,excess_relief,treated_half_hours,base_half_hours
NSW1-QLD1,QNI,reverse,N-ARDM_8C,RYEPARK1,12.33483943518239,2.5465993897903885,9.818989613951748,3.5823162623147393,9.788240045392001,6.236673351637009,3012,11334
NSW1-QLD1,QNI,reverse,N-ARDM_8C,COLWF01,8.01744797258574,2.1060620590702337,7.2145516355856705,2.690481485716528,5.911385913515507,4.524070149869143,3012,11334
NSW1-QLD1,QNI,reverse,N-ARDM_8C,SNOWYP,12.162276560424967,3.5202812378491544,0.021881047239612976,0.3341258413370642,8.641995322575813,-0.3122447940974512,3012,11334
NSW1-QLD1,QNI,reverse,N-ARDM_8C,CAPBES1,6.161298219224342,1.375473200898214,4.272307498090766,0.8704178713467814,4.785825018326128,3.4018896267439844,3012,11334
NSW1-QLD1,QNI,reverse,N-ARDM_8C,AVLSF1,7.524811413552367,3.975920870234384,7.839942774607132,3.9139063165141494,3.548890543317983,3.9260364580929825,3012,11334
NSW1-QLD1,QNI,reverse,N-ARDM_8C,SUNRSF1,2.599663160398004,2.0841366638728305,8.986567308293663,2.8878133792372873,0.5155264965251733,6.098753929056376,3012,11334
NSW1-QLD1,QNI,reverse,N-ARDM_8C,DARLSF1,6.626882866695198,4.596295510392169,9.781647015526275,5.332393214323008,2.0305873563030294,4.449253801203267,3012,11334
NSW1-QLD1,QNI,reverse,N-ARDM_8C,NEWENSF2,30.3782944775756,26.069688630248088,24.08102136687323,22.15464251549338,4.308605847327513,1.9263788513798517,3012,11334
NSW1-QLD1,QNI,forward,N-ARSR_8E,NEWENSF2,6.21868882037018,30.07518025220583,6.469894362687094,24.948676050079598,-23.85649143183565,-18.478781687392505,1895,5359
NSW1-QLD1,QNI,forward,N-ARSR_8E,NEWENSF1,6.463641077883489,29.760723737769084,6.730427021737896,24.290788273679432,-23.297082659885596,-17.560361251941536,1895,5359
NSW1-QLD1,QNI,forward,N-ARSR_8E,KPP_1,28.284267116129957,10.623793908167466,22.31642630401692,9.995073846997075,17.66047320796249,12.321352457019847,1895,5359
NSW1-QLD1,QNI,forward,N-ARSR_8E,SAPHWF1,16.321973810186584,27.776327475105827,15.383199705991004,29.38334369367315,-11.454353664919243,-14.000143987682147,1895,5359
NSW1-QLD1,QNI,forward,N-ARSR_8E,BW01,6.247241336811228,18.347253316677325,5.722514742809272,14.990459513217262,-12.100011979866096,-9.26794477040799,1895,5359
NSW1-QLD1,QNI,forward,N-ARSR_8E,BW04,4.686097614409237,15.271370812128314,4.377314471721864,13.002544183637976,-10.585273197719076,-8.625229711916113,1895,5359
NSW1-QLD1,QNI,forward,N-ARSR_8E,BW03,4.907138607008342,15.202143810578061,4.2957032483992075,12.178491326785648,-10.295005203569719,-7.882788078386441,1895,5359
NSW1-QLD1,QNI,forward,N-ARSR_8E,ER02,2.799386123934013,11.729519300681954,2.561875445985602,11.49029291586878,-8.93013317674794,-8.928417469883179,1895,5359
NSW1-QLD1,QNI,forward,N-ARSR_8E,LDBESS1,14.80988341439168,0.7175800489372453,2.4181865253579082,0.41079704755935137,14.092303365454434,2.007389477798557,1895,5359
