ic,name,direction,level,key,families,layer,GENCONSETID,tier,dimension,value,n_units,own_treated,own_control,own_diff,top_control_treated,top_control_control
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,near,CA_SYDS_57B55E34,unsupported,tbin,1,23,0.28985507246376807,0.0,0.28985507246376807,0.0,0.23091787439613526
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,near,CA_SYDS_57B55E34,unsupported,vbin,1,31,0.24731182795698922,0.0,0.24731182795698922,0.005376344086021505,0.025268817204301075
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,near,CA_SYDS_57B55E34,unsupported,vbin,2,10,0.0,0.0,0.0,0.0,0.46111111111111114
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,near,CA_SYDS_57B55E34,unsupported,rbin,0,9,0.0,0.0,0.0,0.0,0.3216049382716049
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,near,CA_SYDS_57B55E34,unsupported,rbin,1,23,0.007246376811594202,0.0,0.007246376811594202,0.007246376811594202,0.10507246376811594
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,near,CA_SYDS_57B55E34,unsupported,rbin,2,9,0.8333333333333334,0.0,0.8333333333333334,0.0,0.009259259259259259
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,season,Winter,56,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,day_period,Evening peak,10,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,day_period,Morning peak,6,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,day_period,Overnight,18,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,day_period,Solar period,22,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,tbin,0,19,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,tbin,1,22,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,tbin,2,15,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,vbin,0,1,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,vbin,1,39,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,vbin,2,16,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,rbin,0,8,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,rbin,1,39,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,rbin,2,9,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,season,Winter,56,0.31845238095238093,0.0,0.31845238095238093,0.18154761904761904,0.15729166666666666
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,day_period,Evening peak,10,0.08333333333333333,0.0,0.08333333333333333,0.0,0.03333333333333333
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,day_period,Morning peak,6,0.47222222222222215,0.0,0.47222222222222215,0.0,0.0
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,day_period,Overnight,18,0.0,0.0,0.0,0.0,0.0
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,day_period,Solar period,22,0.643939393939394,0.0,0.643939393939394,0.4621212121212121,0.3852272727272727
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,tbin,0,19,0.043859649122807015,0.0,0.043859649122807015,0.0,0.0
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,tbin,1,22,0.5,0.0,0.5,0.1212121212121212,0.08636363636363636
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,tbin,2,15,0.39999999999999997,0.0,0.39999999999999997,0.49999999999999994,0.4605555555555555
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,vbin,0,1,1.0,0.0,1.0,0.0,0.2
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,vbin,1,39,0.25213675213675213,0.0,0.25213675213675213,0.021367521367521364,0.038461538461538464
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,vbin,2,16,0.4375,0.0,0.4375,0.5833333333333333,0.44427083333333334
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,rbin,0,8,0.375,0.0,0.375,0.375,0.6135416666666667
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,rbin,1,39,0.15384615384615385,0.0,0.15384615384615385,0.18376068376068375,0.09487179487179488
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,near,CA_SYDS_59839EB2,indicative,rbin,2,9,0.9814814814814814,0.0,0.9814814814814814,0.0,0.022222222222222223
N-Q-MNSP1,Directlink,forward,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,near,N-96L_96R_CB4102,supported,season,Autumn,464,0.5621408045977012,0.00043103448275862074,0.5617097701149425,0.12895114942528735,0.08841594827586208
N-Q-MNSP1,Directlink,forward,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,near,N-96L_96R_CB4102,supported,season,Spring,515,0.37087378640776697,0.0,0.37087378640776697,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,near,N-96L_96R_CB4102,supported,season,Summer,262,0.7811704834605597,0.0,0.7811704834605597,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,near,N-96L_96R_CB4102,supported,season,Winter,356,0.3829588014981273,0.003729712858926341,0.379229088639201,0.0,0.0
N-Q-MNSP1,Directlink,forward,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,near,N-96L_96R_CB4102,supported,day_period,Evening peak,247,0.6720647773279352,0.005375618533513271,0.6666891587944219,0.055330634278002694,0.010053981106612687
N-Q-MNSP1,Directlink,forward,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,near,N-96L_96R_CB4102,supported,day_period,Morning peak,229,0.517467248908297,0.0,0.517467248908297,0.022561863173216883,0.027971858321203302
