ic,name,direction,level,key,families,layer,GENCONSETID,tier,n_units,treated_hours,own_treated,own_control,own_diff,own_ci_lo,own_ci_hi,treated_coverage,any_treated,any_control,any_diff,any_ci_lo,any_ci_hi,class_own_set_treated,class_own_set_control,class_other_outage_set_treated,class_other_outage_set_control,class_system_normal_other_treated,class_system_normal_other_control,class_fcas_treated,class_fcas_control,class_ramp_discretionary_treated,class_ramp_discretionary_control,top1_treated,top1_treated_share,top1_control_share,top1_control,top1_control_share_c,top1_control_share_t
N-Q-MNSP1,Directlink,forward,K2,CA_BRIS_5667C22F,CA_BRIS_5667C22F,binding,CA_BRIS_5667C22F,unsupported,48,24.0,0.9305555555555555,0.0,0.9305555555555555,0.9166666666666665,0.9583333333333333,1.0,0.9444444444444443,0.13130787037037037,0.813136574074074,0.7703993055555556,0.8986111111111111,0.930555555555556,0.0,0.003472222222222222,0.10844907407407406,0.34375,0.03396990740740741,0.0,0.0,0.0,0.0062499999999999995,CA_BRIS_5667C22F_1,0.930555555555556,0.0,N>96L_96R_967_89,0.07916666666666666,0.0
N-Q-MNSP1,Directlink,reverse,K2,CA_BRIS_5667C22F,CA_BRIS_5667C22F,binding,CA_BRIS_5667C22F,unsupported,48,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003472222222222222,0.04716435185185185,-0.04369212962962963,-0.13541666666666666,0.002170138888888889,0.0,0.0,0.0,0.03958333333333333,0.003472222222222222,0.007581018518518518,0.0,0.0,0.0,0.0,Q^^NIL_CS,0.003472222222222222,0.0,N>>X-17+76_39_11,0.03958333333333333,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_BRIS_593C7214,CA_BRIS_593C7214,binding,CA_BRIS_593C7214,unsupported,5,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q^^TR_CLHA_-1300,0.0,0.0,Q^^TR_CLHA_-1300,0.0,0.0
N-Q-MNSP1,Directlink,reverse,K2,CA_BRIS_593C7214,CA_BRIS_593C7214,binding,CA_BRIS_593C7214,unsupported,5,2.5,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0,0.33333333333333337,0.03333333333333333,0.29999999999999993,0.29999999999999993,0.29999999999999993,0.3333333333333333,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,CA_BRIS_593C7214_1,0.3333333333333333,0.0,N>>NIL_964_84_S,0.03333333333333333,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_BRIS_59712B29,CA_BRIS_59712B29,binding,CA_BRIS_59712B29,unsupported,55,27.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q^^TR_CLHA_-1300,0.0,0.0,Q^^TR_CLHA_-1300,0.0,0.0
N-Q-MNSP1,Directlink,reverse,K2,CA_BRIS_59712B29,CA_BRIS_59712B29,binding,CA_BRIS_59712B29,unsupported,55,27.5,0.09090909090909091,0.0,0.09090909090909091,0.0,0.16129032258064516,1.0,0.09090909090909091,0.16181818181818183,-0.07090909090909091,-0.16944444444444443,0.005376344086021509,0.09090909090909091,0.0,0.0,0.0012121212121212121,0.0,0.16363636363636364,0.0,0.0,0.0,0.0,CA_BRIS_59712B29_1,0.09090909090909091,0.0,N>>NIL_964_84_S,0.1478787878787879,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,binding,CA_SYDS_57B55E34,unsupported,41,20.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03048780487804878,-0.03048780487804878,-0.0638888888888889,-0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.03048780487804878,0.0,0.0,0.0,0.0,N>>NIL_33_34,0.0,0.03048780487804878,N>>NIL_33_34,0.03048780487804878,0.0
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,binding,CA_SYDS_57B55E34,unsupported,41,20.5,0.11788617886178861,0.0,0.11788617886178861,0.005747126436781609,0.3888888888888889,1.0,0.11788617886178861,0.21788617886178863,-0.10000000000000002,-0.2551724137931035,0.275,0.11788617886178862,0.0,0.0,0.03333333333333334,0.0,0.1859078590785908,0.0,0.0,0.0,0.0,CA_SYDS_57B55E34_1,0.11788617886178862,0.0,N>>NIL_964_88_S,0.12601626016260165,0.0
N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,binding,CA_SYDS_59839EB2,indicative,56,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q^^TR_CLHA_-1300,0.0,0.0,Q^^TR_CLHA_-1300,0.0,0.0
N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,binding,CA_SYDS_59839EB2,indicative,56,28.0,0.23809523809523808,0.0,0.23809523809523808,0.23655913978494622,0.24,1.0,0.36309523809523814,0.21354166666666669,0.14955357142857142,0.04220430107526879,0.2826666666666667,0.23809523809523808,0.0,0.0,0.05803571428571429,0.13392857142857142,0.19325396825396823,0.0,0.0,0.0,0.0,CA_SYDS_59839EB2_2,0.1994047619047619,0.0,N>>NIL_964_84_S,0.12083333333333332,0.13392857142857142
N-Q-MNSP1,Directlink,forward,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,binding,N-96L_96R_CB4102,supported,1597,798.5,0.30150281778334376,0.0002504696305572949,0.3012523481527865,0.22498631386861315,0.37491645899823656,1.0,0.35817157169693176,0.07385897168301678,0.28431260001391495,0.20866838466524115,0.35712143512080785,0.3015028177833427,0.0002504696305572949,0.07639323731997491,0.05517637236485076,0.027134209977040274,0.015770889862937447,0.0,0.0,0.003548319766228345,0.006185208376817644,N>96L_96R_967_89,0.2039240242120632,0.00012523481527864746,N::Q_ARSR_1,0.025688791484032563,0.03871843039031517
N-Q-MNSP1,Directlink,reverse,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,binding,N-96L_96R_CB4102,supported,1597,798.5,0.010540596952619495,0.0,0.010540596952619495,0.002662479409921138,0.021344372851123228,1.0,0.16050928824879981,0.15953523968552147,0.0009740485632783735,-0.056743241836948836,0.05254933655189936,0.010540596952619495,0.0,0.008453350031308702,0.003934460446670842,0.16541431851388022,0.16974535587560008,0.0,0.0,0.0020872469213107907,0.001412370416753635,N>>NIL_86_85_S,0.0579211020663745,0.036902525568774776,N>>NIL_964_88_S,0.06184512627843878,0.04017950323523275
N-Q-MNSP1,Directlink,forward,K2,N-ARTW_86,N-ARTW_86,binding,N-ARTW_86,supported,758,379.0,0.037598944591029027,0.017106420404573438,0.02049252418645559,-0.015129694430792881,0.07107840987897138,1.0,0.04661389621811786,0.02704485488126649,0.019569041336851358,-0.02089021401073373,0.0718454964076396,0.0870712401055409,0.017106420404573427,0.002198768689533861,0.0009088243916739959,0.004177660510114336,0.0014658457930225742,0.0,0.0,0.0030782761653474055,0.010114335971855761,N^^Q_ARTW_B1,0.020888302550571676,0.017106420404573427,N^^Q_ARTW_B1,0.017106420404573427,0.020888302550571676
N-Q-MNSP1,Directlink,reverse,K2,N-ARTW_86,N-ARTW_86,binding,N-ARTW_86,supported,758,379.0,0.02066842568161829,0.0,0.02066842568161829,0.0031627945231231984,0.04678059577244553,1.0,0.046613896218117845,0.1404939900322486,-0.09388009381413073,-0.1865291218637993,-0.014341694582144744,0.060905892700087935,0.0,0.0,0.0,0.025945470536499565,0.15303430079155683,0.0,0.0,0.0,0.0035180299032541774,N>>NIL_964_84_S,0.02572559366754618,0.07230284374083856,N>>NIL_964_84_S,0.07230284374083856,0.02572559366754618
N-Q-MNSP1,Directlink,forward,K2,N-AVMA_17,N-AVMA_17,binding,N-AVMA_17,supported,1276,638.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04349529780564263,0.05304989550679205,-0.009554597701149425,-0.034040127934691786,0.014702398019404006,0.0,0.0,0.018808777429467086,0.03207941483803552,0.022596656217345874,0.018144810170672244,0.0,0.0,0.005094043887147334,0.0069531522117729,N>>NIL_33_34,0.022596656217345874,0.009541536050156738,N>96L_96R_967_89,0.012058080808080806,0.0027429467084639494
N-Q-MNSP1,Directlink,reverse,K2,N-AVMA_17,N-AVMA_17,binding,N-AVMA_17,supported,1276,638.0,0.01763322884012539,0.0,0.01763322884012539,0.0025902923133819056,0.04105172866456628,1.0,0.13923719958202715,0.09671934865900383,0.04251785092302333,-0.007055105061635418,0.09508948975754497,0.017633228840125394,0.0,0.0028735632183908046,0.00458899338209683,0.13975966562173456,0.10099268547544406,0.0,0.0027864855451062345,0.0002612330198537095,0.002429467084639498,N>>NIL_85_86_S,0.04597701149425286,0.025583420411006585,N>>NIL_964_84_S,0.042557035876001396,0.0412748171368861
N-Q-MNSP1,Directlink,forward,K2,N-CHKS_ONE,N-CHKS_ONE,binding,N-CHKS_ONE,supported,401,200.5,0.0,0.0,0.0,0.0,0.0,1.0,0.02119700748129676,0.020331116652812415,0.000865890828484345,-0.04062516654076796,0.04351896266241973,0.0,0.0,0.01828761429758936,0.0029093931837073984,0.003325020781379883,0.007231920199501246,0.0,0.0,0.0,0.015648379052369075,N>>32_34_33,0.01828761429758936,0.0,#R034511_001_RAMP_F,0.008312551953449708,0.0
