ic,name,direction,level,key,families,n_units_binding,n_units_setter,own_control_binding,own_control_setter,own_treated_binding,own_treated_setter,top3_binding,top3_setter,tier,treated_hours,binding_gate
V-S-MNSP1,Murraylink,reverse,K1,MLTS/LINE/MLTS_SYTS1_500,CA_SYDS_562A9792|V-BAML1_15M|V-MLSY_NOEMTT_P|V-MLSY_NOEMTT_R,418,418,0.0,0.0,0.06937799043062201,0.04505582137161084,V^^V_BDBU_KGTS (21% vs 15%); V>>MLSY_GTKT_MLSY (6% vs 0%); N>>NIL_060_051 (6% vs 11%),S>>NIL_RBTX_RBTX_1 (41% vs 41%); V^^V_BDBU_KGTS (30% vs 22%); N>>NIL_060_051 (5% vs 4%),supported,260.0,ok
V-S-MNSP1,Murraylink,reverse,K1,PARA/SVC/SVC1,S-PA_VC1,505,505,0.0,0.0,0.0,0.013861386138613862,N>>NIL_060_051 (11% vs 9%); N^^N_NIL_WGLT (9% vs 8%); S>VMLMHNW1 (3% vs 0%),S>>NIL_RBTX_RBTX_1 (42% vs 52%); N>>NIL_060_051 (9% vs 7%); N^^N_NIL_X5_BEKG (8% vs 5%),supported,297.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1,PARA/SVC/SVC2,S-PA_VC1,394,394,0.0,0.0,0.0,0.0021150592216582064,N^^N_NIL_WGLT (17% vs 14%); N>>NIL_060_051 (14% vs 16%); S>>MW2MW3_RBNW1 (4% vs 0%),S>>NIL_RBTX_RBTX_1 (58% vs 46%); N>>NIL_060_051 (11% vs 9%); N^^N_NIL_WGLT (9% vs 8%),supported,222.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1,S_EAST/LINE/TABSES_1,S-TBSE,480,480,0.0,0.0,0.0,0.0,N^^V_MLNK_1 (8% vs 0%); N>>BDBU_060_051 (5% vs 3%); N^^N_NIL_WGLT (4% vs 3%),S>>NIL_RBTX_RBTX_1 (53% vs 53%); S>>MW2MW3_RBNW1 (8% vs 3%); N^^V_MLNK_1 (8% vs 0%),supported,337.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1,S_EAST/LINE/TABSES_2,S-TBSE,516,516,0.0,0.0,0.0,0.0,N>>NIL_060_051 (8% vs 7%); N^^N_NIL_WGLT (8% vs 8%); S>>NIL_RBTX_RBTX_1 (7% vs 7%),S>>NIL_RBTX_RBTX_1 (49% vs 42%); N>>NIL_060_051 (8% vs 6%); N^^N_BDBU_X5_BEKG (5% vs 1%),supported,326.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1,TUMUT3/LINE/051,N-LTWG_63|N-LTWG_RADIAL|N-LTWG_X5|N-X_051_X5,156,156,0.0,0.0,0.10149572649572648,0.0405982905982906,SVML_FLT_130 (9% vs 0%); N^^V_BADP_1 (1% vs 0%); I_6F_NS_150 (0% vs 1%),S>>NIL_RBTX_RBTX_1 (74% vs 49%); I_6F_NS_150 (8% vs 4%); S>>V_NIL_NIL_RBNW1 (5% vs 3%),supported,95.5,ok
V-S-MNSP1,Murraylink,reverse,K1,TUMUT3/LINE/64,I-X_64_DDSM|N-KVCW_3W_WG_CLOSE|N-LTUT_64_15M|V-DDSM,524,524,0.0,0.0,0.11354961832061068,0.12786259541984732,N^^V_LTUT_1 (11% vs 0%); V^^V_NIL_SWVIC (5% vs 11%); N>>NIL_060_051 (4% vs 3%),S>>NIL_RBTX_RBTX_1 (53% vs 47%); N^^V_LTUT_1 (13% vs 0%); I_6F_NS_150 (9% vs 2%),supported,350.5,ok
V-S-MNSP1,Murraylink,reverse,K1,TUNKIL/LINE/ROBTUN_1,S-RBTU|S-X_BRMN_RBTU,88,88,0.0,0.0,0.0,0.0,N^^N_NIL_WGLT (8% vs 13%); N>>NIL_060_051 (7% vs 31%); V^^V_NIL_KGTS (6% vs 7%),S>>NIL_RBTX_RBTX_1 (41% vs 34%); V^^V_NIL_KGTS (13% vs 3%); S>>MW2MW3_RBNW1 (12% vs 1%),supported,56.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1,WAGGA330/BUS/5A,N-DPWG_63|N-DPWG_63_X5|N-LTWG_RADIAL|N-LTWG_X5|N-X_051_X5,168,168,0.0,0.0,0.29365079365079366,0.08630952380952381,SVML_FLT_130 (27% vs 0%); N^^V_BADP_1 (4% vs 0%); V^^V_NIL_SWVIC (2% vs 0%),S>>NIL_RBTX_RBTX_1 (67% vs 45%); V^^V_NIL_KGTS (12% vs 8%); N^^V_BADP_1 (7% vs 0%),supported,96.5,ok
V-S-MNSP1,Murraylink,reverse,K1,WETS/LINE/RCTS_WETS_220,V-KG_WE_RC|V-KO_WE_RC,90,90,0.0,0.0,0.07962962962962962,0.024074074074074074,V^^V_BDBU_KGTS (16% vs 39%); N>>NIL_990_051 (14% vs 6%); N>BDBU_99F (12% vs 2%),S>>NIL_RBTX_RBTX_1 (54% vs 18%); N>>NIL_990_051 (12% vs 4%); N^^V_NIL_1 (10% vs 1%),supported,52.0,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,3L/LINE/3L × N-CTYS_3L_WG_CLOSE,N-CTYS_3L_WG_CLOSE,1112,1112,0.005677957633892885,0.005408173461231016,0.14313549160671465,0.1447841726618705,N^^V_CTMN_1 (14% vs 1%); V^^V_NIL_KGTS (5% vs 3%); V^^V_BDBU_KGTS (3% vs 3%),S>>NIL_RBTX_RBTX_1 (42% vs 50%); N^^V_CTMN_1 (14% vs 1%); V^^V_NIL_KGTS (9% vs 4%),supported,698.0,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,4/LINE/4 × N-CTMN_4_WG_CLOSE,N-CTMN_4_WG_CLOSE,1476,1476,0.034513324299909665,0.027745784402288465,0.08084914182475157,0.07746160794941283,N^^V_CTMN_1 (8% vs 3%); V^^V_NIL_KGTS (6% vs 11%); V^^V_BDBU_KGTS (3% vs 8%),S>>NIL_RBTX_RBTX_1 (51% vs 42%); V^^V_NIL_KGTS (10% vs 15%); I_6F_NS_150 (9% vs 4%),supported,1092.5,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,ARTS/LINE/ARTS_WBTS_220 × V-AR_WB_BA,V-AR_WB_BA,72,72,0.024537037037037038,0.0,0.0,0.0,N^^V_NIL_1 (12% vs 0%); V^^V_BDBU_KGTS (5% vs 19%); N^^V_CRML_1 (5% vs 0%),S>>NIL_RBTX_RBTX_1 (47% vs 33%); V^^V_BDBU_KGTS (22% vs 15%); I_6F_NS_150 (14% vs 7%),supported,41.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,BALRANLD/LINE/X5/1 × N-BADP,N-BADP,112,112,0.0,0.0,0.1681547619047619,0.16964285714285715,N^^V_BADP_1 (16% vs 0%); S>VMLMHNW2 (9% vs 0%); V^^V_NIL_SWVIC (1% vs 9%),S>VMLMHNW2 (46% vs 0%); S>>NIL_RBTX_RBTX_1 (25% vs 24%); N^^V_BADP_1 (17% vs 0%),supported,57.5,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,BATS/LINE/BATS_MLTS1_220 × V-BAML1_15M,V-BAML1_15M,104,104,0.0,0.0,0.09134615384615384,0.08974358974358973,N>>NIL_060_051 (30% vs 14%); V^^V_NIL_KGTS (12% vs 17%); SVML_FLT_150 (11% vs 0%),N>>NIL_060_051 (26% vs 11%); V^^V_NIL_KGTS (23% vs 32%); S>>NIL_RBTX_RBTX_1 (19% vs 25%),supported,52.5,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,BATS/LINE/BATS_WBTS_220 × V-AR_WB_BA,V-AR_WB_BA,70,70,0.0,0.0,0.06428571428571428,0.0,N^^V_CTMN_1 (11% vs 12%); SVML_FLT_150 (6% vs 0%); V^^V_NIL_SWVIC (6% vs 0%),S>>NIL_RBTX_RBTX_1 (66% vs 27%); N^^V_CTMN_1 (11% vs 9%); I_6F_NS_150 (11% vs 8%),supported,43.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,BUNGAM/LINE/DVPBUN_1 × S-BGDV,S-BGDV,352,352,0.0,0.0,0.0,0.0,N>>NIL_060_051 (12% vs 10%); V^^V_NIL_KGTS (11% vs 8%); I_6F_NS_150 (3% vs 3%),S>>NIL_RBTX_RBTX_1 (50% vs 52%); V^^V_NIL_KGTS (21% vs 15%); N>>NIL_060_051 (10% vs 9%),supported,186.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,BURONGA/LINE/X1 × I-BURC,I-BURC,204,204,0.004084967320261437,0.004084967320261437,0.19607843137254902,0.21241830065359474,SVML_FLT_150 (11% vs 0%); N^^N_NIL_WGLT (10% vs 42%); N^^V_BURC_1 (8% vs 0%),S>>NIL_RBTX_RBTX_1 (25% vs 5%); I_6F_NS_150 (23% vs 10%); V>>V_BURC_5 (13% vs 0%),supported,107.5,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,BURONGA/LINE/X5/3 × N-BABU,N-BABU,761,761,0.0,0.0,0.060884800700832235,0.012264564169951819,N^^N_NIL_WGLT (14% vs 16%); N>>NIL_060_051 (11% vs 21%); SVML_FLT_130 (5% vs 0%),S>>NIL_RBTX_RBTX_1 (56% vs 47%); N^^N_NIL_WGLT (12% vs 11%); N>>NIL_060_051 (9% vs 8%),supported,491.5,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,CANBERRA/LINE/07 × N-CNLT_07,N-CNLT_07,815,815,0.0,0.0,0.014519427402862986,0.01411042944785276,V^^V_NIL_KGTS (9% vs 6%); N>>NIL_060_051 (5% vs 7%); N^^V_DTSS_1 (4% vs 0%),S>>NIL_RBTX_RBTX_1 (49% vs 50%); V^^V_NIL_KGTS (16% vs 14%); I_6F_NS_150 (11% vs 7%),supported,566.0,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,COLMBLLY/LINE/99L × N-CLDE_99L_C,N-CLDE_99L_C,373,373,0.0,0.0,0.004021447721179625,0.00714924039320822,N>>NIL_060_051 (7% vs 9%); N^^V_JNWG_63_X5_1 (7% vs 5%); V^^V_NIL_SWVIC (5% vs 6%),S>>NIL_RBTX_RBTX_1 (22% vs 38%); S>VMLMHNW2 (13% vs 0%); S>>V_NWMW1_RBNW1 (10% vs 13%),supported,246.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,DAPTO/LINE/18 × N-DTKV_18_WG_CLOSE,N-DTKV_18_WG_CLOSE,104,104,0.0,0.0,0.08493589743589743,0.04807692307692308,V^^V_MLNK_KGTS (27% vs 5%); S>VMLMHNW1 (8% vs 4%); N^^N_NIL_WGLT (8% vs 7%),V^^V_MLNK_KGTS (31% vs 5%); V^^V_NIL_KGTS_2 (16% vs 7%); S>VMLMHNW1 (12% vs 4%),supported,57.0,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,DAPTO/LINE/8 × N-DTMN_8_15M,N-DTMN_8_15M,344,344,0.0,0.0,0.0,0.0,N^^V_NIL_1 (16% vs 3%); N>>NIL_060_051 (12% vs 19%); V^^V_BDBU_KGTS (9% vs 8%),S>>NIL_RBTX_RBTX_1 (39% vs 38%); N^^V_NIL_1 (15% vs 2%); V^^V_BDBU_KGTS (11% vs 7%),supported,230.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,DDTS/LINE/DDTS_MSS1_330 × V-DDMS,V-DDMS,216,216,0.0,0.0,0.0,0.0,V^^V_NIL_KGTS (12% vs 3%); N>>970_990_051 (11% vs 0%); N>>NIL_990_051 (7% vs 1%),V^^V_NIL_KGTS_2 (20% vs 12%); S>>NIL_RBTX_RBTX_1 (18% vs 14%); V^^V_NIL_KGTS (12% vs 11%),supported,140.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,EL32526 × V-KMRC,V-KMRC,159,159,0.0,0.0,0.08176100628930817,0.0,N^^V_NIL_1 (12% vs 1%); N^^V_4+07_1 (12% vs 0%); SVML_FLT_150 (8% vs 0%),S>>NIL_RBTX_RBTX_1 (54% vs 42%); N^^V_NIL_1 (13% vs 1%); N^^V_4+07_1 (12% vs 0%),supported,87.0,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,GRIFFITH/LINE/99J × N-GFYC-99J-C,N-GFYC-99J-C,585,585,0.0,0.0,0.0,0.0037037037037037034,N^^N_NIL_X5_BEKG (4% vs 3%); N^^V_4+07_1 (3% vs 0%); V^^V_NIL_KGTS (3% vs 3%),S>>NIL_RBTX_RBTX_1 (53% vs 47%); I_6F_NS_150 (9% vs 9%); V^^V_NIL_KGTS (8% vs 11%),supported,345.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,HYTS/LINE/HYTS_SESS1_275 × I-HYSE,I-HYSE,48,48,0.0,0.0,0.0,0.0,N^^V_LTUT_1 (30% vs 0%); N>>NIL_060_051 (7% vs 6%); V^^V_NIL_KGTS (4% vs 0%),S>>NIL_RBTX_RBTX_1 (48% vs 34%); N^^V_LTUT_1 (32% vs 0%); I_6F_NS_150 (11% vs 1%),supported,39.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,HYTS/LINE/HYTS_SESS2_275 × I-HYSE,I-HYSE,152,152,0.0,0.0,0.0,0.0,V>>NIL_WBBA_KGBE (11% vs 1%); V>>NIL_MLGT_MLGT_R2 (9% vs 0%); V^^V_MLNK_KGTS (9% vs 0%),S>>NIL_RBTX_RBTX_1 (46% vs 40%); V>>NIL_MLGT_MLGT_R2 (7% vs 0%); V^^V_NIL_SWVIC (7% vs 2%),supported,87.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,KANGAROO/LINE/3W × N-KVCW_3W_WG_CLOSE,N-KVCW_3W_WG_CLOSE,438,438,0.0,0.0,0.07648401826484018,0.07420091324200911,N>>NIL_060_051 (20% vs 13%); V^^V_MLNK_KGTS (12% vs 0%); V^^V_BDBU_KGTS (11% vs 10%),S>>NIL_RBTX_RBTX_1 (30% vs 23%); N>>NIL_060_051 (13% vs 10%); V^^V_BDBU_KGTS (10% vs 9%),supported,234.5,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,MLRC/LINE/DC_CONVERTER × I-SVML_132,I-SVML_132,52,52,0.0,0.0,0.0,0.4230769230769231,N>>NIL_060_051 (35% vs 44%); V^^V_NIL_KGTS (28% vs 6%); N^^N_NIL_WGLT (11% vs 13%),SVML_132 (42% vs 0%); N>>NIL_060_051 (24% vs 39%); V^^V_NIL_KGTS (13% vs 3%),supported,42.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,MLRC/LINE/DC_CONVERTER × I-VSML_132,I-VSML_132,52,52,0.0,0.0,0.0,0.0,N>>NIL_060_051 (35% vs 42%); V^^V_NIL_KGTS (28% vs 6%); N^^N_NIL_WGLT (11% vs 10%),SVML_132 (42% vs 0%); N>>NIL_060_051 (24% vs 38%); V^^V_NIL_KGTS (13% vs 3%),supported,42.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,MLTS/LINE/CRTS_MLTS1_500 × V-CRML,V-CRML,78,78,0.0,0.0,0.05128205128205127,0.017094017094017092,N^^V_NIL_1 (27% vs 15%); S>NWCB6021+22_TX2 (20% vs 0%); N^^N_NIL_X5_BEKG (9% vs 0%),S>>NIL_RBTX_RBTX_1 (28% vs 38%); N^^V_NIL_1 (26% vs 16%); S>NWCB6021+22_TX2 (22% vs 0%),supported,48.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,MLTS/LINE/CRTS_MLTS_500 × V-CRML,V-CRML,97,97,0.0,0.0,0.0,0.0,V>>NIL_ELML_BAML2 (14% vs 0%); N^^N_NIL_WGLT (12% vs 22%); N>>NIL_060_051 (8% vs 17%),S>>MW2MW3_RBNW1 (23% vs 14%); S>>V_NIL_NIL_RBNW1 (17% vs 1%); V>>NIL_ELML_BAML2 (11% vs 0%),supported,53.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,MLTS/LINE/MLTS_SYTS1_500 × V-MLSY_NOEMTT_R,V-MLSY_NOEMTT_R,417,417,0.0,0.0,0.05955235811350919,0.03677058353317346,V^^V_BDBU_KGTS (21% vs 19%); V>>MLSY_GTKT_MLSY (6% vs 0%); N>>NIL_060_051 (6% vs 11%),S>>NIL_RBTX_RBTX_1 (41% vs 41%); V^^V_BDBU_KGTS (30% vs 24%); N>>NIL_060_051 (5% vs 4%),supported,260.0,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,PARA/SVC/SVC1 × S-PA_VC1,S-PA_VC1,505,505,0.0,0.0,0.0,0.013861386138613862,N>>NIL_060_051 (11% vs 9%); N^^N_NIL_WGLT (9% vs 8%); S>VMLMHNW1 (3% vs 0%),S>>NIL_RBTX_RBTX_1 (42% vs 52%); N>>NIL_060_051 (9% vs 7%); N^^N_NIL_X5_BEKG (8% vs 5%),supported,297.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,PARA/SVC/SVC2 × S-PA_VC1,S-PA_VC1,394,394,0.0,0.0,0.0,0.0021150592216582064,N^^N_NIL_WGLT (17% vs 14%); N>>NIL_060_051 (14% vs 16%); S>>MW2MW3_RBNW1 (4% vs 0%),S>>NIL_RBTX_RBTX_1 (58% vs 46%); N>>NIL_060_051 (11% vs 9%); N^^N_NIL_WGLT (9% vs 8%),supported,222.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,S_EAST/LINE/TABSES_1 × S-TBSE,S-TBSE,480,480,0.0,0.0,0.0,0.0,N^^V_MLNK_1 (8% vs 0%); N>>BDBU_060_051 (5% vs 3%); N^^N_NIL_WGLT (4% vs 3%),S>>NIL_RBTX_RBTX_1 (53% vs 53%); S>>MW2MW3_RBNW1 (8% vs 3%); N^^V_MLNK_1 (8% vs 0%),supported,337.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,S_EAST/LINE/TABSES_2 × S-TBSE,S-TBSE,516,516,0.0,0.0,0.0,0.0,N>>NIL_060_051 (8% vs 7%); N^^N_NIL_WGLT (8% vs 8%); S>>NIL_RBTX_RBTX_1 (7% vs 7%),S>>NIL_RBTX_RBTX_1 (49% vs 42%); N>>NIL_060_051 (8% vs 6%); N^^N_BDBU_X5_BEKG (5% vs 1%),supported,326.0,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,TUMUT3/LINE/64 × N-LTUT_64_15M,N-LTUT_64_15M,538,538,0.0,0.0,0.1167905824039653,0.129182156133829,N^^V_LTUT_1 (12% vs 0%); V^^V_NIL_SWVIC (5% vs 10%); N>>NIL_060_051 (4% vs 3%),S>>NIL_RBTX_RBTX_1 (52% vs 47%); N^^V_LTUT_1 (13% vs 0%); I_6F_NS_150 (9% vs 2%),supported,350.5,ok
V-S-MNSP1,Murraylink,reverse,K1xK2,TUNKIL/LINE/ROBTUN_1 × S-RBTU,S-RBTU,100,100,0.0,0.0,0.0,0.0,N^^N_NIL_WGLT (18% vs 20%); N>>NIL_060_051 (7% vs 34%); V^^V_NIL_KGTS (5% vs 7%),S>>NIL_RBTX_RBTX_1 (38% vs 31%); N^^N_NIL_WGLT (14% vs 10%); V^^V_NIL_KGTS (12% vs 3%),supported,56.5,below asset gate: see family row
V-S-MNSP1,Murraylink,reverse,K1xK2,WETS/LINE/RCTS_WETS_220 × V-KG_WE_RC,V-KG_WE_RC,87,87,0.0,0.0,0.08237547892720307,0.02490421455938697,V^^V_BDBU_KGTS (16% vs 40%); N>>NIL_990_051 (15% vs 6%); N>BDBU_99F (12% vs 2%),S>>NIL_RBTX_RBTX_1 (55% vs 17%); N>>NIL_990_051 (12% vs 5%); N>BDBU_99F (9% vs 0%),supported,50.5,ok
V-S-MNSP1,Murraylink,reverse,K2,I-BURC,I-BURC,273,273,0.003052503052503052,0.003052503052503052,0.18986568986568986,0.16666666666666663,SVML_FLT_150 (13% vs 0%); N^^N_NIL_WGLT (8% vs 34%); N^^V_BURC_1 (6% vs 0%),S>>NIL_RBTX_RBTX_1 (23% vs 7%); I_6F_NS_150 (19% vs 9%); V>>V_BURC_5 (10% vs 0%),supported,157.5,ok
V-S-MNSP1,Murraylink,reverse,K2,I-HYSE,I-HYSE,607,607,0.0,0.0,0.0,0.0,N^^V_LTUT_1 (6% vs 0%); N>>NIL_060_051 (4% vs 2%); N^^N_NIL_WGLT (4% vs 2%),S>>NIL_RBTX_RBTX_1 (53% vs 41%); N^^V_LTUT_1 (7% vs 0%); S>>MW2MW3_RBNW1 (7% vs 5%),supported,423.0,ok
V-S-MNSP1,Murraylink,reverse,K2,I-SVML_132,I-SVML_132,58,58,0.0,0.0,0.0,0.3793103448275862,N>>NIL_060_051 (41% vs 50%); V^^V_NIL_KGTS (36% vs 15%); N^^N_NIL_WGLT (10% vs 21%),SVML_132 (38% vs 0%); N>>NIL_060_051 (26% vs 39%); V^^V_NIL_KGTS (14% vs 3%),supported,45.0,ok
V-S-MNSP1,Murraylink,reverse,K2,I-VSML_132,I-VSML_132,58,58,0.0,0.0,0.0,0.0,N>>NIL_060_051 (41% vs 48%); V^^V_NIL_KGTS (36% vs 15%); N^^N_NIL_WGLT (10% vs 19%),SVML_132 (38% vs 0%); N>>NIL_060_051 (26% vs 38%); V^^V_NIL_KGTS (14% vs 3%),supported,45.0,ok
V-S-MNSP1,Murraylink,reverse,K2,I-VSML_176,I-VSML_176,52,52,0.0,0.0,0.0,0.0,N>>NIL_060_051 (33% vs 45%); V^^V_NIL_KGTS (16% vs 26%); N^^N_NIL_WGLT (11% vs 37%),N>>NIL_060_051 (25% vs 17%); S>>NIL_RBTX_RBTX_1 (17% vs 36%); I_6F_NS_150 (15% vs 2%),supported,29.5,ok
V-S-MNSP1,Murraylink,reverse,K2,I-X_BDBU+HYSE,I-X_BDBU+HYSE,67,67,0.0,0.0,0.0,0.0,N^^V_LTUT_1 (29% vs 0%); S>>MW2MW3_RBNW1 (19% vs 2%); N^^N_NIL_WGLT (0% vs 6%),S>>NIL_RBTX_RBTX_1 (37% vs 41%); N^^V_LTUT_1 (31% vs 0%); S>>MW2MW3_RBNW1 (22% vs 4%),supported,42.5,ok
V-S-MNSP1,Murraylink,reverse,K2,N-BABU,N-BABU,806,806,0.00020678246484698098,0.0,0.06058726220016542,0.013027295285359801,N^^N_NIL_WGLT (13% vs 16%); N>>NIL_060_051 (10% vs 20%); SVML_FLT_130 (5% vs 0%),S>>NIL_RBTX_RBTX_1 (57% vs 48%); N^^N_NIL_WGLT (11% vs 10%); N>>NIL_060_051 (8% vs 8%),supported,514.5,ok
V-S-MNSP1,Murraylink,reverse,K2,N-BADP,N-BADP,178,178,0.0,0.0,0.11704119850187265,0.11797752808988764,N^^V_BADP_1 (11% vs 0%); V^^V_MLNK_KGTS (9% vs 2%); S>VMLMHNW2 (6% vs 0%),S>VMLMHNW2 (31% vs 0%); S>>NIL_RBTX_RBTX_1 (26% vs 26%); N^^V_BADP_1 (12% vs 0%),supported,91.0,ok
V-S-MNSP1,Murraylink,reverse,K2,N-CLDE_99L_C,N-CLDE_99L_C,501,501,0.0,0.0,0.0029940119760479044,0.0053226879574184965,N^^V_JNWG_63_X5_1 (7% vs 8%); N>>NIL_060_051 (5% vs 8%); V^^V_NIL_SWVIC (5% vs 7%),S>>NIL_RBTX_RBTX_1 (20% vs 34%); S>VMLMHNW2 (17% vs 0%); S>>V_NWMW1_RBNW1 (10% vs 14%),supported,326.5,ok
V-S-MNSP1,Murraylink,reverse,K2,N-CNLT_07,N-CNLT_07,1373,1373,0.0,0.0,0.008861374119932023,0.008618596746783199,V^^V_NIL_KGTS (9% vs 9%); N>>NIL_060_051 (6% vs 7%); N^^V_CTMN_1 (4% vs 2%),S>>NIL_RBTX_RBTX_1 (50% vs 47%); V^^V_NIL_KGTS (15% vs 16%); I_6F_NS_150 (10% vs 8%),supported,895.0,ok
V-S-MNSP1,Murraylink,reverse,K2,N-CTMN_4_WG_CLOSE,N-CTMN_4_WG_CLOSE,2037,2037,0.03676839578901435,0.03006463753886434,0.06529209621993128,0.06291932580592374,V^^V_NIL_KGTS (7% vs 9%); N^^V_CTMN_1 (7% vs 4%); V^^V_BDBU_KGTS (6% vs 11%),S>>NIL_RBTX_RBTX_1 (48% vs 39%); V^^V_NIL_KGTS (10% vs 12%); I_6F_NS_150 (7% vs 4%),supported,1630.0,ok
V-S-MNSP1,Murraylink,reverse,K2,N-CTYS_3L_WG_CLOSE,N-CTYS_3L_WG_CLOSE,1267,1267,0.006667105147768131,0.006671489958782778,0.12562483556958698,0.1270718232044199,N^^V_CTMN_1 (13% vs 1%); V^^V_NIL_KGTS (6% vs 4%); V^^V_NIL_SWVIC (3% vs 4%),S>>NIL_RBTX_RBTX_1 (43% vs 48%); N^^V_CTMN_1 (13% vs 1%); V^^V_NIL_KGTS (9% vs 7%),supported,804.0,ok
V-S-MNSP1,Murraylink,reverse,K2,N-DTKV_18_WG_CLOSE,N-DTKV_18_WG_CLOSE,109,109,0.0,0.0,0.08103975535168195,0.045871559633027525,V^^V_MLNK_KGTS (26% vs 5%); N^^N_NIL_WGLT (9% vs 9%); S>VMLMHNW1 (8% vs 4%),V^^V_MLNK_KGTS (30% vs 5%); V^^V_NIL_KGTS_2 (15% vs 7%); S>VMLMHNW1 (12% vs 4%),supported,59.5,ok
V-S-MNSP1,Murraylink,reverse,K2,N-DTMN_8_15M,N-DTMN_8_15M,561,561,0.0,0.0,0.0,0.0,V^^V_BDBU_KGTS (14% vs 12%); N^^V_NIL_1 (11% vs 2%); N>>NIL_060_051 (10% vs 13%),S>>NIL_RBTX_RBTX_1 (35% vs 43%); V^^V_BDBU_KGTS (16% vs 12%); I_6F_NS_150 (13% vs 5%),supported,383.0,ok
V-S-MNSP1,Murraylink,reverse,K2,N-DTSS_11,N-DTSS_11,769,769,0.0,0.0,0.054182921543129606,0.05158214130905938,N>>NIL_060_051 (15% vs 13%); V^^V_BDBU_KGTS (13% vs 8%); V^^V_NIL_KGTS (11% vs 6%),S>>NIL_RBTX_RBTX_1 (33% vs 35%); S>>MW2MW3_RBNW1 (10% vs 5%); V^^V_BDBU_KGTS (10% vs 13%),supported,536.5,ok
V-S-MNSP1,Murraylink,reverse,K2,N-GFYC-99J-C,N-GFYC-99J-C,603,603,0.0,0.0,0.0,0.00359314538419016,N^^N_NIL_X5_BEKG (4% vs 3%); N^^V_4+07_1 (3% vs 0%); V^^V_NIL_KGTS (3% vs 3%),S>>NIL_RBTX_RBTX_1 (53% vs 46%); I_6F_NS_150 (9% vs 9%); V^^V_NIL_KGTS (8% vs 11%),supported,354.0,ok
V-S-MNSP1,Murraylink,reverse,K2,N-KVCW_3W_WG_CLOSE,N-KVCW_3W_WG_CLOSE,468,468,0.0,0.0,0.07158119658119658,0.06944444444444443,N>>NIL_060_051 (22% vs 14%); N^^N_NIL_WGLT (13% vs 11%); V^^V_MLNK_KGTS (11% vs 0%),S>>NIL_RBTX_RBTX_1 (30% vs 23%); N>>NIL_060_051 (13% vs 11%); V^^V_BDBU_KGTS (10% vs 8%),supported,249.5,ok
V-S-MNSP1,Murraylink,reverse,K2,N-LTUT_64_15M,N-LTUT_64_15M,633,633,0.0,0.0,0.0992627698788836,0.1097946287519747,N^^V_LTUT_1 (10% vs 0%); V^^V_NIL_SWVIC (4% vs 10%); N>>NIL_060_051 (4% vs 4%),S>>NIL_RBTX_RBTX_1 (52% vs 47%); N^^V_LTUT_1 (11% vs 0%); I_6F_NS_150 (9% vs 2%),supported,425.0,ok
