ic,name,direction,level,key,families,n_units_binding,n_units_setter,own_control_binding,own_control_setter,own_treated_binding,own_treated_setter,top3_binding,top3_setter,tier,treated_hours,binding_gate
NSW1-QLD1,QNI,reverse,K4,NSW1:north Armidale,I-BCDM_ONE|N-ARDM_8C|N-ARTW_86|N-DMSR_8J|N-X_8E+DM+TW+LS_SVC,2626,2626,5.712109672505712e-05,0.0012058898197512059,0.15524244732165524,0.4409113988321909,QNI_SOUTH_590_DYN (7% vs 0%); F_Q++8C_R60 (3% vs 0%); F_Q++8C_R6 (3% vs 0%),Q:N_760 (24% vs 0%); QN+RAISE_NIL (19% vs 22%); N>>NIL_964_84_S (14% vs 12%),supported,1409.0,ok
NSW1-QLD1,QNI,reverse,K4,NSW1:south-west Sydney,N-DTSS_11|N-X_10+76|N-X_76_8|N-X_AVMA_SSWW,203,203,0.0,0.0,0.06403940886699508,0.1174055829228243,N>>X-17+76_39_11 (6% vs 0%); N>>NIL_86_85_S (6% vs 14%); N>>NIL_85_86_S (4% vs 9%),N>>NIL_86_85_S (29% vs 14%); N>>NIL_85_86_S (19% vs 25%); N>>X-17+76_39_11 (12% vs 0%),supported,119.0,ok
NSW1-QLD1,QNI,reverse,K4,QLD1:Brisbane,Q-BKBM,760,760,0.0,0.0,0.0021929824561403508,0.037719298245614034,F_Q++8C_R6 (5% vs 3%); F_Q++8C_R60 (5% vs 3%); N>>NIL_85_86_S (4% vs 3%),QN+RAISE_NIL (40% vs 41%); N>>NIL_85_86_S (25% vs 23%); N>>NIL_964_84_S (14% vs 17%),supported,391.5,ok
NSW1-QLD1,QNI,reverse,K4,QLD1:south-east Chinchilla,CA_BRIS_569B1432|Q-BRTX1|Q-X_BRHA_TWO,171,171,0.0,0.0,0.0,0.0,N>>NIL_86_85_S (6% vs 10%); N>>16_8_39 (4% vs 0%); N>>NIL_85_86_S (2% vs 7%),QN+RAISE_NIL (28% vs 25%); N>>NIL_86_85_S (20% vs 11%); N>>NIL_85_86_S (19% vs 26%),supported,85.5,ok
NSW1-QLD1,QNI,reverse,K4,QLD1:south-west Gladstone,Q-X_HACL_HATR|Q-X_HATR3+HACL|Q-X_HATR_TWO,513,513,0.0,0.0,0.0,0.0,N>>NIL_964_88_S (4% vs 4%); N>>NIL_86_85_S (3% vs 4%); N>>NIL_85_86_S (1% vs 1%),N>>NIL_8U_86_S (44% vs 32%); QN+RAISE_NIL (21% vs 37%); N>>NIL_85_86_S (18% vs 11%),supported,280.5,ok
NSW1-QLD1,QNI,reverse,K4,QLD1:west Gladstone,Q-LCCP_8859|Q-RGLC_8875,253,253,0.0,0.0,0.0,0.0,N>>NIL_964_84_S (15% vs 10%); QNI_SOUTH_590_DYN (6% vs 16%); N>>LDTM_964_81_OPEN (6% vs 5%),N>>NIL_964_84_S (19% vs 21%); N>>NIL_85_86_S (14% vs 11%); QNI_SOUTH_590_DYN (11% vs 21%),supported,161.0,ok
T-V-MNSP1,Basslink,forward,K1,DDTS/LINE/DDTS_MSS1_330,V-DDMS,280,280,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 1%); F_T++GO_A752_TG_R60 (0% vs 2%); F_T++GO_A752_TG_R6 (0% vs 1%),F_MAIN++APD_TL_L1 (64% vs 22%); F_MAIN++ERB_TL_L6 (12% vs 9%); F_MAIN++MREH_TL_L6 (9% vs 8%),supported,140.0,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1,MLTS/LINE/CRTS_MLTS1_500,V-CRML|V-MLSY_NOEMTT_R,105,105,0.0,0.0,0.0,0.13333333333333333,F_T++NIL_CHWF_TG_R6 (5% vs 0%); F_T++NIL_MRWF_TG_R6 (0% vs 1%); F_MAIN++BIP_ML_L1 (0% vs 0%),F_MAIN++GFT_TG_R1 (70% vs 60%); F_MAIN++APD_TL_L1 (16% vs 15%); F_QNV++CRML_L5 (11% vs 0%),supported,56.5,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1,MLTS/LINE/CRTS_MLTS_500,V-CRML,106,106,0.0,0.0,0.0,0.5078616352201257,F_T++NIL_MRWF_TG_R6 (4% vs 3%); F_T++NIL_CHWF_TG_R6 (2% vs 1%); F_T++NIL_GHWF_TG_R6 (2% vs 0%),F_QNV++CRML_L5 (33% vs 0%); F_QNV++CRML_L6 (14% vs 0%); F_MAIN++LDBES_TL_L6 (13% vs 25%),supported,53.5,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1,MLTS/LINE/MLTS_SYTS1_500,V-MLSY_NOEMTT_R,445,445,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 6%); #R033687_002_RAMP_F (0% vs 0%); #R033687_002_RAMP_V (0% vs 0%),F_MAIN++APD_TL_L1 (76% vs 72%); F_MAIN++ERB_TL_L6 (6% vs 4%); F_MAIN++MREH_TL_L6 (5% vs 4%),supported,260.0,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1,R2_BRAE/LINE/275KV_8814,Q-X_BRHA_TWO,122,122,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 1%); F_T++NIL_MRWF_TG_R6 (0% vs 2%); V>>NIL_MLGT_MLGT_R5 (0% vs 1%),F_MAIN++GFT_TG_R1 (91% vs 75%); F_T++NIL_GHWF_TG_R6 (5% vs 0%); F_T++NIL_WNWF_TG_R6 (2% vs 1%),supported,62.0,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1,R2_BRAE/LINE/275KV_8815,Q-X_BRHA_TWO,123,123,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 1%); F_T++NIL_MRWF_TG_R6 (0% vs 2%); V>>NIL_MLGT_MLGT_R5 (0% vs 1%),F_MAIN++GFT_TG_R1 (91% vs 75%); F_T++NIL_GHWF_TG_R6 (5% vs 0%); F_T++NIL_WNWF_TG_R6 (2% vs 1%),supported,62.5,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1,S_EAST/LINE/TABSES_1,S-TBSE,663,663,0.0,0.0,0.0,0.0,F_T++NIL_MRWF_TG_R6 (3% vs 2%); TVBL_NIL_CONT_459 (0% vs 0%); F_MAIN++BIP_ML_L1 (0% vs 1%),F_MAIN++GFT_TG_R1 (43% vs 48%); F_MAIN++ERB_TL_L60 (10% vs 9%); F_MAIN++ERB_TL_L6 (7% vs 11%),supported,337.5,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1,S_EAST/LINE/TABSES_2,S-TBSE,647,647,0.0,0.0,0.0,0.0,F_T++NIL_MRWF_TG_R6 (6% vs 6%); F_T++NIL_CHWF_TG_R6 (4% vs 1%); V>>NIL_MLGT_MLGT_R5 (3% vs 1%),F_MAIN++GFT_TG_R1 (41% vs 43%); F_MAIN++ERB_TL_L6 (17% vs 13%); F_MAIN++LDBES_TL_L6 (10% vs 10%),supported,326.0,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1,WETS/LINE/RCTS_WETS_220,V-KG_WE_RC,101,101,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (16% vs 15%); V>>NIL_MLGT_MLGT_R5 (0% vs 0%); V_T_NIL_FCSPS (0% vs 0%),F_MAIN++GFT_TG_R1 (80% vs 52%); F_MAIN++TTS_TG_R1 (16% vs 45%); F_MAIN++APD_TL_L1 (4% vs 2%),supported,50.5,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1xK2,DDTS/LINE/DDTS_MSS1_330 × V-DDMS,V-DDMS,280,280,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 1%); F_T++GO_A752_TG_R60 (0% vs 2%); F_T++GO_A752_TG_R6 (0% vs 1%),F_MAIN++APD_TL_L1 (64% vs 22%); F_MAIN++ERB_TL_L6 (12% vs 9%); F_MAIN++MREH_TL_L6 (9% vs 8%),supported,140.0,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1xK2,MLTS/LINE/CRTS_MLTS1_500 × V-CRML,V-CRML,88,88,0.0,0.0,0.0,0.1590909090909091,F_T++NIL_CHWF_TG_R6 (6% vs 0%); F_T++NIL_MRWF_TG_R6 (0% vs 1%); F_MAIN++BIP_ML_L1 (0% vs 0%),F_MAIN++GFT_TG_R1 (84% vs 71%); F_QNV++CRML_L5 (13% vs 0%); F_QNV++CRML_L6 (1% vs 0%),supported,48.0,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1xK2,MLTS/LINE/CRTS_MLTS_500 × V-CRML,V-CRML,106,106,0.0,0.0,0.0,0.5078616352201257,F_T++NIL_MRWF_TG_R6 (4% vs 3%); F_T++NIL_CHWF_TG_R6 (2% vs 1%); F_T++NIL_GHWF_TG_R6 (2% vs 0%),F_QNV++CRML_L5 (33% vs 0%); F_QNV++CRML_L6 (14% vs 0%); F_MAIN++LDBES_TL_L6 (13% vs 25%),supported,53.5,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1xK2,MLTS/LINE/MLTS_SYTS1_500 × V-MLSY_NOEMTT_R,V-MLSY_NOEMTT_R,445,445,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 6%); #R033687_002_RAMP_F (0% vs 0%); #R033687_002_RAMP_V (0% vs 0%),F_MAIN++APD_TL_L1 (76% vs 72%); F_MAIN++ERB_TL_L6 (6% vs 4%); F_MAIN++MREH_TL_L6 (5% vs 4%),supported,260.0,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1xK2,R2_BRAE/LINE/275KV_8814 × Q-X_BRHA_TWO,Q-X_BRHA_TWO,122,122,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 1%); F_T++NIL_MRWF_TG_R6 (0% vs 2%); V>>NIL_MLGT_MLGT_R5 (0% vs 1%),F_MAIN++GFT_TG_R1 (91% vs 75%); F_T++NIL_GHWF_TG_R6 (5% vs 0%); F_T++NIL_WNWF_TG_R6 (2% vs 1%),supported,62.0,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1xK2,R2_BRAE/LINE/275KV_8815 × Q-X_BRHA_TWO,Q-X_BRHA_TWO,123,123,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 1%); F_T++NIL_MRWF_TG_R6 (0% vs 2%); V>>NIL_MLGT_MLGT_R5 (0% vs 1%),F_MAIN++GFT_TG_R1 (91% vs 75%); F_T++NIL_GHWF_TG_R6 (5% vs 0%); F_T++NIL_WNWF_TG_R6 (2% vs 1%),supported,62.5,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1xK2,S_EAST/LINE/TABSES_1 × S-TBSE,S-TBSE,663,663,0.0,0.0,0.0,0.0,F_T++NIL_MRWF_TG_R6 (3% vs 2%); TVBL_NIL_CONT_459 (0% vs 0%); F_MAIN++BIP_ML_L1 (0% vs 1%),F_MAIN++GFT_TG_R1 (43% vs 48%); F_MAIN++ERB_TL_L60 (10% vs 9%); F_MAIN++ERB_TL_L6 (7% vs 11%),supported,337.5,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1xK2,S_EAST/LINE/TABSES_2 × S-TBSE,S-TBSE,647,647,0.0,0.0,0.0,0.0,F_T++NIL_MRWF_TG_R6 (6% vs 6%); F_T++NIL_CHWF_TG_R6 (4% vs 1%); V>>NIL_MLGT_MLGT_R5 (3% vs 1%),F_MAIN++GFT_TG_R1 (41% vs 43%); F_MAIN++ERB_TL_L6 (17% vs 13%); F_MAIN++LDBES_TL_L6 (10% vs 10%),supported,326.0,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K1xK2,WETS/LINE/RCTS_WETS_220 × V-KG_WE_RC,V-KG_WE_RC,101,101,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (16% vs 15%); V>>NIL_MLGT_MLGT_R5 (0% vs 0%); V_T_NIL_FCSPS (0% vs 0%),F_MAIN++GFT_TG_R1 (80% vs 52%); F_MAIN++TTS_TG_R1 (16% vs 45%); F_MAIN++APD_TL_L1 (4% vs 2%),supported,50.5,below asset gate: see family row
T-V-MNSP1,Basslink,forward,K2,N-LDTW_84,N-LDTW_84,406,406,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (1% vs 0%); #R030974_027_RAMP_F (0% vs 0%); #R030974_027_RAMP_V (0% vs 0%),F_MAIN++APD_TL_L1 (79% vs 77%); F_MAIN++GFT_TG_R1 (13% vs 17%); F_MAIN++ERB_TL_L6 (3% vs 1%),supported,226.5,ok
T-V-MNSP1,Basslink,forward,K2,N-TWUL_85,N-TWUL_85,633,633,0.0,0.0,0.0,0.025539757767245916,F_MAIN++BIP_ML_L1 (5% vs 2%); F_T++NIL_MRWF_TG_R6 (2% vs 1%); F_T++NIL_WNWF_TG_R6 (0% vs 0%),F_MAIN++APD_TL_L1 (79% vs 77%); F_MAIN++TTS_TG_R1 (5% vs 8%); F_MAIN++ERB_TL_L6 (3% vs 4%),supported,343.0,ok
T-V-MNSP1,Basslink,forward,K2,Q-X_BRHA_TWO,Q-X_BRHA_TWO,142,142,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 2%); F_T++NIL_MRWF_TG_R6 (0% vs 2%); V>>NIL_MLGT_MLGT_R5 (0% vs 1%),F_MAIN++GFT_TG_R1 (92% vs 78%); F_T++NIL_GHWF_TG_R6 (5% vs 0%); F_T++NIL_WNWF_TG_R6 (2% vs 1%),supported,72.0,ok
T-V-MNSP1,Basslink,forward,K2,S-TBSE,S-TBSE,2018,2018,0.0,0.0,0.0,0.0,F_T++NIL_MRWF_TG_R6 (5% vs 4%); F_T++NIL_CHWF_TG_R6 (2% vs 1%); V>>NIL_MLGT_MLGT_R5 (1% vs 0%),F_MAIN++GFT_TG_R1 (28% vs 30%); F_MAIN++ERB_TL_L60 (15% vs 12%); F_MAIN++ERB_TL_L6 (13% vs 16%),supported,1023.0,ok
T-V-MNSP1,Basslink,forward,K2,V-CRML,V-CRML,290,290,0.0,0.0,0.0,0.253448275862069,F_T++NIL_CHWF_TG_R6 (4% vs 1%); F_T++NIL_MRWF_TG_R6 (2% vs 3%); F_T++NIL_GHWF_TG_R6 (1% vs 0%),F_MAIN++GFT_TG_R1 (49% vs 45%); F_QNV++CRML_L5 (18% vs 0%); F_MAIN++ERB_TL_L6 (6% vs 12%),supported,150.5,ok
T-V-MNSP1,Basslink,forward,K2,V-DDMS,V-DDMS,365,365,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (3% vs 3%); F_T++GO_A752_TG_R60 (1% vs 3%); F_T++GO_A752_TG_R6 (1% vs 2%),F_MAIN++APD_TL_L1 (58% vs 24%); F_MAIN++GFT_TG_R1 (12% vs 12%); F_MAIN++ERB_TL_L6 (10% vs 7%),supported,199.0,ok
T-V-MNSP1,Basslink,forward,K2,V-HYMO,V-HYMO,135,135,0.0,0.0,0.007407407407407407,0.12962962962962962,F_T++NIL_MRWF_TG_R6 (10% vs 7%); V>>NIL_SMTX_SMTX_R5 (3% vs 1%); F_T++NIL_CHWF_TG_R6 (3% vs 0%),F_MAIN++LDBES_TL_L6 (21% vs 14%); F_MAIN++ERB_TL_L6 (20% vs 11%); F_MAIN++APD_TL_L1 (19% vs 19%),supported,67.5,ok
T-V-MNSP1,Basslink,forward,K2,V-KG_WE_RC,V-KG_WE_RC,156,156,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (11% vs 11%); V>>NIL_MLGT_MLGT_R5 (0% vs 0%); V_T_NIL_FCSPS (0% vs 0%),F_MAIN++GFT_TG_R1 (74% vs 53%); F_MAIN++APD_TL_L1 (15% vs 8%); F_MAIN++TTS_TG_R1 (11% vs 33%),supported,78.0,ok
T-V-MNSP1,Basslink,forward,K2,V-MLSY_NOEMTT_R,V-MLSY_NOEMTT_R,1523,1523,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (6% vs 4%); V>>NIL_SMTX_SMTX_R2 (0% vs 0%); #R030974_027_RAMP_F (0% vs 0%),F_MAIN++APD_TL_L1 (58% vs 57%); F_MAIN++TTS_TG_R1 (19% vs 21%); F_MAIN++GFT_TG_R1 (7% vs 6%),supported,861.0,ok
T-V-MNSP1,Basslink,forward,K3,DDTS,V-DDMS,296,296,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (2% vs 2%); F_T++GO_A752_TG_R60 (0% vs 1%); F_T++GO_A752_TG_R6 (0% vs 1%),F_MAIN++APD_TL_L1 (63% vs 21%); F_MAIN++ERB_TL_L6 (11% vs 9%); F_MAIN++MREH_TL_L6 (8% vs 8%),supported,158.0,ok
T-V-MNSP1,Basslink,forward,K3,MLTS,V-CRML|V-MLSY_NOEMTT_R,1314,1314,0.0,0.0,0.0,0.051623541349568744,F_MAIN++BIP_ML_L1 (5% vs 4%); F_T++NIL_CHWF_TG_R6 (1% vs 0%); F_T++NIL_MRWF_TG_R6 (0% vs 0%),F_MAIN++APD_TL_L1 (56% vs 55%); F_MAIN++TTS_TG_R1 (19% vs 20%); F_MAIN++GFT_TG_R1 (10% vs 8%),supported,715.0,ok
T-V-MNSP1,Basslink,forward,K3,R2_BRAE,Q-X_BRHA_TWO|Q-X_BRTX1+BRHA,139,139,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 1%); F_T++NIL_MRWF_TG_R6 (0% vs 2%); V>>NIL_MLGT_MLGT_R5 (0% vs 1%),F_MAIN++GFT_TG_R1 (92% vs 78%); F_T++NIL_GHWF_TG_R6 (5% vs 0%); F_T++NIL_WNWF_TG_R6 (2% vs 1%),supported,70.5,ok
T-V-MNSP1,Basslink,forward,K3,S_EAST,S-TBSE,1311,1311,0.0,0.0,0.0,0.0,F_T++NIL_MRWF_TG_R6 (4% vs 4%); F_T++NIL_CHWF_TG_R6 (2% vs 1%); V>>NIL_MLGT_MLGT_R5 (2% vs 1%),F_MAIN++GFT_TG_R1 (42% vs 45%); F_MAIN++ERB_TL_L6 (12% vs 12%); F_MAIN++ERB_TL_L60 (9% vs 9%),supported,664.0,ok
T-V-MNSP1,Basslink,forward,K3,TAMWORTH,N-LDTW_84|N-TWUL_85,790,790,0.0,0.0,0.0,0.017721518987341773,F_MAIN++BIP_ML_L1 (4% vs 2%); F_T++NIL_MRWF_TG_R6 (1% vs 1%); F_T++NIL_WNWF_TG_R6 (0% vs 0%),F_MAIN++APD_TL_L1 (84% vs 82%); F_MAIN++ERB_TL_L6 (4% vs 3%); F_MAIN++TTS_TG_R1 (3% vs 5%),supported,466.0,ok
T-V-MNSP1,Basslink,forward,K3,WAGGA330,N-JNWG_RADIAL|N-LTWG_RADIAL,359,359,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (1% vs 1%); #R030903_027_RAMP_F (0% vs 0%); #R030903_027_RAMP_V (0% vs 0%),F_MAIN++APD_TL_L1 (94% vs 100%); F_MAIN++TTS_TG_R1 (6% vs 0%); F_MAIN++GFT_TG_R1 (0% vs 0%),supported,188.5,ok
T-V-MNSP1,Basslink,forward,K3,WETS,V-KG_WE_RC,121,121,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (14% vs 13%); V>>NIL_MLGT_MLGT_R5 (0% vs 0%); V_T_NIL_FCSPS (0% vs 0%),F_MAIN++GFT_TG_R1 (68% vs 45%); F_MAIN++APD_TL_L1 (18% vs 10%); F_MAIN++TTS_TG_R1 (14% vs 38%),supported,60.5,ok
T-V-MNSP1,Basslink,forward,K4,NSW1:Tamworth,N-LDTW_84|N-TWUL_85,790,790,0.0,0.0,0.0,0.017721518987341773,F_MAIN++BIP_ML_L1 (4% vs 2%); F_T++NIL_MRWF_TG_R6 (1% vs 1%); F_T++NIL_WNWF_TG_R6 (0% vs 0%),F_MAIN++APD_TL_L1 (84% vs 82%); F_MAIN++ERB_TL_L6 (4% vs 3%); F_MAIN++TTS_TG_R1 (3% vs 5%),supported,466.0,ok
T-V-MNSP1,Basslink,forward,K4,QLD1:south-east Chinchilla,Q-X_BRHA_TWO|Q-X_BRTX1+BRHA,139,139,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (0% vs 1%); F_T++NIL_MRWF_TG_R6 (0% vs 2%); V>>NIL_MLGT_MLGT_R5 (0% vs 1%),F_MAIN++GFT_TG_R1 (92% vs 78%); F_T++NIL_GHWF_TG_R6 (5% vs 0%); F_T++NIL_WNWF_TG_R6 (2% vs 1%),supported,70.5,ok
T-V-MNSP1,Basslink,forward,K4,SA1:Mount Gambier,S-TBSE,1311,1311,0.0,0.0,0.0,0.0,F_T++NIL_MRWF_TG_R6 (4% vs 4%); F_T++NIL_CHWF_TG_R6 (2% vs 1%); V>>NIL_MLGT_MLGT_R5 (2% vs 1%),F_MAIN++GFT_TG_R1 (42% vs 45%); F_MAIN++ERB_TL_L6 (12% vs 12%); F_MAIN++ERB_TL_L60 (9% vs 9%),supported,664.0,ok
T-V-MNSP1,Basslink,forward,K4,VIC1:Geelong,V-CRML|V-MLSY_NOEMTT_R,1314,1314,0.0,0.0,0.0,0.051623541349568744,F_MAIN++BIP_ML_L1 (5% vs 4%); F_T++NIL_CHWF_TG_R6 (1% vs 0%); F_T++NIL_MRWF_TG_R6 (0% vs 0%),F_MAIN++APD_TL_L1 (56% vs 55%); F_MAIN++TTS_TG_R1 (19% vs 20%); F_MAIN++GFT_TG_R1 (10% vs 8%),supported,715.0,ok
T-V-MNSP1,Basslink,forward,K4,VIC1:south Wodonga,V-DDMS,296,296,0.0,0.0,0.0,0.0,F_MAIN++BIP_ML_L1 (2% vs 2%); F_T++GO_A752_TG_R60 (0% vs 1%); F_T++GO_A752_TG_R6 (0% vs 1%),F_MAIN++APD_TL_L1 (63% vs 21%); F_MAIN++ERB_TL_L6 (11% vs 9%); F_MAIN++MREH_TL_L6 (8% vs 8%),supported,158.0,ok
T-V-MNSP1,Basslink,reverse,K1,DDTS/LINE/DDTS_MSS1_330,V-DDMS,280,280,0.0,0.0,0.09047619047619046,0.1255952380952381,V::N_DDMS_S1 (9% vs 0%); F_T++NIL_ML_RECL_L6 (1% vs 2%); F_T++NIL_ML_RECL_L60 (1% vs 2%),V::N_NIL_V1 (37% vs 8%); F_MAIN++MREH_TG_R6 (27% vs 24%); V::N_DDMS_S1 (12% vs 0%),supported,140.0,ok
T-V-MNSP1,Basslink,reverse,K1,MLTS/LINE/CRTS_MLTS1_500,V-CRML|V-MLSY_NOEMTT_R,105,105,0.0,0.0,0.09047619047619046,0.0,T::T_HA_GT_PM_4 (12% vs 3%); F_T++NIL_ML_RECL_L6 (5% vs 2%); V::N_MLMO_V1 (5% vs 0%),F_T++NIL_ML_RECL_L5 (37% vs 31%); F_MAIN++BRHA_TG_R6 (20% vs 12%); T::T_HA_GT_PM_4 (16% vs 3%),supported,56.5,ok
T-V-MNSP1,Basslink,reverse,K1,MLTS/LINE/CRTS_MLTS_500,V-CRML,106,106,0.0,0.0,0.10849056603773585,0.21855345911949683,V::N_HWSM_V2 (17% vs 0%); V::N_MLMO_V1 (7% vs 0%); F_T++NIL_ML_RECL_L6 (5% vs 8%),F_MAIN++MREH_TG_R6 (66% vs 83%); F_QNV++CRML_R6 (14% vs 0%); F_MAIN++GFT_TG_R6 (11% vs 13%),supported,53.5,ok
T-V-MNSP1,Basslink,reverse,K1,MLTS/LINE/MLTS_SYTS1_500,V-MLSY_NOEMTT_R,445,445,0.0,0.0,0.016104868913857675,0.6655430711610487,T::T_HA_GT_PM_4 (7% vs 1%); F_NVS++8C_R5 (2% vs 0%); F_MAIN++NIL_MG_R1 (2% vs 2%),V::N_MLSY_V2 (53% vs 0%); F_MAIN++MREH_TG_R6 (19% vs 17%); V::N_MLSY_V1 (13% vs 0%),supported,260.0,ok
T-V-MNSP1,Basslink,reverse,K1,R2_BRAE/LINE/275KV_8814,Q-X_BRHA_TWO,122,122,0.0,0.0,0.0,1.0,F_T++NIL_ML_RECL_L6 (9% vs 9%); F_MAIN++NIL_MG_R1 (6% vs 3%); T_ROCOF_3_3 (6% vs 0%),F_MAIN++BRHA_TG_R6 (92% vs 0%); F_MAIN++BRHA_TG_R5 (6% vs 0%); F_MAIN++BRHA_TG_R60 (2% vs 0%),supported,62.0,below asset gate: see family row
T-V-MNSP1,Basslink,reverse,K1,R2_BRAE/LINE/275KV_8815,Q-X_BRHA_TWO,123,123,0.0,0.0,0.0,1.0,F_T++NIL_ML_RECL_L6 (9% vs 9%); F_MAIN++NIL_MG_R1 (6% vs 3%); T_ROCOF_3_3 (6% vs 0%),F_MAIN++BRHA_TG_R6 (91% vs 0%); F_MAIN++BRHA_TG_R5 (6% vs 0%); F_MAIN++BRHA_TG_R60 (3% vs 0%),supported,62.5,below asset gate: see family row
T-V-MNSP1,Basslink,reverse,K1,S_EAST/LINE/TABSES_1,S-TBSE,663,663,0.00030165912518853697,0.0,0.11990950226244344,0.020864756158873805,V::N_SETB_O2 (8% vs 0%); F_MAIN++NIL_MG_R1 (4% vs 8%); V::N_SETB_O1 (2% vs 0%),F_T++NIL_ML_RECL_L5 (44% vs 33%); F_MAIN++MREH_TG_R6 (35% vs 39%); F_MAIN++GFT_TG_R6 (6% vs 5%),supported,337.5,ok
T-V-MNSP1,Basslink,reverse,K1,S_EAST/LINE/TABSES_2,S-TBSE,647,647,0.0,0.0,0.08629572385368367,0.0,V::N_SETB_O2 (5% vs 0%); F_T++NIL_ML_RECL_L6 (5% vs 10%); F_MAIN++NIL_MG_R1 (5% vs 6%),F_T++NIL_ML_RECL_L5 (39% vs 28%); F_MAIN++MREH_TG_R6 (38% vs 42%); F_MAIN++GFT_TG_R6 (8% vs 8%),supported,326.0,ok
T-V-MNSP1,Basslink,reverse,K1xK2,DDTS/LINE/DDTS_MSS1_330 × V-DDMS,V-DDMS,280,280,0.0,0.0,0.09047619047619046,0.1255952380952381,V::N_DDMS_S1 (9% vs 0%); F_T++NIL_ML_RECL_L6 (1% vs 2%); F_T++NIL_ML_RECL_L60 (1% vs 2%),V::N_NIL_V1 (37% vs 8%); F_MAIN++MREH_TG_R6 (27% vs 24%); V::N_DDMS_S1 (12% vs 0%),supported,140.0,ok
T-V-MNSP1,Basslink,reverse,K1xK2,MLTS/LINE/CRTS_MLTS1_500 × V-CRML,V-CRML,88,88,0.0,0.0,0.10795454545454546,0.0,F_T++NIL_ML_RECL_L6 (6% vs 3%); V::N_MLMO_V1 (6% vs 0%); V::N_MLMO_O1 (5% vs 0%),F_T++NIL_ML_RECL_L5 (44% vs 38%); F_MAIN++BRHA_TG_R6 (24% vs 14%); F_MAIN++MREH_TG_R6 (12% vs 11%),supported,48.0,ok
T-V-MNSP1,Basslink,reverse,K1xK2,MLTS/LINE/CRTS_MLTS_500 × V-CRML,V-CRML,106,106,0.0,0.0,0.10849056603773585,0.21855345911949683,V::N_HWSM_V2 (17% vs 0%); V::N_MLMO_V1 (7% vs 0%); F_T++NIL_ML_RECL_L6 (5% vs 8%),F_MAIN++MREH_TG_R6 (66% vs 83%); F_QNV++CRML_R6 (14% vs 0%); F_MAIN++GFT_TG_R6 (11% vs 13%),supported,53.5,ok
T-V-MNSP1,Basslink,reverse,K1xK2,MLTS/LINE/MLTS_SYTS1_500 × V-MLSY_NOEMTT_R,V-MLSY_NOEMTT_R,445,445,0.0,0.0,0.016104868913857675,0.6655430711610487,T::T_HA_GT_PM_4 (7% vs 1%); F_NVS++8C_R5 (2% vs 0%); F_MAIN++NIL_MG_R1 (2% vs 2%),V::N_MLSY_V2 (53% vs 0%); F_MAIN++MREH_TG_R6 (19% vs 17%); V::N_MLSY_V1 (13% vs 0%),supported,260.0,ok
