target_ic,target_name,direction,GENCONSETID,relation,relevant_to,tier,n_units,any_binding_treated,any_binding_control,any_binding_diff,ci_lo,ci_hi
NSW1-QLD1,QNI,reverse,N-X_ARKK_CH_CB892A,not relevant (spillover),Directlink,supported,222,0.05630630630630631,0.056931931931931926,-0.0006256256256256274,-0.03585398209671466,0.027686053114880864
NSW1-QLD1,QNI,forward,N-X_BABU_BADP_MNYS,not relevant (spillover),VNI,unsupported,16,1.0,0.8114583333333333,0.1885416666666667,0.10000000000000009,0.21805555555555556
NSW1-QLD1,QNI,reverse,N-X_BABU_BADP_MNYS,not relevant (spillover),VNI,unsupported,16,0.4270833333333333,0.06458333333333334,0.3625,0.3194444444444444,0.4916666666666666
NSW1-QLD1,QNI,forward,N-X_LTYS_MNYS,not relevant (spillover),Murraylink|VNI,unsupported,97,0.0,0.04238258877434135,-0.04238258877434135,-0.08564814814814814,0.0
NSW1-QLD1,QNI,reverse,N-X_LTYS_MNYS,not relevant (spillover),Murraylink|VNI,unsupported,97,0.10652920962199311,0.04982817869415808,0.056701030927835044,-0.05599999999999999,0.14027777777777775
NSW1-QLD1,QNI,forward,Q-GBMU_835_836,not relevant (spillover),Directlink,supported,2979,0.3353810003356832,0.38574558949684834,-0.05036458916116519,-0.10683750090696946,0.002314053213786902
NSW1-QLD1,QNI,reverse,Q-GBMU_835_836,not relevant (spillover),Directlink,unsupported,2979,0.18770280854872998,0.2581393830890306,-0.07043657454030063,-0.10998679844030397,-0.030852323014536952
NSW1-QLD1,QNI,forward,Q-X_BRTX1+BRHA,not relevant (spillover),Basslink,unsupported,16,0.0,0.05416666666666667,-0.05416666666666667,-0.05416666666666667,-0.05416666666666667
NSW1-QLD1,QNI,reverse,Q-X_BRTX1+BRHA,not relevant (spillover),Basslink,unsupported,16,0.07291666666666667,0.029687500000000002,0.043229166666666666,0.043229166666666666,0.043229166666666666
NSW1-QLD1,QNI,forward,S-BGDV,not relevant (spillover),Heywood|Murraylink,supported,375,0.08577777777777777,0.2204666666666667,-0.13468888888888889,-0.2597141845802434,-0.006333229816504184
NSW1-QLD1,QNI,reverse,S-BGDV,not relevant (spillover),Heywood|Murraylink,supported,375,0.10266666666666667,0.06197037037037036,0.0406962962962963,0.002467711664720073,0.08014396799229077
NSW1-QLD1,QNI,forward,S-BGRH,not relevant (spillover),Murraylink,unsupported,1501,0.0899400399733511,0.17061218446961285,-0.08067214449626176,-0.14891590036013677,-0.016680115748984887
NSW1-QLD1,QNI,reverse,S-BGRH,not relevant (spillover),Murraylink,unsupported,1501,0.08338885187652675,0.12052890665482272,-0.03714005477829594,-0.07916567301678178,0.012040297343077768
NSW1-QLD1,QNI,forward,S-BRBG,not relevant (spillover),Murraylink,indicative,552,0.42330917874396135,0.5010919887278582,-0.07778280998389694,-0.16342367789164078,0.006516280388632051
NSW1-QLD1,QNI,reverse,S-BRBG,not relevant (spillover),Murraylink,indicative,552,0.0821256038647343,0.06538848631239937,0.01673711755233494,-0.03522352456752595,0.07362778079549628
NSW1-QLD1,QNI,forward,S-BRTW,not relevant (spillover),Murraylink,unsupported,6,0.8611111111111112,0.0,0.8611111111111112,0.16666666666666666,1.0
NSW1-QLD1,QNI,reverse,S-BRTW,not relevant (spillover),Murraylink,unsupported,6,0.0,0.1597222222222222,-0.1597222222222222,-0.19166666666666665,0.0
NSW1-QLD1,QNI,forward,S-BWMP,not relevant (spillover),Murraylink,unsupported,41,0.5569105691056909,0.382520325203252,0.17439024390243898,-0.22894736842105265,0.5666666666666667
NSW1-QLD1,QNI,reverse,S-BWMP,not relevant (spillover),Murraylink,unsupported,41,0.012195121951219513,0.10948509485094851,-0.097289972899729,-0.2490740740740741,0.0
NSW1-QLD1,QNI,forward,S-DVLK,not relevant (spillover),Heywood|Murraylink,unsupported,22,0.7575757575757575,0.9075757575757575,-0.15000000000000002,-0.15000000000000002,-0.15000000000000002
NSW1-QLD1,QNI,reverse,S-DVLK,not relevant (spillover),Heywood|Murraylink,unsupported,22,0.22727272727272727,0.3727272727272727,-0.14545454545454548,-0.14545454545454548,-0.14545454545454548
NSW1-QLD1,QNI,forward,S-KHKN,not relevant (spillover),Heywood,indicative,185,0.21351351351351353,0.1910810810810811,0.02243243243243243,-0.14874074074074073,0.21286270346779906
NSW1-QLD1,QNI,reverse,S-KHKN,not relevant (spillover),Heywood,indicative,185,0.16486486486486485,0.17603603603603601,-0.01117117117117117,-0.17974877450980392,0.11387283236994217
NSW1-QLD1,QNI,forward,S-KHTB2,not relevant (spillover),Heywood,unsupported,122,0.46448087431693985,0.5402550091074682,-0.07577413479052822,-0.2272201563691838,0.03822751322751322
NSW1-QLD1,QNI,reverse,S-KHTB2,not relevant (spillover),Heywood,unsupported,122,0.20901639344262296,0.24751821493624773,-0.03850182149362478,-0.20701506591337096,0.13192090395480222
NSW1-QLD1,QNI,forward,S-KNPW,not relevant (spillover),Heywood,supported,224,0.11235119047619048,0.12002728174603175,-0.007676091269841264,-0.09626866730332724,0.08146978386222722
NSW1-QLD1,QNI,reverse,S-KNPW,not relevant (spillover),Heywood,supported,224,0.11383928571428571,0.14531249999999998,-0.031473214285714285,-0.13888520480012875,0.1278626832349858
NSW1-QLD1,QNI,forward,S-KNPW_BC-2CP,not relevant (spillover),Heywood,unsupported,74,0.2702702702702703,0.3076576576576576,-0.03738738738738737,-0.23148148148148148,0.4131481481481481
NSW1-QLD1,QNI,reverse,S-KNPW_BC-2CP,not relevant (spillover),Heywood,unsupported,74,0.0,0.02477477477477478,-0.02477477477477478,-0.057291666666666664,0.0
NSW1-QLD1,QNI,forward,S-MKRB,not relevant (spillover),Murraylink,indicative,135,0.1641975308641975,0.18862139917695472,-0.02442386831275719,-0.0843193703421409,0.032663491532976804
NSW1-QLD1,QNI,reverse,S-MKRB,not relevant (spillover),Murraylink,indicative,135,0.19506172839506175,0.2609670781893004,-0.06590534979423868,-0.21278659611992945,0.15655555555555556
NSW1-QLD1,QNI,forward,S-MOTB,not relevant (spillover),Heywood,indicative,192,0.0,0.003298611111111111,-0.003298611111111111,-0.010681869844774955,0.0
NSW1-QLD1,QNI,reverse,S-MOTB,not relevant (spillover),Heywood,indicative,192,0.31684027777777773,0.37048611111111107,-0.05364583333333334,-0.20130232533581138,0.06939117881322177
NSW1-QLD1,QNI,forward,S-MWPS2-MWPS3,not relevant (spillover),Murraylink,indicative,1306,0.030500255232261353,0.08015143780840565,-0.049651182576144294,-0.09185791598928697,-0.0098334315917911
NSW1-QLD1,QNI,reverse,S-MWPS2-MWPS3,not relevant (spillover),Murraylink,indicative,1306,0.2627616130678918,0.2251510124213034,0.037610600646588395,-0.01597684687910252,0.0894500907053667
NSW1-QLD1,QNI,forward,S-PA_VC1,not relevant (spillover),Heywood|Murraylink,supported,1040,0.32740384615384616,0.42123717948717954,-0.09383333333333334,-0.16919790638483223,-0.01647076278892296
NSW1-QLD1,QNI,reverse,S-PA_VC1,not relevant (spillover),Heywood|Murraylink,supported,1040,0.24102564102564106,0.1905475427350427,0.05047809829059828,-0.01454063284929448,0.11056977594143994
NSW1-QLD1,QNI,forward,S-RBTU,not relevant (spillover),Heywood|Murraylink,supported,658,0.36372847011144877,0.3269292468760554,0.03679922323539345,-0.014573287380536763,0.0892415632485346
NSW1-QLD1,QNI,reverse,S-RBTU,not relevant (spillover),Heywood|Murraylink,supported,658,0.2006079027355623,0.1253757176629517,0.0752321850726106,-0.029311036838978018,0.1960061305702656
NSW1-QLD1,QNI,forward,S-SECB6611_10,not relevant (spillover),Heywood,supported,2441,0.15294278301242656,0.1295643861805271,0.023378396831899493,-0.024362254753884406,0.07201662587733335
NSW1-QLD1,QNI,reverse,S-SECB6611_10,not relevant (spillover),Heywood,supported,2441,0.22415676635258772,0.20441986435431747,0.019736901998270284,-0.024319130274243515,0.065077913128574
NSW1-QLD1,QNI,forward,S-SE_1CP,not relevant (spillover),Heywood,supported,567,0.03233392122281011,0.03784048598863414,-0.005506564765824023,-0.02389977139420262,0.023812726628809667
NSW1-QLD1,QNI,reverse,S-SE_1CP,not relevant (spillover),Heywood,supported,567,0.2924750146972369,0.20705957280031356,0.08541544189692338,0.026448165060037193,0.14707091026443436
NSW1-QLD1,QNI,forward,S-SE_VC1,not relevant (spillover),Heywood,supported,1625,0.23815384615384616,0.22826666666666665,0.009887179487179485,-0.02570899120612236,0.040028609009891795
NSW1-QLD1,QNI,reverse,S-SE_VC1,not relevant (spillover),Heywood,supported,1625,0.1998974358974359,0.1762222222222222,0.023675213675213674,-0.027540670276963435,0.07465439023176619
NSW1-QLD1,QNI,forward,S-TB132_E_BUS,not relevant (spillover),Heywood,indicative,99,0.7424242424242424,0.6895622895622897,0.05286195286195285,-0.10215053763440858,0.12352941176470592
NSW1-QLD1,QNI,reverse,S-TB132_E_BUS,not relevant (spillover),Heywood,indicative,99,0.6043771043771043,0.12194163860830529,0.48243546576879903,-0.012903225806451611,0.7082516339869281
NSW1-QLD1,QNI,forward,S-TB275_E_BUS,not relevant (spillover),Heywood,supported,199,0.3911222780569514,0.35954773869346723,0.03157453936348409,-0.06457823129251698,0.09278146971752807
NSW1-QLD1,QNI,reverse,S-TB275_E_BUS,not relevant (spillover),Heywood,supported,199,0.35845896147403683,0.12218034617532106,0.2362786152987158,-0.012453664087109661,0.4886753117913831
NSW1-QLD1,QNI,forward,S-TB275_W_BUS,not relevant (spillover),Heywood,supported,1215,0.07956104252400548,0.10221764974851394,-0.02265660722450846,-0.0577268205994415,0.013628759939650592
NSW1-QLD1,QNI,reverse,S-TB275_W_BUS,not relevant (spillover),Heywood,unsupported,1215,0.1762688614540466,0.22128029263831733,-0.04501143118427069,-0.0942891923219732,0.0036479400746765715
NSW1-QLD1,QNI,forward,S-TB275_W_BUS_BC-2CP,not relevant (spillover),Heywood,supported,170,0.0,0.00980392156862745,-0.00980392156862745,-0.02222741433021807,0.0
NSW1-QLD1,QNI,reverse,S-TB275_W_BUS_BC-2CP,not relevant (spillover),Heywood,supported,170,0.3215686274509804,0.3350490196078431,-0.013480392156862753,-0.1403432228039558,0.13504205126637733
NSW1-QLD1,QNI,forward,S-TBCP1,not relevant (spillover),Heywood,unsupported,2641,0.3078379401741764,0.335345407884219,-0.027507467710042498,-0.08080334661684094,0.028180772988773875
NSW1-QLD1,QNI,reverse,S-TBCP1,not relevant (spillover),Heywood,unsupported,2641,0.15240439227565317,0.12127140392948799,0.031132988346165177,-0.008977017431990733,0.07118213711517607
NSW1-QLD1,QNI,forward,S-TBSE,not relevant (spillover),Basslink|Heywood|Murraylink|VNI,unsupported,1911,0.1250654107796965,0.13670271527414388,-0.011637304494447354,-0.026329478051595596,0.003504823080336604
NSW1-QLD1,QNI,reverse,S-TBSE,not relevant (spillover),Basslink|Heywood|Murraylink|VNI,supported,1911,0.19553462410605266,0.22465695679981396,-0.029122332693761268,-0.06902276290060261,0.0072176001077619
NSW1-QLD1,QNI,forward,S-TBTU,not relevant (spillover),Heywood,supported,2259,0.14969750627121142,0.2705966258423098,-0.1208991195710983,-0.20774026694292172,-0.03803181563541688
NSW1-QLD1,QNI,reverse,S-TBTU,not relevant (spillover),Heywood,supported,2259,0.26110373321528696,0.21857262308789532,0.042531110127391664,-0.0017130935173978157,0.09154788837940402
NSW1-QLD1,QNI,forward,S-TBTX4,not relevant (spillover),Heywood,unsupported,239,0.7252440725244073,0.7049395629939563,0.020304509530450952,-0.04020590554448871,0.07489806016548878
NSW1-QLD1,QNI,reverse,S-TBTX4,not relevant (spillover),Heywood,unsupported,239,0.23570432357043236,0.33614597861459794,-0.10044165504416551,-0.213642662954202,-0.003194931773879178
NSW1-QLD1,QNI,forward,S-TB_CB6536,not relevant (spillover),Heywood,unsupported,350,0.5847619047619047,0.45188888888888884,0.13287301587301587,0.05571174823892214,0.20274567196024412
NSW1-QLD1,QNI,reverse,S-TB_CB6536,not relevant (spillover),Heywood,supported,350,0.26904761904761904,0.23359523809523808,0.03545238095238096,-0.05734782034110923,0.12096360371334064
NSW1-QLD1,QNI,forward,S-TB_CB6596,not relevant (spillover),Heywood,unsupported,568,0.3477112676056338,0.283954420970266,0.06375684663536776,0.010751853807908157,0.1306569271615533
NSW1-QLD1,QNI,reverse,S-TB_CB6596,not relevant (spillover),Heywood,supported,568,0.14231220657276994,0.21739045383411582,-0.07507824726134585,-0.17046436577502394,0.0026083676372831172
NSW1-QLD1,QNI,forward,S-TPRS,not relevant (spillover),Heywood|Murraylink,indicative,849,0.3853553199842953,0.2816679753958906,0.10368734458840466,0.03320013477088949,0.17676509504843596
NSW1-QLD1,QNI,reverse,S-TPRS,not relevant (spillover),Heywood|Murraylink,indicative,849,0.1674519042010208,0.2068871875408978,-0.039435283339876975,-0.09591464656461433,0.027320566291095656
NSW1-QLD1,QNI,forward,S-WE_MWP4,not relevant (spillover),Heywood|Murraylink,unsupported,1687,0.022130013831258642,0.02109760916814859,0.0010324046631100575,-0.013723328979958762,0.016431344997594993
NSW1-QLD1,QNI,reverse,S-WE_MWP4,not relevant (spillover),Heywood|Murraylink,supported,1687,0.1963050780478166,0.17420634920634917,0.022098728841467435,-0.027100415154020695,0.07481451173965291
NSW1-QLD1,QNI,forward,S-X_BDBU+SECB6611_10,not relevant (spillover),Heywood,indicative,296,0.09177927927927927,0.18226351351351353,-0.09048423423423424,-0.2896138144645828,0.045614360699100534
NSW1-QLD1,QNI,reverse,S-X_BDBU+SECB6611_10,not relevant (spillover),Heywood,indicative,296,0.24493243243243243,0.23249812312312312,0.01243430930930931,-0.06150514528527311,0.07849124875331799
NSW1-QLD1,QNI,forward,S-X_BGBW+BGDV+BGTX,not relevant (spillover),Heywood|Murraylink,indicative,781,0.0924029022620572,0.11483141271873665,-0.022428510456679464,-0.07141665807978212,0.015654467482100216
NSW1-QLD1,QNI,reverse,S-X_BGBW+BGDV+BGTX,not relevant (spillover),Heywood|Murraylink,indicative,781,0.1826717883055911,0.1263479869113672,0.056323801394223924,-0.0042329339502333715,0.12203126364047731
NSW1-QLD1,QNI,forward,S-X_BGRH+BRTX3,not relevant (spillover),Murraylink,unsupported,31,0.6021505376344085,0.30215053763440863,0.30000000000000004,0.04705882352941172,0.6071428571428573
NSW1-QLD1,QNI,reverse,S-X_BGRH+BRTX3,not relevant (spillover),Murraylink,unsupported,31,0.0,0.014516129032258063,-0.014516129032258063,-0.026470588235294114,0.0
NSW1-QLD1,QNI,forward,S-X_BGRH+RBTX,not relevant (spillover),Murraylink,indicative,163,0.19018404907975459,0.14746080436264486,0.042723244717109754,-0.04213836477987422,0.22649999999999998
NSW1-QLD1,QNI,reverse,S-X_BGRH+RBTX,not relevant (spillover),Murraylink,indicative,163,0.023517382413087932,0.08548057259713701,-0.061963190184049076,-0.09826388888888889,0.05238095238095238
NSW1-QLD1,QNI,forward,S-X_BRMN_RBTU,not relevant (spillover),Heywood|Murraylink,supported,701,0.47979077508321444,0.46954350927246785,0.010247265810746553,-0.029703945126107714,0.052041258169934636
NSW1-QLD1,QNI,reverse,S-X_BRMN_RBTU,not relevant (spillover),Heywood|Murraylink,supported,701,0.21825962910128388,0.1374306546203836,0.0808289744809003,-0.0024470502643837927,0.17634332927741828
NSW1-QLD1,QNI,forward,S-X_BRMN_WEWT,not relevant (spillover),Murraylink,unsupported,148,0.0,0.0015765765765765765,-0.0015765765765765765,-0.004093567251461988,0.0
NSW1-QLD1,QNI,reverse,S-X_BRMN_WEWT,not relevant (spillover),Murraylink,unsupported,148,0.06193693693693694,0.08130630630630632,-0.019369369369369376,-0.09434697855750487,0.13495934959349595
NSW1-QLD1,QNI,forward,S-X_BWMP+MPPA,not relevant (spillover),Murraylink,indicative,338,0.0014792899408284023,0.08489480604865221,-0.0834155161078238,-0.1328428993359294,-0.0423967391559671
NSW1-QLD1,QNI,reverse,S-X_BWMP+MPPA,not relevant (spillover),Murraylink,indicative,338,0.1474358974358974,0.037762984878369495,0.10967291255752794,-0.004227698869947711,0.22666694197615242
NSW1-QLD1,QNI,forward,S-X_CNLK_CNRB,not relevant (spillover),Murraylink,indicative,98,0.17006802721088432,0.27397959183673476,-0.10391156462585036,-0.5015503875968992,0.23000947642738684
NSW1-QLD1,QNI,reverse,S-X_CNLK_CNRB,not relevant (spillover),Murraylink,indicative,98,0.05272108843537415,0.13168934240362812,-0.07896825396825398,-0.23880208333333333,0.016666666666666666
NSW1-QLD1,QNI,forward,S-X_KNPW+CB36_BC-2CP,not relevant (spillover),Heywood,indicative,38,0.4517543859649123,0.35774853801169587,0.09400584795321638,-0.2444444444444444,0.4735042735042735
NSW1-QLD1,QNI,reverse,S-X_KNPW+CB36_BC-2CP,not relevant (spillover),Heywood,indicative,38,0.0,0.04824561403508772,-0.04824561403508772,-0.18333333333333332,0.0
NSW1-QLD1,QNI,forward,S-X_MGTI+PATI,not relevant (spillover),Heywood,unsupported,166,0.03313253012048193,0.052208835341365466,-0.01907630522088354,-0.05495975755166931,-0.0011198492554916708
NSW1-QLD1,QNI,reverse,S-X_MGTI+PATI,not relevant (spillover),Heywood,supported,166,0.2710843373493976,0.03855421686746988,0.23253012048192773,-0.022575953458306403,0.4825861650485437
NSW1-QLD1,QNI,forward,S-X_PA6510+BWPA,not relevant (spillover),Murraylink,unsupported,8,0.08333333333333333,0.025,0.058333333333333334,0.05833333333333333,0.05833333333333333
NSW1-QLD1,QNI,reverse,S-X_PA6510+BWPA,not relevant (spillover),Murraylink,unsupported,8,0.020833333333333332,0.11249999999999999,-0.09166666666666667,-0.09166666666666667,-0.09166666666666667
NSW1-QLD1,QNI,forward,S-X_TBSE+BDBU,not relevant (spillover),Heywood|VNI,indicative,31,0.9301075268817204,0.8002688172043012,0.1298387096774193,0.09761904761904759,0.15637254901960781
NSW1-QLD1,QNI,reverse,S-X_TBSE+BDBU,not relevant (spillover),Heywood|VNI,indicative,31,0.1236559139784946,0.3123655913978495,-0.18870967741935482,-0.25238095238095243,-0.1362745098039216
NSW1-QLD1,QNI,forward,S-X_TBTU+BDBU,not relevant (spillover),Heywood,indicative,33,0.16666666666666666,0.26262626262626265,-0.09595959595959595,-0.24166666666666664,0.0
NSW1-QLD1,QNI,reverse,S-X_TBTU+BDBU,not relevant (spillover),Heywood,indicative,33,0.08585858585858586,0.09696969696969696,-0.011111111111111113,-0.021052631578947368,0.016666666666666607
NSW1-QLD1,QNI,forward,V-ARCW,not relevant (spillover),Heywood|Murraylink|VNI,supported,58,0.07471264367816091,0.04137931034482759,0.03333333333333333,-0.04000000000000001,0.14351851851851852
NSW1-QLD1,QNI,reverse,V-ARCW,not relevant (spillover),Heywood|Murraylink|VNI,supported,58,0.10344827586206896,0.19942528735632184,-0.09597701149425288,-0.21416666666666667,-0.007716049382716049
NSW1-QLD1,QNI,forward,V-AR_WB_BA,not relevant (spillover),Heywood|Murraylink|VNI,supported,240,0.46736111111111106,0.2968981481481482,0.17046296296296296,0.03853730475240943,0.32075385471308215
NSW1-QLD1,QNI,reverse,V-AR_WB_BA,not relevant (spillover),Heywood|Murraylink|VNI,supported,240,0.2013888888888889,0.19555555555555557,0.005833333333333334,-0.11303492775286499,0.10609662176274016
NSW1-QLD1,QNI,forward,V-BAML1_15M,not relevant (spillover),Heywood|Murraylink|VNI,supported,209,0.240829346092504,0.3036682615629984,-0.06283891547049442,-0.18496212121212116,0.04977547737528102
NSW1-QLD1,QNI,reverse,V-BAML1_15M,not relevant (spillover),Heywood|Murraylink|VNI,unsupported,209,0.08851674641148326,0.216294524189261,-0.1277777777777778,-0.1934546154103516,-0.0649279798355953
NSW1-QLD1,QNI,forward,V-BAML2_15M,not relevant (spillover),Murraylink,indicative,134,0.08706467661691542,0.03034825870646766,0.05671641791044775,0.017514124293785308,0.098015873015873
NSW1-QLD1,QNI,reverse,V-BAML2_15M,not relevant (spillover),Murraylink,indicative,134,0.15049751243781093,0.20248756218905473,-0.05199004975124378,-0.13216337099811679,0.061858974358974354
NSW1-QLD1,QNI,forward,V-BEKG,not relevant (spillover),Murraylink|VNI,unsupported,17,0.4901960784313725,0.5705882352941176,-0.08039215686274513,-0.08039215686274512,-0.08039215686274512
NSW1-QLD1,QNI,reverse,V-BEKG,not relevant (spillover),Murraylink|VNI,unsupported,17,0.10784313725490194,0.07058823529411766,0.037254901960784306,0.03725490196078431,0.03725490196078431
NSW1-QLD1,QNI,forward,V-BESH,not relevant (spillover),Murraylink,unsupported,24,0.0,0.0931712962962963,-0.0931712962962963,-0.0931712962962963,-0.0931712962962963
NSW1-QLD1,QNI,reverse,V-BESH,not relevant (spillover),Murraylink,unsupported,24,0.25,0.32372685185185185,-0.07372685185185186,-0.07372685185185186,-0.07372685185185186
NSW1-QLD1,QNI,forward,V-BUCW,not relevant (spillover),Heywood|Murraylink|VNI,unsupported,20,0.0,0.04,-0.04,-0.04,-0.04
NSW1-QLD1,QNI,reverse,V-BUCW,not relevant (spillover),Heywood|Murraylink|VNI,unsupported,20,0.275,0.3322222222222222,-0.05722222222222223,-0.057222222222222216,-0.057222222222222216
NSW1-QLD1,QNI,forward,V-BUHO,not relevant (spillover),VNI,unsupported,42,0.047619047619047616,0.002380952380952381,0.04523809523809524,-0.0031746031746031746,0.09365079365079365
NSW1-QLD1,QNI,reverse,V-BUHO,not relevant (spillover),VNI,unsupported,42,0.1865079365079365,0.5259259259259259,-0.33941798941798945,-0.5005291005291005,-0.17830687830687833
NSW1-QLD1,QNI,forward,V-CPRC,not relevant (spillover),Heywood|Murraylink|VNI,unsupported,21,0.0,0.0,0.0,0.0,0.0
NSW1-QLD1,QNI,reverse,V-CPRC,not relevant (spillover),Heywood|Murraylink|VNI,unsupported,21,0.3253968253968254,0.4671957671957672,-0.1417989417989418,-0.1417989417989418,-0.1417989417989418
NSW1-QLD1,QNI,forward,V-CRGP,not relevant (spillover),VNI,indicative,268,0.05783582089552238,0.01702943615257048,0.0408063847429519,0.004862552663757483,0.09522649971123368
NSW1-QLD1,QNI,reverse,V-CRGP,not relevant (spillover),VNI,indicative,268,0.11815920398009949,0.16343283582089552,-0.04527363184079602,-0.11985092495195057,0.050618187830687784
NSW1-QLD1,QNI,forward,V-CRML,not relevant (spillover),Basslink|Heywood|Murraylink|VNI,supported,293,0.0949943117178612,0.13903109594235874,-0.044036784224497534,-0.14904725368841945,0.025403545234475987
NSW1-QLD1,QNI,reverse,V-CRML,not relevant (spillover),Basslink|Heywood|Murraylink|VNI,supported,293,0.4089874857792946,0.39645430413348504,0.012533181645809603,-0.17846224018144233,0.1653646495465717
NSW1-QLD1,QNI,forward,V-CRML1,not relevant (spillover),Heywood,unsupported,43,0.0,0.09379844961240312,-0.09379844961240312,-0.12982456140350876,-0.06527777777777778
NSW1-QLD1,QNI,reverse,V-CRML1,not relevant (spillover),Heywood,unsupported,43,0.07364341085271317,0.359625322997416,-0.28598191214470287,-0.31695906432748533,-0.2614583333333333
NSW1-QLD1,QNI,forward,V-CRMO,not relevant (spillover),Heywood|Murraylink|VNI,indicative,75,0.0044444444444444444,0.0008888888888888888,0.0035555555555555553,-0.0030303030303030303,0.010427567829457354
NSW1-QLD1,QNI,reverse,V-CRMO,not relevant (spillover),Heywood|Murraylink|VNI,indicative,75,0.5288888888888887,0.45529629629629637,0.0735925925925926,-0.12222222222222223,0.18373842592592596
NSW1-QLD1,QNI,forward,V-CWHO,not relevant (spillover),Heywood|Murraylink|VNI,unsupported,37,0.0,0.002702702702702703,-0.002702702702702703,-0.005,0.0
NSW1-QLD1,QNI,reverse,V-CWHO,not relevant (spillover),Heywood|Murraylink|VNI,unsupported,37,0.5,0.44279279279279277,0.057207207207207206,-0.20098039215686272,0.2766666666666667
NSW1-QLD1,QNI,forward,V-DDMS,not relevant (spillover),Basslink|Heywood|Murraylink|VNI,unsupported,382,0.3184991273996509,0.2770578824898196,0.041441244909831296,-0.009416669280799728,0.10054225928572759
NSW1-QLD1,QNI,reverse,V-DDMS,not relevant (spillover),Basslink|Heywood|Murraylink|VNI,supported,382,0.10732984293193717,0.15715532286212913,-0.049825479930191964,-0.12537528669724768,0.04941343476509496
NSW1-QLD1,QNI,forward,V-DDSM,not relevant (spillover),Murraylink|VNI,supported,187,0.16755793226381463,0.14113190730837788,0.02642602495543672,-0.058258759025082416,0.1300115508365508
NSW1-QLD1,QNI,reverse,V-DDSM,not relevant (spillover),Murraylink|VNI,supported,187,0.31996434937611407,0.25683303624480097,0.06313131313131312,-0.08634025129423903,0.20147582972582975
NSW1-QLD1,QNI,forward,V-DDWO_63,not relevant (spillover),VNI,indicative,56,0.5476190476190477,0.4657738095238095,0.08184523809523807,-0.0009803921568627481,0.20909090909090908
NSW1-QLD1,QNI,reverse,V-DDWO_63,not relevant (spillover),VNI,indicative,56,0.22619047619047622,0.2697420634920635,-0.04355158730158729,-0.09313725490196079,-0.01944444444444444
NSW1-QLD1,QNI,forward,V-DDWO_RADIAL,not relevant (spillover),Murraylink|VNI,indicative,57,0.5380116959064327,0.4576023391812865,0.0804093567251462,-0.0009803921568627481,0.20909090909090908
NSW1-QLD1,QNI,reverse,V-DDWO_RADIAL,not relevant (spillover),Murraylink|VNI,indicative,57,0.21637426900584797,0.25877192982456143,-0.04239766081871344,-0.09313725490196079,-0.01944444444444444
NSW1-QLD1,QNI,forward,V-DDWO_X5,not relevant (spillover),Murraylink|VNI,unsupported,37,0.7747747747747747,0.6617117117117117,0.11306306306306305,-0.013541666666666667,0.2095238095238095
NSW1-QLD1,QNI,reverse,V-DDWO_X5,not relevant (spillover),Murraylink|VNI,unsupported,37,0.009009009009009009,0.06336336336336337,-0.05435435435435435,-0.09895833333333333,-0.02037037037037037
NSW1-QLD1,QNI,forward,V-HGMO,not relevant (spillover),Basslink|Heywood,unsupported,12,0.0,0.005555555555555556,-0.005555555555555556,-0.005555555555555556,-0.005555555555555556
NSW1-QLD1,QNI,reverse,V-HGMO,not relevant (spillover),Basslink|Heywood,unsupported,12,1.0,0.8138888888888888,0.18611111111111112,0.18611111111111112,0.18611111111111112
NSW1-QLD1,QNI,forward,V-HGTR,not relevant (spillover),Heywood|VNI,unsupported,24,0.0,0.0,0.0,0.0,0.0
NSW1-QLD1,QNI,reverse,V-HGTR,not relevant (spillover),Heywood|VNI,unsupported,24,0.027777777777777776,0.34930555555555554,-0.32152777777777775,-0.3215277777777778,-0.3215277777777778
NSW1-QLD1,QNI,forward,V-HOMR,not relevant (spillover),Murraylink|VNI,indicative,77,0.0,0.0,0.0,0.0,0.0
NSW1-QLD1,QNI,reverse,V-HOMR,not relevant (spillover),Murraylink|VNI,indicative,77,0.4978354978354978,0.13008658008658008,0.36774891774891777,-0.0028673835125448215,0.6309722222222222
NSW1-QLD1,QNI,forward,V-HYMO,not relevant (spillover),Basslink|Heywood|Murraylink|VNI,unsupported,134,0.011194029850746268,0.055970149253731345,-0.04477611940298507,-0.10338147759103643,0.006306306306306306
NSW1-QLD1,QNI,reverse,V-HYMO,not relevant (spillover),Basslink|Heywood|Murraylink|VNI,supported,134,0.3271144278606965,0.46463515754560525,-0.13752072968490878,-0.3109879148629148,0.049750275027502636
NSW1-QLD1,QNI,forward,V-HYTR,not relevant (spillover),Basslink|Heywood|VNI,indicative,36,0.13425925925925924,0.05771604938271605,0.0765432098765432,-0.06521739130434782,0.20962962962962958
NSW1-QLD1,QNI,reverse,V-HYTR,not relevant (spillover),Basslink|Heywood|VNI,indicative,36,0.027777777777777776,0.018518518518518517,0.00925925925925926,0.0,0.05555555555555555
NSW1-QLD1,QNI,forward,V-KG_WE_RC,not relevant (spillover),Basslink|Heywood|Murraylink|VNI,supported,135,0.19259259259259257,0.2693621399176955,-0.07676954732510288,-0.22243589743589745,0.037518969109558986
