ic,name,direction,GENCONSETID,tier,lag_days,group,n_units,own_treated,own_control,own_diff,any_diff
T-V-MNSP1,Basslink,reverse,V-HYTR,indicative,7,booked_in_advance,35,0.0,0.0,0.0,-0.3217460317460317
T-V-MNSP1,Basslink,reverse,V-HYTR,indicative,7,not_booked_in_advance,1,0.0,0.0,0.0,-0.33333333333333337
T-V-MNSP1,Basslink,reverse,V-HYTR,indicative,14,not_booked_in_advance,36,0.0,0.0,0.0,-0.3220679012345679
T-V-MNSP1,Basslink,forward,V-MLSY_NOEMTT_R,supported,1,booked_in_advance,209,0.0,0.0,0.0,-0.021345029239766083
T-V-MNSP1,Basslink,forward,V-MLSY_NOEMTT_R,supported,1,not_booked_in_advance,61,0.0,0.0,0.0,-0.007650273224043716
T-V-MNSP1,Basslink,forward,V-MLSY_NOEMTT_R,supported,7,booked_in_advance,100,0.0,0.0,0.0,-0.001
T-V-MNSP1,Basslink,forward,V-MLSY_NOEMTT_R,supported,7,not_booked_in_advance,146,0.0,0.0,0.0,-0.039155251141552515
T-V-MNSP1,Basslink,forward,V-MLSY_NOEMTT_R,supported,14,booked_in_advance,100,0.0,0.0,0.0,-0.001
T-V-MNSP1,Basslink,forward,V-MLSY_NOEMTT_R,supported,14,not_booked_in_advance,146,0.0,0.0,0.0,-0.039155251141552515
T-V-MNSP1,Basslink,reverse,V-MLSY_NOEMTT_R,supported,1,booked_in_advance,209,0.03429027113237639,0.0,0.03429027113237639,0.06548378522062732
T-V-MNSP1,Basslink,reverse,V-MLSY_NOEMTT_R,supported,1,not_booked_in_advance,61,0.0,0.0,0.0,0.0314207650273224
T-V-MNSP1,Basslink,reverse,V-MLSY_NOEMTT_R,supported,7,booked_in_advance,100,0.0,0.0,0.0,0.07169444444444445
T-V-MNSP1,Basslink,reverse,V-MLSY_NOEMTT_R,supported,7,not_booked_in_advance,146,0.04908675799086758,0.0,0.04908675799086758,0.04520547945205478
T-V-MNSP1,Basslink,reverse,V-MLSY_NOEMTT_R,supported,14,booked_in_advance,100,0.0,0.0,0.0,0.07169444444444445
T-V-MNSP1,Basslink,reverse,V-MLSY_NOEMTT_R,supported,14,not_booked_in_advance,146,0.04908675799086758,0.0,0.04908675799086758,0.04520547945205478
T-V-MNSP1,Basslink,forward,V-MOTR,unsupported,1,booked_in_advance,22,0.0,0.0,0.0,0.0
T-V-MNSP1,Basslink,forward,V-MOTR,unsupported,7,booked_in_advance,22,0.0,0.0,0.0,0.0
T-V-MNSP1,Basslink,forward,V-MOTR,unsupported,14,booked_in_advance,22,0.0,0.0,0.0,0.0
T-V-MNSP1,Basslink,reverse,V-MOTR,unsupported,1,booked_in_advance,22,0.1590909090909091,0.0,0.1590909090909091,-0.023106060606060616
T-V-MNSP1,Basslink,reverse,V-MOTR,unsupported,7,booked_in_advance,22,0.1590909090909091,0.0,0.1590909090909091,-0.023106060606060616
T-V-MNSP1,Basslink,reverse,V-MOTR,unsupported,14,booked_in_advance,22,0.1590909090909091,0.0,0.1590909090909091,-0.023106060606060616
V-S-MNSP1,Murraylink,forward,CA_BRIS_5964121F,unsupported,1,not_booked_in_advance,3,0.0,0.0,0.0,0.8333333333333334
V-S-MNSP1,Murraylink,forward,CA_BRIS_5964121F,unsupported,7,not_booked_in_advance,3,0.0,0.0,0.0,0.8333333333333334
V-S-MNSP1,Murraylink,forward,CA_BRIS_5964121F,unsupported,14,not_booked_in_advance,3,0.0,0.0,0.0,0.8333333333333334
V-S-MNSP1,Murraylink,reverse,CA_BRIS_5964121F,unsupported,1,not_booked_in_advance,3,0.4444444444444444,0.0,0.4444444444444444,0.5666666666666667
V-S-MNSP1,Murraylink,reverse,CA_BRIS_5964121F,unsupported,7,not_booked_in_advance,3,0.4444444444444444,0.0,0.4444444444444444,0.5666666666666667
V-S-MNSP1,Murraylink,reverse,CA_BRIS_5964121F,unsupported,14,not_booked_in_advance,3,0.4444444444444444,0.0,0.4444444444444444,0.5666666666666667
V-S-MNSP1,Murraylink,forward,CA_BRIS_59643BAE,unsupported,1,booked_in_advance,13,0.0,0.0,0.0,0.5557692307692308
V-S-MNSP1,Murraylink,forward,CA_BRIS_59643BAE,unsupported,7,booked_in_advance,13,0.0,0.0,0.0,0.5557692307692308
V-S-MNSP1,Murraylink,forward,CA_BRIS_59643BAE,unsupported,14,booked_in_advance,13,0.0,0.0,0.0,0.5557692307692308
V-S-MNSP1,Murraylink,reverse,CA_BRIS_59643BAE,unsupported,1,booked_in_advance,13,0.28205128205128205,0.0,0.28205128205128205,0.7307692307692307
V-S-MNSP1,Murraylink,reverse,CA_BRIS_59643BAE,unsupported,7,booked_in_advance,13,0.28205128205128205,0.0,0.28205128205128205,0.7307692307692307
V-S-MNSP1,Murraylink,reverse,CA_BRIS_59643BAE,unsupported,14,booked_in_advance,13,0.28205128205128205,0.0,0.28205128205128205,0.7307692307692307
V-S-MNSP1,Murraylink,forward,CA_SYDS_597A8B26,unsupported,1,booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597A8B26,unsupported,7,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597A8B26,unsupported,14,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597A8B26,unsupported,1,booked_in_advance,1,0.8333333333333333,0.0,0.8333333333333333,0.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597A8B26,unsupported,7,not_booked_in_advance,1,0.8333333333333333,0.0,0.8333333333333333,0.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597A8B26,unsupported,14,not_booked_in_advance,1,0.8333333333333333,0.0,0.8333333333333333,0.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597B3DBD,unsupported,1,booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597B3DBD,unsupported,7,booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597B3DBD,unsupported,14,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597B3DBD,unsupported,1,booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597B3DBD,unsupported,7,booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597B3DBD,unsupported,14,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597B5710,unsupported,1,booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597B5710,unsupported,7,booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,CA_SYDS_597B5710,unsupported,14,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597B5710,unsupported,1,booked_in_advance,1,1.0,0.0,1.0,0.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597B5710,unsupported,7,booked_in_advance,1,1.0,0.0,1.0,0.0
V-S-MNSP1,Murraylink,reverse,CA_SYDS_597B5710,unsupported,14,not_booked_in_advance,1,1.0,0.0,1.0,0.0
V-S-MNSP1,Murraylink,forward,I-BDBU_ONE,unsupported,1,booked_in_advance,809,0.008446641944787803,0.0,0.008446641944787803,0.04595865952479055
V-S-MNSP1,Murraylink,forward,I-BDBU_ONE,unsupported,7,booked_in_advance,809,0.008446641944787803,0.0,0.008446641944787803,0.04595865952479055
V-S-MNSP1,Murraylink,forward,I-BDBU_ONE,unsupported,14,booked_in_advance,809,0.008446641944787803,0.0,0.008446641944787803,0.04595865952479055
V-S-MNSP1,Murraylink,reverse,I-BDBU_ONE,unsupported,1,booked_in_advance,809,0.19612690564482899,0.0,0.19612690564482899,0.09930298035984068
V-S-MNSP1,Murraylink,reverse,I-BDBU_ONE,unsupported,7,booked_in_advance,809,0.19612690564482899,0.0,0.19612690564482899,0.09930298035984068
V-S-MNSP1,Murraylink,reverse,I-BDBU_ONE,unsupported,14,booked_in_advance,809,0.19612690564482899,0.0,0.19612690564482899,0.09930298035984068
V-S-MNSP1,Murraylink,forward,I-BURC,supported,1,booked_in_advance,244,0.0,0.0,0.0,-0.07184653916211295
V-S-MNSP1,Murraylink,forward,I-BURC,supported,7,booked_in_advance,244,0.0,0.0,0.0,-0.07184653916211295
V-S-MNSP1,Murraylink,forward,I-BURC,supported,14,booked_in_advance,244,0.0,0.0,0.0,-0.07184653916211295
V-S-MNSP1,Murraylink,reverse,I-BURC,supported,1,booked_in_advance,244,0.16734972677595628,0.0034153005464480873,0.16393442622950818,-0.4129326047358835
V-S-MNSP1,Murraylink,reverse,I-BURC,supported,7,booked_in_advance,244,0.16734972677595628,0.0034153005464480873,0.16393442622950818,-0.4129326047358835
V-S-MNSP1,Murraylink,reverse,I-BURC,supported,14,booked_in_advance,244,0.16734972677595628,0.0034153005464480873,0.16393442622950818,-0.4129326047358835
V-S-MNSP1,Murraylink,forward,I-BURC_X1,unsupported,1,booked_in_advance,1142,0.0,0.0,0.0,-0.02274031912823507
V-S-MNSP1,Murraylink,forward,I-BURC_X1,unsupported,1,not_booked_in_advance,3,0.0,0.0,0.0,0.7222222222222222
V-S-MNSP1,Murraylink,forward,I-BURC_X1,unsupported,7,booked_in_advance,1122,0.0,0.0,0.0,-0.02923598732422262
V-S-MNSP1,Murraylink,forward,I-BURC_X1,unsupported,7,not_booked_in_advance,23,0.0,0.0,0.0,0.391304347826087
V-S-MNSP1,Murraylink,forward,I-BURC_X1,unsupported,14,booked_in_advance,1122,0.0,0.0,0.0,-0.02923598732422262
V-S-MNSP1,Murraylink,forward,I-BURC_X1,unsupported,14,not_booked_in_advance,23,0.0,0.0,0.0,0.391304347826087
V-S-MNSP1,Murraylink,reverse,I-BURC_X1,unsupported,1,booked_in_advance,1142,0.0,0.0,0.0,-0.06742556917688267
V-S-MNSP1,Murraylink,reverse,I-BURC_X1,unsupported,1,not_booked_in_advance,3,0.0,0.0,0.0,0.27777777777777773
V-S-MNSP1,Murraylink,reverse,I-BURC_X1,unsupported,7,booked_in_advance,1122,0.0,0.0,0.0,-0.057090512972865916
V-S-MNSP1,Murraylink,reverse,I-BURC_X1,unsupported,7,not_booked_in_advance,23,0.0,0.0,0.0,-0.5265700483091788
V-S-MNSP1,Murraylink,reverse,I-BURC_X1,unsupported,14,booked_in_advance,1122,0.0,0.0,0.0,-0.057090512972865916
V-S-MNSP1,Murraylink,reverse,I-BURC_X1,unsupported,14,not_booked_in_advance,23,0.0,0.0,0.0,-0.5265700483091788
V-S-MNSP1,Murraylink,forward,I-HYSE,supported,1,booked_in_advance,145,0.03793103448275862,0.0,0.03793103448275862,-0.07743295019157088
V-S-MNSP1,Murraylink,forward,I-HYSE,supported,1,not_booked_in_advance,7,0.0,0.0,0.0,-0.28174603174603174
V-S-MNSP1,Murraylink,forward,I-HYSE,supported,7,booked_in_advance,138,0.03985507246376811,0.0,0.03985507246376811,-0.07733494363929148
V-S-MNSP1,Murraylink,forward,I-HYSE,supported,7,not_booked_in_advance,14,0.0,0.0,0.0,-0.18055555555555555
V-S-MNSP1,Murraylink,forward,I-HYSE,supported,14,booked_in_advance,138,0.03985507246376811,0.0,0.03985507246376811,-0.07733494363929148
V-S-MNSP1,Murraylink,forward,I-HYSE,supported,14,not_booked_in_advance,14,0.0,0.0,0.0,-0.18055555555555555
V-S-MNSP1,Murraylink,reverse,I-HYSE,supported,1,booked_in_advance,145,0.0,0.0,0.0,-0.1231609195402299
V-S-MNSP1,Murraylink,reverse,I-HYSE,supported,1,not_booked_in_advance,7,0.0,0.0,0.0,0.2619047619047619
V-S-MNSP1,Murraylink,reverse,I-HYSE,supported,7,booked_in_advance,138,0.0,0.0,0.0,-0.12940821256038648
V-S-MNSP1,Murraylink,reverse,I-HYSE,supported,7,not_booked_in_advance,14,0.0,0.0,0.0,0.13095238095238093
V-S-MNSP1,Murraylink,reverse,I-HYSE,supported,14,booked_in_advance,138,0.0,0.0,0.0,-0.12940821256038648
V-S-MNSP1,Murraylink,reverse,I-HYSE,supported,14,not_booked_in_advance,14,0.0,0.0,0.0,0.13095238095238093
V-S-MNSP1,Murraylink,forward,I-LTMS,unsupported,1,booked_in_advance,59,0.0,0.0,0.0,-0.01162900188323917
V-S-MNSP1,Murraylink,forward,I-LTMS,unsupported,7,booked_in_advance,59,0.0,0.0,0.0,-0.01162900188323917
V-S-MNSP1,Murraylink,forward,I-LTMS,unsupported,14,booked_in_advance,59,0.0,0.0,0.0,-0.01162900188323917
V-S-MNSP1,Murraylink,reverse,I-LTMS,unsupported,1,booked_in_advance,59,0.0,0.0,0.0,0.09665725047080981
V-S-MNSP1,Murraylink,reverse,I-LTMS,unsupported,7,booked_in_advance,59,0.0,0.0,0.0,0.09665725047080981
V-S-MNSP1,Murraylink,reverse,I-LTMS,unsupported,14,booked_in_advance,59,0.0,0.0,0.0,0.09665725047080981
V-S-MNSP1,Murraylink,forward,I-MURRAY_SRAS_R,indicative,1,booked_in_advance,10,0.6833333333333333,0.0,0.6833333333333333,0.5944444444444444
V-S-MNSP1,Murraylink,forward,I-MURRAY_SRAS_R,indicative,7,booked_in_advance,10,0.6833333333333333,0.0,0.6833333333333333,0.5944444444444444
V-S-MNSP1,Murraylink,forward,I-MURRAY_SRAS_R,indicative,14,booked_in_advance,10,0.6833333333333333,0.0,0.6833333333333333,0.5944444444444444
V-S-MNSP1,Murraylink,reverse,I-MURRAY_SRAS_R,indicative,1,booked_in_advance,10,0.0,0.0,0.0,0.675
V-S-MNSP1,Murraylink,reverse,I-MURRAY_SRAS_R,indicative,7,booked_in_advance,10,0.0,0.0,0.0,0.675
V-S-MNSP1,Murraylink,reverse,I-MURRAY_SRAS_R,indicative,14,booked_in_advance,10,0.0,0.0,0.0,0.675
V-S-MNSP1,Murraylink,forward,I-SVML_044,unsupported,1,booked_in_advance,36,0.0,0.0,0.0,0.08641975308641975
V-S-MNSP1,Murraylink,forward,I-SVML_044,unsupported,7,booked_in_advance,14,0.0,0.0,0.0,-0.22420634920634924
V-S-MNSP1,Murraylink,forward,I-SVML_044,unsupported,7,not_booked_in_advance,22,0.0,0.0,0.0,0.2840909090909091
V-S-MNSP1,Murraylink,forward,I-SVML_044,unsupported,14,not_booked_in_advance,36,0.0,0.0,0.0,0.08641975308641975
V-S-MNSP1,Murraylink,reverse,I-SVML_044,unsupported,1,booked_in_advance,36,0.12037037037037036,0.0,0.12037037037037036,-0.06790123456790124
V-S-MNSP1,Murraylink,reverse,I-SVML_044,unsupported,7,booked_in_advance,14,0.29761904761904756,0.0,0.29761904761904756,-0.19246031746031747
V-S-MNSP1,Murraylink,reverse,I-SVML_044,unsupported,7,not_booked_in_advance,22,0.007575757575757575,0.0,0.007575757575757575,0.011363636363636383
V-S-MNSP1,Murraylink,reverse,I-SVML_044,unsupported,14,not_booked_in_advance,36,0.12037037037037036,0.0,0.12037037037037036,-0.06790123456790124
V-S-MNSP1,Murraylink,forward,I-SVML_088,supported,1,booked_in_advance,39,0.0,0.0,0.0,0.09999999999999998
V-S-MNSP1,Murraylink,forward,I-SVML_088,supported,7,booked_in_advance,5,0.0,0.0,0.0,-0.6
V-S-MNSP1,Murraylink,forward,I-SVML_088,supported,7,not_booked_in_advance,34,0.0,0.0,0.0,0.20294117647058818
V-S-MNSP1,Murraylink,forward,I-SVML_088,supported,14,not_booked_in_advance,39,0.0,0.0,0.0,0.09999999999999998
V-S-MNSP1,Murraylink,reverse,I-SVML_088,unsupported,1,booked_in_advance,39,0.04273504273504273,0.0,0.04273504273504273,0.10370370370370373
V-S-MNSP1,Murraylink,reverse,I-SVML_088,unsupported,7,booked_in_advance,5,0.0,0.0,0.0,-0.31666666666666665
V-S-MNSP1,Murraylink,reverse,I-SVML_088,unsupported,7,not_booked_in_advance,34,0.04901960784313725,0.0,0.04901960784313725,0.16552287581699346
V-S-MNSP1,Murraylink,reverse,I-SVML_088,unsupported,14,not_booked_in_advance,39,0.04273504273504273,0.0,0.04273504273504273,0.10370370370370373
V-S-MNSP1,Murraylink,forward,I-SVML_132,supported,1,booked_in_advance,58,0.0,0.0,0.0,-0.13716475095785438
V-S-MNSP1,Murraylink,forward,I-SVML_132,supported,7,booked_in_advance,12,0.0,0.0,0.0,-0.6749999999999999
V-S-MNSP1,Murraylink,forward,I-SVML_132,supported,7,not_booked_in_advance,46,0.0,0.0,0.0,0.003140096618357484
V-S-MNSP1,Murraylink,forward,I-SVML_132,supported,14,not_booked_in_advance,58,0.0,0.0,0.0,-0.13716475095785438
V-S-MNSP1,Murraylink,reverse,I-SVML_132,supported,1,booked_in_advance,58,0.0,0.0,0.0,-0.1473180076628352
V-S-MNSP1,Murraylink,reverse,I-SVML_132,supported,7,booked_in_advance,12,0.0,0.0,0.0,-0.08981481481481483
V-S-MNSP1,Murraylink,reverse,I-SVML_132,supported,7,not_booked_in_advance,46,0.0,0.0,0.0,-0.1623188405797102
V-S-MNSP1,Murraylink,reverse,I-SVML_132,supported,14,not_booked_in_advance,58,0.0,0.0,0.0,-0.1473180076628352
V-S-MNSP1,Murraylink,forward,I-VSML_044,unsupported,1,booked_in_advance,36,0.17129629629629628,0.0,0.17129629629629628,0.1266975308641975
V-S-MNSP1,Murraylink,forward,I-VSML_044,unsupported,7,booked_in_advance,14,0.0,0.0,0.0,-0.22420634920634924
V-S-MNSP1,Murraylink,forward,I-VSML_044,unsupported,7,not_booked_in_advance,22,0.2803030303030303,0.0,0.2803030303030303,0.35000000000000003
V-S-MNSP1,Murraylink,forward,I-VSML_044,unsupported,14,not_booked_in_advance,36,0.17129629629629628,0.0,0.17129629629629628,0.1266975308641975
V-S-MNSP1,Murraylink,reverse,I-VSML_044,unsupported,1,booked_in_advance,36,0.0,0.0,0.0,-0.06790123456790124
V-S-MNSP1,Murraylink,reverse,I-VSML_044,unsupported,7,booked_in_advance,14,0.0,0.0,0.0,-0.19246031746031747
V-S-MNSP1,Murraylink,reverse,I-VSML_044,unsupported,7,not_booked_in_advance,22,0.0,0.0,0.0,0.011363636363636383
V-S-MNSP1,Murraylink,reverse,I-VSML_044,unsupported,14,not_booked_in_advance,36,0.0,0.0,0.0,-0.06790123456790124
V-S-MNSP1,Murraylink,forward,I-VSML_088,supported,1,booked_in_advance,39,0.2649572649572649,0.0,0.2649572649572649,0.11431623931623928
V-S-MNSP1,Murraylink,forward,I-VSML_088,supported,7,booked_in_advance,5,0.0,0.0,0.0,-0.6
V-S-MNSP1,Murraylink,forward,I-VSML_088,supported,7,not_booked_in_advance,34,0.30392156862745096,0.0,0.30392156862745096,0.21936274509803919
V-S-MNSP1,Murraylink,forward,I-VSML_088,supported,14,not_booked_in_advance,39,0.2649572649572649,0.0,0.2649572649572649,0.11431623931623928
V-S-MNSP1,Murraylink,reverse,I-VSML_088,unsupported,1,booked_in_advance,39,0.0,0.0,0.0,0.10284900284900285
V-S-MNSP1,Murraylink,reverse,I-VSML_088,unsupported,7,booked_in_advance,5,0.0,0.0,0.0,-0.31666666666666665
V-S-MNSP1,Murraylink,reverse,I-VSML_088,unsupported,7,not_booked_in_advance,34,0.0,0.0,0.0,0.16454248366013075
V-S-MNSP1,Murraylink,reverse,I-VSML_088,unsupported,14,not_booked_in_advance,39,0.0,0.0,0.0,0.10284900284900285
V-S-MNSP1,Murraylink,forward,I-VSML_132,supported,1,booked_in_advance,58,0.2672413793103448,0.0,0.2672413793103448,-0.11159003831417624
V-S-MNSP1,Murraylink,forward,I-VSML_132,supported,7,booked_in_advance,12,0.05555555555555555,0.0,0.05555555555555555,-0.6749999999999999
V-S-MNSP1,Murraylink,forward,I-VSML_132,supported,7,not_booked_in_advance,46,0.322463768115942,0.0,0.322463768115942,0.035386473429951694
V-S-MNSP1,Murraylink,forward,I-VSML_132,supported,14,not_booked_in_advance,58,0.2672413793103448,0.0,0.2672413793103448,-0.11159003831417624
V-S-MNSP1,Murraylink,reverse,I-VSML_132,supported,1,booked_in_advance,58,0.0,0.0,0.0,-0.12011494252873565
V-S-MNSP1,Murraylink,reverse,I-VSML_132,supported,7,booked_in_advance,12,0.0,0.0,0.0,-0.08981481481481483
V-S-MNSP1,Murraylink,reverse,I-VSML_132,supported,7,not_booked_in_advance,46,0.0,0.0,0.0,-0.12801932367149757
V-S-MNSP1,Murraylink,reverse,I-VSML_132,supported,14,not_booked_in_advance,58,0.0,0.0,0.0,-0.12011494252873565
V-S-MNSP1,Murraylink,forward,I-VSML_176,supported,1,booked_in_advance,52,0.11538461538461539,0.0,0.11538461538461539,0.274465811965812
V-S-MNSP1,Murraylink,forward,I-VSML_176,supported,7,not_booked_in_advance,52,0.11538461538461539,0.0,0.11538461538461539,0.274465811965812
V-S-MNSP1,Murraylink,forward,I-VSML_176,supported,14,not_booked_in_advance,52,0.11538461538461539,0.0,0.11538461538461539,0.274465811965812
V-S-MNSP1,Murraylink,reverse,I-VSML_176,supported,1,booked_in_advance,52,0.0,0.0,0.0,-0.16810897435897437
V-S-MNSP1,Murraylink,reverse,I-VSML_176,supported,7,not_booked_in_advance,52,0.0,0.0,0.0,-0.16810897435897437
V-S-MNSP1,Murraylink,reverse,I-VSML_176,supported,14,not_booked_in_advance,52,0.0,0.0,0.0,-0.16810897435897437
V-S-MNSP1,Murraylink,forward,I-X_64_DDSM,unsupported,1,booked_in_advance,15,0.0,0.0,0.0,-0.022222222222222223
V-S-MNSP1,Murraylink,forward,I-X_64_DDSM,unsupported,7,booked_in_advance,15,0.0,0.0,0.0,-0.022222222222222223
V-S-MNSP1,Murraylink,forward,I-X_64_DDSM,unsupported,14,booked_in_advance,15,0.0,0.0,0.0,-0.022222222222222223
V-S-MNSP1,Murraylink,reverse,I-X_64_DDSM,unsupported,1,booked_in_advance,15,0.2222222222222222,0.03518518518518519,0.18703703703703703,0.24666666666666667
V-S-MNSP1,Murraylink,reverse,I-X_64_DDSM,unsupported,7,booked_in_advance,15,0.2222222222222222,0.03518518518518519,0.18703703703703703,0.24666666666666667
V-S-MNSP1,Murraylink,reverse,I-X_64_DDSM,unsupported,14,booked_in_advance,15,0.2222222222222222,0.03518518518518519,0.18703703703703703,0.24666666666666667
V-S-MNSP1,Murraylink,forward,I-X_BABU_BURC,indicative,1,booked_in_advance,35,0.5857142857142857,0.0,0.5857142857142857,0.29928571428571427
V-S-MNSP1,Murraylink,forward,I-X_BABU_BURC,indicative,7,booked_in_advance,35,0.5857142857142857,0.0,0.5857142857142857,0.29928571428571427
V-S-MNSP1,Murraylink,forward,I-X_BABU_BURC,indicative,14,booked_in_advance,35,0.5857142857142857,0.0,0.5857142857142857,0.29928571428571427
V-S-MNSP1,Murraylink,reverse,I-X_BABU_BURC,indicative,1,booked_in_advance,35,0.11904761904761905,0.0,0.11904761904761905,-0.13523809523809524
V-S-MNSP1,Murraylink,reverse,I-X_BABU_BURC,indicative,7,booked_in_advance,35,0.11904761904761905,0.0,0.11904761904761905,-0.13523809523809524
V-S-MNSP1,Murraylink,reverse,I-X_BABU_BURC,indicative,14,booked_in_advance,35,0.11904761904761905,0.0,0.11904761904761905,-0.13523809523809524
V-S-MNSP1,Murraylink,forward,I-X_BDBU+HYSE,supported,1,booked_in_advance,17,0.0,0.0,0.0,0.24705882352941172
V-S-MNSP1,Murraylink,forward,I-X_BDBU+HYSE,supported,7,booked_in_advance,17,0.0,0.0,0.0,0.24705882352941172
V-S-MNSP1,Murraylink,forward,I-X_BDBU+HYSE,supported,14,booked_in_advance,17,0.0,0.0,0.0,0.24705882352941172
V-S-MNSP1,Murraylink,reverse,I-X_BDBU+HYSE,supported,1,booked_in_advance,17,0.0,0.0,0.0,0.3019607843137255
V-S-MNSP1,Murraylink,reverse,I-X_BDBU+HYSE,supported,7,booked_in_advance,17,0.0,0.0,0.0,0.3019607843137255
V-S-MNSP1,Murraylink,reverse,I-X_BDBU+HYSE,supported,14,booked_in_advance,17,0.0,0.0,0.0,0.3019607843137255
V-S-MNSP1,Murraylink,forward,N-BABU,supported,1,booked_in_advance,607,0.37067545304777594,0.0,0.37067545304777594,0.19180853011166027
V-S-MNSP1,Murraylink,forward,N-BABU,supported,1,not_booked_in_advance,59,0.7401129943502824,0.0,0.7401129943502824,0.34350282485875705
V-S-MNSP1,Murraylink,forward,N-BABU,supported,7,booked_in_advance,391,0.23870417732310314,0.0,0.23870417732310314,0.05085251491901106
V-S-MNSP1,Murraylink,forward,N-BABU,supported,7,not_booked_in_advance,275,0.6375757575757576,0.0,0.6375757575757576,0.42476767676767685
V-S-MNSP1,Murraylink,forward,N-BABU,supported,14,booked_in_advance,91,0.3791208791208791,0.0,0.3791208791208791,0.18431013431013432
V-S-MNSP1,Murraylink,forward,N-BABU,supported,14,not_booked_in_advance,575,0.40724637681159426,0.0,0.40724637681159426,0.20856038647342995
V-S-MNSP1,Murraylink,reverse,N-BABU,supported,1,booked_in_advance,607,0.035969247666117525,0.0002745744096650192,0.035694673256452494,-0.1348846787479407
V-S-MNSP1,Murraylink,reverse,N-BABU,supported,1,not_booked_in_advance,59,0.019774011299435026,0.0,0.019774011299435026,-0.11252354048964218
V-S-MNSP1,Murraylink,reverse,N-BABU,supported,7,booked_in_advance,391,0.05456095481670929,0.00042625745950554135,0.05413469735720375,-0.17035379369138962
V-S-MNSP1,Murraylink,reverse,N-BABU,supported,7,not_booked_in_advance,275,0.00606060606060606,0.0,0.00606060606060606,-0.07965656565656566
V-S-MNSP1,Murraylink,reverse,N-BABU,supported,14,booked_in_advance,91,0.04578754578754579,0.0,0.04578754578754579,-0.18553113553113557
V-S-MNSP1,Murraylink,reverse,N-BABU,supported,14,not_booked_in_advance,575,0.032753623188405794,0.0002898550724637681,0.032463768115942024,-0.12457487922705315
V-S-MNSP1,Murraylink,forward,N-BADP,supported,1,booked_in_advance,119,0.23389355742296916,0.05704948646125117,0.17684407096171803,0.003641456582633049
V-S-MNSP1,Murraylink,forward,N-BADP,supported,1,not_booked_in_advance,6,0.6944444444444445,0.16435185185185183,0.5300925925925926,0.013888888888888914
V-S-MNSP1,Murraylink,forward,N-BADP,supported,7,booked_in_advance,119,0.23389355742296916,0.05704948646125117,0.17684407096171803,0.003641456582633049
V-S-MNSP1,Murraylink,forward,N-BADP,supported,7,not_booked_in_advance,6,0.6944444444444445,0.16435185185185183,0.5300925925925926,0.013888888888888914
V-S-MNSP1,Murraylink,forward,N-BADP,supported,14,booked_in_advance,52,0.4230769230769231,0.025,0.39807692307692305,0.19353632478632476
V-S-MNSP1,Murraylink,forward,N-BADP,supported,14,not_booked_in_advance,6,0.6944444444444445,0.16435185185185183,0.5300925925925926,0.013888888888888914
V-S-MNSP1,Murraylink,reverse,N-BADP,supported,1,booked_in_advance,119,0.16806722689075632,0.0,0.16806722689075632,-0.2188141923436041
V-S-MNSP1,Murraylink,reverse,N-BADP,supported,1,not_booked_in_advance,6,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,N-BADP,supported,7,booked_in_advance,119,0.16806722689075632,0.0,0.16806722689075632,-0.2188141923436041
V-S-MNSP1,Murraylink,reverse,N-BADP,supported,7,not_booked_in_advance,6,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,N-BADP,supported,14,booked_in_advance,52,0.3076923076923077,0.0,0.3076923076923077,-0.08696581196581198
V-S-MNSP1,Murraylink,reverse,N-BADP,supported,14,not_booked_in_advance,6,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,N-BU_7118,unsupported,1,booked_in_advance,246,0.19579945799457996,0.0,0.19579945799457996,0.11314363143631434
