ic,name,direction,GENCONSETID,tier,lag_days,group,n_units,own_treated,own_control,own_diff,any_diff
V-S-MNSP1,Murraylink,forward,S-X_BWMP+MPPA,indicative,14,not_booked_in_advance,9,0.7777777777777778,0.0,0.7777777777777778,0.6259259259259259
V-S-MNSP1,Murraylink,reverse,S-X_BWMP+MPPA,indicative,1,booked_in_advance,9,0.0,0.0,0.0,0.014814814814814788
V-S-MNSP1,Murraylink,reverse,S-X_BWMP+MPPA,indicative,7,booked_in_advance,9,0.0,0.0,0.0,0.014814814814814788
V-S-MNSP1,Murraylink,reverse,S-X_BWMP+MPPA,indicative,14,not_booked_in_advance,9,0.0,0.0,0.0,0.014814814814814788
V-S-MNSP1,Murraylink,forward,S-X_CNLK_CNRB,indicative,1,booked_in_advance,45,0.037037037037037035,0.0,0.037037037037037035,-0.15037037037037038
V-S-MNSP1,Murraylink,forward,S-X_CNLK_CNRB,indicative,1,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,S-X_CNLK_CNRB,indicative,7,booked_in_advance,45,0.037037037037037035,0.0,0.037037037037037035,-0.15037037037037038
V-S-MNSP1,Murraylink,forward,S-X_CNLK_CNRB,indicative,7,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,S-X_CNLK_CNRB,indicative,14,booked_in_advance,45,0.037037037037037035,0.0,0.037037037037037035,-0.15037037037037038
V-S-MNSP1,Murraylink,forward,S-X_CNLK_CNRB,indicative,14,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,S-X_CNLK_CNRB,indicative,1,booked_in_advance,45,0.0,0.0,0.0,-0.2632098765432099
V-S-MNSP1,Murraylink,reverse,S-X_CNLK_CNRB,indicative,1,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,S-X_CNLK_CNRB,indicative,7,booked_in_advance,45,0.0,0.0,0.0,-0.2632098765432099
V-S-MNSP1,Murraylink,reverse,S-X_CNLK_CNRB,indicative,7,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,S-X_CNLK_CNRB,indicative,14,booked_in_advance,45,0.0,0.0,0.0,-0.2632098765432099
V-S-MNSP1,Murraylink,reverse,S-X_CNLK_CNRB,indicative,14,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,V-ARCW,supported,1,booked_in_advance,14,0.5952380952380952,0.0,0.5952380952380952,0.9488095238095238
V-S-MNSP1,Murraylink,forward,V-ARCW,supported,7,booked_in_advance,14,0.5952380952380952,0.0,0.5952380952380952,0.9488095238095238
V-S-MNSP1,Murraylink,forward,V-ARCW,supported,14,booked_in_advance,14,0.5952380952380952,0.0,0.5952380952380952,0.9488095238095238
V-S-MNSP1,Murraylink,reverse,V-ARCW,supported,1,booked_in_advance,14,0.0,0.0,0.0,0.4726190476190476
V-S-MNSP1,Murraylink,reverse,V-ARCW,supported,7,booked_in_advance,14,0.0,0.0,0.0,0.4726190476190476
V-S-MNSP1,Murraylink,reverse,V-ARCW,supported,14,booked_in_advance,14,0.0,0.0,0.0,0.4726190476190476
V-S-MNSP1,Murraylink,forward,V-AR_WB_BA,supported,1,booked_in_advance,96,0.05729166666666666,0.0,0.05729166666666666,0.02667824074074074
V-S-MNSP1,Murraylink,forward,V-AR_WB_BA,supported,7,booked_in_advance,96,0.05729166666666666,0.0,0.05729166666666666,0.02667824074074074
V-S-MNSP1,Murraylink,forward,V-AR_WB_BA,supported,14,booked_in_advance,96,0.05729166666666666,0.0,0.05729166666666666,0.02667824074074074
V-S-MNSP1,Murraylink,reverse,V-AR_WB_BA,supported,1,booked_in_advance,96,0.04861111111111111,0.0,0.04861111111111111,0.05069444444444445
V-S-MNSP1,Murraylink,reverse,V-AR_WB_BA,supported,7,booked_in_advance,96,0.04861111111111111,0.0,0.04861111111111111,0.05069444444444445
V-S-MNSP1,Murraylink,reverse,V-AR_WB_BA,supported,14,booked_in_advance,96,0.04861111111111111,0.0,0.04861111111111111,0.05069444444444445
V-S-MNSP1,Murraylink,forward,V-BAML1_15M,unsupported,1,booked_in_advance,121,0.0,0.0,0.0,0.04389348025711662
V-S-MNSP1,Murraylink,forward,V-BAML1_15M,unsupported,7,booked_in_advance,121,0.0,0.0,0.0,0.04389348025711662
V-S-MNSP1,Murraylink,forward,V-BAML1_15M,unsupported,14,booked_in_advance,121,0.0,0.0,0.0,0.04389348025711662
V-S-MNSP1,Murraylink,reverse,V-BAML1_15M,supported,1,booked_in_advance,121,0.08539944903581266,0.0,0.08539944903581266,0.0750459136822773
V-S-MNSP1,Murraylink,reverse,V-BAML1_15M,supported,7,booked_in_advance,121,0.08539944903581266,0.0,0.08539944903581266,0.0750459136822773
V-S-MNSP1,Murraylink,reverse,V-BAML1_15M,supported,14,booked_in_advance,121,0.08539944903581266,0.0,0.08539944903581266,0.0750459136822773
V-S-MNSP1,Murraylink,forward,V-BAML2_15M,indicative,1,booked_in_advance,75,0.0,0.0,0.0,0.6803333333333333
V-S-MNSP1,Murraylink,forward,V-BAML2_15M,indicative,7,booked_in_advance,17,0.0,0.0,0.0,0.80718954248366
V-S-MNSP1,Murraylink,forward,V-BAML2_15M,indicative,7,not_booked_in_advance,58,0.0,0.0,0.0,0.6431513409961686
V-S-MNSP1,Murraylink,forward,V-BAML2_15M,indicative,14,not_booked_in_advance,75,0.0,0.0,0.0,0.6803333333333333
V-S-MNSP1,Murraylink,reverse,V-BAML2_15M,indicative,1,booked_in_advance,75,0.08444444444444443,0.0,0.08444444444444443,0.32511111111111113
V-S-MNSP1,Murraylink,reverse,V-BAML2_15M,indicative,7,booked_in_advance,17,0.10784313725490195,0.0,0.10784313725490195,0.6127450980392156
V-S-MNSP1,Murraylink,reverse,V-BAML2_15M,indicative,7,not_booked_in_advance,58,0.07758620689655173,0.0,0.07758620689655173,0.24080459770114943
V-S-MNSP1,Murraylink,reverse,V-BAML2_15M,indicative,14,not_booked_in_advance,75,0.08444444444444443,0.0,0.08444444444444443,0.32511111111111113
V-S-MNSP1,Murraylink,forward,V-BUCW,unsupported,1,booked_in_advance,14,0.5952380952380952,0.0,0.5952380952380952,0.9488095238095238
V-S-MNSP1,Murraylink,forward,V-BUCW,unsupported,7,booked_in_advance,14,0.5952380952380952,0.0,0.5952380952380952,0.9488095238095238
V-S-MNSP1,Murraylink,forward,V-BUCW,unsupported,14,booked_in_advance,14,0.5952380952380952,0.0,0.5952380952380952,0.9488095238095238
V-S-MNSP1,Murraylink,reverse,V-BUCW,unsupported,1,booked_in_advance,14,0.0,0.0,0.0,0.4726190476190476
V-S-MNSP1,Murraylink,reverse,V-BUCW,unsupported,7,booked_in_advance,14,0.0,0.0,0.0,0.4726190476190476
V-S-MNSP1,Murraylink,reverse,V-BUCW,unsupported,14,booked_in_advance,14,0.0,0.0,0.0,0.4726190476190476
V-S-MNSP1,Murraylink,forward,V-CPRC,unsupported,1,booked_in_advance,16,0.46874999999999994,0.0,0.46874999999999994,0.7911458333333334
V-S-MNSP1,Murraylink,forward,V-CPRC,unsupported,7,booked_in_advance,16,0.46874999999999994,0.0,0.46874999999999994,0.7911458333333334
V-S-MNSP1,Murraylink,forward,V-CPRC,unsupported,14,booked_in_advance,16,0.46874999999999994,0.0,0.46874999999999994,0.7911458333333334
V-S-MNSP1,Murraylink,reverse,V-CPRC,unsupported,1,booked_in_advance,16,0.15625,0.0,0.15625,0.8854166666666666
V-S-MNSP1,Murraylink,reverse,V-CPRC,unsupported,7,booked_in_advance,16,0.15625,0.0,0.15625,0.8854166666666666
V-S-MNSP1,Murraylink,reverse,V-CPRC,unsupported,14,booked_in_advance,16,0.15625,0.0,0.15625,0.8854166666666666
V-S-MNSP1,Murraylink,forward,V-CRML,supported,1,booked_in_advance,143,0.09440559440559439,0.0,0.09440559440559439,0.1928904428904429
V-S-MNSP1,Murraylink,forward,V-CRML,supported,7,booked_in_advance,125,0.108,0.0,0.108,0.24991111111111108
V-S-MNSP1,Murraylink,forward,V-CRML,supported,14,booked_in_advance,125,0.108,0.0,0.108,0.24991111111111108
V-S-MNSP1,Murraylink,reverse,V-CRML,supported,1,booked_in_advance,143,0.0,0.0,0.0,-0.02686480186480187
V-S-MNSP1,Murraylink,reverse,V-CRML,supported,7,booked_in_advance,125,0.0,0.0,0.0,0.017533333333333335
V-S-MNSP1,Murraylink,reverse,V-CRML,supported,14,booked_in_advance,125,0.0,0.0,0.0,0.017533333333333335
V-S-MNSP1,Murraylink,forward,V-CWHO,unsupported,1,booked_in_advance,20,0.38333333333333325,0.0,0.38333333333333325,0.050277777777777755
V-S-MNSP1,Murraylink,forward,V-CWHO,unsupported,7,booked_in_advance,20,0.38333333333333325,0.0,0.38333333333333325,0.050277777777777755
V-S-MNSP1,Murraylink,forward,V-CWHO,unsupported,14,booked_in_advance,20,0.38333333333333325,0.0,0.38333333333333325,0.050277777777777755
V-S-MNSP1,Murraylink,reverse,V-CWHO,unsupported,1,booked_in_advance,20,0.0,0.0,0.0,-0.027500000000000004
V-S-MNSP1,Murraylink,reverse,V-CWHO,unsupported,7,booked_in_advance,20,0.0,0.0,0.0,-0.027500000000000004
V-S-MNSP1,Murraylink,reverse,V-CWHO,unsupported,14,booked_in_advance,20,0.0,0.0,0.0,-0.027500000000000004
V-S-MNSP1,Murraylink,forward,V-DDMS,supported,1,booked_in_advance,21,0.0,0.0,0.0,-0.04669312169312169
V-S-MNSP1,Murraylink,forward,V-DDMS,supported,1,not_booked_in_advance,24,0.0,0.0,0.0,0.06296296296296296
V-S-MNSP1,Murraylink,forward,V-DDMS,supported,7,booked_in_advance,20,0.0,0.0,0.0,-0.015694444444444445
V-S-MNSP1,Murraylink,forward,V-DDMS,supported,7,not_booked_in_advance,25,0.0,0.0,0.0,0.033777777777777775
V-S-MNSP1,Murraylink,forward,V-DDMS,supported,14,booked_in_advance,20,0.0,0.0,0.0,-0.015694444444444445
V-S-MNSP1,Murraylink,forward,V-DDMS,supported,14,not_booked_in_advance,25,0.0,0.0,0.0,0.033777777777777775
V-S-MNSP1,Murraylink,reverse,V-DDMS,supported,1,booked_in_advance,21,0.0,0.0,0.0,-0.18624338624338624
V-S-MNSP1,Murraylink,reverse,V-DDMS,supported,1,not_booked_in_advance,24,0.0,0.0,0.0,0.20069444444444443
V-S-MNSP1,Murraylink,reverse,V-DDMS,supported,7,booked_in_advance,20,0.0,0.0,0.0,-0.19555555555555554
V-S-MNSP1,Murraylink,reverse,V-DDMS,supported,7,not_booked_in_advance,25,0.0,0.0,0.0,0.19266666666666665
V-S-MNSP1,Murraylink,reverse,V-DDMS,supported,14,booked_in_advance,20,0.0,0.0,0.0,-0.19555555555555554
V-S-MNSP1,Murraylink,reverse,V-DDMS,supported,14,not_booked_in_advance,25,0.0,0.0,0.0,0.19266666666666665
V-S-MNSP1,Murraylink,forward,V-DDSM,supported,1,booked_in_advance,43,0.0,0.0,0.0,0.2157622739018088
V-S-MNSP1,Murraylink,forward,V-DDSM,supported,1,not_booked_in_advance,30,0.4388888888888889,0.03333333333333333,0.40555555555555556,0.20925925925925926
V-S-MNSP1,Murraylink,forward,V-DDSM,supported,7,booked_in_advance,31,0.0,0.0,0.0,0.17204301075268816
V-S-MNSP1,Murraylink,forward,V-DDSM,supported,7,not_booked_in_advance,42,0.31349206349206354,0.023809523809523808,0.2896825396825397,0.2433862433862434
V-S-MNSP1,Murraylink,forward,V-DDSM,supported,14,booked_in_advance,31,0.0,0.0,0.0,0.17204301075268816
V-S-MNSP1,Murraylink,forward,V-DDSM,supported,14,not_booked_in_advance,42,0.31349206349206354,0.023809523809523808,0.2896825396825397,0.2433862433862434
V-S-MNSP1,Murraylink,reverse,V-DDSM,supported,1,booked_in_advance,43,0.02713178294573643,0.0,0.02713178294573643,0.09735142118863048
V-S-MNSP1,Murraylink,reverse,V-DDSM,supported,1,not_booked_in_advance,30,0.005555555555555555,0.0,0.005555555555555555,0.18277777777777776
V-S-MNSP1,Murraylink,reverse,V-DDSM,supported,7,booked_in_advance,31,0.0,0.0,0.0,0.12473118279569893
V-S-MNSP1,Murraylink,reverse,V-DDSM,supported,7,not_booked_in_advance,42,0.031746031746031744,0.0,0.031746031746031744,0.13816137566137565
V-S-MNSP1,Murraylink,reverse,V-DDSM,supported,14,booked_in_advance,31,0.0,0.0,0.0,0.12473118279569893
V-S-MNSP1,Murraylink,reverse,V-DDSM,supported,14,not_booked_in_advance,42,0.031746031746031744,0.0,0.031746031746031744,0.13816137566137565
V-S-MNSP1,Murraylink,forward,V-DDWO_RADIAL,indicative,1,booked_in_advance,40,0.3625,0.7479861111111111,-0.3854861111111111,-0.4034027777777777
V-S-MNSP1,Murraylink,forward,V-DDWO_RADIAL,indicative,7,booked_in_advance,40,0.3625,0.7479861111111111,-0.3854861111111111,-0.4034027777777777
V-S-MNSP1,Murraylink,forward,V-DDWO_RADIAL,indicative,14,booked_in_advance,40,0.3625,0.7479861111111111,-0.3854861111111111,-0.4034027777777777
V-S-MNSP1,Murraylink,reverse,V-DDWO_RADIAL,indicative,1,booked_in_advance,40,0.05416666666666666,0.0,0.05416666666666666,0.1973611111111111
V-S-MNSP1,Murraylink,reverse,V-DDWO_RADIAL,indicative,7,booked_in_advance,40,0.05416666666666666,0.0,0.05416666666666666,0.1973611111111111
V-S-MNSP1,Murraylink,reverse,V-DDWO_RADIAL,indicative,14,booked_in_advance,40,0.05416666666666666,0.0,0.05416666666666666,0.1973611111111111
V-S-MNSP1,Murraylink,forward,V-DDWO_X5,unsupported,1,booked_in_advance,40,0.3625,0.7479861111111111,-0.3854861111111111,-0.3909027777777777
V-S-MNSP1,Murraylink,forward,V-DDWO_X5,unsupported,7,booked_in_advance,40,0.3625,0.7479861111111111,-0.3854861111111111,-0.3909027777777777
V-S-MNSP1,Murraylink,forward,V-DDWO_X5,unsupported,14,booked_in_advance,40,0.3625,0.7479861111111111,-0.3854861111111111,-0.3909027777777777
V-S-MNSP1,Murraylink,reverse,V-DDWO_X5,unsupported,1,booked_in_advance,40,0.07916666666666666,0.0,0.07916666666666666,0.25152777777777774
V-S-MNSP1,Murraylink,reverse,V-DDWO_X5,unsupported,7,booked_in_advance,40,0.07916666666666666,0.0,0.07916666666666666,0.25152777777777774
V-S-MNSP1,Murraylink,reverse,V-DDWO_X5,unsupported,14,booked_in_advance,40,0.07916666666666666,0.0,0.07916666666666666,0.25152777777777774
V-S-MNSP1,Murraylink,forward,V-HYMO,supported,1,booked_in_advance,58,0.07758620689655173,0.0,0.07758620689655173,-0.01772030651340995
V-S-MNSP1,Murraylink,forward,V-HYMO,supported,7,booked_in_advance,48,0.09375,0.0,0.09375,-0.1580439814814815
V-S-MNSP1,Murraylink,forward,V-HYMO,supported,7,not_booked_in_advance,10,0.0,0.0,0.0,0.6558333333333334
V-S-MNSP1,Murraylink,forward,V-HYMO,supported,14,not_booked_in_advance,58,0.07758620689655173,0.0,0.07758620689655173,-0.01772030651340995
V-S-MNSP1,Murraylink,reverse,V-HYMO,supported,1,booked_in_advance,58,0.0,0.0,0.0,0.0514367816091954
V-S-MNSP1,Murraylink,reverse,V-HYMO,supported,7,booked_in_advance,48,0.0,0.0,0.0,-0.0798611111111111
V-S-MNSP1,Murraylink,reverse,V-HYMO,supported,7,not_booked_in_advance,10,0.0,0.0,0.0,0.6816666666666666
V-S-MNSP1,Murraylink,reverse,V-HYMO,supported,14,not_booked_in_advance,58,0.0,0.0,0.0,0.0514367816091954
V-S-MNSP1,Murraylink,forward,V-KGKO,unsupported,1,not_booked_in_advance,3,0.0,0.0,0.0,0.26666666666666666
V-S-MNSP1,Murraylink,forward,V-KGKO,unsupported,7,not_booked_in_advance,3,0.0,0.0,0.0,0.26666666666666666
V-S-MNSP1,Murraylink,forward,V-KGKO,unsupported,14,not_booked_in_advance,3,0.0,0.0,0.0,0.26666666666666666
V-S-MNSP1,Murraylink,reverse,V-KGKO,unsupported,1,not_booked_in_advance,3,0.0,0.0,0.0,0.5
V-S-MNSP1,Murraylink,reverse,V-KGKO,unsupported,7,not_booked_in_advance,3,0.0,0.0,0.0,0.5
V-S-MNSP1,Murraylink,reverse,V-KGKO,unsupported,14,not_booked_in_advance,3,0.0,0.0,0.0,0.5
V-S-MNSP1,Murraylink,forward,V-KMRC,unsupported,1,booked_in_advance,70,0.3476190476190476,0.0019047619047619048,0.3457142857142857,0.3926984126984127
V-S-MNSP1,Murraylink,forward,V-KMRC,unsupported,7,booked_in_advance,64,0.38020833333333337,0.0020833333333333333,0.37812500000000004,0.42951388888888886
V-S-MNSP1,Murraylink,forward,V-KMRC,unsupported,7,not_booked_in_advance,6,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,forward,V-KMRC,unsupported,14,booked_in_advance,64,0.38020833333333337,0.0020833333333333333,0.37812500000000004,0.42951388888888886
V-S-MNSP1,Murraylink,forward,V-KMRC,unsupported,14,not_booked_in_advance,6,0.0,0.0,0.0,0.0
V-S-MNSP1,Murraylink,reverse,V-KMRC,supported,1,booked_in_advance,70,0.08571428571428572,0.02642857142857143,0.059285714285714275,0.09503968253968254
V-S-MNSP1,Murraylink,reverse,V-KMRC,supported,7,booked_in_advance,64,0.09114583333333333,0.02890625,0.06223958333333333,0.15342881944444442
V-S-MNSP1,Murraylink,reverse,V-KMRC,supported,7,not_booked_in_advance,6,0.027777777777777776,0.0,0.027777777777777776,-0.5277777777777778
V-S-MNSP1,Murraylink,reverse,V-KMRC,supported,14,booked_in_advance,64,0.09114583333333333,0.02890625,0.06223958333333333,0.15342881944444442
V-S-MNSP1,Murraylink,reverse,V-KMRC,supported,14,not_booked_in_advance,6,0.027777777777777776,0.0,0.027777777777777776,-0.5277777777777778
V-S-MNSP1,Murraylink,forward,V-KOWE,unsupported,1,booked_in_advance,374,0.28475935828877,0.0,0.28475935828877,0.13583630421865714
V-S-MNSP1,Murraylink,forward,V-KOWE,unsupported,7,booked_in_advance,374,0.28475935828877,0.0,0.28475935828877,0.13583630421865714
V-S-MNSP1,Murraylink,forward,V-KOWE,unsupported,14,booked_in_advance,374,0.28475935828877,0.0,0.28475935828877,0.13583630421865714
V-S-MNSP1,Murraylink,reverse,V-KOWE,unsupported,1,booked_in_advance,374,0.12388591800356506,0.0,0.12388591800356506,0.04246880570409981
V-S-MNSP1,Murraylink,reverse,V-KOWE,unsupported,7,booked_in_advance,374,0.12388591800356506,0.0,0.12388591800356506,0.04246880570409981
V-S-MNSP1,Murraylink,reverse,V-KOWE,unsupported,14,booked_in_advance,374,0.12388591800356506,0.0,0.12388591800356506,0.04246880570409981
V-S-MNSP1,Murraylink,forward,V-MLSY_NOEMTT_P,unsupported,1,booked_in_advance,13,0.0,0.0,0.0,-0.24871794871794872
V-S-MNSP1,Murraylink,reverse,V-MLSY_NOEMTT_P,unsupported,1,booked_in_advance,13,0.41025641025641024,0.0,0.41025641025641024,0.12564102564102564
V-S-MNSP1,Murraylink,forward,V-MLSY_NOEMTT_R,supported,1,booked_in_advance,187,0.03832442067736185,0.0,0.03832442067736185,0.024435531788472947
V-S-MNSP1,Murraylink,forward,V-MLSY_NOEMTT_R,supported,1,not_booked_in_advance,57,0.0,0.0,0.0,-0.057407407407407414
V-S-MNSP1,Murraylink,forward,V-MLSY_NOEMTT_R,supported,7,booked_in_advance,93,0.0,0.0,0.0,-0.06651732377538831
V-S-MNSP1,Murraylink,forward,V-MLSY_NOEMTT_R,supported,7,not_booked_in_advance,127,0.056430446194225714,0.0,0.056430446194225714,0.049037620297462815
V-S-MNSP1,Murraylink,forward,V-MLSY_NOEMTT_R,supported,14,booked_in_advance,93,0.0,0.0,0.0,-0.06651732377538831
V-S-MNSP1,Murraylink,forward,V-MLSY_NOEMTT_R,supported,14,not_booked_in_advance,127,0.056430446194225714,0.0,0.056430446194225714,0.049037620297462815
V-S-MNSP1,Murraylink,reverse,V-MLSY_NOEMTT_R,supported,1,booked_in_advance,187,0.10427807486631016,0.0,0.10427807486631016,-0.005570409982174704
V-S-MNSP1,Murraylink,reverse,V-MLSY_NOEMTT_R,supported,1,not_booked_in_advance,57,0.0,0.0,0.0,-0.2019980506822612
V-S-MNSP1,Murraylink,reverse,V-MLSY_NOEMTT_R,supported,7,booked_in_advance,93,0.0,0.0,0.0,-0.1339605734767025
V-S-MNSP1,Murraylink,reverse,V-MLSY_NOEMTT_R,supported,7,not_booked_in_advance,127,0.09973753280839896,0.0,0.09973753280839896,-0.03221784776902888
V-S-MNSP1,Murraylink,reverse,V-MLSY_NOEMTT_R,supported,14,booked_in_advance,93,0.0,0.0,0.0,-0.1339605734767025
V-S-MNSP1,Murraylink,reverse,V-MLSY_NOEMTT_R,supported,14,not_booked_in_advance,127,0.09973753280839896,0.0,0.09973753280839896,-0.03221784776902888
V-S-MNSP1,Murraylink,forward,V-MOTR,unsupported,1,booked_in_advance,22,0.1590909090909091,0.0,0.1590909090909091,0.04343434343434344
V-S-MNSP1,Murraylink,forward,V-MOTR,unsupported,7,booked_in_advance,22,0.1590909090909091,0.0,0.1590909090909091,0.04343434343434344
V-S-MNSP1,Murraylink,forward,V-MOTR,unsupported,14,booked_in_advance,22,0.1590909090909091,0.0,0.1590909090909091,0.04343434343434344
V-S-MNSP1,Murraylink,reverse,V-MOTR,unsupported,1,booked_in_advance,22,0.0,0.0,0.0,0.18257575757575759
V-S-MNSP1,Murraylink,reverse,V-MOTR,unsupported,7,booked_in_advance,22,0.0,0.0,0.0,0.18257575757575759
V-S-MNSP1,Murraylink,reverse,V-MOTR,unsupported,14,booked_in_advance,22,0.0,0.0,0.0,0.18257575757575759
V-S-MNSP1,Murraylink,forward,V-MRKM,supported,1,booked_in_advance,20,0.2833333333333333,0.0,0.2833333333333333,0.2447222222222222
V-S-MNSP1,Murraylink,forward,V-MRKM,supported,7,booked_in_advance,20,0.2833333333333333,0.0,0.2833333333333333,0.2447222222222222
V-S-MNSP1,Murraylink,forward,V-MRKM,supported,14,booked_in_advance,20,0.2833333333333333,0.0,0.2833333333333333,0.2447222222222222
V-S-MNSP1,Murraylink,reverse,V-MRKM,supported,1,booked_in_advance,20,0.0,0.0,0.0,-0.7002777777777778
V-S-MNSP1,Murraylink,reverse,V-MRKM,supported,7,booked_in_advance,20,0.0,0.0,0.0,-0.7002777777777778
V-S-MNSP1,Murraylink,reverse,V-MRKM,supported,14,booked_in_advance,20,0.0,0.0,0.0,-0.7002777777777778
V-S-MNSP1,Murraylink,forward,V-SMSC,indicative,1,booked_in_advance,1019,0.1581615963362774,0.06324828263002945,0.09491331370624796,0.008949405735470504
V-S-MNSP1,Murraylink,forward,V-SMSC,indicative,1,not_booked_in_advance,36,0.16666666666666663,0.0,0.16666666666666663,0.02430555555555553
V-S-MNSP1,Murraylink,forward,V-SMSC,indicative,7,booked_in_advance,731,0.1265389876880985,0.08816689466484269,0.03837209302325582,0.05682854537163702
V-S-MNSP1,Murraylink,forward,V-SMSC,indicative,7,not_booked_in_advance,324,0.23045267489711935,0.0,0.23045267489711935,-0.09736796982167355
V-S-MNSP1,Murraylink,forward,V-SMSC,indicative,14,booked_in_advance,598,0.0894648829431438,0.10777591973244145,-0.018311036789297665,-0.0036278335191378785
V-S-MNSP1,Murraylink,forward,V-SMSC,indicative,14,not_booked_in_advance,457,0.24872355944566008,0.0,0.24872355944566008,0.02661682470216386
V-S-MNSP1,Murraylink,reverse,V-SMSC,indicative,1,booked_in_advance,1019,0.0,0.0,0.0,-0.02354705048522517
V-S-MNSP1,Murraylink,reverse,V-SMSC,indicative,1,not_booked_in_advance,36,0.0,0.0,0.0,0.006250000000000011
V-S-MNSP1,Murraylink,reverse,V-SMSC,indicative,7,booked_in_advance,731,0.0,0.0,0.0,-0.05778233774129807
V-S-MNSP1,Murraylink,reverse,V-SMSC,indicative,7,not_booked_in_advance,324,0.0,0.0,0.0,0.05700445816186557
V-S-MNSP1,Murraylink,reverse,V-SMSC,indicative,14,booked_in_advance,598,0.0,0.0,0.0,-0.056726124117428466
V-S-MNSP1,Murraylink,reverse,V-SMSC,indicative,14,not_booked_in_advance,457,0.0,0.0,0.0,0.02221614393386822
V-S-MNSP1,Murraylink,forward,V-X_BAML2_MLTG_B2CB,unsupported,1,booked_in_advance,12,0.0,0.0,0.0,-0.42824074074074076
V-S-MNSP1,Murraylink,forward,V-X_BAML2_MLTG_B2CB,unsupported,7,booked_in_advance,12,0.0,0.0,0.0,-0.42824074074074076
V-S-MNSP1,Murraylink,forward,V-X_BAML2_MLTG_B2CB,unsupported,14,not_booked_in_advance,12,0.0,0.0,0.0,-0.42824074074074076
V-S-MNSP1,Murraylink,reverse,V-X_BAML2_MLTG_B2CB,unsupported,1,booked_in_advance,12,0.9166666666666666,0.0,0.9166666666666666,-0.08333333333333333
V-S-MNSP1,Murraylink,reverse,V-X_BAML2_MLTG_B2CB,unsupported,7,booked_in_advance,12,0.9166666666666666,0.0,0.9166666666666666,-0.08333333333333333
V-S-MNSP1,Murraylink,reverse,V-X_BAML2_MLTG_B2CB,unsupported,14,not_booked_in_advance,12,0.9166666666666666,0.0,0.9166666666666666,-0.08333333333333333
V-SA,Heywood,forward,CA_BRIS_5964121F,unsupported,1,not_booked_in_advance,3,0.0,0.0,0.0,0.3888888888888889
V-SA,Heywood,forward,CA_BRIS_5964121F,unsupported,7,not_booked_in_advance,3,0.0,0.0,0.0,0.3888888888888889
V-SA,Heywood,forward,CA_BRIS_5964121F,unsupported,14,not_booked_in_advance,3,0.0,0.0,0.0,0.3888888888888889
V-SA,Heywood,reverse,CA_BRIS_5964121F,unsupported,1,not_booked_in_advance,3,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444
V-SA,Heywood,reverse,CA_BRIS_5964121F,unsupported,7,not_booked_in_advance,3,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444
V-SA,Heywood,reverse,CA_BRIS_5964121F,unsupported,14,not_booked_in_advance,3,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444
V-SA,Heywood,forward,CA_SYDS_597A8B26,unsupported,1,booked_in_advance,9,0.0,0.0,0.0,0.2787037037037037
V-SA,Heywood,forward,CA_SYDS_597A8B26,unsupported,7,booked_in_advance,1,0.0,0.0,0.0,0.1333333333333333
V-SA,Heywood,forward,CA_SYDS_597A8B26,unsupported,7,not_booked_in_advance,8,0.0,0.0,0.0,0.29687499999999994
V-SA,Heywood,forward,CA_SYDS_597A8B26,unsupported,14,not_booked_in_advance,9,0.0,0.0,0.0,0.2787037037037037
V-SA,Heywood,reverse,CA_SYDS_597A8B26,unsupported,1,booked_in_advance,9,0.9814814814814814,0.0,0.9814814814814814,0.6907407407407408
V-SA,Heywood,reverse,CA_SYDS_597A8B26,unsupported,7,booked_in_advance,1,1.0,0.0,1.0,0.8
V-SA,Heywood,reverse,CA_SYDS_597A8B26,unsupported,7,not_booked_in_advance,8,0.9791666666666666,0.0,0.9791666666666666,0.6770833333333334
V-SA,Heywood,reverse,CA_SYDS_597A8B26,unsupported,14,not_booked_in_advance,9,0.9814814814814814,0.0,0.9814814814814814,0.6907407407407408
V-SA,Heywood,forward,CA_SYDS_597B3DBD,unsupported,1,booked_in_advance,4,0.0,0.0,0.0,0.42500000000000004
V-SA,Heywood,forward,CA_SYDS_597B3DBD,unsupported,7,booked_in_advance,4,0.0,0.0,0.0,0.42500000000000004
V-SA,Heywood,forward,CA_SYDS_597B3DBD,unsupported,14,not_booked_in_advance,4,0.0,0.0,0.0,0.42500000000000004
V-SA,Heywood,reverse,CA_SYDS_597B3DBD,unsupported,1,booked_in_advance,4,0.75,0.0,0.75,0.75
V-SA,Heywood,reverse,CA_SYDS_597B3DBD,unsupported,7,booked_in_advance,4,0.75,0.0,0.75,0.75
