week,ic,name,direction,outages,supported_rows,largest_reduction_mw,overlap_max,top_binding_eq,top_binding_p
2027-02-08,V-SA,Heywood,reverse,1,0,35.297454999999985,2,V>>NIL_MLGT_MLGT,0.0114330637915543
2027-02-08,VIC1-NSW1,VNI,forward,1,1,-34.62077333333326,7,V^^N_DPWG_1,0.0675710594315245
2027-02-08,VIC1-NSW1,VNI,reverse,1,1,-179.40479000000002,7,V>>NIL_MLGT_MLGT,0.0531685217946828
2027-02-15,N-Q-MNSP1,Directlink,forward,6,6,-0.107440000000011,0,N::Q_ARDM_1,0.0303135888501742
2027-02-15,N-Q-MNSP1,Directlink,reverse,6,6,28.30000000000001,0,N>>NIL_966/1,0.0853787585494902
2027-02-15,NSW1-QLD1,QNI,forward,9,2,-479.7489833333334,9,N>>NIL_33_34,0.7884399551066217
2027-02-15,NSW1-QLD1,QNI,reverse,9,9,-642.8244658333333,9,F_Q++BCDM_R60,0.0611439842209073
2027-02-15,T-V-MNSP1,Basslink,forward,3,3,0.7751799999999918,0,F_MAIN++BIP_ML_L1,0.0505519358441224
2027-02-15,T-V-MNSP1,Basslink,reverse,3,3,-5.4992599999999925,0,F_MAIN++NIL_MG_R1,0.0232964908440942
2027-02-15,V-S-MNSP1,Murraylink,forward,4,4,-14.333333333333329,4,V^^N_NIL_1,0.0410782901056676
2027-02-15,V-S-MNSP1,Murraylink,reverse,4,4,-12.0,4,V^^V_NIL_KGTS,0.267574074074074
2027-02-15,V-SA,Heywood,forward,3,3,-131.33220708333332,1,V::N_MLSY_O1,0.0
2027-02-15,V-SA,Heywood,reverse,3,3,0.0,1,V^^V_NIL_KGTS,0.0529841269841269
2027-02-15,VIC1-NSW1,VNI,forward,5,4,-24.01727666666659,5,N>>BDBU_970_051,0.1200732305804766
2027-02-15,VIC1-NSW1,VNI,reverse,5,4,-46.43280833333333,5,N>>NIL_060_051,0.0837756546355272
2027-02-22,NSW1-QLD1,QNI,forward,1,0,-479.7489833333334,35,F_Q++BCDM_L6,0.0315581854043392
2027-02-22,NSW1-QLD1,QNI,reverse,1,0,-642.8244658333333,35,F_Q++BCDM_R60,0.0611439842209073
2027-02-22,T-V-MNSP1,Basslink,forward,1,1,3.966676666666672,0,F_MAIN++BIP_ML_L1,0.0293928324339283
2027-02-22,T-V-MNSP1,Basslink,reverse,1,1,-30.04568666666665,0,V::N_DDMS_S1,0.0
2027-02-22,V-S-MNSP1,Murraylink,forward,1,1,5e-06,0,V^^N_NIL_1,0.0617013998526468
2027-02-22,V-S-MNSP1,Murraylink,reverse,1,1,-176.05824583333333,0,V^^V_BDBU_KGTS,0.1784893689986282
2027-02-22,V-SA,Heywood,forward,1,0,-71.18020833333338,0,F_S++HYSE_L6,0.0066115702479338
2027-02-22,V-SA,Heywood,reverse,1,1,-71.63376500000004,0,S:V_550_HY_TEST_DYN,0.0233752071883451
2027-02-22,VIC1-NSW1,VNI,forward,1,1,-58.27631416666662,0,N>>BDBU_970_051,0.115074074074074
2027-02-22,VIC1-NSW1,VNI,reverse,1,1,-90.83813999999995,0,#R035586_001_RAMP_F,0.2888888888888888
2027-03-01,N-Q-MNSP1,Directlink,forward,12,15,-21.191974166666665,11,N::Q_ARDM_1,0.0303135888501742
2027-03-01,N-Q-MNSP1,Directlink,reverse,12,15,-44.11819,11,N>>NIL_964_84_S,0.2722222222222222
2027-03-01,NSW1-QLD1,QNI,forward,18,18,-570.1900625000001,23,N>>NIL_33_34,0.7606060606060605
2027-03-01,NSW1-QLD1,QNI,reverse,18,21,-655.8790283333335,23,N>>NIL_964_84_S,0.837121212121212
2027-03-01,T-V-MNSP1,Basslink,forward,9,5,-43.88668333333331,2,F_MAIN++BIP_ML_L1,0.0257900802100266
2027-03-01,T-V-MNSP1,Basslink,reverse,9,5,-27.258933749999983,2,F_T++NIL_ML_RECL_L6,0.0351851851851851
2027-03-01,V-S-MNSP1,Murraylink,forward,4,2,-95.73228166666668,13,VS_HEY_600_TEST,0.071915064102564
2027-03-01,V-S-MNSP1,Murraylink,reverse,4,2,-12.0,13,V^^V_NIL_KGTS,0.267574074074074
2027-03-01,V-SA,Heywood,forward,3,0,-34.95527250000001,6,VS_HEY_600_TEST,0.0682914046121593
2027-03-01,V-SA,Heywood,reverse,3,0,35.297454999999985,6,V^^V_NIL_SWVIC,0.0920392953929539
2027-03-01,VIC1-NSW1,VNI,forward,7,4,-421.32921,19,V>>N_NIL_65_051,0.2104761904761904
2027-03-01,VIC1-NSW1,VNI,reverse,7,4,-228.6230033333333,19,N^^V_NIL_1,0.1546662596662596
2027-03-08,N-Q-MNSP1,Directlink,forward,2,2,-0.2709549999999936,3,N::Q_ARDM_1,0.0303135888501742
2027-03-08,N-Q-MNSP1,Directlink,reverse,2,2,3.316666666666677,3,N>>NIL_964_88_S,0.1194145437148666
2027-03-08,NSW1-QLD1,QNI,forward,9,1,-568.0765250000001,10,N>>NIL_33_34,0.7884399551066217
2027-03-08,NSW1-QLD1,QNI,reverse,9,3,-242.58963000000008,10,N>>NIL_964_84_S,0.837121212121212
2027-03-08,T-V-MNSP1,Basslink,forward,2,2,3.966676666666672,0,F_MAIN++BIP_ML_L1,0.0293928324339283
2027-03-08,T-V-MNSP1,Basslink,reverse,2,2,-30.04568666666665,0,V::N_DDMS_S1,0.0
2027-03-08,V-S-MNSP1,Murraylink,forward,6,7,-9.782168333333374,6,V^^N_NIL_1,0.2368197278911565
2027-03-08,V-S-MNSP1,Murraylink,reverse,6,7,-176.05824583333333,6,V^^V_BDBU_KGTS,0.1784893689986282
2027-03-08,V-SA,Heywood,forward,2,0,-71.18020833333338,3,F_S++HYSE_L6,0.0066115702479338
2027-03-08,V-SA,Heywood,reverse,2,2,-71.63376500000004,3,S:V_550_HY_TEST_DYN,0.0233752071883451
2027-03-08,VIC1-NSW1,VNI,forward,10,4,-117.684425,13,V^^N_NIL_1,0.4219987228607916
2027-03-08,VIC1-NSW1,VNI,reverse,10,8,-215.1035733333333,13,N^^V_GRYS_1,0.6587301587301586
2027-03-15,N-Q-MNSP1,Directlink,forward,3,3,-109.43251958333332,3,N::Q_ARDM_1,0.0303135888501742
2027-03-15,N-Q-MNSP1,Directlink,reverse,3,3,11.678231666666676,3,N>>NIL_966/1,0.0853787585494902
2027-03-15,NSW1-QLD1,QNI,forward,7,1,-568.0765250000001,9,F_Q++8C_L6,0.3586844758655451
2027-03-15,NSW1-QLD1,QNI,reverse,7,3,-11.240007500000049,9,N>>NIL_964_84_S,0.837121212121212
2027-03-15,T-V-MNSP1,Basslink,forward,1,1,0.7751799999999918,0,F_MAIN++BIP_ML_L1,0.0505519358441224
2027-03-15,T-V-MNSP1,Basslink,reverse,1,1,-5.4992599999999925,0,F_MAIN++NIL_MG_R1,0.0232964908440942
2027-03-15,V-S-MNSP1,Murraylink,forward,3,2,-95.73228166666668,5,V^^N_NIL_1,0.0410782901056676
2027-03-15,V-S-MNSP1,Murraylink,reverse,3,3,-12.0,5,V^^V_NIL_KGTS,0.267574074074074
2027-03-15,V-SA,Heywood,forward,2,2,-131.33220708333332,3,V_S_NIL_ROCOF,0.023462783171521
2027-03-15,V-SA,Heywood,reverse,2,2,-38.83620124999999,3,V^^V_NIL_KGTS,0.1362998921251348
2027-03-15,VIC1-NSW1,VNI,forward,3,3,-89.21962833333328,9,N>>BDBU_970_051,0.1200732305804766
2027-03-15,VIC1-NSW1,VNI,reverse,3,2,-228.6230033333333,9,N>>NIL_060_051,0.0837756546355272
2027-03-22,N-Q-MNSP1,Directlink,forward,4,5,-0.2709549999999936,3,N::Q_ARDM_1,0.0303135888501742
2027-03-22,N-Q-MNSP1,Directlink,reverse,4,5,3.316666666666677,3,N>>NIL_964_88_S,0.1194145437148666
2027-03-22,NSW1-QLD1,QNI,forward,8,1,-568.0765250000001,7,F_Q++8C_L6,0.3688832172628462
2027-03-22,NSW1-QLD1,QNI,reverse,8,4,-167.15890833333322,7,N>>NIL_964_84_S,0.837121212121212
2027-03-22,V-S-MNSP1,Murraylink,forward,2,2,-92.76775833333332,3,V^SML_BUDP_3,0.1366126543209876
2027-03-22,V-S-MNSP1,Murraylink,reverse,2,2,-1.31688166666666,3,V^^V_NIL_KGTS,0.0914525718649428
2027-03-22,V-SA,Heywood,forward,1,0,7.296215000000004,1,S>>NIL_BWMP_RBTU,0.0182367149758454
2027-03-22,V-SA,Heywood,reverse,1,0,-2.087580416666725,1,V^^V_NIL_SWVIC,0.0935789049919484
2027-03-22,VIC1-NSW1,VNI,forward,4,2,-81.30029666666655,5,V^^N_NIL_1,0.077678164845173
2027-03-22,VIC1-NSW1,VNI,reverse,4,4,-215.1035733333333,5,N^^V_NIL_1,0.1003161056740439
2027-03-29,N-Q-MNSP1,Directlink,forward,6,8,-3.491657499999995,19,N::Q_ARDM_1,0.0303135888501742
2027-03-29,N-Q-MNSP1,Directlink,reverse,6,8,-44.11819,19,N>>NIL_964_84_S,0.2722222222222222
2027-03-29,NSW1-QLD1,QNI,forward,8,4,-568.0765250000001,28,F_Q++8C_L6,0.3688832172628462
2027-03-29,NSW1-QLD1,QNI,reverse,8,5,-46.45105333333345,28,N>>NIL_964_84_S,0.8416666666666666
2027-03-29,T-V-MNSP1,Basslink,forward,1,1,-11.322283333333289,2,F_MAIN++BIP_ML_L1,0.0052187515549584
2027-03-29,T-V-MNSP1,Basslink,reverse,1,1,22.561411666666665,2,V_T_NIL_FCSPS,0.0018062397372742
2027-03-29,V-S-MNSP1,Murraylink,forward,1,0,-62.059365,0,S>>NIL_TWPA_TPRS,0.0032051282051282
2027-03-29,V-S-MNSP1,Murraylink,reverse,1,0,-97.121045,0,V>>NIL_MLGT_MLGT,0.0
2027-03-29,VIC1-NSW1,VNI,forward,4,5,-421.32921,22,V>>N_NIL_65_051,0.2104761904761904
2027-03-29,VIC1-NSW1,VNI,reverse,4,5,-137.93621374999998,22,N^^V_NIL_1,0.1546662596662596
2027-04-05,N-Q-MNSP1,Directlink,forward,1,1,18.20876583333333,6,F_Q++85_L6,0.0375
2027-04-05,N-Q-MNSP1,Directlink,reverse,1,1,-14.416509166666664,6,N>>NIL_964_84_S,0.044078947368421
2027-04-05,NSW1-QLD1,QNI,forward,3,2,-123.8608833333334,18,N>>NIL_33_34,0.7606060606060605
2027-04-05,NSW1-QLD1,QNI,reverse,3,3,-26.40611416666664,18,F_Q++8C_R60,0.0735941921988433
2027-04-05,T-V-MNSP1,Basslink,forward,2,2,0.0,2,F_MAIN++BIP_ML_L1,0.0505519358441224
2027-04-05,T-V-MNSP1,Basslink,reverse,2,2,-12.115159999999998,2,V::N_NIL_V2,0.0344734874626178
2027-04-05,V-S-MNSP1,Murraylink,forward,2,2,0.0,1,V^^N_NIL_1,0.0971768929503919
2027-04-05,V-S-MNSP1,Murraylink,reverse,2,2,-19.948161666666664,1,V^^V_BDBU_KGTS,0.1160042427153378
2027-04-05,V-SA,Heywood,forward,2,3,-400.5313283333333,1,VS_HEY_600_TEST,0.0617919252921769
2027-04-05,V-SA,Heywood,reverse,2,3,-438.46323,1,F_S++TBTU_R60,0.0830425543812559
2027-04-05,VIC1-NSW1,VNI,forward,2,1,-203.68194833333337,5,N^^N_NIL_WGLT,0.2344086021505376
2027-04-05,VIC1-NSW1,VNI,reverse,2,2,-13.603453749999971,5,N^^V_NIL_1,0.0643858106127235
2027-04-12,N-Q-MNSP1,Directlink,forward,3,4,-3.491657499999995,5,N::Q_ARDM_1,0.0303135888501742
2027-04-12,N-Q-MNSP1,Directlink,reverse,3,4,-44.11819,5,N>>NIL_964_84_S,0.2722222222222222
2027-04-12,NSW1-QLD1,QNI,forward,3,3,-112.41499999999996,6,F_Q++8C_L6,0.3227295909394667
2027-04-12,NSW1-QLD1,QNI,reverse,3,4,-46.45105333333345,6,N>>LDTM_964_81_OPEN,0.1958278436539306
2027-04-12,T-V-MNSP1,Basslink,forward,1,1,-11.322283333333289,0,F_MAIN++BIP_ML_L1,0.0052187515549584
2027-04-12,T-V-MNSP1,Basslink,reverse,1,1,22.561411666666665,0,V_T_NIL_FCSPS,0.0018062397372742
2027-04-12,V-S-MNSP1,Murraylink,forward,3,1,-95.73228166666668,1,V^SML_BUDP_3,0.012624209575429
2027-04-12,V-S-MNSP1,Murraylink,reverse,3,1,0.0,1,V^^V_NIL_KGTS,0.1383442265795206
2027-04-12,V-SA,Heywood,forward,2,0,-34.95527250000001,0,V::N_JNWG_V1,0.0
2027-04-12,V-SA,Heywood,reverse,2,0,67.41582499999998,0,V^^V_NIL_SWVIC,0.0920392953929539
2027-04-12,VIC1-NSW1,VNI,forward,4,2,-421.32921,4,V>>N_NIL_65_051,0.2104761904761904
2027-04-12,VIC1-NSW1,VNI,reverse,4,2,-228.6230033333333,4,N^^V_NIL_1,0.1546662596662596
2027-04-19,N-Q-MNSP1,Directlink,forward,6,8,-0.2709549999999936,2,#R031462_001_RAMP_F,0.0
2027-04-19,N-Q-MNSP1,Directlink,reverse,6,8,3.316666666666677,2,N>>NIL_964_88_S,0.1194145437148666
2027-04-19,NSW1-QLD1,QNI,forward,9,3,-157.19487500000002,3,N>>NIL_33_34,0.0990184723212164
2027-04-19,NSW1-QLD1,QNI,reverse,9,3,-242.58963000000008,3,N>>NIL_86_85_S,0.2957692307692308
2027-04-19,V-S-MNSP1,Murraylink,forward,2,0,-132.73200749999998,0,VS_600_TEST,0.0194940295486743
2027-04-19,V-S-MNSP1,Murraylink,reverse,2,0,-34.496943333333334,0,V^^V_BDBU_KGTS,0.1613944545638528
2027-04-19,VIC1-NSW1,VNI,forward,9,10,-459.8709483333333,1,N>>BDBU_970_051,0.0887918186453306
2027-04-19,VIC1-NSW1,VNI,reverse,9,8,-215.1035733333333,1,N^^V_NIL_1,0.1518799102132436
2027-04-26,N-Q-MNSP1,Directlink,forward,2,2,-0.5000000000000036,7,Q^^TR_CLHA_-1300,0.0
2027-04-26,N-Q-MNSP1,Directlink,reverse,2,2,9.216666666666654,7,N>>NIL_964_84_S,0.2722222222222222
2027-04-26,NSW1-QLD1,QNI,forward,4,2,-157.19487500000002,14,N>>NIL_33_34,0.0788336991888904
2027-04-26,NSW1-QLD1,QNI,reverse,4,2,-242.58963000000008,14,N>>NIL_964_84_S,0.2406517094017094
2027-04-26,V-S-MNSP1,Murraylink,forward,1,0,-132.73200749999998,0,VS_600_TEST,0.0194940295486743
2027-04-26,V-S-MNSP1,Murraylink,reverse,1,0,0.0,0,V^^V_BDBU_KGTS,0.1613944545638528
2027-04-26,VIC1-NSW1,VNI,forward,4,3,-459.8709483333333,4,V>>N_NIL_65_051,0.2104761904761904
2027-04-26,VIC1-NSW1,VNI,reverse,4,2,-107.25103833333336,4,N^^V_NIL_1,0.1546662596662596
2027-05-03,N-Q-MNSP1,Directlink,forward,6,7,-3.491657499999995,11,N::Q_ARDM_1,0.0303135888501742
2027-05-03,N-Q-MNSP1,Directlink,reverse,6,7,-44.11819,11,N>>NIL_964_88_S,0.1194145437148666
2027-05-03,NSW1-QLD1,QNI,forward,7,2,-568.0765250000001,14,F_Q++8C_L6,0.3586844758655451
2027-05-03,NSW1-QLD1,QNI,reverse,7,6,-36.60121,14,N>>NIL_964_84_S,0.837121212121212
2027-05-03,T-V-MNSP1,Basslink,forward,1,1,-11.322283333333289,0,F_MAIN++BIP_ML_L1,0.0052187515549584
2027-05-03,T-V-MNSP1,Basslink,reverse,1,1,22.561411666666665,0,V_T_NIL_FCSPS,0.0018062397372742
2027-05-03,VIC1-NSW1,VNI,forward,1,1,-3.8421758333333287,7,V^^N_NIL_1,0.077678164845173
2027-05-03,VIC1-NSW1,VNI,reverse,1,1,-137.93621374999998,7,N^^V_NIL_1,0.0981646651643235
2027-05-10,N-Q-MNSP1,Directlink,forward,5,5,-50.86588916666667,5,F_Q++85_L6,0.0375
2027-05-10,N-Q-MNSP1,Directlink,reverse,5,4,-14.416509166666664,5,N>>NIL_964_84_S,0.2722222222222222
2027-05-10,NSW1-QLD1,QNI,forward,4,4,-112.41499999999996,10,F_Q++8C_L6,0.3688832172628462
2027-05-10,NSW1-QLD1,QNI,reverse,4,5,-46.45105333333345,10,N>>NIL_964_84_S,0.1282051282051282
2027-05-10,V-S-MNSP1,Murraylink,forward,3,2,-121.483965,1,V^SML_BUDP_3,0.012624209575429
2027-05-10,V-S-MNSP1,Murraylink,reverse,3,3,-12.0,1,N>>NIL_060_051,0.4956896551724137
2027-05-10,V-SA,Heywood,forward,1,0,-34.95527250000001,0,V::N_JNWG_V1,0.0
2027-05-10,V-SA,Heywood,reverse,1,0,67.41582499999998,0,V^^V_NIL_SWVIC,0.0920392953929539
2027-05-10,VIC1-NSW1,VNI,forward,4,3,-421.32921,6,V>>N_NIL_65_051,0.2104761904761904
2027-05-10,VIC1-NSW1,VNI,reverse,4,3,-228.6230033333333,6,N^^V_DTSS_1,0.5854473039215685
2027-05-17,N-Q-MNSP1,Directlink,forward,1,1,-0.7832833333333298,1,N^^Q_ARTW_B1,0.0124238162212845
2027-05-17,N-Q-MNSP1,Directlink,reverse,1,1,-4.553865000000001,1,N>>NIL_85_86_S,0.0240389123300515
2027-05-17,NSW1-QLD1,QNI,forward,3,1,-568.0765250000001,13,F_Q++8E_L6,0.1501502201502202
2027-05-17,NSW1-QLD1,QNI,reverse,3,1,-642.8244658333333,13,N>>NIL_964_84_S,0.8374999999999999
2027-05-17,V-S-MNSP1,Murraylink,forward,3,3,-5.874647916666667,5,V^SML_HORC_3,0.0051165331391114
2027-05-17,V-S-MNSP1,Murraylink,reverse,3,4,-3.6862366666666446,5,V^^V_BDBU_KGTS,0.1249653396712221
2027-05-17,V-SA,Heywood,forward,1,2,4.733400000000003,0,S>>X_BRMN_RBTU_04,0.0
2027-05-17,V-SA,Heywood,reverse,1,2,-12.14797999999996,0,V^^V_NIL_KGTS,0.015406427221172
2027-05-17,VIC1-NSW1,VNI,forward,2,1,-11.41119333333326,5,N::N_CNLT_2,0.0
2027-05-17,VIC1-NSW1,VNI,reverse,2,2,-76.48329833333335,5,N^^V_NIL_1,0.1314383543741342
2027-05-24,N-Q-MNSP1,Directlink,forward,1,1,-0.107440000000011,0,N::Q_ARDM_1,0.0303135888501742
2027-05-24,N-Q-MNSP1,Directlink,reverse,1,1,28.30000000000001,0,N>>NIL_966/1,0.0853787585494902
2027-05-24,NSW1-QLD1,QNI,forward,2,1,-21.49090666666666,7,F_Q++8C_L6,0.3586844758655451
2027-05-24,NSW1-QLD1,QNI,reverse,2,2,-9.98603291666666,7,N>>NIL_85_86_S,0.0468463039485766
2027-05-24,V-S-MNSP1,Murraylink,forward,5,3,-95.73228166666668,6,V::N_NIL_V2,0.0844226579520697
2027-05-24,V-S-MNSP1,Murraylink,reverse,5,3,-12.0,6,V^^V_NIL_KGTS,0.267574074074074
2027-05-24,V-SA,Heywood,forward,2,2,-34.95527250000001,1,S>>X_BRMN_RBTU_04,0.0
2027-05-24,V-SA,Heywood,reverse,2,2,-12.14797999999996,1,V^^V_NIL_SWVIC,0.0920392953929539
2027-05-24,VIC1-NSW1,VNI,forward,2,1,-25.31516333333332,2,N::N_CNLT_2,0.0283333333333333
2027-05-24,VIC1-NSW1,VNI,reverse,2,1,-228.6230033333333,2,N>>NIL_060_051,0.0837756546355272
2027-05-31,NSW1-QLD1,QNI,forward,3,2,-568.0765250000001,6,Q^^TR_CLHA_-600,0.0241545893719806
2027-05-31,NSW1-QLD1,QNI,reverse,3,2,-71.53656166666667,6,N>>NIL_964_84_S,0.837121212121212
2027-06-07,N-Q-MNSP1,Directlink,forward,1,1,-0.2709549999999936,0,N>96L_96R_967_89,0.0
2027-06-07,N-Q-MNSP1,Directlink,reverse,1,1,3.316666666666677,0,N>>NIL_964_88_S,0.1194145437148666
2027-06-07,NSW1-QLD1,QNI,forward,3,1,-157.19487500000002,12,F_Q++8E_L6,0.0284763313609467
2027-06-07,NSW1-QLD1,QNI,reverse,3,1,-242.58963000000008,12,N>>NIL_964_84_S,0.2382745726495727
2027-06-07,V-S-MNSP1,Murraylink,forward,1,0,-23.498279583333336,1,VS_HEY_600_TEST,0.071915064102564
2027-06-07,V-S-MNSP1,Murraylink,reverse,1,0,11.583333333333334,1,V>>NIL_MLGT_MLGT,0.0500801282051281
2027-06-07,V-SA,Heywood,forward,1,0,129.11225666666667,1,VS_HEY_600_TEST,0.0682914046121593
2027-06-07,V-SA,Heywood,reverse,1,0,35.297454999999985,1,V>>NIL_MLGT_MLGT,0.0114330637915543
2027-06-07,VIC1-NSW1,VNI,forward,2,1,-3.8421758333333287,2,V^^N_NIL_1,0.077678164845173
2027-06-07,VIC1-NSW1,VNI,reverse,2,1,-179.40479000000002,2,N^^V_NIL_1,0.0908546570687963
2027-06-14,V-S-MNSP1,Murraylink,forward,4,4,-1.866074999999995,4,V^^N_NIL_1,0.0617013998526468
2027-06-14,V-S-MNSP1,Murraylink,reverse,4,4,-11.34884416666668,4,V^^V_BDBU_KGTS,0.1807909604519773
2027-06-14,V-SA,Heywood,forward,1,0,-434.4893883333333,1,#R035684_032_RAMP_F,0.0
2027-06-14,V-SA,Heywood,reverse,1,0,-288.76472,1,S:V_550_HY_TEST_DYN,0.0233752071883451
2027-06-14,VIC1-NSW1,VNI,forward,4,2,-575.1307279166667,6,N>>BDBU_970_051,0.1377348362855608
2027-06-14,VIC1-NSW1,VNI,reverse,4,3,-188.71844250000004,6,V>>NIL_MLGT_MLGT,0.123015873015873
2027-06-21,N-Q-MNSP1,Directlink,forward,4,6,-0.5000000000000036,0,Q^^TR_CLHA_-1300,0.0
2027-06-21,N-Q-MNSP1,Directlink,reverse,4,6,3.316666666666677,0,N>>NIL_964_84_S,0.2722222222222222
2027-06-21,NSW1-QLD1,QNI,forward,7,7,-112.41499999999996,8,N>>NIL_33_34,0.0990184723212164
2027-06-21,NSW1-QLD1,QNI,reverse,7,7,-71.53656166666667,8,N>>NIL_964_84_S,0.1282051282051282
2027-06-21,T-V-MNSP1,Basslink,forward,3,0,0.0,0,TV_075_MIN,0.0082116402116402
2027-06-21,T-V-MNSP1,Basslink,reverse,3,0,0.0,0,F_T++NIL_ML_RECL_L6,0.0351851851851851
2027-06-21,V-S-MNSP1,Murraylink,forward,4,4,-14.333333333333329,9,I_6F_SN_150,0.009731252709146
2027-06-21,V-S-MNSP1,Murraylink,reverse,4,4,-12.0,9,V^^V_NIL_KGTS,0.267574074074074
2027-06-21,VIC1-NSW1,VNI,forward,8,10,-421.32921,11,V>>N_NIL_65_051,0.2104761904761904
2027-06-21,VIC1-NSW1,VNI,reverse,8,10,-137.93621374999998,11,N^^V_NIL_1,0.1546662596662596
2027-06-28,NSW1-QLD1,QNI,forward,4,2,-568.0765250000001,5,F_Q++BCDM_L6,0.0315581854043392
2027-06-28,NSW1-QLD1,QNI,reverse,4,2,-642.8244658333333,5,N>>NIL_964_84_S,0.8374999999999999
2027-06-28,T-V-MNSP1,Basslink,forward,1,1,0.0,0,F_T++NIL_MRWF_TG_R6,0.0446052789802789
2027-06-28,T-V-MNSP1,Basslink,reverse,1,1,-12.115159999999998,0,V::N_NIL_V2,0.0344734874626178
2027-06-28,V-S-MNSP1,Murraylink,forward,7,4,-95.73228166666668,7,V^^N_NIL_1,0.0971768929503919
2027-06-28,V-S-MNSP1,Murraylink,reverse,7,4,-19.948161666666664,7,V^^V_BDBU_KGTS,0.1807909604519773
2027-06-28,V-SA,Heywood,forward,5,1,-400.5313283333333,4,V::S_SETB_TBSE_2,0.0007263922518159
2027-06-28,V-SA,Heywood,reverse,5,1,-438.46323,4,V^^V_NIL_SWVIC,0.0920392953929539
2027-06-28,VIC1-NSW1,VNI,forward,7,3,-203.68194833333337,7,N^^N_NIL_WGLT,0.2344086021505376
2027-06-28,VIC1-NSW1,VNI,reverse,7,2,-228.6230033333333,7,N^^V_NIL_1,0.0596819947496069
2027-07-05,N-Q-MNSP1,Directlink,forward,1,1,-0.2709549999999936,2,N>96L_96R_967_89,0.0
2027-07-05,N-Q-MNSP1,Directlink,reverse,1,1,3.316666666666677,2,N>>NIL_964_88_S,0.1194145437148666
2027-07-05,NSW1-QLD1,QNI,forward,3,1,-157.19487500000002,7,F_Q++8C_L6,0.0532283057851239
2027-07-05,NSW1-QLD1,QNI,reverse,3,1,-242.58963000000008,7,N>>NIL_964_84_S,0.2382745726495727
2027-07-05,V-S-MNSP1,Murraylink,forward,4,1,-95.73228166666668,3,V^^N_NIL_1,0.0617013998526468
2027-07-05,V-S-MNSP1,Murraylink,reverse,4,1,-12.0,3,V^^V_NIL_KGTS,0.267574074074074
2027-07-05,V-SA,Heywood,forward,4,0,-34.95527250000001,3,F_S++TBTU_L6,0.1078172434729812
2027-07-05,V-SA,Heywood,reverse,4,0,-66.85383416666664,3,V^^V_NIL_SWVIC,0.0920392953929539
2027-07-05,VIC1-NSW1,VNI,forward,5,2,-25.31516333333332,4,V^^N_NIL_1,0.077678164845173
2027-07-05,VIC1-NSW1,VNI,reverse,5,2,-228.6230033333333,4,N^^V_NIL_1,0.0981646651643235
2027-07-12,N-Q-MNSP1,Directlink,forward,2,2,-0.107440000000011,14,N::Q_ARDM_1,0.0303135888501742
2027-07-12,N-Q-MNSP1,Directlink,reverse,2,2,28.30000000000001,14,N>>NIL_966/1,0.0853787585494902
2027-07-12,NSW1-QLD1,QNI,forward,4,1,-157.19487500000002,26,F_Q++8C_L6,0.3688832172628462
2027-07-12,NSW1-QLD1,QNI,reverse,4,3,-242.58963000000008,26,N>>NIL_964_84_S,0.2382745726495727
2027-07-12,T-V-MNSP1,Basslink,forward,1,1,0.0,0,F_T++NIL_MRWF_TG_R6,0.0441499884978145
2027-07-12,T-V-MNSP1,Basslink,reverse,1,1,-12.115159999999998,0,V::N_NIL_V2,0.0344734874626178
2027-07-12,V-S-MNSP1,Murraylink,forward,2,1,-8.333333333333334e-06,1,V^^N_NIL_1,0.2368197278911565
2027-07-12,V-S-MNSP1,Murraylink,reverse,2,1,-19.948161666666664,1,N^^N_NIL_WGLT,0.0525293733681461
2027-07-12,V-SA,Heywood,forward,1,2,-400.5313283333333,0,VS_HEY_600_TEST,0.0617919252921769
2027-07-12,V-SA,Heywood,reverse,1,2,-438.46323,0,F_S++TBTU_R60,0.0830425543812559
2027-07-12,VIC1-NSW1,VNI,forward,2,0,-203.68194833333337,2,V^^N_NIL_1,0.4219987228607916
2027-07-12,VIC1-NSW1,VNI,reverse,2,1,-184.62873499999995,2,N^^V_NIL_1,0.0643858106127235
2027-07-19,NSW1-QLD1,QNI,forward,2,2,-70.01517333333334,5,F_Q++8C_L6,0.0532283057851239
2027-07-19,NSW1-QLD1,QNI,reverse,2,2,-71.53656166666667,5,N>>NIL_86_85_S,0.1217736369910283
2027-07-19,T-V-MNSP1,Basslink,forward,1,1,0.0,0,F_T++NIL_MRWF_TG_R6,0.0441499884978145
2027-07-19,T-V-MNSP1,Basslink,reverse,1,1,-12.115159999999998,0,V::N_NIL_V2,0.0344734874626178
2027-07-19,V-S-MNSP1,Murraylink,forward,3,2,-14.333333333333329,2,V^^N_NIL_1,0.2368197278911565
2027-07-19,V-S-MNSP1,Murraylink,reverse,3,2,-19.948161666666664,2,V^^V_NIL_KGTS,0.267574074074074
2027-07-19,V-SA,Heywood,forward,1,2,-400.5313283333333,0,VS_HEY_600_TEST,0.0617919252921769
2027-07-19,V-SA,Heywood,reverse,1,2,-438.46323,0,F_S++TBTU_R60,0.0830425543812559
2027-07-19,VIC1-NSW1,VNI,forward,3,1,-203.68194833333337,3,V^^N_NIL_1,0.4219987228607916
2027-07-19,VIC1-NSW1,VNI,reverse,3,2,-184.62873499999995,3,N>>NIL_060_051,0.0837756546355272
2027-07-26,T-V-MNSP1,Basslink,forward,1,0,23.904020000000003,0,F_T++GO_A752_TG_R60,0.0177734033245844
