ic,name,direction,GENCONSETID,tier,treated_binding_intervals,treated_median_abs_mv,treated_share_gt_100,treated_share_gt_1000,treated_share_gt_own_p90,control_binding_intervals,control_median_abs_mv,control_share_gt_100,control_share_gt_1000,control_share_gt_own_p90
V-SA,Heywood,forward,S-WE_MWP4,supported,132,300.40558,0.6590909090909091,0.10606060606060606,0.5378787878787878,0,,,,
V-SA,Heywood,forward,S-X_BGBW+BGDV+BGTX,indicative,152,97.447275,0.4934210526315789,0.06578947368421052,0.34210526315789475,0,,,,
V-SA,Heywood,forward,S-X_BRMN_RBTU,supported,457,31.76214,0.24726477024070023,0.037199124726477024,0.037199124726477024,0,,,,
V-SA,Heywood,forward,S-X_KNPW+CB36_BC-2CP,unsupported,0,,,,,0,,,,
V-SA,Heywood,forward,S-X_TBSE+BDBU,indicative,188,67.913685,0.3191489361702128,0.0,0.4734042553191489,0,,,,
V-SA,Heywood,reverse,S-X_TBSE+BDBU,indicative,13,0.18,0.0,0.0,0.0,0,,,,
V-SA,Heywood,forward,S-X_TBTU+BDBU,indicative,0,,,,,0,,,,
V-SA,Heywood,reverse,S-X_TBTU+BDBU,indicative,136,0.38,0.0,0.0,0.0661764705882353,0,,,,
V-SA,Heywood,forward,V-ARCW,supported,65,76.80364,0.24615384615384617,0.0,0.2,0,,,,
V-SA,Heywood,forward,V-AR_WB_BA,supported,53,65.08301,0.07547169811320754,0.0,0.20754716981132076,0,,,,
V-SA,Heywood,reverse,V-BAML1_15M,supported,62,9.6216,0.0,0.0,0.0,0,,,,
V-SA,Heywood,forward,V-BUCW,unsupported,65,76.80364,0.24615384615384617,0.0,0.2,0,,,,
V-SA,Heywood,forward,V-CPRC,unsupported,43,48.68687,0.023255813953488372,0.0,0.046511627906976744,0,,,,
V-SA,Heywood,forward,V-CRML,supported,1696,0.09,0.07606132075471699,0.006485849056603774,0.09316037735849056,116,1.435,0.0,0.0,0.008620689655172414
V-SA,Heywood,reverse,V-CRML,supported,1473,0.38,0.0746775288526816,0.05023761031907671,0.03801765105227427,252,0.36,0.0,0.0,0.047619047619047616
V-SA,Heywood,forward,V-CRML1,unsupported,3,23.74535,0.0,0.0,0.0,0,,,,
V-SA,Heywood,reverse,V-CRML1,unsupported,161,4.42086,0.14285714285714285,0.012422360248447204,0.18012422360248448,0,,,,
V-SA,Heywood,forward,V-CRMO,indicative,181,3.62,0.0,0.0,0.17679558011049723,7,12.48621,0.14285714285714285,0.0,0.0
V-SA,Heywood,reverse,V-CRMO,indicative,203,0.29,0.009852216748768473,0.0,0.0049261083743842365,60,6.78951,0.0,0.0,0.16666666666666666
V-SA,Heywood,forward,V-CWHO,unsupported,48,32.81521,0.16666666666666666,0.0,0.0,0,,,,
V-SA,Heywood,reverse,V-DDMS,supported,5,94.58243,0.4,0.0,0.0,0,,,,
V-SA,Heywood,forward,V-HGMO,unsupported,0,,,,,0,,,,
V-SA,Heywood,reverse,V-HGMO,unsupported,56,0.29,0.0,0.0,0.07142857142857142,0,,,,
V-SA,Heywood,forward,V-HGTR,unsupported,34,74.27282,0.3235294117647059,0.0,0.0,0,,,,
V-SA,Heywood,reverse,V-HGTR,unsupported,656,0.46,0.0350609756097561,0.0,0.21189024390243902,18,0.295,0.0,0.0,0.1111111111111111
V-SA,Heywood,forward,V-HYMO,supported,539,10.58714,0.04823747680890538,0.0074211502782931356,0.1725417439703154,70,24.00713,0.11428571428571428,0.0,0.02857142857142857
V-SA,Heywood,reverse,V-HYMO,supported,1116,0.35,0.0,0.0,0.002688172043010753,86,0.38,0.0,0.0,0.0
V-SA,Heywood,forward,V-HYTR,indicative,264,0.39,0.003787878787878788,0.0,0.007575757575757576,0,,,,
V-SA,Heywood,reverse,V-HYTR,indicative,447,0.3,0.0,0.0,0.1185682326621924,0,,,,
V-SA,Heywood,forward,V-KG_WE_RC,supported,14,38.936295,0.0,0.0,0.07142857142857142,0,,,,
V-SA,Heywood,forward,V-KMRC,supported,46,50.138975,0.021739130434782608,0.0,0.0,0,,,,
V-SA,Heywood,forward,V-KOWE,unsupported,383,27.77067,0.005221932114882507,0.0,0.1566579634464752,0,,,,
V-SA,Heywood,forward,V-MLSY_NOEMTT_P,unsupported,0,,,,,0,,,,
V-SA,Heywood,reverse,V-MLSY_NOEMTT_P,unsupported,6,1052.8909800000001,1.0,0.8333333333333334,0.8333333333333334,0,,,,
V-SA,Heywood,forward,V-MLSY_NOEMTT_R,supported,352,50.096615,0.09943181818181818,0.0,0.05397727272727273,0,,,,
V-SA,Heywood,reverse,V-MLSY_NOEMTT_R,supported,493,44.21,0.23732251521298176,0.11359026369168357,0.16227180527383367,0,,,,
V-SA,Heywood,forward,V-MOTR,unsupported,56,35.867425,0.0,0.0,0.0,0,,,,
V-SA,Heywood,reverse,V-MOTR,unsupported,245,1.83,0.0,0.0,0.18775510204081633,0,,,,
V-SA,Heywood,forward,V-MRKM,supported,14,15.797505000000001,0.0,0.0,0.0,0,,,,
V-SA,Heywood,forward,V-SMSC,indicative,1187,43.598,0.02443133951137321,0.0,0.2544229149115417,466,27.02136,0.006437768240343348,0.0,0.11587982832618025
VIC1-NSW1,VNI,reverse,CA_BRIS_5964121F,unsupported,8,116.106585,0.625,0.125,0.25,0,,,,
VIC1-NSW1,VNI,forward,CA_SYDS_562A9792,unsupported,9,9671.52161,1.0,0.5555555555555556,0.0,0,,,,
VIC1-NSW1,VNI,forward,CA_SYDS_56FB4FDD,unsupported,25,79.34574,0.16,0.0,0.8,0,,,,
VIC1-NSW1,VNI,forward,CA_SYDS_57BBC96F,unsupported,35,27.56464,0.02857142857142857,0.0,0.7428571428571429,0,,,,
VIC1-NSW1,VNI,reverse,I-6F_NS_050,unsupported,4,2.603615,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,I-BDBU_ONE,unsupported,2737,522.7591,0.793569601753745,0.2714651077822433,0.08257215929850201,1574,1259.255795,0.9263024142312579,0.590851334180432,0.08894536213468869
VIC1-NSW1,VNI,reverse,I-BDBU_ONE,unsupported,350,28.779584999999997,0.22857142857142856,0.008571428571428572,0.13714285714285715,105,38.96018,0.0,0.0,0.0
VIC1-NSW1,VNI,forward,I-BURC,supported,86,38.56261000000001,0.26744186046511625,0.0,0.03488372093023256,6,251.410555,1.0,0.0,0.0
VIC1-NSW1,VNI,reverse,I-BURC,unsupported,358,27.771189999999997,0.1452513966480447,0.0,0.09776536312849161,10,10.946275,0.0,0.0,0.0
VIC1-NSW1,VNI,forward,I-HYSE,unsupported,256,66.77934,0.2109375,0.0,0.4296875,0,,,,
VIC1-NSW1,VNI,forward,I-JNWO_63,unsupported,12,30.763605,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,I-JNWO_RADIAL,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,reverse,I-JNWO_RADIAL,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,I-LTMS,unsupported,30,211.18537500000002,0.9333333333333333,0.0,0.0,0,,,,
VIC1-NSW1,VNI,reverse,I-LTMS,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,I-MURRAY_SRAS_R,indicative,14,63.099025,0.0,0.0,0.5714285714285714,0,,,,
VIC1-NSW1,VNI,reverse,I-MURRAY_SRAS_R,indicative,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,I-X_64_DDSM,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,reverse,I-X_64_DDSM,unsupported,20,6.57039,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,I-X_BABU_BURC,indicative,0,,,,,0,,,,
VIC1-NSW1,VNI,reverse,I-X_BABU_BURC,indicative,26,12.44436,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,I-X_BDBU+HYSE,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,N-4+1_WG_CLOSE,unsupported,33,63.31153,0.24242424242424243,0.0,0.30303030303030304,0,,,,
VIC1-NSW1,VNI,reverse,N-4+1_WG_CLOSE,unsupported,7,91.02991,0.42857142857142855,0.0,0.2857142857142857,42,45.583055,0.07142857142857142,0.0,0.023809523809523808
VIC1-NSW1,VNI,forward,N-AVMA_17,unsupported,110,110.197595,0.5454545454545454,0.14545454545454545,0.41818181818181815,0,,,,
VIC1-NSW1,VNI,forward,N-BABU,unsupported,308,43.6545,0.006493506493506494,0.0,0.13636363636363635,0,,,,
VIC1-NSW1,VNI,reverse,N-BABU,unsupported,593,39.45111,0.23777403035413153,0.0016863406408094434,0.224283305227656,0,,,,
VIC1-NSW1,VNI,forward,N-BADP,supported,4,22.883105,0.0,0.0,0.0,36,35.549885,0.0,0.0,0.0
VIC1-NSW1,VNI,reverse,N-BADP,supported,162,26.810435,0.09876543209876543,0.0,0.0,21,30.12678,0.0,0.0,0.0
VIC1-NSW1,VNI,forward,N-BJYS_970,unsupported,120,226.736225,0.7916666666666666,0.1,0.5666666666666667,0,,,,
VIC1-NSW1,VNI,reverse,N-BU_330_TX_ONE,indicative,41,1304.19348,0.975609756097561,0.6829268292682927,0.6829268292682927,0,,,,
VIC1-NSW1,VNI,forward,N-CNLT_07,unsupported,969,55.59546,0.24458204334365324,0.1259029927760578,0.15479876160990713,0,,,,
VIC1-NSW1,VNI,reverse,N-CNLT_07,supported,60,11.032785,0.05,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-CTMN_4_WG_CLOSE,unsupported,1000,165.37231,0.592,0.253,0.316,154,228.422135,0.7857142857142857,0.0,0.03896103896103896
VIC1-NSW1,VNI,reverse,N-CTMN_4_WG_CLOSE,supported,753,35.70931,0.12616201859229748,0.005312084993359893,0.05046480743691899,184,67.516835,0.3532608695652174,0.0,0.10326086956521739
VIC1-NSW1,VNI,forward,N-CTYS_3L_WG_CLOSE,supported,1870,265.65202999999997,0.8069518716577541,0.09144385026737968,0.12032085561497326,26,125.75615499999999,0.5384615384615384,0.0,0.038461538461538464
VIC1-NSW1,VNI,reverse,N-CTYS_3L_WG_CLOSE,supported,1110,48.07159,0.25495495495495496,0.0,0.15945945945945947,154,49.798069999999996,0.2532467532467532,0.025974025974025976,0.17532467532467533
VIC1-NSW1,VNI,forward,N-DPWG_63,unsupported,376,233.70987000000002,0.7287234042553191,0.0,0.05851063829787234,0,,,,
VIC1-NSW1,VNI,reverse,N-DPWG_63,unsupported,56,32.9855,0.017857142857142856,0.0,0.17857142857142858,0,,,,
VIC1-NSW1,VNI,forward,N-DPWG_63_X5,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,N-DTKV_18_WG_CLOSE,supported,326,54.17781,0.18404907975460122,0.0705521472392638,0.10122699386503067,0,,,,
VIC1-NSW1,VNI,reverse,N-DTKV_18_WG_CLOSE,supported,53,8.58216,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-DTMN_8_15M,supported,443,60.91298,0.37697516930022573,0.020316027088036117,0.08803611738148984,0,,,,
VIC1-NSW1,VNI,forward,N-DTSS_11,supported,20,13.28667,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,reverse,N-DTSS_11,supported,629,60.90367,0.3322734499205087,0.012718600953895072,0.2527821939586645,0,,,,
VIC1-NSW1,VNI,forward,N-ER_TX,indicative,9,27.19225,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-GRYS_3J_15M,indicative,18,977.99339,0.5555555555555556,0.0,0.8333333333333334,0,,,,
VIC1-NSW1,VNI,reverse,N-GRYS_3J_15M,indicative,83,43.36006,0.12048192771084337,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-JNWG_RADIAL,indicative,55,24.44706,0.12727272727272726,0.0,0.05454545454545454,0,,,,
VIC1-NSW1,VNI,reverse,N-JNWG_RADIAL,indicative,34,28.024520000000003,0.029411764705882353,0.0,0.08823529411764706,0,,,,
VIC1-NSW1,VNI,forward,N-KVCW_3W_WG_CLOSE,supported,206,88.11622,0.441747572815534,0.2669902912621359,0.5242718446601942,182,189.81065,0.6978021978021978,0.0,0.03296703296703297
VIC1-NSW1,VNI,reverse,N-KVCW_3W_WG_CLOSE,supported,273,22.65103,0.047619047619047616,0.0,0.05860805860805861,79,26.01603,0.06329113924050633,0.0,0.10126582278481013
VIC1-NSW1,VNI,forward,N-LTUT_64_15M,supported,689,64.7884,0.03773584905660377,0.0,0.5732946298984035,0,,,,
VIC1-NSW1,VNI,reverse,N-LTUT_64_15M,unsupported,333,49.75777,0.23123123123123124,0.0,0.14114114114114115,0,,,,
VIC1-NSW1,VNI,forward,N-LTWG_63,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,reverse,N-LTWG_63,unsupported,10,130.35742499999998,0.6,0.0,0.1,0,,,,
VIC1-NSW1,VNI,forward,N-LTWG_RADIAL,indicative,1,33.87167,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,reverse,N-LTWG_RADIAL,indicative,26,84.50882,0.46153846153846156,0.0,0.23076923076923078,2,241.75510500000001,1.0,0.0,0.5
VIC1-NSW1,VNI,forward,N-LTWG_X5,indicative,202,26.980809999999998,0.0,0.0,0.33663366336633666,2,29.924149999999997,0.0,0.0,0.0
VIC1-NSW1,VNI,reverse,N-LTWG_X5,indicative,109,43.98166,0.1743119266055046,0.0,0.05504587155963303,9,33.23406,0.0,0.0,0.0
VIC1-NSW1,VNI,forward,N-MA_CB172A,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,N-MNYS_5_WG_CLOSE,supported,3593,257.23241,0.8071249652101308,0.2001113275814083,0.10631784024492068,577,255.05303,0.8214904679376083,0.0017331022530329288,0.06932409012131716
VIC1-NSW1,VNI,reverse,N-MNYS_5_WG_CLOSE,unsupported,767,48.53597,0.2438070404172099,0.0,0.12385919165580182,138,27.049855,0.2898550724637681,0.028985507246376812,0.21739130434782608
VIC1-NSW1,VNI,forward,N-MPWW_ONE,unsupported,16,1369.3543399999999,1.0,0.6875,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-WAGGA_330_BUSA,unsupported,2,1.287355,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-WAGGA_330_BUSB,unsupported,1,63.19893,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-WGWA_63,unsupported,152,11.296814999999999,0.0,0.0,0.07236842105263158,10,60.414625,0.0,0.0,0.1
VIC1-NSW1,VNI,reverse,N-WGWA_63,unsupported,353,47.09309,0.042492917847025496,0.0,0.0821529745042493,0,,,,
VIC1-NSW1,VNI,forward,N-WGWA_63_X5,indicative,15,140.95055,0.6,0.0,0.6,0,,,,
VIC1-NSW1,VNI,reverse,N-WGWA_63_X5,indicative,109,45.79469,0.08256880733944955,0.0,0.21100917431192662,0,,,,
VIC1-NSW1,VNI,forward,N-WGWA_RADIAL,unsupported,159,47.87362,0.0,0.0,0.0440251572327044,75,39.57104,0.0,0.0,0.013333333333333334
VIC1-NSW1,VNI,reverse,N-WGWA_RADIAL,unsupported,353,47.09309,0.042492917847025496,0.0,0.0821529745042493,0,,,,
VIC1-NSW1,VNI,forward,N-WGWA_X5,unsupported,1235,43.23815,0.03319838056680162,0.0,0.1020242914979757,0,,,,
VIC1-NSW1,VNI,reverse,N-WGWA_X5,unsupported,882,26.95749,0.048752834467120185,0.0,0.06235827664399093,2,42.40535,0.0,0.0,0.0
VIC1-NSW1,VNI,forward,N-WNMR_991,indicative,16,970.563305,0.9375,0.4375,0.0625,0,,,,
VIC1-NSW1,VNI,forward,N-X_03+4_WG_CLOSE,unsupported,482,83.51845499999999,0.4170124481327801,0.16804979253112035,0.2572614107883817,0,,,,
VIC1-NSW1,VNI,reverse,N-X_03+4_WG_CLOSE,unsupported,232,37.841165000000004,0.21982758620689655,0.0,0.6982758620689655,0,,,,
VIC1-NSW1,VNI,forward,N-X_11+14,indicative,0,,,,,0,,,,
VIC1-NSW1,VNI,reverse,N-X_11+14,indicative,94,36.514325,0.23404255319148937,0.0,0.0,87,86.92739,0.3793103448275862,0.0,0.011494252873563218
VIC1-NSW1,VNI,forward,N-X_2_5,unsupported,32,1161.18826,0.78125,0.53125,0.0,4,48.93788,0.25,0.0,0.0
VIC1-NSW1,VNI,reverse,N-X_2_5,unsupported,39,51.94872,0.10256410256410256,0.0,0.9230769230769231,0,,,,
VIC1-NSW1,VNI,forward,N-X_3L+07_WG_CLOSE,unsupported,25,21.80424,0.04,0.0,0.0,1,247.84189,1.0,0.0,0.0
VIC1-NSW1,VNI,reverse,N-X_3L+07_WG_CLOSE,unsupported,16,18.987099999999998,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-X_3L+11_WG_CLOSE,unsupported,102,61.04531,0.2647058823529412,0.0,0.6078431372549019,0,,,,
VIC1-NSW1,VNI,reverse,N-X_3L+11_WG_CLOSE,unsupported,33,22.86893,0.2727272727272727,0.0,0.2727272727272727,0,,,,
VIC1-NSW1,VNI,forward,N-X_3L+2_WG_CLOSE,indicative,68,34.53111,0.22058823529411764,0.1323529411764706,0.0,0,,,,
VIC1-NSW1,VNI,reverse,N-X_3L+2_WG_CLOSE,indicative,79,22.47686,0.12658227848101267,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-X_4+07_WG_CLOSE,indicative,244,64.73897,0.430327868852459,0.22950819672131148,0.2827868852459016,61,271.99558,0.9836065573770492,0.13114754098360656,0.04918032786885246
VIC1-NSW1,VNI,reverse,N-X_4+07_WG_CLOSE,indicative,291,51.70615,0.1718213058419244,0.0,0.7697594501718213,0,,,,
VIC1-NSW1,VNI,forward,N-X_4+17_WG_CLOSE,unsupported,318,283.36498,0.6949685534591195,0.050314465408805034,0.06289308176100629,0,,,,
VIC1-NSW1,VNI,forward,N-X_5+07_WG_CLOSE,unsupported,84,104.97521499999999,0.5119047619047619,0.16666666666666666,0.4880952380952381,0,,,,
VIC1-NSW1,VNI,reverse,N-X_5+07_WG_CLOSE,unsupported,13,9.2102,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-X_AVMA_SSWW,supported,81,192.00791,0.6419753086419753,0.37037037037037035,0.37037037037037035,0,,,,
VIC1-NSW1,VNI,reverse,N-X_BABU_BADP_MNYS,unsupported,12,25.265185000000002,0.0,0.0,0.08333333333333333,0,,,,
VIC1-NSW1,VNI,forward,N-X_BWWO_BWLD,unsupported,114,29.103360000000002,0.06140350877192982,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,N-X_LPSS_MPWW,supported,5,949.62756,1.0,0.4,0.4,0,,,,
VIC1-NSW1,VNI,forward,N-X_LTYS_MNYS,unsupported,228,150.704275,0.5789473684210527,0.16666666666666666,0.12280701754385964,0,,,,
VIC1-NSW1,VNI,reverse,N-X_LTYS_MNYS,unsupported,34,408.58178,0.6470588235294118,0.38235294117647056,0.0,0,,,,
VIC1-NSW1,VNI,forward,S-TBSE,unsupported,578,45.4941,0.015570934256055362,0.0,0.01903114186851211,14,60.751580000000004,0.21428571428571427,0.0,0.21428571428571427
VIC1-NSW1,VNI,forward,S-X_TBSE+BDBU,indicative,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,V-ARCW,supported,59,74.85741,0.22033898305084745,0.0,0.15254237288135594,0,,,,
VIC1-NSW1,VNI,forward,V-AR_WB_BA,supported,62,65.27824000000001,0.06451612903225806,0.0,0.0,0,,,,
VIC1-NSW1,VNI,reverse,V-BAML1_15M,unsupported,83,10.99,0.03614457831325301,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,V-BUCW,unsupported,59,74.85741,0.22033898305084745,0.0,0.15254237288135594,0,,,,
VIC1-NSW1,VNI,forward,V-BUHO,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,V-CPRC,unsupported,43,48.68687,0.023255813953488372,0.0,0.046511627906976744,0,,,,
VIC1-NSW1,VNI,forward,V-CRML,unsupported,124,15.24923,0.008064516129032258,0.0,0.7661290322580645,0,,,,
VIC1-NSW1,VNI,reverse,V-CRML,unsupported,24,41.327455,0.16666666666666666,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,V-CRMO,indicative,1,2.75078,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,reverse,V-CRMO,indicative,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,V-CWHO,unsupported,48,32.81521,0.16666666666666666,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,V-DDMS,supported,176,51.211780000000005,0.10795454545454546,0.0,0.022727272727272728,0,,,,
VIC1-NSW1,VNI,reverse,V-DDMS,supported,201,135.57947,0.6666666666666666,0.15422885572139303,0.0945273631840796,0,,,,
VIC1-NSW1,VNI,forward,V-DDSM,supported,32,45.40562,0.0,0.0,0.25,0,,,,
VIC1-NSW1,VNI,reverse,V-DDSM,supported,55,105.58806,0.5454545454545454,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,V-DDWO_RADIAL,indicative,0,,,,,0,,,,
VIC1-NSW1,VNI,reverse,V-DDWO_RADIAL,indicative,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,V-HGTR,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,V-HOMR,indicative,0,,,,,0,,,,
VIC1-NSW1,VNI,forward,V-HYMO,unsupported,28,37.073525000000004,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,V-KG_WE_RC,supported,14,38.936295,0.0,0.0,0.07142857142857142,0,,,,
VIC1-NSW1,VNI,forward,V-KMRC,supported,46,50.138975,0.021739130434782608,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,V-KOWE,unsupported,464,28.03329,0.06465517241379311,0.0,0.27155172413793105,0,,,,
VIC1-NSW1,VNI,forward,V-MLSY_NOEMTT_P,unsupported,0,,,,,0,,,,
VIC1-NSW1,VNI,reverse,V-MLSY_NOEMTT_P,unsupported,32,181.94751,0.59375,0.28125,0.375,0,,,,
VIC1-NSW1,VNI,forward,V-MLSY_NOEMTT_R,supported,348,50.21152,0.11494252873563218,0.0,0.20402298850574713,0,,,,
VIC1-NSW1,VNI,reverse,V-MLSY_NOEMTT_R,supported,463,42.51268,0.20950323974082075,0.06479481641468683,0.2203023758099352,0,,,,
VIC1-NSW1,VNI,forward,V-MOTR,unsupported,21,36.16587,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,V-MRKM,supported,14,15.797505000000001,0.0,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,V-RCTS_BUS2,indicative,185,84.4324,0.31351351351351353,0.0,0.7567567567567568,0,,,,
VIC1-NSW1,VNI,reverse,V-RCTS_BUS2,indicative,22,60.827115,0.45454545454545453,0.0,0.0,0,,,,
VIC1-NSW1,VNI,forward,V-SMSC,indicative,1038,44.15397,0.027938342967244702,0.0,0.28034682080924855,434,31.819135000000003,0.0069124423963133645,0.0,0.15668202764976957
