ic,name,direction,level,key,families,layer,n_units,own_diff,own_ci_lo,own_ci_hi,placebo_clean
V-S-MNSP1,Murraylink,forward,K2,CA_SYDS_597B3DBD,CA_SYDS_597B3DBD,setter,8,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,CA_SYDS_597B3DBD,CA_SYDS_597B3DBD,setter,8,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,forward,K2,CA_SYDS_597B5710,CA_SYDS_597B5710,setter,28,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,CA_SYDS_597B5710,CA_SYDS_597B5710,setter,28,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,forward,K2,I-6F_NS_050,I-6F_NS_050,setter,18,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,I-6F_NS_050,I-6F_NS_050,setter,18,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,forward,K2,I-BDBU_ONE,I-BDBU_ONE,setter,2013,0.0021002373461389856,-0.002026151502556592,0.007907847758206795,True
V-S-MNSP1,Murraylink,reverse,K2,I-BDBU_ONE,I-BDBU_ONE,setter,2013,0.005096042391124358,-0.004042285333112136,0.017814750232553987,True
V-S-MNSP1,Murraylink,forward,K2,I-BURC,I-BURC,setter,334,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,I-BURC,I-BURC,setter,334,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,forward,K2,I-BURC_X1,I-BURC_X1,setter,1928,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,I-BURC_X1,I-BURC_X1,setter,1928,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,forward,K2,I-HYSE,I-HYSE,setter,669,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,I-HYSE,I-HYSE,setter,669,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,forward,K2,I-LTMS,I-LTMS,setter,202,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,I-LTMS,I-LTMS,setter,202,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,forward,K2,I-MURRAY_SRAS_R,I-MURRAY_SRAS_R,setter,20,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,I-MURRAY_SRAS_R,I-MURRAY_SRAS_R,setter,20,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,forward,K2,I-SVML_044,I-SVML_044,setter,164,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,I-SVML_044,I-SVML_044,setter,164,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,forward,K2,I-SVML_088,I-SVML_088,setter,115,0.0,0.0,0.0,True
V-S-MNSP1,Murraylink,reverse,K2,I-SVML_088,I-SVML_088,setter,115,0.0,0.0,0.0,True
