as_of,ic,direction,GENCONSETID,embargo_effect,embargo_ci_lo,embargo_ci_hi,rerun_effect,rerun_ci_lo,rerun_ci_hi,rerun_units,embargo_units,agree
2025-10-10 00:00:23,VIC1-NSW1,reverse,V-MRKM,-17.991073333333247,-105.10827,98.40419499999996,-46.141312500000026,-117.25021000000001,10.713328333333266,154,151,True
2025-10-10 00:00:23,V-SA,forward,I-HYSE,56.48312249999999,-7.179076666666674,131.08657429166664,61.62047666666666,-0.7588875833333485,157.99340666666671,607,576,True
2025-10-10 00:00:23,V-SA,forward,S-KNPW,-90.87144749999999,-363.46674333333334,-0.5301083333333736,-103.47283333333334,-196.10044333333335,-2.5936091666666243,131,144,True
2025-10-10 00:00:23,V-SA,reverse,S-KNPW,-7.809237499999991,-67.71020333333334,36.6440502291666,1.2172199999999975,-81.07125416666662,27.175204166666617,131,144,True
2025-10-10 00:00:23,V-SA,forward,S-PA_VC1,22.98529083333335,-34.97252916666669,122.20701833333335,-3.653589166666677,-48.969371666666746,25.535990000000027,318,324,True
2025-10-10 00:00:23,V-SA,reverse,S-PA_VC1,-80.0,-200.49844833333333,-66.6594591666667,-79.95254999999997,-131.96126041666662,-68.26886906250002,318,324,True
2025-10-10 00:00:23,V-SA,forward,S-SECB6611_10,-28.14400333333333,-116.23651,49.88534666666667,-22.012585,-86.88108000000003,47.527685000000005,623,611,True
2025-10-10 00:00:23,V-SA,reverse,S-SECB6611_10,38.401714999999996,-27.076593333333307,128.610045,61.87254000000003,-8.837466666666671,155.57221666666666,623,611,True
2025-10-10 00:00:23,V-SA,forward,S-SE_1CP,-32.542709583333306,-117.96196500000005,-0.1879432500000004,-17.086170833333327,-99.54262166666672,2.573824916666643,464,472,True
2025-10-10 00:00:23,V-SA,reverse,S-SE_1CP,4.0759166666666715,-21.832355000000064,52.62613333333337,0.0,-30.29698604166673,33.021148333333315,464,472,True
