as_of,ic,direction,GENCONSETID,embargo_effect,embargo_ci_lo,embargo_ci_hi,rerun_effect,rerun_ci_lo,rerun_ci_hi,rerun_units,embargo_units,agree
2025-10-10 00:00:23,V-SA,forward,S-SE_VC1,9.676215833333345,-41.836580000000026,58.4054533333333,0.8810816666666597,-50.324235166666696,47.800104916666704,807,804,True
2025-10-10 00:00:23,V-SA,reverse,S-SE_VC1,-14.936991666666643,-46.43740666666666,7.591068333333336,-7.777098333333242,-41.33249120833338,23.787130000000047,807,804,True
2025-10-10 00:00:23,V-SA,forward,S-TB275_W_BUS,-13.7449625,-93.92505333333332,42.213707500000055,-19.537640833333327,-93.92505333333332,38.89528645833326,358,350,True
2025-10-10 00:00:23,V-SA,reverse,S-TB275_W_BUS,4.9154008333333365,-64.58548166666668,74.85609666666664,-0.6470666666666602,-66.49540666666661,63.58145295833328,358,350,True
2025-10-10 00:00:23,V-SA,forward,S-TBCP1,31.350326666666703,9.289048333333312,78.85076583333336,34.08366499999997,11.918213895833299,84.67011189583334,1209,1132,True
2025-10-10 00:00:23,V-SA,reverse,S-TBCP1,0.6949383333333117,0.0,14.773837125000037,1.414301666666688,0.0,12.047485833333326,1209,1132,True
2025-10-10 00:00:23,V-SA,reverse,S-TBSE,-326.39700000000005,-430.65555031250005,-227.39123966666676,-318.4934383333333,-422.2836874999999,-223.16916983333343,626,617,True
2025-10-10 00:00:23,V-SA,forward,S-TBTU,-258.77188499999994,-316.16425641666666,-186.0584466666666,-246.96182375,-291.36753145833336,-173.93725512500004,630,601,True
2025-10-10 00:00:23,V-SA,forward,S-TB_CB6536,-4.058665000000019,-183.49156,107.46300000000002,3.48644500000006,-106.19844000000003,91.68661333333336,131,147,True
2025-10-10 00:00:23,V-SA,forward,S-WE_MWP4,25.234234999999984,-32.009461333333235,101.43023054166659,30.7136883333333,-17.955159999999978,103.63414333333331,1654,1726,True
2025-10-10 00:00:23,V-SA,reverse,S-WE_MWP4,8.74108166666663,-28.645478958333335,51.9245733333334,0.0,-32.355827000000005,31.77089166666667,1654,1726,True
2025-10-10 00:00:23,V-SA,forward,S-X_MGTI+PATI,47.78857000000005,-36.477874999999926,228.21321666666663,47.78857000000005,-36.477874999999926,224.0053216666666,217,207,True
2025-10-10 00:00:23,V-SA,reverse,S-X_MGTI+PATI,-56.78184833333336,-219.00847483333334,-7.659819999999968,-80.82610833333337,-268.9314816666666,-14.690740000000005,217,207,True
2025-10-10 00:00:23,V-SA,forward,V-AR_WB_BA,55.64948333333333,4.2984366666666745,134.4808533333333,63.26554166666669,4.2984366666666745,206.7852766666668,132,144,True
2025-10-10 00:00:23,V-SA,reverse,V-AR_WB_BA,18.075184166666673,-44.49955,79.99090000000007,8.008188333333358,-48.84936666666667,59.92327,132,144,True
2025-10-10 00:00:23,V-SA,forward,V-BAML1_15M,-8.349144999999993,-88.60217166666665,57.96346583333343,-73.46892666666668,-163.10785333333334,55.74318249999999,87,85,True
2025-10-10 00:00:23,V-SA,reverse,V-BAML1_15M,-67.17026166666676,-373.44897499999996,-13.437743333333344,-34.40618833333332,-373.44897499999996,234.87916833333333,87,85,True
2025-10-10 00:00:23,V-SA,forward,V-CRML,-138.85777166666662,-184.70906166666668,-119.11189166666671,-138.51885583333333,-189.35065666666668,-77.36405,132,122,True
2025-10-10 00:00:23,V-SA,reverse,V-CRML,-76.2600275,-146.87951500000003,9.848328333333313,-76.09035666666666,-185.31291000000004,5.851305000000025,132,122,True
2025-10-10 00:00:23,V-SA,reverse,V-DDMS,-86.58805333333339,-90.0,-33.614319999999964,-83.12188749999999,-90.0,-10.922515833333478,298,295,True
2025-10-10 00:00:23,V-SA,forward,V-KG_WE_RC,-15.115859999999998,-75.95923333333332,137.02665999999994,-17.677338333333324,-93.2921655833333,134.34433000000007,141,141,True
2025-10-10 00:00:23,V-SA,reverse,V-KG_WE_RC,1.3790983333333315,-58.75622999999996,16.961949187499975,1.3790983333333315,-66.57232333333332,16.93765833333333,141,141,True
2025-10-10 00:00:23,V-SA,forward,V-MLSY_NOEMTT_R,-146.2649625,-175.78656333333333,-100.67549633333343,-143.76428333333334,-175.63896295833334,-95.43675339583328,1220,1204,True
2025-10-10 00:00:23,V-SA,reverse,V-MLSY_NOEMTT_R,0.0,-2.7744745000000393,0.0,0.0,-3.8192547916666513,0.0,1220,1204,True
2025-10-10 00:00:23,V-S-MNSP1,forward,I-BURC_X1,-14.193529583333337,-74.66374070833334,9.851730000000003,-3.707878750000006,-19.5,6.666666666666664,370,308,True
2025-10-10 00:00:23,V-S-MNSP1,forward,I-HYSE,-5.161651666666671,-33.53111666666666,41.700234041666626,-4.031664583333331,-33.22368516666667,45.143030083333315,454,455,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,I-HYSE,30.94466,8.091774791666673,51.666666666666664,32.64657875,8.166666666666666,53.76051166666667,454,455,True
2025-10-10 00:00:23,V-S-MNSP1,forward,N-BABU,-69.87103249999998,-93.496365,-8.515365,-68.30811458333332,-90.61042024999999,-8.040670583333377,140,140,True
2025-10-10 00:00:23,V-S-MNSP1,forward,N-BADP,-1.575004166666667,-41.552274499999996,9.810805000000002,-1.8620816666666666,-38.379607500000006,9.810805000000002,138,138,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,N-BADP,6.708923333333331,-1.6666666666666669e-06,31.05083333333333,2.28748666666667,-1.6666666666666669e-06,29.273491666666658,138,138,True
2025-10-10 00:00:23,V-S-MNSP1,forward,N-CTMN_4_WG_CLOSE,-1.866074999999995,-7.584401416666675,1.8333333333333335,-4.627469166666671,-11.086731291666682,0.0,2010,2037,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,N-CTMN_4_WG_CLOSE,14.25,6.682951374999997,24.4938209375,14.208333333333334,6.162500000000001,24.01229297916666,2010,2037,True
2025-10-10 00:00:23,V-S-MNSP1,forward,N-CTYS_3L_WG_CLOSE,3.162253333333325,-9.73224225000001,17.75,1.750488333333351,-9.852886666666677,14.096891666666664,1247,1259,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,N-CTYS_3L_WG_CLOSE,-12.564140000000002,-25.865769166666674,-0.4161849999999845,-8.648403333333334,-22.16666666666667,4.155236666666667,1247,1259,True
2025-10-10 00:00:23,V-S-MNSP1,forward,N-GFYC-99J-C,4.5,-2.111848333333313,36.55247291666666,2.2107683333333306,-2.834078124999995,19.66666666666667,580,585,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,N-GFYC-99J-C,-10.666666666666664,-33.6772775,0.0,-3.2153891666666645,-26.166666666666668,3.0833333333333357,580,585,True
2025-10-10 00:00:23,V-S-MNSP1,forward,S-TBSE,-56.91938833333334,-91.25,-24.333073333333335,-54.728175,-90.5,-22.52552333333334,505,508,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,S-TBSE,0.3333350000000024,-12.666666666666664,27.05052408333333,0.0,-17.593695,28.074389291666634,505,508,True
2025-10-10 00:00:23,V-S-MNSP1,forward,V-AR_WB_BA,-70.79297000000001,-133.98214833333333,16.619541666666667,-93.10993125,-133.98811166666667,-7.281105000000004,130,137,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,V-AR_WB_BA,30.179006666666666,-14.544095041666669,137.2362016666667,88.16961166666667,2.715033333333338,166.87213666666668,130,137,True
2025-10-10 00:00:23,V-S-MNSP1,forward,V-BAML1_15M,-27.902105833333337,-86.10536666666667,2.039230000000032,-30.74615833333334,-84.93104666666667,6.056041666666687,85,88,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,V-BAML1_15M,15.278828333333323,-7.412496666666669,67.02621333333333,20.35581166666666,-6.9354800000000125,55.184308333333334,85,88,True
2025-10-10 00:00:23,V-S-MNSP1,forward,V-CRML,-11.668664999999997,-27.014746666666667,-0.75,-7.4815716666666665,-17.292799999999993,9.063913333333332,127,144,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,V-CRML,0.18085333333333864,-10.453980000000001,20.50713045833332,2.1666666666666714,-33.0398205,43.333451333333315,127,144,True
2025-10-10 00:00:23,V-S-MNSP1,forward,V-DDMS,4.420576666666705,-26.81773958333333,36.92935166666666,5.212275000000005,-18.534101208333325,30.38750166666668,289,279,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,V-DDMS,0.7363783333333345,-5.357551666666666,40.705465333333315,1.8619866666666667,-6.023223333333334,36.686883333333334,289,279,True
2025-10-10 00:00:23,V-S-MNSP1,forward,V-KG_WE_RC,-7.679114166666658,-91.89303666666669,4.754231666666669,-19.5,-92.47798833333333,5.024191666666667,141,140,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,V-KG_WE_RC,3.2457595833333386,-5.626109999999983,60.24999999999992,5.833333333333329,-9.069144999999992,88.47728833333333,141,140,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,V-KMRC,24.28924416666667,-0.6607685416666637,53.33333333333334,46.65782791666666,17.659660000000002,63.73796416666667,236,238,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,V-MLSY_NOEMTT_R,-7.205062500000011,-19.720336666666668,-1.255233333333365,-8.885710000000005,-16.939795000000004,-3.337271666666666,1268,1168,True
2025-10-10 00:00:23,V-S-MNSP1,forward,V-MRKM,-53.522115,-83.75586666666668,-16.53418166666666,-47.68448166666667,-81.41679000000002,-13.83642531250007,159,158,True
2025-10-10 00:00:23,V-S-MNSP1,reverse,V-MRKM,45.39294916666667,18.33333333333333,71.01875833333335,54.27496416666667,18.33333333333333,76.01719,159,158,True
2025-10-10 00:00:23,T-V-MNSP1,reverse,Q-X_BRHA_TWO,-28.073334166666655,-106.18520333333336,-2.7524016666666853,-21.324995833333332,-101.55846333333331,9.696251666666683,96,94,True
2025-10-10 00:00:23,T-V-MNSP1,forward,S-TBSE,-53.49077,-91.24802745833333,-15.575356666666664,-57.609135833333355,-93.36770916666666,-10.680885791666654,694,691,True
2025-10-10 00:00:23,T-V-MNSP1,reverse,S-TBSE,43.395955833333346,-1.2719133333333161,77.886283875,47.72005916666663,-1.5673033333333137,88.37147333333331,694,691,True
2025-10-10 00:00:23,T-V-MNSP1,forward,V-DDMS,26.662225000000007,-5.683330000000012,76.80490166666668,25.554128333333324,-6.5734083333333615,75.4030283333334,277,277,True
2025-10-10 00:00:23,T-V-MNSP1,forward,V-KG_WE_RC,18.268147500000026,-18.18759666666668,79.22864666666666,18.268147500000026,-18.18759666666668,79.22864666666666,156,156,True
2025-10-10 00:00:23,T-V-MNSP1,reverse,V-KG_WE_RC,-24.237416666666633,-110.93578500000001,22.699420000000032,-24.237416666666633,-110.93578500000001,22.699420000000032,156,156,True
2025-10-10 00:00:23,T-V-MNSP1,forward,V-MLSY_NOEMTT_R,6.971947499999985,-8.756731666666667,26.031168333333312,-0.9333383333333245,-16.420423041666666,13.480166666666662,1359,1277,True
2025-10-10 00:00:23,T-V-MNSP1,reverse,V-MLSY_NOEMTT_R,-11.192147499999976,-43.03489166666668,3.762580000000071,-2.684593333333339,-24.37128137499996,13.707031666666637,1359,1277,True
2026-07-10 00:00:11,NSW1-QLD1,forward,N-ARDM_8C,-484.97105000000005,-521.6309583333333,-419.62094575000003,-491.50688249999996,-530.7227133333333,-429.99427945833344,2554,2565,True
2026-07-10 00:00:11,NSW1-QLD1,reverse,N-ARDM_8C,-553.3755066666666,-604.1114620208333,-484.4813232083333,-550.4703966666667,-600.5283503125,-481.320154,2554,2565,True
2026-07-10 00:00:11,NSW1-QLD1,forward,N-ARSR_8E,-505.57287500000007,-538.3179581249999,-456.6777480208333,-500.76358833333336,-537.0899635416667,-450.48483500000003,1890,1895,True
2026-07-10 00:00:11,NSW1-QLD1,reverse,N-ARSR_8E,-655.8790283333335,-750.8865465416668,-583.2350116666665,-655.4255545833333,-749.0588701666666,-580.1700729166665,1890,1895,True
