name,direction,GENCONSETID,episodes,treated_hours,match_rate,effect_capacity,placebo_effect_capacity,placebo_ci_lo,placebo_ci_hi,placebo_clean,tier
Heywood,forward,N-LTWG_X5,4,219.5,0.8451025056947609,129.11225666666667,67.38313583333334,-18.318071875000005,245.19425666666666,True,indicative
Heywood,reverse,N-LTWG_X5,4,219.5,0.8451025056947609,35.297454999999985,19.89312124999998,-67.10098185416665,69.91289166666667,True,indicative
Heywood,forward,N-WGWA_63,1,132.0,0.5909090909090909,0.0,65.5715433333333,24.206851666666694,87.4583366666667,False,unsupported
Heywood,reverse,N-WGWA_63,1,132.0,0.5909090909090909,50.51695499999998,89.82318666666666,-12.703450166666672,224.9180788333333,True,unsupported
Heywood,forward,N-WGWA_63_X5,4,174.5,0.7908309455587392,7.296215000000004,-185.85010041666663,-396.7511855833333,-68.7707783333334,False,indicative
Heywood,reverse,N-WGWA_63_X5,4,174.5,0.7908309455587392,-2.087580416666725,129.90852499999997,27.3322316666667,209.26261,False,indicative
Heywood,forward,N-WGWA_RADIAL,1,132.0,0.7121212121212122,8.265916666666698,5.9128916666666385,-12.894379937499995,66.36126666666667,True,unsupported
Heywood,reverse,N-WGWA_RADIAL,1,132.0,0.7121212121212122,0.0,55.27657500000002,-52.53267499999998,251.0250173333333,True,unsupported
Heywood,forward,N-WGWA_X5,2,281.5,0.8738898756660746,-34.95527250000001,9.104911249999986,-45.57645637500001,65.48600666666664,True,unsupported
Heywood,reverse,N-WGWA_X5,2,281.5,0.8738898756660746,67.41582499999998,-18.48427416666658,-64.2044909583334,10.07984916666669,True,unsupported
Heywood,forward,S-BGDV,5,191.5,0.9608355091383812,-39.28463999999998,33.821436666666614,0.0,91.14936666666665,True,supported
Heywood,reverse,S-BGDV,5,191.5,0.9608355091383812,0.0,8.542494999999917,-79.75029229166667,49.90707333333336,True,supported
Heywood,forward,S-DVLK,1,11.0,0.18181818181818182,16.423979166666584,102.52403666666663,-1.0652950000001056,115.00999999999999,True,unsupported
Heywood,reverse,S-DVLK,1,11.0,0.18181818181818182,514.8904616666666,79.8397,46.13100666666668,171.62574999999993,False,unsupported
Heywood,forward,S-KHKN,4,94.0,0.973404255319149,-14.709409999999991,28.470827500000013,-27.00655674999999,66.903325,True,indicative
Heywood,reverse,S-KHKN,4,94.0,0.973404255319149,44.871170000000006,53.54811999999998,-20.737773333333337,152.29316649999993,True,indicative
Heywood,forward,S-KHTB2,2,61.0,0.7540983606557377,78.44373499999996,-76.1717908333334,-249.05124166666667,-8.635232583333401,False,unsupported
Heywood,reverse,S-KHTB2,2,61.0,0.7540983606557377,-66.85383416666664,99.81782041666668,0.0,271.9618716666667,True,unsupported
Heywood,forward,S-KNPW,7,133.0,0.8759398496240601,-91.51341000000002,-10.036780000000022,-59.164202458333406,42.76490304166661,True,supported
Heywood,reverse,S-KNPW,7,133.0,0.8759398496240601,42.82729166666664,2.532040000000052,-50.75674945833338,92.00587166666668,True,supported
Heywood,forward,S-KNPW_BC-2CP,2,59.0,0.788135593220339,-141.56387833333332,-57.66427875000005,-244.46212333333338,-21.226844999999997,False,unsupported
Heywood,reverse,S-KNPW_BC-2CP,2,59.0,0.788135593220339,5.122085833333415,-30.21660374999999,-249.42228166666663,36.673353333333296,True,unsupported
Heywood,forward,S-MOTB,3,98.5,0.8020304568527918,7.172411666666619,-43.91965666666658,-97.7853946666667,0.0,True,indicative
Heywood,reverse,S-MOTB,3,98.5,0.8020304568527918,5.9572983333333305,-56.17344500000001,-167.22340999999994,45.32405666666668,True,indicative
Heywood,forward,S-PA_VC1,21,569.5,0.8639157155399473,-10.369869999999992,12.320436666666637,0.0,49.28771416666671,True,supported
Heywood,reverse,S-PA_VC1,21,569.5,0.8639157155399473,-61.712803750000006,-24.042788333333363,-86.28277383333334,20.59178804166661,True,supported
Heywood,forward,S-RBTU,13,339.5,0.7790868924889544,4.733400000000003,7.954486666666753,-38.01146833333337,56.019565000000114,True,supported
Heywood,reverse,S-RBTU,13,339.5,0.7790868924889544,-3.8745016666666743,27.29533666666663,-21.34326325000003,87.86589000000009,True,supported
Heywood,forward,S-SECB6611_10,38,1434.5,0.8100383408853259,0.5806483333333254,34.44962625000004,-3.9065654583333203,72.38664500000004,True,supported
Heywood,reverse,S-SECB6611_10,38,1434.5,0.8100383408853259,29.77552750000001,8.6562725,-37.808010624999994,51.14541250000005,True,supported
Heywood,forward,S-SE_1CP,20,307.5,0.767479674796748,-32.542709583333306,16.194371666666655,-7.998281666666685,46.543701666666635,True,supported
Heywood,reverse,S-SE_1CP,20,307.5,0.767479674796748,4.0759166666666715,0.0,-21.026957458333396,38.80327250000004,True,supported
Heywood,forward,S-SE_VC1,14,850.0,0.8988235294117647,20.423742499999975,21.77939333333336,-0.000750541666666706,50.60569120833336,True,supported
Heywood,reverse,S-SE_VC1,14,850.0,0.8988235294117647,-14.140962500000022,5.7211050000000085,-24.10453962499994,44.783214770833325,True,supported
Heywood,forward,S-TB132_E_BUS,3,49.5,0.8181818181818182,-29.158670000000143,6.13973500000003,-87.54996166666666,167.3558466666667,True,indicative
Heywood,reverse,S-TB132_E_BUS,3,49.5,0.8181818181818182,-28.43272833333333,55.02403916666668,-17.352170000000058,214.13105666666667,True,indicative
Heywood,forward,S-TB275_E_BUS,6,99.5,0.5326633165829145,-11.91626166666667,0.8892083333333289,-64.83186833333326,78.22918237500002,True,unsupported
Heywood,reverse,S-TB275_E_BUS,6,99.5,0.5326633165829145,23.34794958333333,112.680935,19.252288499999985,261.9094866666666,False,unsupported
Heywood,forward,S-TB275_W_BUS,31,635.5,0.8505114083398898,16.604886666666687,9.323458333333292,-17.510461666666686,43.99999999999994,True,supported
Heywood,reverse,S-TB275_W_BUS,31,635.5,0.8505114083398898,-4.8350750000000176,-27.597578333333345,-76.56910999999991,15.86619333333337,True,supported
Heywood,forward,S-TB275_W_BUS_BC-2CP,5,85.0,0.9294117647058824,-31.19772416666669,13.815671666666674,-159.64792775,82.65490083333327,True,supported
Heywood,reverse,S-TB275_W_BUS_BC-2CP,5,85.0,0.9294117647058824,-98.14746416666665,-163.50773458333333,-319.67190954166665,23.394268333333287,True,supported
Heywood,forward,S-TBCP1,11,2295.5,0.4768024395556524,15.289341666666644,-3.7437933333333717,-33.646295833333376,10.973549625000002,True,unsupported
Heywood,reverse,S-TBCP1,11,2295.5,0.4768024395556524,7.815951666666663,14.746080000000063,0.0,53.592765354166666,True,unsupported
Heywood,forward,S-TBSE,48,1023.0,0.8475073313782991,-161.10626666666667,26.835758333333388,0.2672816666666762,52.74227999999993,False,unsupported
Heywood,reverse,S-TBSE,48,1023.0,0.8475073313782991,-200.70085916666667,-11.463793333333342,-69.74493833333327,14.979446520833328,True,supported
Heywood,forward,S-TBTU,22,1285.0,0.7431906614785992,-144.19810666666666,-11.177968333333297,-62.145717458333316,21.470931666666672,True,supported
Heywood,reverse,S-TBTU,22,1285.0,0.7431906614785992,-143.2483525,24.988881666666657,-28.16307833333326,71.85510300000004,True,supported
Heywood,forward,S-TBTX4,2,119.5,0.6443514644351465,174.61755999999997,-78.04424416666666,-194.33567525,-27.41965679166666,False,unsupported
Heywood,reverse,S-TBTX4,2,119.5,0.6443514644351465,56.60582750000006,-134.3927125,-310.19077666666664,37.55901666666671,True,unsupported
Heywood,forward,S-TB_CB6536,24,187.5,0.8906666666666667,-14.192633333333305,33.116666666666674,-14.762233333333342,88.57979283333333,True,supported
Heywood,reverse,S-TB_CB6536,24,187.5,0.8906666666666667,-96.64585,-59.78575666666666,-107.37132470833329,-21.05934666666667,False,unsupported
Heywood,forward,S-TB_CB6596,13,438.0,0.9029680365296804,81.51477333333334,-53.645579999999995,-143.95834499999995,30.091651666666678,True,supported
Heywood,reverse,S-TB_CB6596,13,438.0,0.9029680365296804,57.56953166666665,-109.13736333333335,-165.80981500000001,-22.03424029166664,False,unsupported
