SUBSTATIONID,substation_name,region,owner,osm_id,osm_name,lat,lon,method,confidence
CREEK_RD,Creek Road,TAS1,TasNetworks,way/23239876,Creek Road Substation,-42.8597953,147.2915594,name_match,medium
CLUNY,Cluny,TAS1,TasNetworks,way/175964354,Cluny Substation,-42.5059466,146.6796139,name_match,medium
REECE,Reece,TAS1,TasNetworks,way/557523534,Reece Substation,-41.7238022,145.1363122,name_match,medium
RAILTON,Railton,TAS1,TasNetworks,way/89484976,Railton Substation,-41.3340477,146.4234222,name_match,medium
QNSTOWN,Queenstown,TAS1,TasNetworks,way/558447274,Queenstown Substation,-42.0660807,145.5601211,name_match,medium
QUE,Que,TAS1,TasNetworks,way/234083162,Que Substation,-41.5991388,145.6918023,name_match,medium
PT_LATTA,Port Latta,TAS1,TasNetworks,,,,,unmatched,
POATINA,Poatina,TAS1,TasNetworks,,,,,unmatched,
COMALCO,Comalco,TAS1,TasNetworks,way/545202641,Comalco Substation,-41.1240718,146.8723193,name_match,medium
ARTHURS,Arthurs Lake,TAS1,TasNetworks,way/547042787,Arthurs Lake Substation,-41.9881032,146.8621189,name_match,medium
AVOCA,Avoca,TAS1,TasNetworks,way/88205425,Avoca Substation,-41.785167,147.7276178,name_match,medium
DERWENT,Derwent Bridge,TAS1,TasNetworks,way/548168948,Derwent Bridge Substation,-42.1410954,146.2248584,name_match,medium
BELL_BAY,Bell Bay,TAS1,TasNetworks,,,,,unmatched,
BOYER,Boyer,TAS1,TasNetworks,way/175927476,Boyer Substation,-42.7793959,147.101331,name_match,medium
B_WATER,Bridgewater,TAS1,TasNetworks,way/168403935,Bridgewater Substation,-42.7313444,147.2314165,name_match,medium
CLUNY_T,Cluny,TAS1,TasNetworks,way/175964354,Cluny Substation,-42.5059466,146.6796139,name_match,medium
CHAPEL,Chapel Street,TAS1,TasNetworks,way/23298443,Chapel Street Substation,-42.8431445,147.2548721,name_match,medium
CETHANA,Cethana,TAS1,TasNetworks,way/552021429,Cethana Substation,-41.4786853,146.1350039,name_match,medium
CATAGNYA,Catagunya,TAS1,TasNetworks,,,,,unmatched,
BASTYAN,Bastyan,TAS1,TasNetworks,,,,,unmatched,
BUTLERS,Butlers Gorge Tee,TAS1,TasNetworks,,,,,unmatched,
WRH_WEST,Waratah West ,NSW1,Transgrid,,,,,unmatched,
SLEAFD,Sleaford,SA1,ElectraNet,way/598531273,Sleaford,-34.8504582,135.5942928,name_match,medium
SSCMA,Coomera 110kV,QLD1,Powerlink,,,,,unmatched,
WARRAGAM,Warragamba Power Station ,NSW1,Transgrid,,,,,unmatched,
BURNIE,Burnie,TAS1,TasNetworks,way/167791635,Burnie Substation,-41.0766396,145.8912016,name_match,medium
T129_EDM,T129 Edmonton,QLD1,Powerlink,,,,,unmatched,
CBTS,Cranbourne 220kV,VIC1,AusNet,way/48955336,Cranbourne Terminal Station,-38.0848339,145.2653277,name_match,medium
SST29,Postmans Ridge (SST29) 110kV,QLD1,Powerlink,way/308160585,Postmans Ridge Substation,-27.5332664,152.0663346,name_match,medium
WATT_P,Wattle Point Windfarm,SA1,ElectraNet,,,,,unmatched,
SOMERSBY,Somersby 132kV,NSW1,Transgrid,way/284934380,Somersby ZS,-33.414335,151.2927931,name_match,medium
MT_MIL,Mt Millar 132kV,SA1,ElectraNet,,,,,unmatched,
T157_IS,Ingham South 132kV,QLD1,Powerlink,way/196680356,Ingham South,-18.6655679,146.1564735,name_match,medium
T162_BND,Bundamba (T162) 110kV,QLD1,Powerlink,way/176443359,Bundamba Substation,-27.594077,152.8182501,name_match,medium
BLGT,George Town Converter Station,TAS1,TasNetworks,,,,,unmatched,
BERESFLD,Beresfield 132kV eA,NSW1,Transgrid,,,,,unmatched,
MAMRE,Mamre 132kV IE,NSW1,Transgrid,,,,,unmatched,
BLLC,Basslink Loy Yang,VIC1,AusNet,,,,,unmatched,
BRAE_PS,Braemar Power Station (H47),QLD1,Powerlink,way/170842253,Braemar Substation,-27.1147927,150.9001585,name_match,medium
KOGAN_PS,H53 Kogan Creek PS Switchyard,QLD1,Powerlink,,,,,unmatched,
S3_GNBNK,Greenbank (S003),QLD1,Powerlink,relation/19816725,Greenbank Substation,-27.7322897,152.956311,name_match,medium
CHARMHVN,Charmhaven 132kV,NSW1,Transgrid,way/377141169,Charmhaven ZS,-33.2446917,151.4920582,name_match,medium
MITCHELL,Mitchell 132kV,NSW1,Transgrid,,,,,unmatched,
T142_TEN,Tennyson (T142) 110kV,QLD1,Powerlink,way/30471365,Tennyson substation,-27.5262401,153.0077655,name_match,medium
DUNOON,Dunoon 132kV,NSW1,Essential E,way/306952781,Dunoon ZS,-28.6921194,153.3130983,name_match,medium
T160_SMR,Sumner (T160) 110kV,QLD1,Powerlink,way/303417152,Sumner Substation,-27.5574488,152.9450756,name_match,medium
BALLINA,Ballina 66/11kV,NSW1,Essential E,way/189960843,Ballina ZS,-28.8609764,153.5522532,name_match,medium
EWINGSDL,Ewingsdale 66/11kV,NSW1,Essential E,way/695761053,Ewingsdale ZS,-28.6372398,153.5541953,name_match,medium
H38_GDNA,Goodna (H38),QLD1,Powerlink,way/46305863,Goodna Substation,-27.6209954,152.8779204,name_match,medium
T161_ALG,Algester (T161),QLD1,Powerlink,way/46146107,Algester Substation,-27.5988462,153.0313913,name_match,medium
TUNKIL,Tungkillo,SA1,ElectraNet,way/224209320,Tungkillo,-34.8777239,139.0594851,name_match,medium
WST_GSFD,West Gosford 132kV,NSW1,Transgrid,way/165712062,West Gosford ZS,-33.4209883,151.3316152,name_match,medium
T74_GNTH,Gladstone North (T074),QLD1,Powerlink,,,,,unmatched,
LENNOX_H,Lennox Head 66/11kV,NSW1,Essential E,way/698697574,Lennox Head ZS,-28.7815562,153.5522246,name_match,medium
STUDLAND,Studland Bay Wind Farm,TAS1,TasNetworks,way/194582508,Studland Bay Wind Farm Substation,-40.7866058,144.7385361,name_match,medium
ALSTONVL,Alstonville 66/11kV,NSW1,Essential E,way/344262335,Alstonville ZS,-28.8642922,153.4332688,name_match,medium
GLEN_INN,Glen Innes 132kV,NSW1,Transgrid,way/364412878,Glen Innes zone substation,-29.7333227,151.7124166,name_match,medium
CAMPBELL,Campbell St,NSW1,Transgrid,,,,,unmatched,
GREEN_SQ,Green Square,NSW1,Transgrid,way/476441261,Green Square Substation,-33.9125306,151.1946262,name_match,medium
ROTHBURY,Rothbury 132kV Substation,NSW1,Transgrid,way/67959727,Rothbury ZS,-32.7121224,151.327704,name_match,medium
MLINK_B,Berri C/S,SA1,ElectraNet,,,,,unmatched,
SSGBS,Gatton (SSGBS) 110kV,QLD1,Powerlink,,,,,unmatched,
T177_KCK,King Creek (T177) 132kV,QLD1,Powerlink,way/298020591,King Creek,-20.3652552,147.4728639,name_match,medium
S_TOWN,Snowtown,SA1,ElectraNet,way/600259239,Snowtown,-33.7137242,138.1403002,name_match,medium
URANQNTY,Uranquinty 132kV,NSW1,Transgrid,way/588873006,Uranquinty ZS,-35.2020298,147.2446056,name_match,medium
H63_TBAR,H63 Teebar Creek,QLD1,Powerlink,,,,,unmatched,
T173_ARM,Aramara,QLD1,Powerlink,way/171735144,Aramara Substation,-25.5108373,152.3489741,name_match,medium
MOKOTA,Mokota,SA1,ElectraNet,way/600951291,Mokota,-33.556993,138.8483523,name_match,medium
PROM_H,Prominent Hill,SA1,ElectraNet,way/598423462,Prominent Hill,-29.7315212,135.5594289,name_match,medium
CLEM_G,Clements Gap Wind Fram,SA1,ElectraNet,,,,,unmatched,
REDHIL,Redhill,SA1,ElectraNet,,,,,unmatched,
TAMAR_PS,Tamar Valley PS,TAS1,TasNetworks,,,,,unmatched,
T171_ELR,El Arish 132KV,QLD1,Powerlink,way/173224184,El Arish Transmission Substation,-17.8098644,146.025581,name_match,medium
H71_DDPS,Darling Downs PS 275KV,QLD1,Powerlink,,,,,unmatched,
COLONGRA,Colongra Power Station,NSW1,Transgrid,,,,,unmatched,
H48_B2PS,Braemar Power Station 2 (H48),QLD1,Powerlink,way/170842253,Braemar Substation,-27.1147927,150.9001585,name_match,medium
TALAWARA,Tallawarra,NSW1,Endeavour E,way/255775145,Tallawarra Power Station,-34.5221889,150.807218,name_match,medium
SPRNGHLL,Spring Hill,NSW1,Endeavour E,way/142733661,Spring Hill Transmission Station,-34.4590577,150.8604557,name_match,medium
MT_PIPER,Mount Piper 500kV,NSW1,Transgrid,way/174239045,Mount Piper 132 Transmission Station,-33.3512555,150.0225234,name_match,medium
BANNABY,Bannaby 500kV,NSW1,Transgrid,way/168227360,Bannaby 330kV Substation,-34.4470448,150.0524311,name_match,medium
T116_TRN,Torrington (T116),QLD1,Powerlink,,,,,unmatched,
CAPITAL,Capital Wind Farm 330kV,NSW1,Transgrid,,,,,unmatched,
BOAMBEE,Boambee South 132kV,NSW1,Transgrid,way/205012118,Boambee South ZS,-30.3451718,153.0673324,name_match,medium
MACARTHR,Macarthur 330kV,NSW1,Transgrid,way/49831064,Macarthur Bulk Supply Substation,-34.0853568,150.7661526,name_match,medium
RALEIGH,Raleigh 132kV,NSW1,Transgrid,way/205012114,Raleigh ZS,-30.4624748,153.0012056,name_match,medium
WAGGANTH,Wagga North 132kV,NSW1,Transgrid,,,,,unmatched,
WOLLAR,Wollar 500kV,NSW1,Transgrid,way/169302216,Wollar Substation,-32.4116268,149.9530617,name_match,medium
MACKSVIL,Macksville 132kV,NSW1,Transgrid,way/574206212,Macksville ZS,-30.7217752,152.9095615,name_match,medium
T193_CLS,Clare South 132kV,QLD1,Powerlink,way/171845369,Clare South,-19.83836,147.2126162,name_match,medium
L_BONY,Lake Bonney Wind Farm,SA1,ElectraNet,,,,,unmatched,
H62_ABMN,Abermain(H62),QLD1,Powerlink,way/173223683,Abermain Substation,-27.5778299,152.7712356,name_match,medium
T94_TVE,Townsville East 132kV,QLD1,Powerlink,way/549146600,Townsville East,-19.261721,146.833726,name_match,medium
EAST_LIS,East Lismore 66/11kV,NSW1,Essential E,,,,,unmatched,
LISM_SS,Lismore 66kV,NSW1,Essential E,way/171581252,Lismore 132/66kV,-28.8190345,153.243448,name_match,medium
STH_LISM,South Lismore 66kV,NSW1,Essential E,,,,,unmatched,
H58_LARC,Larcom Creek (H58),QLD1,Powerlink,way/759433641,Larcom Creek Transmission Substation,-23.8228615,151.0698565,name_match,medium
H56_YBLS,Yabulu South (H56),QLD1,Powerlink,way/171980651,Yabulu South Substation,-19.2511309,146.5745301,name_match,medium
T200CMPS,Condamine Power Station (T200),QLD1,Powerlink,,,,,unmatched,
T194_CLB,Columboola 132kV (T194),QLD1,Powerlink,way/171582472,Columboola,-26.6488955,150.2797059,name_match,medium
T189_OKY,Oakey 110kV (T189),QLD1,Powerlink,way/171575467,Oakey Substation,-27.4293042,151.7071471,name_match,medium
BELALI,Belalie,SA1,ElectraNet,way/505288448,Belalie,-33.3092152,138.7283939,name_match,medium
NO_B_H,North Brown Hill Wind Farm,SA1,ElectraNet,,,,,unmatched,
WATE_E,Waterloo East,SA1,ElectraNet,way/659832877,Waterloo East,-33.989837,138.8766079,name_match,medium
WAT_WF,Waterloo Wind Farm,SA1,ElectraNet,way/598324358,Waterloo Wind Farm Substation,-34.0012834,138.9108524,name_match,medium
S5_WESTD,S5 Western Downs,QLD1,Powerlink,,,,,unmatched,
SSWRD,Wellington Rd 110kV,QLD1,Powerlink,,,,,unmatched,
H72_BKST,Blackstone (H72),QLD1,Powerlink,way/246978103,Blackstone Substation,-27.648635,152.8121225,name_match,medium
GOULBURN,Goulburn 132kV,NSW1,Essential E,way/149985564,Goulburn 132,-34.769504,149.7311365,name_match,medium
CULLERIN,Cullerin Range 132kV,NSW1,Transgrid,,,,,unmatched,
H75_KUMP,Kumarilla Park (H75),QLD1,Powerlink,,,,,unmatched,
CLAR_N,Clare North,SA1,ElectraNet,way/600725898,Clare North,-33.8234118,138.6266663,name_match,medium
H73_RAGL,Raglan (H73),QLD1,Powerlink,way/171483749,Raglan Substation,-23.750902,150.8378273,name_match,medium
T199_YAR,Yarwun (T199),QLD1,Powerlink,,,,,unmatched,
KURRI,Kurri 132kV eA,NSW1,Transgrid,,,,,unmatched,
KURRI_ZS,Kurri 132/11kV,NSW1,Transgrid,relation/6116676,Kurri Transmission Substation,-32.8059358,151.5002184,name_match,medium
WAYATINA,Wayatinah Tee,TAS1,TasNetworks,,,,,unmatched,
MOPS,Mortlake Power Station,VIC1,AusNet,,,,,unmatched,
TEMP_W,Templers West,SA1,ElectraNet,way/598317777,Templers West,-34.4616673,138.7681213,name_match,medium
MORNGTON,Mornington,TAS1,TasNetworks,way/258723245,Mornington Substation,-42.860636,147.4067413,name_match,medium
CITY_W,City West,SA1,ElectraNet,way/353168338,City West,-34.9393078,138.5798339,name_match,medium
BACK_C,Back Callington,SA1,ElectraNet,way/602151953,Back Callington,-35.0995338,138.9989841,name_match,medium
WILLMSDL,Williamsdale 330kV,NSW1,Transgrid,,,,,unmatched,
CRONULLA,Cronulla 132kV,NSW1,Transgrid,way/87498050,Cronulla Zone Substation,-34.051204,151.1471598,name_match,medium
KURNELL,Kurnell 132kV,NSW1,Transgrid,,,,,unmatched,
GUNNING,Gunning Wind Farm,NSW1,Essential E,way/637324498,Gunning Wind Farm,-34.6958746,149.3831361,name_match,medium
WETS,Wemen 220kV,VIC1,AusNet,,,,,unmatched,
ACTBRU,ActewAGL Bruce 132kV,NSW1,Transgrid,,,,,unmatched,
ACTCIV,ActewAGL Civic 132kV,NSW1,Transgrid,,,,,unmatched,
ACTBEL,ActewAGL Belconnen 132kV,NSW1,Transgrid,,,,,unmatched,
ACTTHEO,ActewAGL Theodore 132kV,NSW1,Transgrid,,,,,unmatched,
ACTWANN,ActewAGL Wanniassa 132kV,NSW1,Transgrid,,,,,unmatched,
ACTWOD,ActewAGL Woden 132kV,NSW1,Transgrid,,,,,unmatched,
ACTLAT,ActewAGL Latham 132kV,NSW1,Transgrid,,,,,unmatched,
ACTGIL,ActewAGL Gilmore 132kV,NSW1,Transgrid,,,,,unmatched,
ACTGCK,ActewAGL Gold Creek 132kV,NSW1,Transgrid,,,,,unmatched,
ACTCE,ActewAGL City East 132kV,NSW1,Transgrid,,,,,unmatched,
ACTCAU,ActewAGL Causeway 132kV,NSW1,Transgrid,,,,,unmatched,
NRCS,NRCS,VIC1,AusNet,,,,,unmatched,
SRCS,SRCS,VIC1,AusNet,,,,,unmatched,
WDP,WPD,VIC1,AusNet,,,,,unmatched,
INVERELL,Inverell 132kV,NSW1,Transgrid,,,,,unmatched,
T188_DND,Daandine 110kV,QLD1,Powerlink,,,,,unmatched,
BFIELD_W,Beaconsfield 330kV,NSW1,Transgrid,,,,,unmatched,
TRTS,Tarrone 500kV,VIC1,AusNet,way/312550977,Tarrone Terminal Station,-38.1790066,142.1807806,name_match,medium
WHYA_C,Whyalla Central,SA1,ElectraNet,,,,,unmatched,
MACQPARK,Macquarie Park 132kV,NSW1,Transgrid,way/474805154,Macquarie Park Zone Substation,-33.7865939,151.1328382,name_match,medium
CAMELLIA,Camellia 132kV,NSW1,Transgrid,way/480637091,Camellia Transmission Substation,-33.8261256,151.0304844,name_match,medium
GLDFORD,Guildford 132kV,NSW1,Transgrid,way/45477753,Guildford Transmission Substation,-33.8505452,150.9571944,name_match,medium
WETH_PRK,Wetherill Park 132kV,NSW1,Transgrid,way/480637101,Wetherill Park Transmission Station,-33.8420043,150.9115989,name_match,medium
WWTH_PRK,West Wetherill Park 132kV,NSW1,Transgrid,way/45423647,West Wetherill Park Zone Substation,-33.8422312,150.8812921,name_match,medium
H76_WAND,Wandoan South (H76),QLD1,Powerlink,way/550221344,Wandoan South,-26.2685342,149.7689218,name_match,medium
T220_COL,Collinsville North,QLD1,Powerlink,way/549546891,Collinsville North,-20.5427755,147.8054949,name_match,medium
SSCOR,Cooran,QLD1,Powerlink,way/1169539674,Cooran,-26.3450434,152.8641265,name_match,medium
ACTELK,Eastlakes 132kV,NSW1,Transgrid,,,,,unmatched,
T166_GCK,Granite Creek 132kV,QLD1,Powerlink,way/1081927956,Granite Creek ZS,-24.462777,151.680853,name_match,medium
T120_KOR,Korenan 132kV,QLD1,Powerlink,,,,,unmatched,
T100_RCK,Rocklands 132kV,QLD1,Powerlink,,,,,unmatched,
T61_PAND,Pandoin 132kV,QLD1,Powerlink,way/545954664,Pandoin Substation,-23.2652665,150.4710297,name_match,medium
T221_WTG,Wotonga (T221),QLD1,Powerlink,way/610270945,Wotonga,-21.9372635,148.0961698,name_match,medium
T217_CBC,Condabri Central (T217),QLD1,Powerlink,way/458412248,Condabri Central,-26.8010262,150.2029692,name_match,medium
T65_ALCK,Alligator Creek 132kV,QLD1,Powerlink,way/219209922,Alligator Creek Substation,-21.3242571,149.1916424,name_match,medium
T93_CNTH,Cairns North 132kv,QLD1,Powerlink,way/578366374,Cairns North,-16.9138075,145.7503152,name_match,medium
T123_MUN,Mungar 132kV,QLD1,Powerlink,way/625723497,Mungar,-25.5987937,152.5939641,name_match,medium
SSBBS,Belmont Bulk Supply 110kV,QLD1,Powerlink,relation/19826324,Belmont Substation,-27.5372455,153.1148255,name_match,medium
H3_BELMT,Belmont 275kV,QLD1,Powerlink,relation/19826324,Belmont Substation,-27.5372455,153.1148255,name_match,medium
T176_LCK,Louisa Creek,QLD1,Powerlink,way/211083027,Louisa Creek,-21.2961871,149.2692527,name_match,medium
T192_QMP,Mackay Ports,QLD1,Powerlink,way/549537880,Mackay Ports Substation,-21.3025008,149.2764355,name_match,medium
T182_QLS,Queensland Alumina South,QLD1,Powerlink,,,,,unmatched,
St.T158_YAL,Yalkula,QLD1,Powerlink,way/191779550,Yalkula,-16.6939879,145.3425371,name_match,medium
T163_RLS,Rollston 132kV,QLD1,Powerlink,,,,,unmatched,
T219_WCK,Woleebee Creek,QLD1,Powerlink,,,,,unmatched,
SSGFN,Griffin 110kV,QLD1,Powerlink,way/374644110,Griffin Substation,-27.2730483,153.0206134,name_match,medium
HAL_WF,HALLET WINDFARM,SA1,AEMO,,,,,unmatched,
STS_WF,Snowtown South 275kV,SA1,ElectraNet,,,,,unmatched,
SNW_NTH,Snowtown Nth,SA1,AEMO,,,,,unmatched,
SNW_STH,Snowtown Sth,SA1,AEMO,,,,,unmatched,
BEGA,Bega,NSW1,Essential E,way/643258483,Bega 132,-36.7158371,149.8412171,name_match,medium
STEEPLE,Steeple Flat,NSW1,Essential E,,,,,unmatched,
BOCOROCK,Boco Rock Wind Farm,NSW1,Essential E,way/613804831,Boco Rock Wind Farm Substation,-36.5763095,149.1268136,name_match,medium
MWF,MACARTHUR WF,VIC1,AEMO,,,,,unmatched,
TARALGA,Taralga WF,NSW1,Essential E,,,,,unmatched,
NYNGN132,Nyngan 132kV,NSW1,Essential E,,,,,unmatched,
H82_BLYD,Blythdale,QLD1,Powerlink,way/551075207,Blythdale,-26.4695331,149.027536,name_match,medium
ARTS,Ararat,VIC1,AusNet,,,,,unmatched,
AT.ARWF,Ararat Wind Farm,VIC1,TOA,way/568866200,Ararat Wind Farm Substation,-37.2387207,143.0792219,name_match,medium
HRN_WF,Hornsdale WF,SA1,ElectraNet,,,,,unmatched,
SUNRY_SF,Sunraysia SF,NSW1,Transgrid,,,,,unmatched,
YENDON,Yendon Windfarm,VIC1,TOA,,,,,unmatched,
T159_LKL,Lakeland,QLD1,Powerlink,way/192353822,Lakeland,-15.872377,144.8618247,name_match,medium
HGTS,Haunted Gully TS 500kV,VIC1,AusNet,way/1247967428,Haunted Gully Substation,-38.0072738,143.3141676,name_match,medium
BARK_I,Barker Inlet PS,SA1,ElectraNet,,,,,unmatched,
KIAMALSF,Kiamal SF,VIC1,Transgrid,,,,,unmatched,
PIEMAN,Pieman,TAS1,TasNetworks,,,,,unmatched,
SSYTA,Yatala,QLD1,Powerlink,,,,,unmatched,
T236_MML,Memooloo,QLD1,Powerlink,way/610807811,Memooloo,-24.134588,148.6787873,name_match,medium
