SUBSTATIONID,substation_name,region,owner,osm_id,osm_name,lat,lon,method,confidence
SSBBH,Broadbeach,QLD1,Powerlink,way/460151996,Broadbeach substation,-28.0259057,153.4298652,name_match,medium
T150_ASH,Alan Sheriff  132kV,QLD1,Powerlink,,,,,unmatched,
SSAST,Ann Street City 110kV,QLD1,Powerlink,,,,,unmatched,
T30_ASHW,Ashgrove West 110kV,QLD1,Powerlink,way/22368872,Ashgrove West Substation,-27.4509936,152.9722406,name_match,medium
SSQR42,Bald Hills 110kV,QLD1,Powerlink,way/1056365301,Bald Hills substation,-27.3285653,153.0153816,name_match,medium
T31_BRAL,Baralaba 132kV,QLD1,Powerlink,way/205297490,Baralaba,-24.190808,149.8741859,name_match,medium
T72_BARC,Barcaldine 132kV,QLD1,Powerlink,way/164418528,Barcaldine,-23.5514111,145.3123405,name_match,medium
BCDE_PS,Barcaldine Ps,QLD1,Powerlink,,,,,unmatched,
T54_BG_H,Barron Gorge Ps 132kV,QLD1,Powerlink,,,,,unmatched,
H20_BSND,Broadsound 275kV,QLD1,Powerlink,way/121646942,Broadsound Substation,-22.8207415,149.4040362,name_match,medium
T108_BNL,Beenleigh 110kV,QLD1,Powerlink,way/142359087,Beenleigh Substation,-27.7246863,153.208178,name_match,medium
T26_BILO,Biloela 132kV,QLD1,Powerlink,way/171573029,Biloela,-24.4015401,150.5079003,name_match,medium
T32_BWTR,Blackwater 132kV,QLD1,Powerlink,way/94905412,Blackwater Transmission Substation,-23.5875239,148.826004,name_match,medium
H10_BCMB,Bouldercombe 275kV,QLD1,Powerlink,way/171486427,Bouldercombe Substation,-23.5370551,150.4871373,name_match,medium
H8_BOYNE,Boyne Island 275kV,QLD1,Powerlink,,,,,unmatched,
R2_BRAE,Braemar 330kV/275kv,QLD1,Powerlink,way/170842253,Braemar Substation,-27.1147927,150.9001585,name_match,medium
SSBRD,Brendale 110kV,QLD1,Powerlink,way/328300146,Brendale Zone Substation,-27.3258347,152.9710238,name_match,medium
SSBWH,Beerwah,QLD1,Powerlink,,,,,unmatched,
COLL_PS,Collinsville Ps 132kV,QLD1,Powerlink,,,,,unmatched,
T70_CORY,Cooroy 132kV,QLD1,Powerlink,,,,,unmatched,
T107_COP,Coppabella 132kV,QLD1,Powerlink,way/178240025,Coppabella,-21.9131228,148.352862,name_match,medium
T36_INVA,Invicta Mill 132kV,QLD1,Powerlink,way/610270962,Invicta Mill Substation,-19.5173335,147.1074183,name_match,medium
T131_ISI,Isis 132kV,QLD1,Powerlink,way/173551375,Isis Zone substation,-25.2552171,152.3668531,name_match,medium
T53_KAM,Kamerunga 132kV,QLD1,Powerlink,way/194550809,Kamerunga Substation,-16.8661107,145.6875419,name_match,medium
KAR_H_PS,Kareeya Ps 132kV,QLD1,Powerlink,,,,,unmatched,
T67_KMIS,Kemmis 132kV,QLD1,Powerlink,way/205012488,Kemmis Substation,-21.5735092,148.3844324,name_match,medium
T77_KIDS,Kidston 132kV,QLD1,Powerlink,way/218593824,Kidston,-18.8745611,144.1431409,name_match,medium
T12_KILK,Kilkivan 132kV,QLD1,Powerlink,,,,,unmatched,
KINGAROY,Kingaroy 66kV,QLD1,Powerlink,way/253930085,Kingaroy,-26.5402765,151.8565423,name_match,medium
H15_LILY,Lilyvale 275kV,QLD1,Powerlink,way/171843734,Lilyvale Substation,-23.1294306,148.4282265,name_match,medium
T50_INFL,Innisfail 132kV,QLD1,Powerlink,way/173224446,Innisfail Transmission Substation,-17.5351432,145.9732235,name_match,medium
T78_LOCK,Lockrose 110kV,QLD1,Powerlink,way/66035178,Lockrose Substation,-27.4994001,152.4526414,name_match,medium
SSLBS,Lytton 110kV,QLD1,Powerlink,way/44418993,Lytton Bulk Supply Substation,-27.4343023,153.1425913,name_match,medium
T38_MKAY,Mackay 132kV,QLD1,Powerlink,way/373381185,Mackay,-21.1451591,149.1588231,name_match,medium
SSMST,Makerston St. 110kV,QLD1,Powerlink,,,,,unmatched,
T59_MRBO,Maryborough 132kV,QLD1,Powerlink,way/173139255,Maryborough Substation,-25.4983217,152.6672943,name_match,medium
SSMLS,Mclachlan Street City,QLD1,Powerlink,,,,,unmatched,
SSMDH,Meeandah 110kV,QLD1,Powerlink,way/349728935,Meeandah substation,-27.4305831,153.1123071,name_match,medium
H14_MRDG,Middle Ridge 275kV,QLD1,Powerlink,way/172878761,Middle Ridge Substation,-27.6224674,151.9451984,name_match,medium
T95_MILL,Millchester 132kV,QLD1,Powerlink,way/469438778,Millchester,-20.1013641,146.2804796,name_match,medium
H22_LOGN,Loganlea 275kV,QLD1,Powerlink,way/46099414,Loganlea Substation,-27.6641723,153.131428,name_match,medium
T47_INGM,Ingham 132kV,QLD1,Powerlink,way/798877591,Ingham,-18.6649342,146.1561289,name_match,medium
T40_IFLT,Image Flat 132kV,QLD1,Powerlink,,,,,unmatched,
SSIBS,Ibis 110kV,QLD1,Powerlink,,,,,unmatched,
CRAIGLIE,Craiglie 132kV,QLD1,Powerlink,way/192518673,Craiglie Substation,-16.5308634,145.4578922,name_match,medium
T2_DALBY,Dalby 110kV,QLD1,Powerlink,way/458636832,Dalby Substation,-27.2142923,151.3097823,name_match,medium
T92_DNGL,Dan Gleeson 132kV,QLD1,Powerlink,way/171189095,Dan Gleeson,-19.3204779,146.7181084,name_match,medium
T98_DNGO,Dingo 132kV,QLD1,Powerlink,way/309152531,Dingo,-23.6596918,149.4093191,name_match,medium
SSDBS,Doboy 110kV,QLD1,Powerlink,way/26231071,Doboy Zone Substation,-27.4474561,153.1108282,name_match,medium
T35_DYST,Dysart 132kV,QLD1,Powerlink,way/288176202,Dysart,-22.5473683,148.4061777,name_match,medium
T127_EGN,Egans Hill 132kV,QLD1,Powerlink,way/545952624,Egans Hill Substation,-23.4442667,150.5072162,name_match,medium
T46_GARB,Garbutt 132kV,QLD1,Powerlink,way/508992535,Garbutt Substation,-19.2690699,146.7779423,name_match,medium
H6_GNGN,Gin Gin 275kV,QLD1,Powerlink,way/171728751,Gin Gin Substation,-24.9012594,151.8194056,name_match,medium
T5_GLAD,Gladstone 132kV,QLD1,Powerlink,way/54674751,Gladstone Substation,-23.849933,151.2164708,name_match,medium
H7_GLAD,Gladstone 275kV,QLD1,Powerlink,way/54674751,Gladstone Substation,-23.849933,151.2164708,name_match,medium
GLAD_PS,Gladstone Ps 275kV,QLD1,Powerlink,,,,,unmatched,
T19_GSTH,Gladstone South 132kV,QLD1,Powerlink,way/69034090,Gladstone South Substation,-23.8863184,151.2737452,name_match,medium
T99_GRNT,Grantleigh 132kV,QLD1,Powerlink,,,,,unmatched,
T97_GREG,Gregory 132kV,QLD1,Powerlink,way/310058226,Gregory Substation,-23.1380049,148.4254171,name_match,medium
T8_GYMP,Gympie 132kV,QLD1,Powerlink,way/171852863,Gympie,-26.1962272,152.681909,name_match,medium
H23_UKED,H23 Upper Kedron 110kV,QLD1,Powerlink,,,,,unmatched,
H36_BLKW,Blackwall 275kV,QLD1,Powerlink,way/170832455,Blackwall Substation,-27.5413656,152.7859721,name_match,medium
H51_SBKE,H51 Swanbank E,QLD1,Powerlink,,,,,unmatched,
SSHIL,Hays Inlet 110kV,QLD1,Powerlink,way/46056595,Hays Inlet substation,-27.2202487,153.0479224,name_match,medium
T136_ABM,Abermain 110kV,QLD1,Powerlink,way/173223683,Abermain Substation,-27.5778299,152.7712356,name_match,medium
SSMLT,Milton 110kV,QLD1,Powerlink,,,,,unmatched,
SSMLB,Moolloolaba 132kV,QLD1,Powerlink,,,,,unmatched,
H29_STAN,Stanwell 275kV,QLD1,Powerlink,way/171484159,Stanwell,-23.5157161,150.3200188,name_match,medium
T39_PROS,Proserpine 132kV,QLD1,Powerlink,way/171979185,Proserpine,-20.3884806,148.539876,name_match,medium
T141_PVA,Pioneer Valley 132kV,QLD1,Powerlink,way/171846476,Pioneer Valley Substation,-21.1596153,149.0141862,name_match,medium
T110_PKD,Peak Downs 132kV,QLD1,Powerlink,way/280695700,Peak Downs,-22.2320182,148.2080585,name_match,medium
H9_PLMWD,Palmwoods 275kV,QLD1,Powerlink,way/170840487,Palmwoods Substation,-26.7068685,152.9368942,name_match,medium
T105_OON,Oonooie 132kV,QLD1,Powerlink,,,,,unmatched,
OAKEY_PS,Oakey Power Station,QLD1,Powerlink,way/171575467,Oakey Substation,-27.4293042,151.7071471,name_match,medium
SSNGE,Nudgee 110kV,QLD1,Powerlink,relation/16070112,Nudgee Substation,-27.3898585,153.0830757,name_match,medium
T111_NOR,Norwich Park 132kV,QLD1,Powerlink,way/610270930,Norwich Park,-22.7055846,148.4414305,name_match,medium
T137_NGY,North Goonyalla Mine 132kV,QLD1,Powerlink,,,,,unmatched,
SSNSD,Newstead   110kV,QLD1,Powerlink,way/220816141,Newstead substation,-27.4507859,153.0476271,name_match,medium
H1_SBK_B,Swanbank B 275kV,QLD1,Powerlink,,,,,unmatched,
SBK_B_PS,Swanbank B PS,QLD1,Powerlink,,,,,unmatched,
SBK_C_PS,Swanbank C 275kV,QLD1,Powerlink,,,,,unmatched,
SBK_D_PS,Swanbank D Ps,QLD1,Powerlink,,,,,unmatched,
SBK_E_PS,Swanbank E Ps,QLD1,Powerlink,,,,,unmatched,
T69_NLDS,Newlands 132kV,QLD1,Powerlink,way/178065775,Newlands,-21.2882254,147.9421673,name_match,medium
T146_OAK,T146_oakey,QLD1,Powerlink,,,,,unmatched,
T147_TAN,Tangkam 110kV,QLD1,Powerlink,way/171575468,Tangkam Substation,-27.4795576,151.6696154,name_match,medium
H18_TRNG,Tarong 275kV,QLD1,Powerlink,,,,,unmatched,
T21_QAL,Qal  (qld. Aluminium) 132kV,QLD1,Powerlink,,,,,unmatched,
TRNGN_PS,Tarong North  Ps,QLD1,Powerlink,,,,,unmatched,
T153_QAW,Queensland Alumina West,QLD1,Powerlink,,,,,unmatched,
T80_REDB,Redbank Plains 110kV,QLD1,Powerlink,relation/19825243,Redbank Plains 110kV Transmission Substation,-27.6405573,152.8518312,name_match,medium
T104_STN,Stanwell Ps Aux,QLD1,Powerlink,,,,,unmatched,
STAN_PS,Stanwell Ps,QLD1,Powerlink,,,,,unmatched,
T4_SBK_A,Swanbank A 110kV,QLD1,Powerlink,,,,,unmatched,
T60_STAN,Stanthorpe 110kV,QLD1,Powerlink,way/1058068739,Stanthorpe,-28.6454651,151.9169589,name_match,medium
SSSFD,Stafford 110kV,QLD1,Powerlink,way/46336726,Stafford Zone Substation,-27.3991557,153.0093321,name_match,medium
SSRVW,Ssrvw,QLD1,Powerlink,,,,,unmatched,
SSSPO,Southport,QLD1,Powerlink,,,,,unmatched,
T43_STWB,South Toowoomba 110kV,QLD1,Powerlink,way/173094501,South Toowoomba,-27.5848168,151.943085,name_match,medium
H2_SPINE,South Pine 275kV,QLD1,Powerlink,relation/19988398,South Pine Substation,-27.3238563,152.9702805,name_match,medium
T24_RUNC,Runcorn 110kV,QLD1,Powerlink,way/26161587,Runcorn Substation,-27.5830419,153.070134,name_match,medium
H13_ROSS,Ross 275kV,QLD1,Powerlink,way/171189090,Ross Substation,-19.404248,146.7265214,name_match,medium
ROMA_PS,Roma Power Station,QLD1,Powerlink,way/493486041,Roma,-26.5781549,148.8396284,name_match,medium
T83_ROMA,Roma 132kV,QLD1,Powerlink,way/493486041,Roma,-26.5781549,148.8396284,name_match,medium
SSRPT_PS,Rocky Point,QLD1,Powerlink,,,,,unmatched,
H16_RLEA,Rocklea 275kV,QLD1,Powerlink,way/19388978,Rocklea Substation,-27.5530331,152.9996149,name_match,medium
T23_ROCK,Rockhampton 132kV,QLD1,Powerlink,,,,,unmatched,
SBK_A_PS,Swanbank A PS,QLD1,Powerlink,,,,,unmatched,
T128_RBA,Robina 110kV,QLD1,Powerlink,way/125600603,Robina Substation,-28.0696307,153.376397,name_match,medium
T187_RLD,Richlands 110kV,QLD1,Powerlink,way/303420374,Richlands Substation,-27.5797277,152.9599184,name_match,medium
MILLM_PS,R5 Millmeran Ps,QLD1,Powerlink,,,,,unmatched,
TRNG_PS,Tarong Ps,QLD1,Powerlink,,,,,unmatched,
T174_TRA,Terranora 110kV,QLD1,Powerlink,way/171581686,Terranora Substation,-28.2412067,153.5035292,name_match,medium
T145_TVL,Townsville 132kV,QLD1,Powerlink,way/508992530,Townsville,-19.2000853,146.6193732,name_match,medium
T16_NAMB,Nambour 132kV,QLD1,Powerlink,way/171581834,Nambour substation,-26.6157508,152.9610283,name_match,medium
H11_NEBO,Nebo 275kV,QLD1,Powerlink,way/166113109,Nebo Substation,-21.6310634,148.6832692,name_match,medium
T75_NRNG,Nerang 110kV,QLD1,Powerlink,,,,,unmatched,
H35_STHM,Strathmore 275kV,QLD1,Powerlink,way/171744075,Strathmore Substation,-20.499711,147.77542,name_match,medium
T10_YARR,Yarranlea 110kV,QLD1,Powerlink,way/173095385,Yarranlea,-27.7218949,151.5313885,name_match,medium
H40_WURD,Wurdong 275kV,QLD1,Powerlink,way/171170697,Wurdong Substation,-23.9606462,151.2889239,name_match,medium
H4_MUGBA,Mudgeeraba 275kV,QLD1,Powerlink,way/45020488,Mudgeeraba Substation,-28.0934946,153.3976425,name_match,medium
H12_MT_E,Mt. England 275kV,QLD1,Powerlink,way/153737699,Mt England Substation,-27.3830427,152.647375,name_match,medium
T112_MTM,Mt Mclaren 132kV,QLD1,Powerlink,way/610270937,Mt McLaren,-22.4785621,147.699235,name_match,medium
T27_MRA,Moura 132kV,QLD1,Powerlink,way/119275831,Moura Transmission Substation,-24.5139365,150.0655579,name_match,medium
MT_S_PS,Mount Stuart Ps,QLD1,Powerlink,,,,,unmatched,
SSSPD,Surfers Paradise,QLD1,Powerlink,,,,,unmatched,
WIV_PS,Wivenhoe Ps,QLD1,Powerlink,,,,,unmatched,
SSWED,West End 110kV,QLD1,Powerlink,way/307697165,West End Substation,-27.4756603,153.012726,name_match,medium
T155_WDR,West Darra 110kV,QLD1,Powerlink,way/19388439,West Darra Substation,-27.563513,152.9015248,name_match,medium
T58_WRCK,Warwick 110kV,QLD1,Powerlink,way/186256359,Warwick Zone Substation,-28.1971309,152.0507755,name_match,medium
Virginia,Virginia Control Centre,QLD1,Powerlink,,,,,unmatched,
SSVPK,Victoria Park 110kV,QLD1,Powerlink,way/43945599,Victoria Park substation,-27.4517825,153.0281656,name_match,medium
T55_TURK,Turkinje 132kV,QLD1,Powerlink,relation/19858976,Turkinje Substation,-17.0629188,145.4351908,name_match,medium
T48_TLLY,Tully 132kV,QLD1,Powerlink,way/196583888,Tully Substation,-17.9547016,145.9095704,name_match,medium
H5_WLGA,Woolooga 275kV,QLD1,Powerlink,way/170990862,Woolooga Substation,-26.0900036,152.4385618,name_match,medium
TVLLE_PS,Townsville Gt Ps,QLD1,Powerlink,,,,,unmatched,
T56_TV_S,Townsville South 132kV,QLD1,Powerlink,way/172245698,Townsville South Substation,-19.3510819,146.8529737,name_match,medium
T124_TRV,Traveston 132kV,QLD1,Powerlink,way/1169539687,Traveston,-26.3180858,152.7780233,name_match,medium
CLPS,Clover Ps 66kV,VIC1,AusNet,,,,,unmatched,
CLC,Colac 66kV,VIC1,AusNet,way/315418901,Colac Zone Substation,-38.3406568,143.6064119,name_match,medium
DDTS,Dederang 330kV,VIC1,AusNet,way/286063160,Dederang Terminal Station,-36.4544006,146.9918718,name_match,medium
CDN,Camperdown 66kV,VIC1,AusNet,way/497831665,Camperdown Zone Substation,-38.2269355,143.1548349,name_match,medium
ERTS,East Rowville 220kV,VIC1,AusNet,way/239972088,East Rowville Terminal Station,-37.9408975,145.2364401,name_match,medium
DPS,Dartmouth Ps 220kV,VIC1,AusNet,,,,,unmatched,
BTS,Brunswick 220kV,VIC1,AusNet,way/41098451,Brunswick Terminal Station,-37.7729015,144.9844183,name_match,medium
BATS,Ballarat 220kV,VIC1,AusNet,,,,,unmatched,
BRT,Bright 66kV,VIC1,AusNet,way/506189898,Bright Zone Substation,-36.7263945,146.9701057,name_match,medium
BETS,Bendigo 220kV,VIC1,AusNet,way/173103530,Bendigo Terminal Station,-36.7840447,144.2536844,name_match,medium
BAN,Ballarat 66kV,VIC1,AusNet,,,,,unmatched,
BDSS,Bairnsdale Ps,VIC1,AusNet,,,,,unmatched,
ART,Ararat 66kV,VIC1,AusNet,,,,,unmatched,
APS,Anglesea Ps 220kV,VIC1,AusNet,,,,,unmatched,
AC,Altona Chemicals 66kV,VIC1,AusNet,,,,,unmatched,
AL,Altona 66kV,VIC1,AusNet,way/51542858,Altona Terminal Station,-37.8387068,144.7890716,name_match,medium
ATS,Altona 220kV,VIC1,AusNet,way/51542858,Altona Terminal Station,-37.8387068,144.7890716,name_match,medium
FBTS,Fishermans Bend 220kV,VIC1,AusNet,way/384601555,Fishermans Bend Terminal Station,-37.8252699,144.929333,name_match,medium
BLTS,Brooklyn 220kV,VIC1,AusNet,way/235143897,Brooklyn Terminal Station,-37.8258097,144.8602171,name_match,medium
APD,Alcoa/portland 500kV,VIC1,AusNet,,,,,unmatched,
EPS,Eildon Ps 220kV,VIC1,AusNet,,,,,unmatched,
MBTS,Mt Beauty 220kV,VIC1,AusNet,,,,,unmatched,
MPS,Morwell Ps 66kV,VIC1,AusNet,,,,,unmatched,
MWTS,Morwell 220kV,VIC1,AusNet,way/168810465,Morwell Terminal Station,-38.258173,146.4203407,name_match,medium
MLTS,Moorabool 500kV,VIC1,AusNet,way/49455810,Moorabool Terminal Station,-38.0370563,144.2963592,name_match,medium
MKPS,Mckay Creek Ps 220kV,VIC1,AusNet,,,,,unmatched,
MTS,Malvern 220kV,VIC1,AusNet,way/28225387,Malvern Terminal Station,-37.8780731,145.0845307,name_match,medium
LYPS,Loy Yang Ps 500kV,VIC1,AusNet,,,,,unmatched,
LYGS,Loy Yang Gas,VIC1,AusNet,,,,,unmatched,
LYPB,Loy Yang B Ps 500kV,VIC1,AusNet,,,,,unmatched,
LYPA,Loy Yang A Ps 500kV,VIC1,AusNet,,,,,unmatched,
LVN,Laverton North 66kV,VIC1,AusNet,way/244224112,Laverton North Zone Substation,-37.8274974,144.7862714,name_match,medium
KGTS,Kerang 220kV,VIC1,AusNet,way/169793928,Kerang Terminal Station,-35.7716461,143.9338668,name_match,medium
KTS,Keilor 500kV,VIC1,AusNet,way/21239912,Keilor Terminal Station,-37.7381077,144.8457651,name_match,medium
JLA,John Lysaght Aust. 220kV,VIC1,AusNet,,,,,unmatched,
JLGSB,Jeeralang B Ps 220kV,VIC1,AusNet,,,,,unmatched,
JLGSA,Jeeralang A Ps 220kV,VIC1,AusNet,,,,,unmatched,
JLTS,Jeeralang 220kV,VIC1,AusNet,way/146581923,Jeeralang Terminal Station,-38.2767498,146.4246139,name_match,medium
TEE1,Hwps/mwts/mps 220kV Tee,VIC1,AusNet,,,,,unmatched,
HOTS,Horsham 220kV,VIC1,AusNet,way/173571301,Horsham Terminal Station,-36.7223072,142.2472235,name_match,medium
HYTS,Heywood 500kV,VIC1,AusNet,way/169673123,Heywood Terminal Station,-38.1818997,141.6384511,name_match,medium
HTS,Heatherton 220kV,VIC1,AusNet,way/512994266,Heatherton Terminal Station,-37.941394,145.0776994,name_match,medium
HWPS,Hazelwood Ps 220kV,VIC1,AusNet,,,,,unmatched,
HWTS,Hazelwood 500kV,VIC1,AusNet,way/348778201,Hazelwood Switchyard,-38.2737595,146.3929457,name_match,medium
GNTS,Glenrowan 220kV,VIC1,AusNet,way/205163985,Glenrowan Terminal Station,-36.4935335,146.1322967,name_match,medium
MLRC,Murraylink Vic,VIC1,AusNet,,,,,unmatched,
LY,Loy Yang 66kV,VIC1,AusNet,way/146581911,Loy Yang Power Station,-38.256984,146.5744453,name_match,medium
NPSD,Newport D Ps 220kV,VIC1,AusNet,,,,,unmatched,
YPS,Yallourn  Ps 220kV,VIC1,AusNet,,,,,unmatched,
MYT,Myrtleford 66kV,VIC1,AusNet,way/307514888,Myrtleford Zone Substation,-36.5652991,146.7028583,name_match,medium
WIN,Winchelsea 66kV,VIC1,AusNet,way/312889671,Winchelsea Zone Substation,-38.2361461,144.0027849,name_match,medium
WMTS,West Melbourne 220kV,VIC1,AusNet,way/208198646,West Melbourne Terminal Station,-37.8006312,144.93476,name_match,medium
WKPS,West Kiewa Ps 220kV,VIC1,AusNet,,,,,unmatched,
WN,Wangaratta 66kV,VIC1,AusNet,way/507562529,Wangaratta Zone Substation,-36.3645423,146.3143215,name_match,medium
TBTS,Tyabb 220kV,VIC1,AusNet,way/142662542,Tyabb Terminal Station,-38.2684009,145.2018875,name_match,medium
TYA,Toyota 66kV,VIC1,AusNet,,,,,unmatched,
TTS,Thomastown 220kV,VIC1,AusNet,way/23718970,Thomastown Terminal Station,-37.6926522,145.0096965,name_match,medium
TGTS,Terang 220kV,VIC1,AusNet,way/156598151,Terang Terminal Station,-38.2330795,142.9323139,name_match,medium
TSTS,Templestowe 220kV,VIC1,AusNet,way/23718111,Templestowe Terminal Station,-37.7483861,145.1710688,name_match,medium
SYTS,Sydenham 500kV,VIC1,AusNet,way/23647798,Sydenham Terminal Station,-37.6764761,144.7475622,name_match,medium
STL,Stanwell 66kV,VIC1,AusNet,,,,,unmatched,
WOTS,Wodonga 330kV,VIC1,AusNet,way/179898706,Wodonga Terminal Station,-36.1550177,146.9499854,name_match,medium
SMTS,South Morang 500kV,VIC1,AusNet,way/64943050,South Morang Terminal Station,-37.6451066,145.0750777,name_match,medium
SVTS,Springvale 220kV,VIC1,AusNet,way/134534513,Springvale Terminal Station,-37.9281711,145.1460353,name_match,medium
RCTS,Red Cliffs 220kV,VIC1,AusNet,way/483430155,Red Cliffs Terminal Station,-34.2926817,142.2386982,name_match,medium
RTS,Richmond 220kV,VIC1,AusNet,way/30837800,Richmond Terminal Station,-37.8307001,145.0019401,name_match,medium
RWTS,Ringwood 220kV,VIC1,AusNet,way/24577195,Ringwood Terminal Station,-37.8214026,145.215419,name_match,medium
ROTS,Rowville 220kV,VIC1,AusNet,way/570175005,Rowville Terminal Station,-37.9301602,145.2269932,name_match,medium
ROTS_500,Rowville 500kV,VIC1,AusNet,way/570175005,Rowville Terminal Station,-37.9301602,145.2269932,name_match,medium
PTH,Point Henry 220kV,VIC1,AusNet,,,,,unmatched,
SHTS,Shepparton 220kV,VIC1,AusNet,way/174893662,Shepparton Terminal Station,-36.3427717,145.4144307,name_match,medium
SPS,Somerton Ps,VIC1,AusNet,,,,,unmatched,
SSS,Somerton Sw 66kV,VIC1,AusNet,,,,,unmatched,
RUBA,Rubicon A 66kV,VIC1,AusNet,way/496003699,Rubicon A Zone Substation,-37.2927727,145.818448,name_match,medium
PGWEST,Parafield Gardens West 275kV,SA1,ElectraNet,way/172363326,Parafield Gardens West substation,-34.7768806,138.5983356,name_match,medium
PENO_W,Penola West,SA1,ElectraNet,way/603868062,Penola West Substation,-37.4569585,140.7816124,name_match,medium
PENFLD,Penfield 66kV,SA1,ElectraNet,,,,,unmatched,
PANAPTEE,Tips_a/p_ad_n/athol 66kV,SA1,ElectraNet,,,,,unmatched,
PELI_P,Pelican Point Switching station,SA1,ElectraNet,way/1071991895,Pelican Point Substation,-34.7655408,138.5069401,name_match,medium
PARLWE,Paralowie 66kV,SA1,ElectraNet,,,,,unmatched,
PARA_G,Parafield Gardens 66kV,SA1,ElectraNet,,,,,unmatched,
PARA,Para 275kV,SA1,ElectraNet,way/172362099,Para,-34.7354053,138.7121666,name_match,medium
PANORA,Panorama 66kV,SA1,ElectraNet,,,,,unmatched,
PIMBA,Pimba 132kV,SA1,ElectraNet,way/170407602,Pimba,-31.2347079,136.8314468,name_match,medium
PEL_PS,Pelican Point ps,SA1,ElectraNet,,,,,unmatched,
PLAY,Playford A + B Ps 275kV,SA1,ElectraNet,,,,,unmatched,
PT_STA,Point Stanvac 66kV,SA1,ElectraNet,,,,,unmatched,
PLYMPT,Plympton 66kV,SA1,ElectraNet,,,,,unmatched,
PROSP,Prospect 66kV,SA1,ElectraNet,way/174295053,Prospect,-34.8804638,138.584898,name_match,medium
PT_L_T,Port Lincoln 132kV,SA1,ElectraNet,way/165169360,Port Lincoln Terminal,-34.6995292,135.8047141,name_match,medium
PT_NOA,Point Noarlunga 66kV,SA1,ElectraNet,,,,,unmatched,
PWSPT_T,Pwpst_t 132kV,SA1,ElectraNet,,,,,unmatched,
QNSTWN,Queenstown 66kV,SA1,ElectraNet,,,,,unmatched,
QPS,Quarantine Ps,SA1,ElectraNet,,,,,unmatched,
R_TOWN,Robertstown 275kV,SA1,ElectraNet,way/164775125,Robertstown Substation,-33.9563911,139.1267587,name_match,medium
RSWTHY,Roseworthy 132kV,SA1,ElectraNet,way/498834495,Roseworthy,-34.5487086,138.7610543,name_match,medium
SALISB,Salisbury 66kV,SA1,ElectraNet,,,,,unmatched,
P_PIRI_S,Port Pirie 33kV,SA1,ElectraNet,way/599669844,Port Pirie Substation,-33.1710022,138.0070109,name_match,medium
PLMGPTEE,Play:mt_gun:pimba 132kV Tee,SA1,ElectraNet,,,,,unmatched,
P_PIRI,Port Pirie 132kV,SA1,ElectraNet,way/599669844,Port Pirie Substation,-33.1710022,138.0070109,name_match,medium
N_UNLY,North Unley 66kV,SA1,ElectraNet,,,,,unmatched,
P_AD_N,Pt Adelaide Nth 66kV,SA1,ElectraNet,,,,,unmatched,
EDINBR,Edinburgh 66kV,SA1,ElectraNet,,,,,unmatched,
ELIZ_D,Elizabeth Downs 66kV,SA1,ElectraNet,,,,,unmatched,
ELIZ_H,Elizabeth Heights 66kV,SA1,ElectraNet,,,,,unmatched,
ELIZ_S,Elizabeth South 66kV,SA1,ElectraNet,way/807503346,Elizabeth South Substation,-34.7416903,138.6609918,name_match,medium
EVANST,Evanston 66kV,SA1,ElectraNet,,,,,unmatched,
FINDON,Findon 66kV,SA1,ElectraNet,,,,,unmatched,
FLIN_P,Flinders Park 66kV,SA1,ElectraNet,,,,,unmatched,
FULGDN,Fulham Gardens 66kV,SA1,ElectraNet,,,,,unmatched,
GLANV,Glanville 66kV,SA1,ElectraNet,,,,,unmatched,
GLEN_N,Glenelg North 66kV,SA1,ElectraNet,,,,,unmatched,
GOLD_G,Golden Grove 66kV,SA1,ElectraNet,way/448230795,Golden Grove Substation,-34.7897598,138.7054476,name_match,medium
H_HILL,Holden Hill 66kV,SA1,ElectraNet,way/603668795,Holden Hill,-34.8454362,138.6717057,name_match,medium
H_VALL,Happy Valley 275kV,SA1,ElectraNet,way/172867383,Happy Valley,-35.0519831,138.5766776,name_match,medium
HALLET,Hallet Ps,SA1,ElectraNet,,,,,unmatched,
HARROW,Harrow 66kV,SA1,ElectraNet,way/603710302,Harrow,-34.883699,138.6202909,name_match,medium
HENLEY,Henley South 66kV,SA1,ElectraNet,,,,,unmatched,
HILLCR,Hillcrest 66kV,SA1,ElectraNet,way/603710304,Hillcrest,-34.861841,138.6481842,name_match,medium
KINCRA,Kincraig 132kV,SA1,ElectraNet,way/164764211,Kincraig,-36.964985,140.6879679,name_match,medium
P_ADEL,Pt Adelaide  66kV,SA1,ElectraNet,,,,,unmatched,
KILBUR,Kilburn 275kV,SA1,ElectraNet,way/603633301,Kilburn,-34.8481629,138.5805423,name_match,medium
KILB_S,Kilburn South 66kV,SA1,ElectraNet,way/603646225,Kilburn South,-34.8651739,138.5858588,name_match,medium
KESWIC,Keswick 66kV,SA1,ElectraNet,,,,,unmatched,
KENT_T,Kent_t 66kV,SA1,ElectraNet,,,,,unmatched,
E_TCE,East Terrace 275kV,SA1,ElectraNet,way/353174285,East Terrace,-34.9247632,138.6104122,name_match,medium
KEITH,Keith 132kV,SA1,ElectraNet,way/169687537,Keith Substation,-36.1078141,140.2990182,name_match,medium
KADINA_E,Kadina_East 132kV,SA1,ElectraNet,way/600362200,Kadina East,-33.9768579,137.7300009,name_match,medium
K_WOOD,Kingswood 66kV,SA1,ElectraNet,,,,,unmatched,
