ic,name,direction,constraint,DUID,contribution_rows,active_intervals,total_abs_impact,p95_abs_impact,total_tightening,p95_tightening,total_relief,contraction_rows,forced_rows,sensitivity_median,sensitivity_max_abs,mean_abs_impact,mean_tightening,tightening_rank,impact_rank,relief_rank,season_blocks
V-S-MNSP1,Murraylink,lower,I_6F_NS_150,STOCKYD1,6945,6945,14734.110407497,6.658501421000002,7869.294345185,5.109895336,6864.816062312,388,4083,-0.0767,0.0793,2.1215421753055437,1.1330877386875449,22.0,22.0,22.0,5
V-S-MNSP1,Murraylink,lower,I_6F_NS_150,STWF1,11717,11717,94765.42832681,29.551855600000003,46290.36960004,18.824985899999998,48475.05872677,713,6836,0.937,0.943,8.087857670633268,3.950701510629001,8.0,4.0,1.0,7
V-S-MNSP1,Murraylink,lower,I_6F_NS_150,SUNRSF1,11717,11717,112874.39767185,46.63210788000001,86627.4406676,44.47669211999999,26246.95700425,713,6836,0.666,0.671,9.633387187151149,7.393312338277717,3.0,3.0,7.0,7
V-S-MNSP1,Murraylink,lower,I_6F_NS_150,WEMENSF1,11717,11717,75033.20604836,27.80154524,52985.22485704,26.024428079999996,22047.98119132,713,6836,0.868,0.868,6.403789882082445,4.522081151919433,5.0,8.0,9.0,7
V-S-MNSP1,Murraylink,lower,I_6F_NS_150,WINTSF1,3760,3760,2613.457203867,2.7493649999999996,1708.8828106229998,2.2351229999999993,904.574393244,257,1732,0.0963,0.0963,0.6950684052837766,0.4544901092082446,45.0,46.0,46.0,4
V-S-MNSP1,Murraylink,lower,I_6F_NS_150,WUNUSF1,3760,3760,2848.1701915099998,3.572499,1741.3925832799998,3.0634170000000003,1106.77760823,257,1732,0.119,0.119,0.7574920722101063,0.4631363253404255,44.0,44.0,44.0,4
V-S-MNSP1,Murraylink,lower,I_6F_NS_150,YATSF1,11717,11717,71963.72437,26.900000000000002,52262.42655,24.013999999999996,19701.29782,713,6836,1.0,1.0,6.141821658274302,4.460393150977212,6.0,10.0,12.0,7
V-S-MNSP1,Murraylink,lower,I_6F_NS_150,YENDWF1,6945,6945,5357.289990570001,2.83376146,2545.5666662080002,1.69616733,2811.7233243620003,388,4083,0.0874,0.0874,0.7713880475982722,0.3665322773517639,38.0,36.0,33.0,5
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,AVLSF1,11034,11034,1137511.7789016562,539.7693917050691,673202.9303675016,370.2657675576036,464308.8485341546,817,9798,4.429951690821256,4.429951690821256,103.09151521675332,61.011684825765954,2.0,4.0,4.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,BANGOWF1,179,179,1286.1872405000001,22.411754833333337,589.651053,16.51411666666667,696.5361875,4,179,0.6833333333333333,0.6833333333333333,7.185403578212291,3.294139960893855,48.0,48.0,47.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,BANGOWF2,179,179,1624.9786455,40.90911666666666,958.7584798333334,31.77978333333333,666.2201656666666,4,179,0.6833333333333333,0.6833333333333333,9.078092991620112,5.356192624767226,46.0,47.0,48.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,BANN1,11034,11034,96359.594360717,33.89379690821256,50925.01823766499,23.26444521739131,45434.576123052015,817,9798,0.8599033816425121,0.8624999999999999,8.732970306390882,4.615281696362605,30.0,27.0,27.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,BHB1,11034,11034,54620.738674081345,29.951690821256037,27594.552100010907,27.555555555555557,27026.186574070438,817,9798,1.1980676328502415,1.1980676328502415,4.950221014508006,2.5008656969377294,35.0,35.0,31.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,BLOWERNG,11034,11034,24643.879228166254,0.0,12011.844190654288,0.0,12632.035037511965,817,9798,4.57487922705314,4.57487922705314,2.233449268458062,1.0886210069470987,37.0,37.0,36.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,BOMENSF1,11034,11034,464771.07687967824,172.4043236714976,247882.14229682705,121.05917314009662,216888.9345828512,817,9798,4.57487922705314,4.57487922705314,42.121721667543795,22.465302002612567,12.0,12.0,14.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,BROKENH1,11034,11034,89095.16002329183,35.885719806763284,48358.625350203154,22.606338164251206,40736.534673088674,817,9798,1.1980676328502415,1.1980676328502415,8.07460214095449,4.382692165144386,33.0,31.0,30.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,BULBES1,179,179,230.34089756250003,5.1000000000000005,125.37652256250001,4.781250000000001,104.964375,4,179,0.31875000000000003,0.31875000000000003,1.2868206567737432,0.7004275003491621,52.0,52.0,52.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,BULGANA1,179,179,518.49243075,10.153143750000002,206.63541543750003,6.3654375000000005,311.85701531250004,4,179,0.31875000000000003,0.31875000000000003,2.8966057583798883,1.1543877957402235,51.0,51.0,50.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,COHUNSF1,3701,3701,5242.980506472651,8.406336231884058,2599.7143321136045,4.4840322580645156,2643.266174359046,298,3333,0.4833333333333334,0.48387096774193544,1.4166388831323022,0.7024356476934894,44.0,44.0,44.0,5
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,COLEASF1,11034,11034,572217.8929113499,221.81642512077298,318648.5039876167,177.65100032258064,253569.38892373318,817,9798,4.265700483091788,4.265700483091788,51.85951539888978,28.878784120683044,7.0,8.0,8.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,CRWASF1,11034,11034,252195.139591286,124.54396521739132,131873.4001033241,81.73041013824886,120321.7394879619,817,9798,4.7149758454106285,4.7149758454106285,22.856184483531447,11.95154976466595,19.0,19.0,19.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,CUSF1,9885,9885,2254191.5637472463,895.7018156521739,1307321.778805797,739.263894879227,946869.7849414493,710,8918,4.792270531400966,4.792270531400966,228.04163517928643,132.25308839714688,1.0,1.0,1.0,4
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,DARLSF1,11034,11034,1069565.8786490085,406.4283681159421,613643.1425023172,321.99209521739135,455922.7361466912,817,9798,4.246376811594203,4.246376811594203,96.93364859969263,55.61384289489915,4.0,5.0,5.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,DPNTB1,11034,11034,195184.88795255122,106.15942028985508,109029.45849071056,106.15708478260869,86155.42946184066,817,9798,4.246376811594203,4.246376811594203,17.689404382141674,9.881226979400994,21.0,22.0,22.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,FINLYSF1,11034,11034,504317.5958096244,228.1923913043478,260898.5238572976,142.80725869565217,243419.07195232678,817,9798,4.565217391304348,4.565217391304348,45.705781748198696,23.644963191707234,10.0,10.0,9.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,GANNB1,3701,3701,3639.0940455603086,5.773913043478261,1799.5407894032257,2.419354838709677,1839.5532561570826,298,3333,0.4833333333333334,0.48387096774193544,0.9832731817239418,0.4862309617409418,45.0,45.0,45.0,5
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,GANNSF1,3701,3701,10140.895750154044,11.475685855072463,5322.162829798738,8.29779147826087,4818.732920355306,298,3333,0.4833333333333334,0.48387096774193544,2.7400420832623738,1.4380337286675866,41.0,43.0,43.0,5
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,GESF1,8794,8794,440390.7479227053,289.85033816425124,204475.89241545895,195.0856038647343,235914.8555072464,623,7874,4.830917874396135,4.830917874396135,50.078547637332875,23.251750331528196,16.0,14.0,10.0,4
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,GUNNING1,179,179,579.1783433333333,9.175466666666663,328.22667533333333,8.5206,250.95166799999996,4,179,0.7333333333333333,0.7333333333333333,3.2356332029795154,1.8336685772811918,49.0,50.0,51.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,GUTHEGA,179,179,12.36125,0.0,12.36125,-0.0,0.0,4,179,-0.39875,0.39875,0.0690572625698324,0.0690572625698324,54.0,54.0,53.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,HILLSTN1,11034,11034,632937.0390631208,295.2961008695652,357638.2906120275,216.14057971014492,275298.74845109327,817,9798,4.246376811594203,4.246376811594203,57.362428771354075,32.412388128695625,6.0,6.0,6.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,HUMENSW,11034,11034,20754.67354660635,2.3954504830917975,9983.981576316686,1.2716292270531393,10770.691970289667,817,9798,4.806763285024155,4.806763285024155,1.880974582799198,0.904837917012569,38.0,38.0,38.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,HUMEV,179,179,58.99999999999999,0.0,58.99999999999999,-0.0,0.0,4,179,-0.49166666666666664,0.49166666666666664,0.329608938547486,0.329608938547486,53.0,53.0,53.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,JEMALNG1,179,179,699.7322776666666,14.148726166666664,296.6521409583333,9.790519708333331,403.08013670833327,4,179,0.30416666666666664,0.30416666666666664,3.909118869646182,1.6572745304934822,50.0,49.0,49.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,JUNEESF1,11034,11034,207071.99973449172,93.28659106280193,112775.66666420104,67.99144333333334,94296.33307029067,817,9798,4.57487922705314,4.57487922705314,18.766721019982935,10.220741948903484,20.0,20.0,20.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,KARSF1,11034,11034,107745.09684,43.63637,57773.08378,29.481819999999995,49972.01306,817,9798,1.0,1.0,9.764826612289287,5.235914788834512,25.0,25.0,25.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,KERNGSP1,3701,3701,10934.17521595956,14.354428985507246,4549.327596403693,9.970104347826087,6384.847619555867,298,3333,0.4833333333333334,0.48387096774193544,2.954384008635385,1.2292157785473365,43.0,42.0,42.0,5
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,KESSB1,3701,3701,38150.60637348294,64.0096618357488,19151.65607932679,46.45161290322581,18998.950294156148,298,3333,0.5161290322580645,0.5166666666666667,10.308188698590364,5.174724690442256,36.0,36.0,32.0,5
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,KIAMSF1,11034,11034,197326.6538208828,81.19579072463769,105325.81349849563,59.57681990338165,92000.84032238719,817,9798,0.8309178743961353,0.8341013824884792,17.883510406097773,9.545569466965345,22.0,21.0,21.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,KIATAWF1,3701,3701,2135.296900800541,3.333614782608696,873.270278372821,1.2629226267281106,1262.02662242772,298,3333,0.4391304347826087,0.43917050691244236,0.5769513376926617,0.23595522247306702,47.0,46.0,46.0,5
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,LIMBESS1,9885,9885,156015.32926917874,177.00483091787441,80359.40321028986,24.33816425120773,75655.92605888889,710,8918,2.21256038647343,2.217391304347826,15.783037862334723,8.12942875167323,23.0,23.0,23.0,4
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,LIMOSF11,11034,11034,584991.5606145695,314.2231133333334,314957.2171469575,180.82472792270534,270034.34346761194,817,9798,2.21256038647343,2.217391304347826,53.017179682306455,28.54424661473242,8.0,7.0,7.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,LIMOSF21,11034,11034,95028.89059848475,44.496990000000004,51045.56069610784,28.43447642512077,43983.32990237691,817,9798,2.21256038647343,2.217391304347826,8.612370001675254,4.626206334611912,29.0,28.0,29.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,MULWASF1,1681,1681,16500.30298695652,69.78260869565217,4956.107040869565,23.26086956521739,11544.195946086957,161,1172,4.6521739130434785,4.6521739130434785,9.815766202829579,2.9483087691074155,42.0,39.0,37.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,MUWAWF1,3701,3701,14933.155097666684,20.61613824884793,7075.1788544464425,8.621972350230415,7857.9762432202415,298,3333,0.5253456221198157,0.5265700483091788,4.034897351436554,1.9116938271943913,39.0,41.0,41.0,5
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,MUWAWF2,3701,3701,15542.503498025268,20.845354830917874,5999.265492007998,8.01470775,9543.23800601727,298,3333,0.5253456221198157,0.5265700483091788,4.199541609842007,1.6209850018935417,40.0,40.0,39.0,5
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,RESS1,11034,11034,408352.8600288437,244.69997142857144,208802.07681296364,152.8695652173913,199550.78321588004,817,9798,4.246376811594203,4.246376811594203,37.00859706623561,18.923516115004862,15.0,15.0,15.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,RIVNB2,11034,11034,512316.0417799969,276.0144927536232,287292.8071719756,276.01177507246376,225023.23460802124,817,9798,4.246376811594203,4.246376811594203,46.430672628239705,26.037049770887766,9.0,9.0,11.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,SEBSF1,11034,11034,468226.4845258662,220.7836714975845,249168.65703990858,140.84223188405798,219057.82748595765,817,9798,4.57487922705314,4.57487922705314,42.4348816862304,22.581897502257437,11.0,11.0,12.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,STWF1,11034,11034,117875.87461567624,39.76865700483091,43797.575911028594,19.52550724637681,74078.29870464763,817,9798,1.1980676328502415,1.1980676328502415,10.682968516918274,3.969328975079626,34.0,24.0,24.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,SUNRSF1,11034,11034,405509.79797152575,157.06205062801936,222267.98483321842,119.47826086956519,183241.8131383073,817,9798,2.21256038647343,2.217391304347826,36.75093329450116,20.143917421897626,14.0,16.0,16.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,URANQ11,11034,11034,71761.5759736212,0.0,56106.474261865595,0.0,15655.10171175561,817,9798,4.5603864734299515,4.5603864734299515,6.503677358493856,5.084871693118143,26.0,32.0,33.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,URANQ12,11034,11034,63164.10897666839,0.0,54144.34367485804,0.0,9019.765301810341,817,9798,4.5603864734299515,4.5603864734299515,5.72449782279032,4.90704582878902,28.0,34.0,40.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,URANQ13,11034,11034,89892.42250027298,0.0,76972.09126322951,0.0,12920.331237043476,817,9798,4.5603864734299515,4.5603864734299515,8.146857214090355,6.975900966397454,24.0,30.0,34.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,URANQ14,11034,11034,68190.87338522471,0.0,55377.203919434134,0.0,12813.669465790585,817,9798,4.5603864734299515,4.5603864734299515,6.180068278523175,5.018778676765827,27.0,33.0,35.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,WAGGNSF1,11034,11034,324767.54199262743,144.3176303864734,172284.97991827276,97.35365869565219,152482.56207435468,817,9798,4.57487922705314,4.57487922705314,29.433346201978196,15.614009418005507,17.0,17.0,17.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,WEMENSF1,11034,11034,97030.62653424562,35.49495420289855,49845.085063906336,26.10785333333334,47185.54147033928,817,9798,0.8599033816425121,0.8624999999999999,8.793785257771036,4.517408470537098,32.0,26.0,26.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,WLWLSF1,11034,11034,1246541.7912140514,431.7541973429952,611223.7004720102,301.74124855072466,635318.0907420412,817,9798,4.806763285024155,4.806763285024155,112.97279238844041,55.39457136777326,5.0,2.0,2.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,WLWLSF2,11034,11034,1231501.1473273726,421.5483333333334,614082.8034724293,303.33079710144926,617418.3438549434,817,9798,4.806763285024155,4.806763285024155,111.60967439979812,55.653688913578875,3.0,3.0,3.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,WSTWYSF1,11034,11034,462444.6169619175,184.0290917874396,244029.7292349831,129.07179961352657,218414.8877269344,817,9798,4.57487922705314,4.57487922705314,41.91087701304309,22.11616179399883,13.0,13.0,13.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,WYASF1,11034,11034,280700.79648418137,117.2288097584541,147321.45211147037,79.20945893719806,133379.34437271103,817,9798,4.57487922705314,4.57487922705314,25.439622664870523,13.351590729696426,18.0,18.0,18.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_060_051,YATSF1,11034,11034,94791.56483,39.922,50743.30334,27.07675,44048.26149,817,9798,1.0,1.0,8.590861412905564,4.598813063259017,31.0,29.0,28.0,7
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,AVLSF1,1428,1428,332894.57679763925,1132.0019568345322,174311.14403809488,885.5898148148149,158583.43275954438,92,1308,8.203703703703704,8.203703703703704,233.11945153896306,122.06662747765748,1.0,1.0,1.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,BANGOWF1,1428,1428,33516.331665755395,93.38875000000002,17006.498452769785,56.875,16509.83321298561,92,1308,-3.25,3.25,23.470820494226466,11.909312641995648,29.0,29.0,24.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,BANGOWF2,1428,1428,20951.09917393885,70.19675,11680.07232557554,43.76125,9271.02684836331,92,1308,-3.25,3.25,14.671638076987989,8.179322356845617,32.0,32.0,29.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,BANN1,1428,1428,15924.058634670928,47.2936489208633,8093.492203958433,37.79385688888888,7830.566430712496,92,1308,0.8592592592592592,0.8633093525179855,11.151301564895608,5.6677116274218715,37.0,37.0,32.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,BHB1,1428,1428,24588.30364625899,115.27777777777777,14628.763433936849,110.66666666666666,9959.540212322141,92,1308,4.611111111111111,4.611111111111111,17.218700032394253,10.244232096594432,31.0,31.0,27.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,BLOWERNG,1428,1428,2377.8999999999996,0.0,632.6574074074074,0.0,1745.2425925925925,92,1308,2.7870370370370368,2.7870370370370368,1.6651960784313722,0.4430374001452433,46.0,45.0,44.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,BOMENSF1,137,137,4978.481981081803,185.2844604316547,2432.2505568878237,95.17741007194246,2546.231424193979,19,79,9.25925925925926,9.25925925925926,36.339284533443816,17.753653699911123,43.0,42.0,41.0,1
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,BROKENH1,1428,1428,48310.83875126698,175.57727777777777,24506.65144279776,103.64855555555556,23804.187308469223,92,1308,4.611111111111111,4.611111111111111,33.83111957371637,17.161520618205714,25.0,24.0,20.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,COLEASF1,1428,1428,129563.6752387317,439.22656555555557,63560.351566791905,281.5572933333333,66003.32367193978,92,1308,7.462962962962964,7.462962962962964,90.73086501311744,44.510050116801054,9.0,8.0,7.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,CRWASF1,1428,1428,37422.70651617373,157.82780351851852,18377.250988930187,94.78703703703702,19045.455527243535,92,1308,6.537037037037036,6.537037037037036,26.206377112166475,12.869223381603772,27.0,27.0,21.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,DARLSF1,1428,1428,242036.76951425264,800.7543430555558,121100.92665904279,564.6883119444446,120935.84285520985,92,1308,7.472222222222223,7.472222222222223,169.49353607440662,84.80457048952576,3.0,2.0,2.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,DPNTB1,1428,1428,50918.17371507394,186.80555555555557,26374.507241910473,186.80144583333336,24543.666473163474,92,1308,7.472222222222223,7.472222222222223,35.65698439430948,18.46954288649193,23.0,22.0,19.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,FINLYSF1,1428,1428,109324.36486088131,347.17679444444445,60080.73760617107,270.14239861111116,49243.627254710234,92,1308,7.361111111111112,7.361111111111112,76.55767847400652,42.07334566258478,11.0,10.0,12.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,GOONSF1,1428,1428,15960.01203082534,40.76963194444445,8261.37373621303,31.12111111111112,7698.638294612311,92,1308,-1.027777777777778,1.027777777777778,11.176479013183013,5.785275725639377,36.0,36.0,33.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,GUNNING1,1428,1428,15665.878415746736,36.38399074074074,7967.83246860445,25.883842592592593,7698.045947142286,92,1308,-3.490740740740741,3.490740740740741,10.97050309225962,5.579714613868663,39.0,38.0,34.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,GUTHEGA,1428,1428,3137.8031883613107,0.0,1524.4067055475618,0.0,1613.396482813749,92,1308,1.8888888888888888,1.8888888888888888,2.1973411683202455,1.0675116985627184,44.0,44.0,45.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,HILLSTN1,1428,1428,177168.62508425262,635.138888888889,89626.94016268787,478.2222222222223,87541.68492156477,92,1308,7.472222222222223,7.472222222222223,124.06766462482676,62.763963699361256,4.0,4.0,5.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,HUMENSW,1428,1428,4797.435939722222,0.0,2441.707026111111,0.0,2355.7289136111112,92,1308,6.027777777777778,6.027777777777778,3.359548977396514,1.7098788698257081,42.0,43.0,43.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,HUMEV,1428,1428,77.08759259259259,0.0,0.0,0.0,77.08759259259259,92,1308,0.8546296296296296,0.8546296296296296,0.05398290797800601,0.0,50.0,50.0,47.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,JEMALNG1,1428,1428,16298.041100343724,49.15575888888888,9065.490753061551,35.383631111111114,7232.550347282174,92,1308,-1.4444444444444444,1.4444444444444444,11.41319404785975,6.348382880295204,34.0,35.0,35.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,JUNEESF1,1428,1428,57471.19734678924,162.18194444444447,24548.480085931256,130.18703703703702,32922.71726085798,92,1308,9.25925925925926,9.25925925925926,40.24593651735941,17.19081238510592,24.0,18.0,16.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,KARSF1,1428,1428,18326.93344,78.25626,9694.80144,48.72403,8632.132,92,1308,1.0,1.0,12.833987002801122,6.7890766386554615,33.0,34.0,30.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,KIAMSF1,1428,1428,31901.414908191844,112.37500832407407,16870.324253235078,83.24074074074073,15031.090654956766,92,1308,0.8324074074074074,0.8345323741007193,22.339926406296808,11.81395255828787,30.0,30.0,26.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,LIMOSF11,1428,1428,240579.52847986677,983.3274461111112,122982.11265684519,589.2319357407408,117597.41582302158,92,1308,5.537037037037037,5.537037037037037,168.47305915957057,86.12192763084397,2.0,3.0,3.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,LIMOSF21,1428,1428,34540.56979276712,149.23339166666668,18780.935556048495,83.05555555555556,15759.634236718624,92,1308,5.537037037037037,5.537037037037037,24.188074084570815,13.151915655496145,26.0,28.0,25.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,MURRAY,1428,1428,43862.11215564481,209.49074074074073,17629.520800530907,83.79629629629629,26232.591355113906,92,1308,-1.6759259259259258,1.6759259259259258,30.71576481487732,12.345602801492232,28.0,26.0,18.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,MUWAWF1,123,123,107.49250397122303,7.584290647482018,87.85182676258994,6.261818705035969,19.640677208633093,18,65,0.520863309352518,0.520863309352518,0.8739227965140084,0.7142424940047962,48.0,48.0,49.0,1
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,MUWAWF2,123,123,99.95193979856116,4.271073928057554,73.96320975539568,2.2917985611510794,25.988730043165475,18,65,0.520863309352518,0.520863309352518,0.8126173967362695,0.6013269085804527,49.0,49.0,48.0,1
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,PARSF1,1428,1428,11909.226806348923,29.589722222222225,6324.49990208833,23.56678,5584.726904260592,92,1308,-1.027777777777778,1.027777777777778,8.339794682317173,4.428921500061856,40.0,40.0,37.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,RESS1,1305,1305,102466.83985472223,448.3324366666667,63919.82931666667,448.32376888888894,38547.01053805556,74,1243,7.472222222222223,7.472222222222223,78.5186512296722,48.98071212005109,8.0,12.0,15.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,RESS1G,137,137,204.20863309352518,0.0,204.20863309352518,0.0,0.0,19,79,7.472222222222223,7.472222222222223,1.4905739641863152,1.4905739641863152,47.0,47.0,50.0,1
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,RESS1L,137,137,5427.233413269385,315.0647482014389,3051.25099920064,224.16666666666669,2375.982414068745,19,79,-7.472222222222223,7.472222222222223,39.61484243262325,22.271905103654305,41.0,41.0,42.0,1
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,RIVNB2,1428,1428,109098.91473748203,485.6944444444445,58794.61626596523,403.50000000000006,50304.29847151679,92,1308,7.472222222222223,7.472222222222223,76.39980023633196,41.17270046636221,12.0,11.0,10.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,SEBSF1,1428,1428,170418.8434139355,480.52796296296293,78682.58735345058,383.28685185185185,91736.25606048494,92,1308,9.25925925925926,9.25925925925926,119.34092676045904,55.099851087850546,6.0,5.0,4.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,SNOWYP,1428,1428,45795.313256171066,198.36111111111114,28641.50099920064,198.36111111111114,17153.812256970425,92,1308,-1.027777777777778,1.027777777777778,32.06954709815901,20.05707352885199,22.0,25.0,23.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,STWF1,1428,1428,82595.62264695842,265.17946666666666,36447.10798490807,143.80948888888886,46148.51466205036,92,1308,4.611111111111111,4.611111111111111,57.840071881623544,25.523184863381,19.0,15.0,13.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,SUNRSF1,1428,1428,151420.66529017585,469.93093574074084,85965.27145947242,359.90729666666664,65455.39383070343,92,1308,5.537037037037037,5.537037037037037,106.03688045530522,60.19976992960254,5.0,6.0,8.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,TUMUT3,1428,1428,65095.57834053758,318.78581277777783,32487.97761442646,122.30555555555557,32607.600726111115,92,1308,1.027777777777778,1.027777777777778,45.58513889393388,22.750684603940098,20.0,17.0,17.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,UPPTUMUT,1428,1428,50110.04934350253,246.8488581481481,31241.464875539565,169.44444444444443,18868.584467962963,92,1308,1.1296296296296295,1.1296296296296295,35.091070968839304,21.87777652348709,21.0,23.0,22.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,URANQ11,1428,1428,51603.27492860379,167.2337462962963,47056.15330823341,8.703703703703704,4547.121620370371,92,1308,8.703703703703704,8.703703703703704,36.1367471488822,32.952488311087826,15.0,21.0,39.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,URANQ12,1428,1428,52421.511652904344,130.55555555555557,48390.35960105249,87.03703703703704,4031.1520518518523,92,1308,8.703703703703704,8.703703703703704,36.70974205385458,33.88680644331407,14.0,20.0,40.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,URANQ13,1428,1428,66113.66842655209,397.8836351851852,60761.06655062617,304.6493000000001,5352.601875925927,92,1308,8.703703703703704,8.703703703703704,46.298087133439836,42.54976649203513,10.0,16.0,38.0,2
V-S-MNSP1,Murraylink,lower,N>>NIL_990_051,URANQ14,1428,1428,53737.391100346395,264.4000666666667,45848.93225034639,87.03703703703704,7888.458850000001,92,1308,8.703703703703704,8.703703703703704,37.63122626074677,32.10709541340784,16.0,19.0,31.0,2
