ic,name,direction,constraint,DUID,contribution_rows,active_intervals,total_abs_impact,p95_abs_impact,total_tightening,p95_tightening,total_relief,contraction_rows,forced_rows,sensitivity_median,sensitivity_max_abs,mean_abs_impact,mean_tightening,tightening_rank,impact_rank,relief_rank,season_blocks
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,GNNDHSF1,27155,27155,124934.74640399999,25.135632,71732.53448999999,19.343400000000003,53202.211914,2534,9156,0.6,0.6,4.6008008250414285,2.641595819922666,6.0,6.0,6.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,HEZ1,18315,18315,106.228792494,0.0,58.61914839,-0.0,47.609644104,1244,4815,-0.0891,0.0891,0.0058000978702702705,0.0032006087027027026,11.0,11.0,11.0,6
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,METZSF1,27155,27155,222436.04738102,38.14041,120050.69366862,28.585755000000002,102385.3537124,2534,9156,0.869,0.869,8.191347721635795,4.4209425029872955,3.0,4.0,4.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,MOREESF1,27155,27155,72249.4997545,13.47775,41971.67060125,10.780750000000001,30277.82915325,2534,9156,0.725,0.725,2.660633391806297,1.5456332388602467,7.0,7.0,7.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,NESBESS1,6904,6904,31546.23366402,44.042,15195.9803885,1.444,16350.25327552,971,3029,0.722,0.722,4.569269070686559,2.2010400330967554,9.0,9.0,8.0,3
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,NESBESS2,6904,6904,10397.4422551,2.166,5030.26227894,0.0,5367.1799761600005,971,3029,0.722,0.722,1.5060026441338357,0.7286011412137892,10.0,10.0,10.0,3
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,NEWENSF1,27155,27155,332585.32346226,55.644540000000006,185302.67846406,42.921990279999996,147282.6449982,2534,9156,0.722,0.722,12.247664277748482,6.8238879935208985,2.0,2.0,2.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,NEWENSF2,27155,27155,343016.29199674,57.95060799999998,191451.56625181998,45.995732000000004,151564.72574492,2534,9156,0.722,0.722,12.631791272205486,7.050324664033142,1.0,1.0,1.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,SAPHWF1,27155,27155,223639.14815064,30.174318000000003,99752.436306,19.381662,123886.71184464,2534,9156,0.747,0.747,8.235652666199226,3.6734463747376176,4.0,3.0,3.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,WRSF1,27155,27155,35287.90274358,6.166337,19592.74454058,3.8896800000000002,15695.158203,2534,9156,0.853,0.853,1.2994992724573744,0.7215151736542073,8.0,8.0,9.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_84_S,WRWF1,27155,27155,176181.02661154998,22.926934,81883.29046758,15.600517000000002,94297.73614397,2534,9156,0.853,0.853,6.487977411583501,3.015403810258884,5.0,5.0,5.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,GNNDHSF1,13065,13065,55746.752414669994,23.653008789999998,30790.607041929998,17.846335,24956.14537274,1097,2749,0.593,0.593,4.266877337517795,2.356724610939916,6.0,6.0,6.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,HEZ1,12923,12923,89.324591641,0.0,55.390532629,-0.0,33.934059012,1077,2710,-0.0907,0.0907,0.006912063115453068,0.004286197680801671,9.0,9.0,9.0,5
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,METZSF1,13065,13065,86154.81880821,34.197081,43152.39974979,21.982784999999996,43002.41905842,1097,2749,0.867,0.867,6.594322143758897,3.302900861063146,5.0,5.0,5.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,MOREESF1,13065,13065,25303.3329888,11.735999999999997,13518.6012,7.6608,11784.7317888,1097,2749,0.72,0.72,1.936726596923077,1.034718805970149,7.0,7.0,7.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,NESBESS1,94,94,55.926,0.0,53.775,0.0,2.151,14,22,0.717,0.717,0.5949574468085107,0.5720744680851063,10.0,10.0,10.0,3
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,NESBESS2,94,94,0.0,0.0,0.0,0.0,0.0,14,22,0.717,0.717,0.0,0.0,11.0,11.0,11.0,3
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,NEWENSF1,13065,13065,122774.62111323,46.673114999999996,62879.596235879995,34.07901,59895.02487735,1097,2749,0.717,0.717,9.397215546362801,4.812827878750861,2.0,2.0,2.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,NEWENSF2,13065,13065,128427.34714865999,47.75578499999999,64811.219295029994,35.21187000000001,63616.127853629994,1097,2749,0.717,0.717,9.82987731715729,4.960675032149253,1.0,1.0,1.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,SAPHWF1,13065,13065,109701.6633279,30.597854000000005,55082.25142098,21.48015800000001,54619.41190692,1097,2749,0.742,0.742,8.396606454489092,4.216016182241102,3.0,3.0,3.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,WRSF1,13065,13065,12558.43529777,5.1808879999999995,6442.64096143,3.0108379999999992,6115.79433634,1097,2749,0.851,0.851,0.9612273477053196,0.4931221554864141,8.0,8.0,8.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_964_88_S,WRWF1,13065,13065,90455.34261705,24.522790439999987,46402.37988388,16.883839999999996,44052.962733169996,1097,2749,0.851,0.851,6.923485848989667,3.5516555594244164,4.0,4.0,4.0,8
N-Q-MNSP1,Directlink,lower,N>>NIL_966/1,METZSF1,7341,7341,1075861.9476683936,756.062176165803,984235.1423834197,756.062176165803,91626.80528497409,904,2518,10.362694300518134,10.362694300518134,146.55523057735917,134.07371507743082,1.0,1.0,1.0,5
N-Q-MNSP1,Directlink,lower,N>>NIL_966/1_87_S,METZSF1,3876,3876,200198.296367713,257.7354260089686,173067.10260089685,257.7354260089686,27131.193766816144,251,330,4.484304932735426,4.484304932735426,51.6507472568919,44.65095526338928,1.0,1.0,1.0,6
N-Q-MNSP1,Directlink,lower,N>>NIL_967_89_S,MOREESF1,73097,73097,15078.955019058,1.3096069999999997,6717.281751507,0.6874859999999999,8361.673267551,1545,2184,0.0769,0.0769,0.20628692038056282,0.09189545058630313,3.0,3.0,3.0,5
N-Q-MNSP1,Directlink,lower,N>>NIL_967_89_S,WRSF1,119520,119520,16581.03153234,0.8059700000000001,7314.92862793,0.44225499999999995,9266.10290441,2632,2844,0.187,0.187,0.13873018350351404,0.06120254876112785,2.0,2.0,2.0,7
N-Q-MNSP1,Directlink,lower,N>>NIL_967_89_S,WRWF1,119520,119520,195972.37280962,5.643847000000001,100287.55368885,4.148408,95684.81912077,2632,2844,0.187,0.187,1.6396617537618807,0.8390859579053715,1.0,1.0,1.0,7
N-Q-MNSP1,Directlink,upper,F_NVS+LDTW_R5,NEWENSF1,289,289,1848.1299900000001,27.62,671.85999,14.534999999999997,1176.27,50,75,1.0,1.0,6.394913460207613,2.3247750519031145,3.0,3.0,2.0,3
N-Q-MNSP1,Directlink,upper,F_NVS+LDTW_R5,NEWENSF2,289,289,2020.035,26.76,805.755,18.675,1214.28,50,75,1.0,1.0,6.989740484429066,2.7880795847750863,2.0,2.0,1.0,3
