ic,GENCONSETID,DUID,duid_region,dispatch_type,sensitivity,example_equation
N-Q-MNSP1,CA_BRIS_57A00625,WRWF1,NSW1,GENERATOR,0.4641,CA_BRIS_57A00625_1
N-Q-MNSP1,CA_BRIS_57A00625,WRSF1,NSW1,GENERATOR,0.4641,CA_BRIS_57A00625_1
N-Q-MNSP1,CA_BRIS_57A00625,SAPHWF1,NSW1,GENERATOR,0.438,CA_BRIS_57A00625_1
N-Q-MNSP1,CA_BRIS_57A00625,NEWENSF1,NSW1,GENERATOR,0.4173,CA_BRIS_57A00625_1
N-Q-MNSP1,CA_BRIS_57A00625,NEWENSF2,NSW1,GENERATOR,0.4173,CA_BRIS_57A00625_1
N-Q-MNSP1,CA_BRIS_57A00625,METZSF1,NSW1,GENERATOR,0.411,CA_BRIS_57A00625_1
N-Q-MNSP1,CA_BRIS_57A00625,MOREESF1,NSW1,GENERATOR,0.3695,CA_BRIS_57A00625_1
N-Q-MNSP1,CA_BRIS_57A00625,GNNDHSF1,NSW1,GENERATOR,0.3041,CA_BRIS_57A00625_1
N-Q-MNSP1,CA_BRIS_57A00625,HEZ1,NSW1,GENERATOR,-0.0823,CA_BRIS_57A00625_1
N-Q-MNSP1,CA_BRIS_59712B29,METZSF1,NSW1,GENERATOR,0.6977,CA_BRIS_59712B29_1
N-Q-MNSP1,CA_BRIS_59712B29,WRSF1,NSW1,GENERATOR,0.6975,CA_BRIS_59712B29_1
N-Q-MNSP1,CA_BRIS_59712B29,WRWF1,NSW1,GENERATOR,0.6975,CA_BRIS_59712B29_1
N-Q-MNSP1,CA_BRIS_59712B29,SAPHWF1,NSW1,GENERATOR,0.595,CA_BRIS_59712B29_1
N-Q-MNSP1,CA_BRIS_59712B29,NEWENSF2,NSW1,GENERATOR,0.5657,CA_BRIS_59712B29_1
N-Q-MNSP1,CA_BRIS_59712B29,NEWENSF1,NSW1,GENERATOR,0.5657,CA_BRIS_59712B29_1
N-Q-MNSP1,CA_BRIS_59712B29,MOREESF1,NSW1,GENERATOR,0.556,CA_BRIS_59712B29_1
N-Q-MNSP1,CA_BRIS_59712B29,GNNDHSF1,NSW1,GENERATOR,0.4206,CA_BRIS_59712B29_1
N-Q-MNSP1,CA_SYDS_566A36E5,CALLNL2,QLD1,GENERATOR,-11.26126126126126,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_566A36E5,CPP_3,QLD1,GENERATOR,-11.26126126126126,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_566A36E5,CPP_4,QLD1,GENERATOR,-11.26126126126126,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_566A36E5,CALLNL3,QLD1,GENERATOR,-11.26126126126126,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_566A36E5,CALL_B_2,QLD1,GENERATOR,-11.26126126126126,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_566A36E5,CALL_B_1,QLD1,GENERATOR,-11.26126126126126,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_566A36E5,MOUSF1,QLD1,GENERATOR,-10.829954954954955,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_566A36E5,EMERASF1,QLD1,GENERATOR,-9.097972972972972,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_566A36E5,MIDDLSF1,QLD1,GENERATOR,-9.024774774774775,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_566A36E5,BARCALDN,QLD1,GENERATOR,-9.019144144144143,CA_SYDS_566A36E5_1
N-Q-MNSP1,CA_SYDS_59839EB2,METZSF1,NSW1,GENERATOR,0.7041,CA_SYDS_59839EB2_2
N-Q-MNSP1,CA_SYDS_59839EB2,WRWF1,NSW1,GENERATOR,0.7038,CA_SYDS_59839EB2_2
N-Q-MNSP1,CA_SYDS_59839EB2,WRSF1,NSW1,GENERATOR,0.7038,CA_SYDS_59839EB2_2
N-Q-MNSP1,CA_SYDS_59839EB2,SAPHWF1,NSW1,GENERATOR,0.6035,CA_SYDS_59839EB2_1
N-Q-MNSP1,CA_SYDS_59839EB2,NEWENSF2,NSW1,GENERATOR,0.5749,CA_SYDS_59839EB2_1
N-Q-MNSP1,CA_SYDS_59839EB2,NEWENSF1,NSW1,GENERATOR,0.5749,CA_SYDS_59839EB2_1
N-Q-MNSP1,CA_SYDS_59839EB2,MOREESF1,NSW1,GENERATOR,0.5654,CA_SYDS_59839EB2_1
N-Q-MNSP1,CA_SYDS_59839EB2,GNNDHSF1,NSW1,GENERATOR,0.4328,CA_SYDS_59839EB2_2
N-Q-MNSP1,N-96L_96R_CB4102,WRWF1,NSW1,GENERATOR,-0.1065,N>>96L_96R_96C_87
N-Q-MNSP1,N-96L_96R_CB4102,WRSF1,NSW1,GENERATOR,-0.1065,N>>96L_96R_96C_87
N-Q-MNSP1,N-96L_96R_CB4102,MOREESF1,NSW1,GENERATOR,-0.08176,N>>96L_96R_96C_87
N-Q-MNSP1,N-96L_96R_CB4102,SAPHWF1,NSW1,GENERATOR,-0.07661,N>>96L_96R_96C_87
N-Q-MNSP1,N-96L_96R_CB4102,NEWENSF2,NSW1,GENERATOR,-0.07277,N>>96L_96R_96C_87
N-Q-MNSP1,N-96L_96R_CB4102,NEWENSF1,NSW1,GENERATOR,-0.07277,N>>96L_96R_96C_87
N-Q-MNSP1,N-ARTW_86,SAPHWF1,NSW1,GENERATOR,1.0,F_NVS++86_R5
N-Q-MNSP1,N-ARTW_86,NESBESS1,NSW1,BIDIRECTIONAL,1.0,F_NVS++86_R5
N-Q-MNSP1,N-ARTW_86,NESBESS2,NSW1,BIDIRECTIONAL,1.0,F_NVS++86_R5
N-Q-MNSP1,N-ARTW_86,NEWENSF1,NSW1,GENERATOR,1.0,F_NVS++86_R5
N-Q-MNSP1,N-ARTW_86,NEWENSF2,NSW1,GENERATOR,1.0,F_NVS++86_R5
N-Q-MNSP1,N-AVMA_17,TARALGA1,NSW1,GENERATOR,4.149377593360996,N>>17_39_11
N-Q-MNSP1,N-AVMA_17,TALWB1,NSW1,GENERATOR,4.145228215767635,N>>17_39_11
N-Q-MNSP1,N-AVMA_17,TALWA1,NSW1,GENERATOR,4.145228215767635,N>>17_39_11
N-Q-MNSP1,N-AVMA_17,CROOKWF3,NSW1,GENERATOR,4.141078838174274,N>>17_39_11
N-Q-MNSP1,N-AVMA_17,CROOKWF2,NSW1,GENERATOR,4.141078838174274,N>>17_39_11
N-Q-MNSP1,N-AVMA_17,SHPUMP,NSW1,LOAD,-4.136929460580913,N>>17_39_11
N-Q-MNSP1,N-AVMA_17,SHGEN2,NSW1,GENERATOR,4.136929460580913,N>>17_39_11
N-Q-MNSP1,N-AVMA_17,SHGEN,NSW1,GENERATOR,4.136929460580913,N>>17_39_11
N-Q-MNSP1,N-AVMA_17,GULLRWF1,NSW1,GENERATOR,4.136929460580913,N>>17_39_11
N-Q-MNSP1,N-AVMA_17,GULLRWF2,NSW1,GENERATOR,4.136929460580913,N>>17_39_11
N-Q-MNSP1,N-CHKS_ONE,METZSF1,NSW1,GENERATOR,1.26806999746386,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-CHKS_ONE,WRSF1,NSW1,GENERATOR,1.1531828556936343,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-CHKS_ONE,WRWF1,NSW1,GENERATOR,1.1531828556936343,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-CHKS_ONE,MOREESF1,NSW1,GENERATOR,0.905401978189196,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-CHKS_ONE,SAPHWF1,NSW1,GENERATOR,0.8804209992391581,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-CHKS_ONE,NEWENSF1,NSW1,GENERATOR,0.8362921633274156,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-CHKS_ONE,NEWENSF2,NSW1,GENERATOR,0.8362921633274156,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-CHKS_ONE,NESBESS1,NSW1,BIDIRECTIONAL,0.8362921633274156,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-CHKS_ONE,NESBESS2,NSW1,BIDIRECTIONAL,0.8362921633274156,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-CHKS_ONE,GNNDHSF1,NSW1,GENERATOR,0.6327669287344662,N>>9W5_965_9W3_BPASS
N-Q-MNSP1,N-DTMN_8_15M,TARALGA1,NSW1,GENERATOR,5.952380952380952,N>>8_16_39
N-Q-MNSP1,N-DTMN_8_15M,COLWF01,NSW1,GENERATOR,5.184523809523809,N>>8_16_39
N-Q-MNSP1,N-DTMN_8_15M,CROOKWF2,NSW1,GENERATOR,5.166666666666666,N>>8_16_39
N-Q-MNSP1,N-DTMN_8_15M,CROOKWF3,NSW1,GENERATOR,5.166666666666666,N>>8_16_39
N-Q-MNSP1,N-DTMN_8_15M,GULLRSF1,NSW1,GENERATOR,5.077380952380952,N>>8_16_39
N-Q-MNSP1,N-DTMN_8_15M,GULLRWF1,NSW1,GENERATOR,5.077380952380952,N>>8_16_39
N-Q-MNSP1,N-DTMN_8_15M,GULLRWF2,NSW1,GENERATOR,5.077380952380952,N>>8_16_39
N-Q-MNSP1,N-DTMN_8_15M,RYEPARK1,NSW1,GENERATOR,4.803571428571429,N>>8_16_39
N-Q-MNSP1,N-DTMN_8_15M,GUNNING1,NSW1,GENERATOR,4.470238095238095,N>>8_16_39
N-Q-MNSP1,N-DTMN_8_15M,BLOWERNG,NSW1,GENERATOR,4.3809523809523805,N>>8_16_39
N-Q-MNSP1,N-LDTM_82,MP1,NSW1,GENERATOR,3.4129692832764507,N>>LDTM_70_71
N-Q-MNSP1,N-LDTM_82,MP2,NSW1,GENERATOR,3.4129692832764507,N>>LDTM_70_71
N-Q-MNSP1,N-LDTM_82,WELNSF1,NSW1,GENERATOR,2.1331058020477816,N>>LDTM_70_71
N-Q-MNSP1,N-LDTM_82,ORABESS1,NSW1,BIDIRECTIONAL,2.1331058020477816,N>>LDTM_70_71
N-Q-MNSP1,N-LDTM_82,STUBSF1,NSW1,GENERATOR,2.0716723549488054,N>>LDTM_70_71
N-Q-MNSP1,N-LDTM_82,STUBSF2,NSW1,GENERATOR,2.0716723549488054,N>>LDTM_70_71
N-Q-MNSP1,N-LDTM_82,WOLARSF1,NSW1,GENERATOR,2.0273037542662116,N>>LDTM_70_71
N-Q-MNSP1,N-LDTM_82,NEVERSF1,NSW1,GENERATOR,1.665529010238908,N>>LDTM_70_71
N-Q-MNSP1,N-LDTM_82,NYNGAN1,NSW1,GENERATOR,1.665529010238908,N>>LDTM_70_71
N-Q-MNSP1,N-LDTM_82,WELLSF1,NSW1,GENERATOR,1.665529010238908,N>>LDTM_70_71
N-Q-MNSP1,N-LDTW_84,GNNDHSF1,NSW1,GENERATOR,1.0729613733905579,N>>84_83_QGEN_N
N-Q-MNSP1,N-LDTW_84,NESBESS2,NSW1,BIDIRECTIONAL,1.050429184549356,N>>84_83_NIL_S
N-Q-MNSP1,N-LDTW_84,NESBESS1,NSW1,BIDIRECTIONAL,1.050429184549356,N>>84_83_NIL_S
N-Q-MNSP1,N-LDTW_84,NEWENSF2,NSW1,GENERATOR,1.050429184549356,N>>84_83_QGEN_N
N-Q-MNSP1,N-LDTW_84,MOREESF1,NSW1,GENERATOR,1.050429184549356,N>>84_83_QGEN_N
N-Q-MNSP1,N-LDTW_84,NEWENSF1,NSW1,GENERATOR,1.050429184549356,N>>84_83_QGEN_N
N-Q-MNSP1,N-LDTW_84,SAPHWF1,NSW1,GENERATOR,1.046137339055794,N>>84_83_NIL_N
N-Q-MNSP1,N-LDTW_84,WRWF1,NSW1,GENERATOR,1.0268240343347639,N>>84_83_QGEN_N
N-Q-MNSP1,N-LDTW_84,WRSF1,NSW1,GENERATOR,1.0268240343347639,N>>84_83_NIL_S
N-Q-MNSP1,N-LDTW_84,METZSF1,NSW1,GENERATOR,1.0236051502145922,N>>84_83_NIL_S
N-Q-MNSP1,N-TWUL_85,NEWENSF1,NSW1,GENERATOR,1.0,F_NVS++85_L5
N-Q-MNSP1,N-TWUL_85,SAPHWF1,NSW1,GENERATOR,1.0,F_NVS++85_L5
N-Q-MNSP1,N-TWUL_85,NESBESS1,NSW1,BIDIRECTIONAL,1.0,F_NVS++85_L5
N-Q-MNSP1,N-TWUL_85,NESBESS2,NSW1,BIDIRECTIONAL,1.0,F_NVS++85_L5
N-Q-MNSP1,N-TWUL_85,NEWENSF2,NSW1,GENERATOR,1.0,F_NVS++85_L5
N-Q-MNSP1,N-TWUL_85,MOREESF1,NSW1,GENERATOR,1.0,N>>85_86_NIL_N
N-Q-MNSP1,N-TWUL_85,METZSF1,NSW1,GENERATOR,1.0,N>>85_86_NIL_N
N-Q-MNSP1,N-TWUL_85,WRWF1,NSW1,GENERATOR,1.0,N>>85_86_NIL_N
N-Q-MNSP1,N-TWUL_85,WRSF1,NSW1,GENERATOR,1.0,N>>85_86_NIL_N
N-Q-MNSP1,N-X_10+76,TALWB1,NSW1,GENERATOR,6.024096385542168,N>>76_11_77
N-Q-MNSP1,N-X_10+76,TALWA1,NSW1,GENERATOR,6.024096385542168,N>>76_11_77
N-Q-MNSP1,N-X_10+76,SHGEN,NSW1,GENERATOR,5.686746987951807,N>>76_11_77
N-Q-MNSP1,N-X_10+76,SHGEN2,NSW1,GENERATOR,5.686746987951807,N>>76_11_77
N-Q-MNSP1,N-X_10+76,SHPUMP,NSW1,LOAD,-5.686746987951807,N>>76_11_77
N-Q-MNSP1,N-X_10+76,WOODLWN1,NSW1,GENERATOR,4.662650602409639,N>>76_11_77
N-Q-MNSP1,N-X_10+76,WILLBES1,NSW1,BIDIRECTIONAL,4.186746987951807,N>>76_11_77
N-Q-MNSP1,N-X_10+76,BOCORWF1,NSW1,GENERATOR,4.186746987951807,N>>76_11_77
N-Q-MNSP1,N-X_10+76,CAPBES1,NSW1,BIDIRECTIONAL,4.186746987951807,N>>76_11_77
N-Q-MNSP1,N-X_10+76,QBYNB1,NSW1,BIDIRECTIONAL,4.186746987951807,N>>76_11_77
N-Q-MNSP1,N-X_4+17_WG_CLOSE,ER04,NSW1,GENERATOR,6.7114093959731544,N>>17_13_14
N-Q-MNSP1,N-X_4+17_WG_CLOSE,ER03,NSW1,GENERATOR,6.7114093959731544,N>>17_13_14
N-Q-MNSP1,N-X_4+17_WG_CLOSE,TARALGA1,NSW1,GENERATOR,4.149377593360996,N>>17_39_11
N-Q-MNSP1,N-X_4+17_WG_CLOSE,TALWB1,NSW1,GENERATOR,4.145228215767635,N>>17_39_11
N-Q-MNSP1,N-X_4+17_WG_CLOSE,TALWA1,NSW1,GENERATOR,4.145228215767635,N>>17_39_11
N-Q-MNSP1,N-X_4+17_WG_CLOSE,CROOKWF3,NSW1,GENERATOR,4.141078838174274,N>>17_39_11
N-Q-MNSP1,N-X_4+17_WG_CLOSE,CROOKWF2,NSW1,GENERATOR,4.141078838174274,N>>17_39_11
N-Q-MNSP1,N-X_4+17_WG_CLOSE,GULLRSF1,NSW1,GENERATOR,4.136929460580913,N>>17_39_11
N-Q-MNSP1,N-X_4+17_WG_CLOSE,SHPUMP,NSW1,LOAD,-4.136929460580913,N>>17_39_11
N-Q-MNSP1,N-X_4+17_WG_CLOSE,GULLRWF1,NSW1,GENERATOR,4.136929460580913,N>>17_39_11
N-Q-MNSP1,N-X_ARKK_CH_CB892A,METZSF1,NSW1,GENERATOR,-0.358,N>>966_965_87_PSTMAN
N-Q-MNSP1,N-X_ARKK_CH_CB892A,SAPHWF1,NSW1,GENERATOR,-0.238,N>>966_965_87_PSTMAN
N-Q-MNSP1,N-X_ARKK_CH_CB892A,NEWENSF1,NSW1,GENERATOR,-0.226,N>>966_965_87_PSTMAN
N-Q-MNSP1,N-X_ARKK_CH_CB892A,NEWENSF2,NSW1,GENERATOR,-0.226,N>>966_965_87_PSTMAN
N-Q-MNSP1,N-X_ARKK_CH_CB892A,NESBESS1,NSW1,BIDIRECTIONAL,-0.226,N>>966_965_87_BYPASS
N-Q-MNSP1,N-X_ARKK_CH_CB892A,NESBESS2,NSW1,BIDIRECTIONAL,-0.226,N>>966_965_87_BYPASS
N-Q-MNSP1,N-X_ARKK_CH_CB892A,MOREESF1,NSW1,GENERATOR,-0.159,N>>966_965_87_PSTMAN
N-Q-MNSP1,N-X_ARKK_CH_CB892A,GNNDHSF1,NSW1,GENERATOR,-0.151,N>>966_965_87_BYPASS
N-Q-MNSP1,N-X_AVMA_KCTX,ER03,NSW1,GENERATOR,6.410256410256411,N>>X_17+KCTX_KCTX
N-Q-MNSP1,N-X_AVMA_KCTX,ER04,NSW1,GENERATOR,6.410256410256411,N>>X_17+KCTX_KCTX
N-Q-MNSP1,N-X_AVMA_KCTX,TARALGA1,NSW1,GENERATOR,4.149377593360996,N>>X_17+KCTX_39_11
N-Q-MNSP1,N-X_AVMA_KCTX,TALWB1,NSW1,GENERATOR,4.145228215767635,N>>X_17+KCTX_39_11
N-Q-MNSP1,N-X_AVMA_KCTX,TALWA1,NSW1,GENERATOR,4.145228215767635,N>>X_17+KCTX_39_11
N-Q-MNSP1,N-X_AVMA_KCTX,CROOKWF3,NSW1,GENERATOR,4.141078838174274,N>>X_17+KCTX_39_11
N-Q-MNSP1,N-X_AVMA_KCTX,CROOKWF2,NSW1,GENERATOR,4.141078838174274,N>>X_17+KCTX_39_11
N-Q-MNSP1,N-X_AVMA_KCTX,GULLRWF1,NSW1,GENERATOR,4.136929460580913,N>>X_17+KCTX_39_11
N-Q-MNSP1,N-X_AVMA_KCTX,SHPUMP,NSW1,LOAD,-4.136929460580913,N>>X_17+KCTX_39_11
N-Q-MNSP1,N-X_AVMA_KCTX,SHGEN,NSW1,GENERATOR,4.136929460580913,N>>X_17+KCTX_39_11
N-Q-MNSP1,N-X_AVMA_SSWW,ER04,NSW1,GENERATOR,6.134969325153374,N>>X-17+76_13_14
N-Q-MNSP1,N-X_AVMA_SSWW,ER03,NSW1,GENERATOR,6.134969325153374,N>>X-17+76_13_14
N-Q-MNSP1,N-X_AVMA_SSWW,TARALGA1,NSW1,GENERATOR,3.8910505836575875,N>>X-17+76_39_11
N-Q-MNSP1,N-X_AVMA_SSWW,TALWA1,NSW1,GENERATOR,3.88715953307393,N>>X-17+76_39_11
N-Q-MNSP1,N-X_AVMA_SSWW,TALWB1,NSW1,GENERATOR,3.88715953307393,N>>X-17+76_39_11
N-Q-MNSP1,N-X_AVMA_SSWW,SHGEN,NSW1,GENERATOR,3.8832684824902723,N>>X-17+76_39_11
N-Q-MNSP1,N-X_AVMA_SSWW,SHGEN2,NSW1,GENERATOR,3.8832684824902723,N>>X-17+76_39_11
N-Q-MNSP1,N-X_AVMA_SSWW,SHPUMP,NSW1,LOAD,-3.8832684824902723,N>>X-17+76_39_11
N-Q-MNSP1,N-X_AVMA_SSWW,CROOKWF2,NSW1,GENERATOR,3.8832684824902723,N>>X-17+76_39_11
N-Q-MNSP1,N-X_AVMA_SSWW,CROOKWF3,NSW1,GENERATOR,3.8832684824902723,N>>X-17+76_39_11
N-Q-MNSP1,N-X_KCTX_LDTM,ER04,NSW1,GENERATOR,5.88235294117647,N>>KCTX_KCTX_22
N-Q-MNSP1,N-X_KCTX_LDTM,ER03,NSW1,GENERATOR,5.88235294117647,N>>KCTX_KCTX_22
N-Q-MNSP1,N-X_KCTX_LDTM,MP1,NSW1,GENERATOR,3.4129692832764507,N>>LDTM_70_71
N-Q-MNSP1,N-X_KCTX_LDTM,MP2,NSW1,GENERATOR,3.4129692832764507,N>>LDTM_70_71
N-Q-MNSP1,N-X_KCTX_LDTM,CG3,NSW1,GENERATOR,-3.3783783783783785,N>>KCTX_23_KCTX
N-Q-MNSP1,N-X_KCTX_LDTM,CG4,NSW1,GENERATOR,-3.3783783783783785,N>>KCTX_23_KCTX
N-Q-MNSP1,N-X_KCTX_LDTM,CG1,NSW1,GENERATOR,-3.3783783783783785,N>>KCTX_23_KCTX
N-Q-MNSP1,N-X_KCTX_LDTM,WTAHB1,NSW1,BIDIRECTIONAL,-3.3783783783783785,N>>KCTX_23_KCTX
N-Q-MNSP1,N-X_KCTX_LDTM,CG2,NSW1,GENERATOR,-3.3783783783783785,N>>KCTX_23_KCTX
N-Q-MNSP1,N-X_KCTX_LDTM,TNPS1,QLD1,GENERATOR,-2.839117859725235,N::Q_KCTX_LDTM_TNT
N-Q-MNSP1,N-X_LPSS_MPWW,MP1,NSW1,GENERATOR,4.444444444444445,N>>X_12+70_71_8
N-Q-MNSP1,N-X_LPSS_MPWW,MP2,NSW1,GENERATOR,4.444444444444445,N>>X_12+70_71_8
N-Q-MNSP1,N-X_LPSS_MPWW,CRURWF1,NSW1,GENERATOR,3.048888888888889,N>>X_12+70_71_16
N-Q-MNSP1,N-X_LPSS_MPWW,CROOKWF2,NSW1,GENERATOR,2.824858757062147,N>>12_39_14
N-Q-MNSP1,N-X_LPSS_MPWW,CROOKWF3,NSW1,GENERATOR,2.824858757062147,N>>12_39_14
N-Q-MNSP1,N-X_LPSS_MPWW,GULLRSF1,NSW1,GENERATOR,2.805084745762712,N>>12_39_14
N-Q-MNSP1,N-X_LPSS_MPWW,GULLRWF2,NSW1,GENERATOR,2.805084745762712,N>>12_39_14
N-Q-MNSP1,N-X_LPSS_MPWW,GULLRWF1,NSW1,GENERATOR,2.805084745762712,N>>12_39_14
N-Q-MNSP1,N-X_LPSS_MPWW,TARALGA1,NSW1,GENERATOR,2.7655367231638417,N>>12_39_14
N-Q-MNSP1,N-X_LPSS_MPWW,ORABESS1,NSW1,BIDIRECTIONAL,2.7466666666666666,N>>X_12+70_71_8
N-Q-MNSP1,Q-BKBM,GREENB1,QLD1,BIDIRECTIONAL,-0.964,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-BKBM,SWAN_E,QLD1,GENERATOR,-0.89,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-BKBM,SWANBBF1,QLD1,BIDIRECTIONAL,-0.881,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-BKBM,YARANSF1,QLD1,GENERATOR,-0.605,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-BKBM,WARWSF1,QLD1,GENERATOR,-0.605,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-BKBM,MARYRSF1,QLD1,GENERATOR,-0.605,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-BKBM,OAKEY1,QLD1,GENERATOR,-0.605,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-BKBM,OAKEY1SF,QLD1,GENERATOR,-0.605,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-BKBM,OAKEY2,QLD1,GENERATOR,-0.605,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-BKBM,OAKEY2SF,QLD1,GENERATOR,-0.605,Q>>BKBM_BKGO_BKBS
N-Q-MNSP1,Q-LCCP_8859,BBATTERY1,QLD1,BIDIRECTIONAL,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-LCCP_8859,BARCALDN,QLD1,GENERATOR,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-LCCP_8859,BARRON-1,QLD1,GENERATOR,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-LCCP_8859,LILYSF1,QLD1,GENERATOR,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-LCCP_8859,DAYDSF1,QLD1,GENERATOR,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-LCCP_8859,CLARESF1,QLD1,GENERATOR,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-LCCP_8859,BARRON-2,QLD1,GENERATOR,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-LCCP_8859,CALL_B_2,QLD1,GENERATOR,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-LCCP_8859,CLRKCWF1,QLD1,GENERATOR,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-LCCP_8859,CLRKCWF2,QLD1,GENERATOR,-13.698630136986303,Q>>LCCP_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,BBATTERY1,QLD1,BIDIRECTIONAL,-13.698630136986303,Q>>RGLC_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,BARCALDN,QLD1,GENERATOR,-13.698630136986303,Q>>RGLC_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,BARRON-1,QLD1,GENERATOR,-13.698630136986303,Q>>RGLC_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,LILYSF1,QLD1,GENERATOR,-13.698630136986303,Q>>RGLC_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,HAYMSF1,QLD1,GENERATOR,-13.698630136986303,Q>>RGLC_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,CLARESF1,QLD1,GENERATOR,-13.698630136986303,Q>>RGLC_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,BARRON-2,QLD1,GENERATOR,-13.698630136986303,Q>>RGLC_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,CALL_B_2,QLD1,GENERATOR,-13.698630136986303,Q>>RGLC_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,CLRKCWF1,QLD1,GENERATOR,-13.698630136986303,Q>>RGLC_BCCP_CLWU
N-Q-MNSP1,Q-RGLC_8875,CLRKCWF2,QLD1,GENERATOR,-13.698630136986303,Q>>RGLC_BCCP_CLWU
NSW1-QLD1,CA_BRIS_569B1432,COOPGWF1,QLD1,GENERATOR,-3.0807147258163896,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_569B1432,KPP_1,QLD1,GENERATOR,-2.1521873074553297,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_569B1432,DULAWF1,QLD1,GENERATOR,-2.1521873074553297,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_569B1432,BLUEGSF1,QLD1,GENERATOR,-2.1521873074553297,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_569B1432,CPSA,QLD1,GENERATOR,-2.1521873074553297,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_569B1432,COLUMSF1,QLD1,GENERATOR,-2.1521873074553297,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_569B1432,WANDB1,QLD1,BIDIRECTIONAL,-2.1521873074553297,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_569B1432,WDGPH1,QLD1,GENERATOR,-2.1521873074553297,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_569B1432,WANDSF1,QLD1,GENERATOR,-2.1521873074553297,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_569B1432,EDENVSF1,QLD1,GENERATOR,-2.1521873074553297,CA_BRIS_569B1432_1
NSW1-QLD1,CA_BRIS_57A00625,WRWF1,NSW1,GENERATOR,1.0595890410958904,CA_BRIS_57A00625_1
NSW1-QLD1,CA_BRIS_57A00625,WRSF1,NSW1,GENERATOR,1.0595890410958904,CA_BRIS_57A00625_1
NSW1-QLD1,CA_BRIS_57A00625,SAPHWF1,NSW1,GENERATOR,1.0,CA_BRIS_57A00625_1
NSW1-QLD1,CA_BRIS_57A00625,NEWENSF1,NSW1,GENERATOR,0.9527397260273973,CA_BRIS_57A00625_1
NSW1-QLD1,CA_BRIS_57A00625,NEWENSF2,NSW1,GENERATOR,0.9527397260273973,CA_BRIS_57A00625_1
