ic,GENCONSETID,DUID,duid_region,dispatch_type,sensitivity,example_equation
VIC1-NSW1,N-CNLT_07,BANGOWF1,NSW1,GENERATOR,-4.209328782707622,N>>7_998_18
VIC1-NSW1,N-CNLT_07,MANSLR1,NSW1,GENERATOR,3.959044368600682,N>>7_998_18
VIC1-NSW1,N-CNLT_07,MOLNGSF1,NSW1,GENERATOR,2.650739476678043,N>>7_998_18
VIC1-NSW1,N-CNLT_07,GUNNING1,NSW1,GENERATOR,-2.366325369738339,N>>7_998_18
VIC1-NSW1,N-CTMN_4_WG_CLOSE,JEMALNG1,NSW1,GENERATOR,9.00900900900901,N>>4_998_18
VIC1-NSW1,N-CTMN_4_WG_CLOSE,GOONSF1,NSW1,GENERATOR,6.396396396396396,N>>4_998_18
VIC1-NSW1,N-CTMN_4_WG_CLOSE,QPSFB1,NSW1,GENERATOR,6.396396396396396,N>>4_998_18
VIC1-NSW1,N-CTMN_4_WG_CLOSE,QPSFB2,NSW1,BIDIRECTIONAL,6.396396396396396,N>>4_998_18
VIC1-NSW1,N-CTMN_4_WG_CLOSE,PARSF1,NSW1,GENERATOR,6.396396396396396,N>>4_998_18
VIC1-NSW1,N-CTMN_4_WG_CLOSE,HUMENSW,NSW1,GENERATOR,-4.016064257028113,V^^N_MNYS_1
VIC1-NSW1,N-CTMN_4_WG_CLOSE,BANGOWF2,NSW1,GENERATOR,-3.576576576576577,N>>4_998_18
VIC1-NSW1,N-CTMN_4_WG_CLOSE,BANGOWF1,NSW1,GENERATOR,-3.5585585585585586,N>>4_998_18
VIC1-NSW1,N-CTMN_4_WG_CLOSE,MANSLR1,NSW1,GENERATOR,3.135135135135135,N>>4_998_18
VIC1-NSW1,N-CTMN_4_WG_CLOSE,SHGEN,NSW1,GENERATOR,-2.4213075060532687,N>>4_18_5_S
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,JEMALNG1,NSW1,GENERATOR,9.00900900900901,N>>3L_998_18
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,PARSF1,NSW1,GENERATOR,6.396396396396396,N>>3L_998_18
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,GOONSF1,NSW1,GENERATOR,6.396396396396396,N>>3L_998_18
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,QPSFB1,NSW1,GENERATOR,6.396396396396396,N>>3L_998_18
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,QPSFB2,NSW1,BIDIRECTIONAL,6.396396396396396,N>>3L_998_18
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,HUMENSW,NSW1,GENERATOR,-4.016064257028113,V^^N_MNYS_1
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,BANGOWF2,NSW1,GENERATOR,-3.576576576576577,N>>3L_998_18
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,BANGOWF1,NSW1,GENERATOR,-3.5585585585585586,N>>3L_998_18
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,MANSLR1,NSW1,GENERATOR,3.135135135135135,N>>3L_998_18
VIC1-NSW1,N-CTYS_3L_WG_CLOSE,SHGEN2,NSW1,GENERATOR,-2.4213075060532687,N>>3L_18_5_S
VIC1-NSW1,N-DPWG_63,HUMENSW,NSW1,GENERATOR,-4.016064257028113,V^^N_DPWG_1
VIC1-NSW1,N-DPWG_63,GUTHEGA,NSW1,GENERATOR,-1.2195121951219512,N>>V-DPWG_D
VIC1-NSW1,N-DPWG_63,HUMEV,VIC1,GENERATOR,1.1750881316098707,V>>N-DPWG_K
VIC1-NSW1,N-DPWG_63,MURRAY,VIC1,GENERATOR,1.1402508551881414,V>>V-DPWG_02X
VIC1-NSW1,N-DPWG_63,BROKENH1,NSW1,GENERATOR,-1.0,N>>V-DPWG_C
VIC1-NSW1,N-DPWG_63,BHB1,NSW1,BIDIRECTIONAL,-1.0,N>>V-DPWG_C
VIC1-NSW1,N-DPWG_63,STWF1,NSW1,GENERATOR,-1.0,N>>V-DPWG_C
VIC1-NSW1,N-DPWG_63,RIVNB2,NSW1,BIDIRECTIONAL,-0.9988249118683902,V>>N-DPWG_K
VIC1-NSW1,N-DPWG_63,DPNTB1,NSW1,BIDIRECTIONAL,-0.9988249118683902,V>>N-DPWG_K
VIC1-NSW1,N-DPWG_63,RESS1,NSW1,BIDIRECTIONAL,-0.9988249118683902,V>>N-DPWG_K
VIC1-NSW1,N-DPWG_63_X5,GANNB1,VIC1,BIDIRECTIONAL,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-DPWG_63_X5,KERNGSP1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-DPWG_63_X5,COHUNSF1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-DPWG_63_X5,GANNSF1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-DPWG_63_X5,KESSB1,VIC1,BIDIRECTIONAL,-4.422727272727273,V>>X5_SHBE_NIL
VIC1-NSW1,N-DPWG_63_X5,NUMURSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-DPWG_63_X5,LANCSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-DPWG_63_X5,GIRGSF,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-DPWG_63_X5,WUNUSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-DPWG_63_X5,PLBESS1,VIC1,BIDIRECTIONAL,3.5909090909090913,V>>X5_SHBE_NIL
VIC1-NSW1,N-DTKV_18_WG_CLOSE,JEMALNG1,NSW1,GENERATOR,9.090909090909092,N>>18_998_5
VIC1-NSW1,N-DTKV_18_WG_CLOSE,GOONSF1,NSW1,GENERATOR,6.454545454545454,N>>18_998_5
VIC1-NSW1,N-DTKV_18_WG_CLOSE,PARSF1,NSW1,GENERATOR,6.454545454545454,N>>18_998_5
VIC1-NSW1,N-DTKV_18_WG_CLOSE,BANGOWF2,NSW1,GENERATOR,-3.6,N>>18_998_5
VIC1-NSW1,N-DTKV_18_WG_CLOSE,BANGOWF1,NSW1,GENERATOR,-3.581818181818182,N>>18_998_5
VIC1-NSW1,N-DTKV_18_WG_CLOSE,MP2,NSW1,GENERATOR,-3.4722222222222223,N>>18_70_71
VIC1-NSW1,N-DTKV_18_WG_CLOSE,MP1,NSW1,GENERATOR,-3.4722222222222223,N>>18_70_71
VIC1-NSW1,N-DTKV_18_WG_CLOSE,MANSLR1,NSW1,GENERATOR,3.1636363636363636,N>>18_998_5
VIC1-NSW1,N-DTKV_18_WG_CLOSE,TALWB1,NSW1,GENERATOR,2.2988505747126435,N>>18_8_10
VIC1-NSW1,N-DTKV_18_WG_CLOSE,TALWA1,NSW1,GENERATOR,2.2988505747126435,N>>18_8_10
VIC1-NSW1,N-DTMN_8_15M,MP2,NSW1,GENERATOR,-3.6900369003690034,N>>8_70_71
VIC1-NSW1,N-DTMN_8_15M,MP1,NSW1,GENERATOR,-3.6900369003690034,N>>8_70_71
VIC1-NSW1,N-DTMN_8_15M,WELNSF1,NSW1,GENERATOR,-2.298892988929889,N>>8_70_71
VIC1-NSW1,N-DTMN_8_15M,ORABESS1,NSW1,BIDIRECTIONAL,-2.298892988929889,N>>8_70_71
VIC1-NSW1,N-DTMN_8_15M,STUBSF1,NSW1,GENERATOR,-2.22140221402214,N>>8_70_71
VIC1-NSW1,N-DTMN_8_15M,STUBSF2,NSW1,GENERATOR,-2.22140221402214,N>>8_70_71
VIC1-NSW1,N-DTMN_8_15M,WOLARSF1,NSW1,GENERATOR,-2.169741697416974,N>>8_70_71
VIC1-NSW1,N-DTMN_8_15M,WELLSF1,NSW1,GENERATOR,-1.7970479704797047,N>>8_70_71
VIC1-NSW1,N-DTMN_8_15M,NYNGAN1,NSW1,GENERATOR,-1.7970479704797047,N>>8_70_71
VIC1-NSW1,N-DTMN_8_15M,NEVERSF1,NSW1,GENERATOR,-1.7970479704797047,N>>8_70_71
VIC1-NSW1,N-DTSS_11,JEMALNG1,NSW1,GENERATOR,11.11111111111111,N>>11_998_18
VIC1-NSW1,N-DTSS_11,PARSF1,NSW1,GENERATOR,7.888888888888888,N>>11_998_18
VIC1-NSW1,N-DTSS_11,GOONSF1,NSW1,GENERATOR,7.888888888888888,N>>11_998_18
VIC1-NSW1,N-DTSS_11,TALWA1,NSW1,GENERATOR,-5.6818181818181825,N>>11_8_10
VIC1-NSW1,N-DTSS_11,TALWB1,NSW1,GENERATOR,-5.6818181818181825,N>>11_8_10
VIC1-NSW1,N-DTSS_11,SHGEN,NSW1,GENERATOR,-4.880681818181818,N>>11_8_10
VIC1-NSW1,N-DTSS_11,SHGEN2,NSW1,GENERATOR,-4.880681818181818,N>>11_8_10
VIC1-NSW1,N-DTSS_11,SHPUMP,NSW1,LOAD,4.880681818181818,N>>11_8_10
VIC1-NSW1,N-DTSS_11,BANGOWF2,NSW1,GENERATOR,-4.177777777777778,N>>11_998_18
VIC1-NSW1,N-DTSS_11,BANGOWF1,NSW1,GENERATOR,-4.155555555555556,N>>11_998_18
VIC1-NSW1,N-ER_TX,ER03,NSW1,GENERATOR,-4.566210045662101,N>>ERTX_13_14
VIC1-NSW1,N-ER_TX,ER04,NSW1,GENERATOR,-4.566210045662101,N>>ERTX_13_14
VIC1-NSW1,N-ER_TX,LDBESS1,NSW1,BIDIRECTIONAL,-4.545454545454546,N>>ERTX_82_81
VIC1-NSW1,N-ER_TX,BW02,NSW1,GENERATOR,-4.290909090909091,N>>ERTX_82_81
VIC1-NSW1,N-ER_TX,BW01,NSW1,GENERATOR,-4.290909090909091,N>>ERTX_82_81
VIC1-NSW1,N-ER_TX,GNNDHSF1,NSW1,GENERATOR,-4.159090909090909,N>>ERTX_81_82
VIC1-NSW1,N-ER_TX,NEWENSF1,NSW1,GENERATOR,-3.9909090909090907,N>>ERTX_81_82
VIC1-NSW1,N-ER_TX,NESBESS2,NSW1,BIDIRECTIONAL,-3.9909090909090907,N>>ERTX_81_82
VIC1-NSW1,N-ER_TX,NESBESS1,NSW1,BIDIRECTIONAL,-3.9909090909090907,N>>ERTX_81_82
VIC1-NSW1,N-ER_TX,NEWENSF2,NSW1,GENERATOR,-3.9909090909090907,N>>ERTX_81_82
VIC1-NSW1,N-GRYS_3J_15M,JEMALNG1,NSW1,GENERATOR,8.928571428571429,N>>3J_998_18
VIC1-NSW1,N-GRYS_3J_15M,PARSF1,NSW1,GENERATOR,6.3392857142857135,N>>3J_998_18
VIC1-NSW1,N-GRYS_3J_15M,GOONSF1,NSW1,GENERATOR,6.3392857142857135,N>>3J_998_18
VIC1-NSW1,N-GRYS_3J_15M,BANGOWF2,NSW1,GENERATOR,-3.553571428571429,N>>3J_998_18
VIC1-NSW1,N-GRYS_3J_15M,BANGOWF1,NSW1,GENERATOR,-3.5357142857142856,N>>3J_998_18
VIC1-NSW1,N-GRYS_3J_15M,MANSLR1,NSW1,GENERATOR,3.1071428571428568,N>>3J_998_18
VIC1-NSW1,N-GRYS_3J_15M,GUNNING1,NSW1,GENERATOR,-2.0892857142857144,N>>3J_998_18
VIC1-NSW1,N-GRYS_3J_15M,MOLNGSF1,NSW1,GENERATOR,2.080357142857143,N>>3J_998_18
VIC1-NSW1,N-GRYS_3J_15M,SUNTPSF1,NSW1,GENERATOR,1.7946428571428572,N>>3J_998_18
VIC1-NSW1,N-GRYS_3J_15M,BLOWERNG,NSW1,GENERATOR,-1.6339285714285714,N>>3J_998_18
VIC1-NSW1,N-JNWG_RADIAL,KERNGSP1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-JNWG_RADIAL,COHUNSF1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-JNWG_RADIAL,GANNSF1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-JNWG_RADIAL,GANNB1,VIC1,BIDIRECTIONAL,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-JNWG_RADIAL,KESSB1,VIC1,BIDIRECTIONAL,-4.422727272727273,V>>X5_SHBE_NIL
VIC1-NSW1,N-JNWG_RADIAL,NUMURSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-JNWG_RADIAL,WUNUSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-JNWG_RADIAL,LANCSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-JNWG_RADIAL,GIRGSF,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-JNWG_RADIAL,PLBESS1,VIC1,BIDIRECTIONAL,3.5909090909090913,V>>X5_SHBE_NIL
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,HUMENSW,NSW1,GENERATOR,-4.016064257028113,V^^N_CNCW_1
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,MP1,NSW1,GENERATOR,-3.4722222222222223,N>>3W_70_71
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,MP2,NSW1,GENERATOR,-3.4722222222222223,N>>3W_70_71
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,CROOKWF3,NSW1,GENERATOR,-2.347417840375587,N>>3W_61
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,CROOKWF2,NSW1,GENERATOR,-2.347417840375587,N>>3W_61
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,TALWB1,NSW1,GENERATOR,2.2988505747126435,N>>3W_8_10
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,SHPUMP,NSW1,LOAD,-2.2988505747126435,N>>3W_8_10
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,TALWA1,NSW1,GENERATOR,2.2988505747126435,N>>3W_8_10
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,SHGEN,NSW1,GENERATOR,2.2988505747126435,N>>3W_8_10
VIC1-NSW1,N-KVCW_3W_WG_CLOSE,SHGEN2,NSW1,GENERATOR,2.2988505747126435,N>>3W_8_10
VIC1-NSW1,N-LTUT_64_15M,UPPTUMUT,NSW1,GENERATOR,-1.6920473773265652,N>>64_1_6X
VIC1-NSW1,N-LTUT_64_15M,TUMUT3,NSW1,GENERATOR,-1.5015015015015014,N>>64_07_03
VIC1-NSW1,N-LTUT_64_15M,SNOWYP,NSW1,LOAD,1.5015015015015014,N>>64_07_03
VIC1-NSW1,N-LTUT_64_15M,TUMUT3-4,SNOWY1,GENERATOR,1.5015015015015014,N>>64_07_03
VIC1-NSW1,N-LTUT_64_15M,TUMUT3-3,SNOWY1,GENERATOR,1.5015015015015014,N>>64_07_03
VIC1-NSW1,N-LTUT_64_15M,GUTHEGA,NSW1,GENERATOR,-1.4144271570014144,N>>V_64_66_NIL_S
VIC1-NSW1,N-LTUT_64_15M,DPNTB1,NSW1,BIDIRECTIONAL,-1.1456456456456456,N>>64_07_03
VIC1-NSW1,N-LTUT_64_15M,HILLSTN1,NSW1,GENERATOR,-1.1456456456456456,N>>64_07_03
VIC1-NSW1,N-LTUT_64_15M,DARLSF1,NSW1,GENERATOR,-1.1456456456456456,N>>64_07_03
VIC1-NSW1,N-LTUT_64_15M,RESS1,NSW1,BIDIRECTIONAL,-1.1456456456456456,N>>64_07_03
VIC1-NSW1,N-LTWG_63,HUMEV,VIC1,GENERATOR,-3.3557046979865772,N^^V_LTWG_1
VIC1-NSW1,N-LTWG_63,BROKENH1,NSW1,GENERATOR,-1.0738255033557047,N^^V_LTWG_1
VIC1-NSW1,N-LTWG_63,STWF1,NSW1,GENERATOR,-1.0738255033557047,N^^V_LTWG_1
VIC1-NSW1,N-LTWG_63,BHB1,NSW1,BIDIRECTIONAL,-1.0738255033557047,N^^V_LTWG_1
VIC1-NSW1,N-LTWG_63,WKIEWA1,VIC1,GENERATOR,1.0482180293501049,V::N_LTWG_V2
VIC1-NSW1,N-LTWG_63,MCKAY1,VIC1,GENERATOR,1.0482180293501049,V::N_LTWG_V2
VIC1-NSW1,N-LTWG_63,DARTM1,VIC1,GENERATOR,1.0482180293501049,V::N_LTWG_V2
VIC1-NSW1,N-LTWG_63,CRWASF1,NSW1,GENERATOR,-1.001001001001001,N>>V_051+X5_65_66
VIC1-NSW1,N-LTWG_63,WLWLSF1,NSW1,GENERATOR,-1.001001001001001,N>>V_051+X5_66_65
VIC1-NSW1,N-LTWG_63,HUMENSW,NSW1,GENERATOR,-1.001001001001001,N>>V_051+X5_65_66
VIC1-NSW1,N-LTWG_RADIAL,GANNSF1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_RADIAL,COHUNSF1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_RADIAL,GANNB1,VIC1,BIDIRECTIONAL,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_RADIAL,KERNGSP1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_RADIAL,KESSB1,VIC1,BIDIRECTIONAL,-4.422727272727273,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_RADIAL,LANCSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_RADIAL,NUMURSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_RADIAL,WUNUSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_RADIAL,GIRGSF,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_RADIAL,PLBESS1,VIC1,BIDIRECTIONAL,3.5909090909090913,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,COHUNSF1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,KERNGSP1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,GANNB1,VIC1,BIDIRECTIONAL,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,GANNSF1,VIC1,GENERATOR,-4.545454545454546,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,KESSB1,VIC1,BIDIRECTIONAL,-4.422727272727273,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,WUNUSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,NUMURSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,GIRGSF,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,LANCSF1,VIC1,GENERATOR,3.8045454545454542,V>>X5_SHBE_NIL
VIC1-NSW1,N-LTWG_X5,PLBESS1,VIC1,BIDIRECTIONAL,3.5909090909090913,V>>X5_SHBE_NIL
VIC1-NSW1,N-MA_CB172A,TALWB1,NSW1,GENERATOR,-1.4836795252225519,N>>MA_CB172A_17_11
VIC1-NSW1,N-MA_CB172A,TALWA1,NSW1,GENERATOR,-1.4836795252225519,N>>MA_CB172A_17_11
VIC1-NSW1,N-MA_CB172A,SHGEN2,NSW1,GENERATOR,-1.4005934718100888,N>>MA_CB172A_17_11
VIC1-NSW1,N-MA_CB172A,SHGEN,NSW1,GENERATOR,-1.4005934718100888,N>>MA_CB172A_17_11
VIC1-NSW1,N-MA_CB172A,SHPUMP,NSW1,LOAD,1.4005934718100888,N>>MA_CB172A_17_11
VIC1-NSW1,N-MA_CB172A,WOODLWN1,NSW1,GENERATOR,-1.1483679525222552,N>>MA_CB172A_17_11
VIC1-NSW1,N-MA_CB172A,CAPBES1,NSW1,BIDIRECTIONAL,-1.0311572700296734,N>>MA_CB172A_17_11
VIC1-NSW1,N-MA_CB172A,BOCORWF1,NSW1,GENERATOR,-1.0311572700296734,N>>MA_CB172A_17_11
VIC1-NSW1,N-MA_CB172A,QBYNB1,NSW1,BIDIRECTIONAL,-1.0311572700296734,N>>MA_CB172A_17_11
VIC1-NSW1,N-MA_CB172A,TUMUT3-3,SNOWY1,GENERATOR,1.002967359050445,N>>MA_CB172A_17_11
VIC1-NSW1,N-MNYS_5_WG_CLOSE,JEMALNG1,NSW1,GENERATOR,9.090909090909092,N>>5_998_18
VIC1-NSW1,N-MNYS_5_WG_CLOSE,QPSFB2,NSW1,BIDIRECTIONAL,6.454545454545454,N>>5_998_18
VIC1-NSW1,N-MNYS_5_WG_CLOSE,PARSF1,NSW1,GENERATOR,6.454545454545454,N>>5_998_18
VIC1-NSW1,N-MNYS_5_WG_CLOSE,QPSFB1,NSW1,GENERATOR,6.454545454545454,N>>5_998_18
VIC1-NSW1,N-MNYS_5_WG_CLOSE,GOONSF1,NSW1,GENERATOR,6.454545454545454,N>>5_998_18
VIC1-NSW1,N-MNYS_5_WG_CLOSE,HUMENSW,NSW1,GENERATOR,-4.016064257028113,V^^N_MNYS_1
VIC1-NSW1,N-MNYS_5_WG_CLOSE,BANGOWF2,NSW1,GENERATOR,-3.6,N>>5_998_18
VIC1-NSW1,N-MNYS_5_WG_CLOSE,BANGOWF1,NSW1,GENERATOR,-3.581818181818182,N>>5_998_18
VIC1-NSW1,N-MNYS_5_WG_CLOSE,MANSLR1,NSW1,GENERATOR,3.1636363636363636,N>>5_998_18
VIC1-NSW1,N-MNYS_5_WG_CLOSE,SHPUMP,NSW1,LOAD,2.4213075060532687,N>>5_18_3L
VIC1-NSW1,N-MNYS_5_WG_OPEN,JEMALNG1,NSW1,GENERATOR,10.504201680672269,N>>5_998_18_OPEN
VIC1-NSW1,N-MNYS_5_WG_OPEN,QPSFB2,NSW1,BIDIRECTIONAL,7.45798319327731,N>>5_998_18_OPEN
VIC1-NSW1,N-MNYS_5_WG_OPEN,GOONSF1,NSW1,GENERATOR,7.45798319327731,N>>5_998_18_OPEN
VIC1-NSW1,N-MNYS_5_WG_OPEN,QPSFB1,NSW1,GENERATOR,7.45798319327731,N>>5_998_18_OPEN
VIC1-NSW1,N-MNYS_5_WG_OPEN,PARSF1,NSW1,GENERATOR,7.45798319327731,N>>5_998_18_OPEN
VIC1-NSW1,N-MNYS_5_WG_OPEN,BANGOWF2,NSW1,GENERATOR,-4.485294117647058,N>>5_998_18_OPEN
VIC1-NSW1,N-MNYS_5_WG_OPEN,BANGOWF1,NSW1,GENERATOR,-4.4642857142857135,N>>5_998_18_OPEN
VIC1-NSW1,N-MNYS_5_WG_OPEN,MANSLR1,NSW1,GENERATOR,3.655462184873949,N>>5_998_18_OPEN
VIC1-NSW1,N-MNYS_5_WG_OPEN,BLOWERNG,NSW1,GENERATOR,-2.7521008403361344,N>>5_998_18_OPEN
VIC1-NSW1,N-MNYS_5_WG_OPEN,GUNNING1,NSW1,GENERATOR,-2.7521008403361344,N>>5_998_18_OPEN
VIC1-NSW1,N-MPWW_ONE,MP1,NSW1,GENERATOR,-4.098360655737705,N>>MPWW_71_NIL
VIC1-NSW1,N-MPWW_ONE,MP2,NSW1,GENERATOR,-4.098360655737705,N>>MPWW_71_NIL
VIC1-NSW1,N-MPWW_ONE,CRURWF1,NSW1,GENERATOR,-2.959016393442623,N>>MPWW_71_NIL
VIC1-NSW1,N-MPWW_ONE,ORABESS1,NSW1,BIDIRECTIONAL,-2.6762295081967213,N>>MPWW_71_NIL
VIC1-NSW1,N-MPWW_ONE,WELNSF1,NSW1,GENERATOR,-2.6762295081967213,N>>MPWW_71_NIL
VIC1-NSW1,N-MPWW_ONE,STUBSF2,NSW1,GENERATOR,-2.5327868852459017,N>>MPWW_71_NIL
VIC1-NSW1,N-MPWW_ONE,STUBSF1,NSW1,GENERATOR,-2.5327868852459017,N>>MPWW_71_NIL
VIC1-NSW1,N-MPWW_ONE,BERYLSF1,NSW1,GENERATOR,-2.5163934426229506,N>>MPWW_71_NIL
VIC1-NSW1,N-MPWW_ONE,WOLARSF1,NSW1,GENERATOR,-2.4344262295081966,N>>MPWW_71_NIL
VIC1-NSW1,N-MPWW_ONE,BODWF1,NSW1,GENERATOR,-2.331967213114754,N>>MPWW_71_NIL
VIC1-NSW1,N-NIL_998,JEMALNG1,NSW1,GENERATOR,13.736263736263735,N>>NIL_998
VIC1-NSW1,N-NIL_998,PARSF1,NSW1,GENERATOR,9.752747252747252,N>>NIL_998
VIC1-NSW1,N-NIL_998,GOONSF1,NSW1,GENERATOR,9.752747252747252,N>>NIL_998
VIC1-NSW1,N-NIL_998,BANGOWF2,NSW1,GENERATOR,-4.958791208791208,N>>NIL_998
VIC1-NSW1,N-NIL_998,BANGOWF1,NSW1,GENERATOR,-4.931318681318681,N>>NIL_998
VIC1-NSW1,N-NIL_998,MANSLR1,NSW1,GENERATOR,4.793956043956044,N>>NIL_998
VIC1-NSW1,N-NIL_998,MOLNGSF1,NSW1,GENERATOR,3.2142857142857144,N>>NIL_998
VIC1-NSW1,N-NIL_998,SUNTPSF1,NSW1,GENERATOR,2.7747252747252746,N>>NIL_998
VIC1-NSW1,N-NIL_998,GUNNING1,NSW1,GENERATOR,-2.692307692307692,N>>NIL_998
VIC1-NSW1,N-NIL_998,BLOWERNG,NSW1,GENERATOR,-1.9917582417582416,N>>NIL_998
VIC1-NSW1,N-TUTBJ_992,WSTWYSF1,NSW1,GENERATOR,-2.5839793281653747,N>>992_990_051
VIC1-NSW1,N-TUTBJ_992,WAGGNSF1,NSW1,GENERATOR,-2.5839793281653747,N>>992_990_051
VIC1-NSW1,N-TUTBJ_992,BOMENSF1,NSW1,GENERATOR,-2.5839793281653747,N>>992_990_051
VIC1-NSW1,N-TUTBJ_992,SEBSF1,NSW1,GENERATOR,-2.5839793281653747,N>>992_990_051
VIC1-NSW1,N-TUTBJ_992,JUNEESF1,NSW1,GENERATOR,-2.5839793281653747,N>>992_990_051
VIC1-NSW1,N-TUTBJ_992,WYASF1,NSW1,GENERATOR,-2.5839793281653747,N>>992_990_051
VIC1-NSW1,N-TUTBJ_992,BLOWERNG,NSW1,GENERATOR,-2.5090439276485785,N>>992_990_051
VIC1-NSW1,N-TUTBJ_992,URANQ12,NSW1,GENERATOR,-2.4728682170542635,N>>992_990_051
VIC1-NSW1,N-TUTBJ_992,URANQ11,NSW1,GENERATOR,-2.4728682170542635,N>>992_990_051
VIC1-NSW1,N-TUTBJ_992,URANQ14,NSW1,GENERATOR,-2.4728682170542635,N>>992_990_051
VIC1-NSW1,N-WAGGA_330_BUSA,CRWASF1,NSW1,GENERATOR,-1.001001001001001,N>>V_051+X5_65_66
VIC1-NSW1,N-WAGGA_330_BUSA,CUSF1,NSW1,GENERATOR,-1.001001001001001,N>>V_051+X5_65_66
VIC1-NSW1,N-WAGGA_330_BUSA,HUMENSW,NSW1,GENERATOR,-1.001001001001001,N>>V_051+X5_65_66
VIC1-NSW1,N-WAGGA_330_BUSA,GUTHEGA,NSW1,GENERATOR,-1.001001001001001,N>>V_051+X5_65_66
VIC1-NSW1,N-WAGGA_330_BUSA,WLWLSF2,NSW1,GENERATOR,-1.001001001001001,N>>V_051+X5_65_66
VIC1-NSW1,N-WAGGA_330_BUSA,WLWLSF1,NSW1,GENERATOR,-1.001001001001001,N>>V_051+X5_65_66
VIC1-NSW1,N-WAGGA_330_BUSA,LIMOSF11,NSW1,GENERATOR,-1.0,N>>V_051+X5_65_66
