ic,name,direction,level,key,families,layer,GENCONSETID,tier,n_units,treated_hours,own_treated,own_control,own_diff,own_ci_lo,own_ci_hi,treated_coverage,any_treated,any_control,any_diff,any_ci_lo,any_ci_hi,class_own_set_treated,class_own_set_control,class_other_outage_set_treated,class_other_outage_set_control,class_system_normal_other_treated,class_system_normal_other_control,class_fcas_treated,class_fcas_control,class_ramp_discretionary_treated,class_ramp_discretionary_control,top1_treated,top1_treated_share,top1_control_share,top1_control,top1_control_share_c,top1_control_share_t
VIC1-NSW1,VNI,forward,K2,N-X_LTYS_MNYS,N-X_LTYS_MNYS,setter,N-X_LTYS_MNYS,unsupported,74,37.0,0.8581081081081081,0.0,0.8581081081081081,0.7424242424242424,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8581081081081074,0.0,0.0,0.2957207207207207,0.14189189189189189,0.6506006006006008,0.0,0.0,0.0,0.053678678678678676,N::N_03+5_2,0.5540540540540535,0.0,V::N_NIL_V2,0.22942942942942945,0.027027027027027025
VIC1-NSW1,VNI,reverse,K2,N-X_LTYS_MNYS,N-X_LTYS_MNYS,setter,N-X_LTYS_MNYS,unsupported,74,37.0,0.831081081081081,0.0,0.831081081081081,0.6666666666666666,0.9066666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.83108108108108,0.0,0.0,0.36651651651651673,0.15540540540540543,0.5925675675675672,0.0,0.0,0.013513513513513514,0.04091591591591592,N^^V_LTYS_MNYS_1,0.83108108108108,0.0,N^^V_NIL_1,0.36779279279279253,0.0
VIC1-NSW1,VNI,forward,K2,S-TBSE,S-TBSE,setter,S-TBSE,unsupported,1598,799.0,0.2813934084272006,0.0009386733416770963,0.28045473508552354,0.21388570617698066,0.352560488689714,1.0,1.0,1.0,0.0,0.0,0.0,0.28139340842720045,0.0009386733416770963,0.12651230705047978,0.27439160061187606,0.5673758865248218,0.7003963287442629,0.0,0.0,0.024718397997496866,0.024273397302183287,V::N_NIL_V2,0.14100959532749238,0.19211862049784384,V::N_NIL_V2,0.19211862049784384,0.14100959532749238
VIC1-NSW1,VNI,reverse,K2,S-TBSE,S-TBSE,setter,S-TBSE,supported,1598,799.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1279724655819775,0.25924245584758704,0.8663954943679628,0.7369228897232637,0.0,0.0,0.005632040050062579,0.003834654429147546,N^^V_NIL_1,0.3732790988735956,0.3529602975942136,N^^V_NIL_1,0.3529602975942136,0.3732790988735956
VIC1-NSW1,VNI,forward,K2,S-X_TBSE+BDBU,S-X_TBSE+BDBU,setter,S-X_TBSE+BDBU,indicative,31,15.5,0.2150537634408602,0.0,0.2150537634408602,0.08333333333333333,0.3235294117647059,1.0,1.0,1.0,0.0,0.0,0.0,0.2150537634408602,0.0,0.0,0.21487455197132618,0.7419354838709673,0.661469534050179,0.0,0.0,0.04301075268817204,0.1236559139784946,N^^N_NIL_WGLT,0.7419354838709673,0.37150537634408587,N^^N_NIL_WGLT,0.37150537634408587,0.7419354838709673
VIC1-NSW1,VNI,reverse,K2,S-X_TBSE+BDBU,S-X_TBSE+BDBU,setter,S-X_TBSE+BDBU,indicative,31,15.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,N^^V_NIL_1,0.9623655913978488,0.948745519713261,N^^V_NIL_1,0.948745519713261,0.9623655913978488
VIC1-NSW1,VNI,forward,K2,V-ARCW,V-ARCW,setter,V-ARCW,supported,54,27.0,0.3611111111111111,0.0,0.3611111111111111,0.008771929824561403,0.5784313725490197,1.0,1.0,1.0,0.0,0.0,0.0,0.36111111111111105,0.0,0.4506172839506173,0.573045267489712,0.1419753086419753,0.40010288065843624,0.0,0.0,0.046296296296296294,0.02685185185185185,V::N_WBHO_S2,0.36111111111111105,0.0,N>>BDBU_970_051,0.17299382716049383,0.012345679012345678
VIC1-NSW1,VNI,reverse,K2,V-ARCW,V-ARCW,setter,V-ARCW,supported,54,27.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6851851851851847,0.6002572016460905,0.31481481481481477,0.3935699588477366,0.0,0.0,0.0,0.006172839506172839,N^^V_CTMN_1,0.6604938271604933,0.2982510288065844,N^^V_CTMN_1,0.2982510288065844,0.6604938271604933
VIC1-NSW1,VNI,forward,K2,V-AR_WB_BA,V-AR_WB_BA,setter,V-AR_WB_BA,supported,241,120.5,0.3284923928077455,0.004840940525587829,0.3236514522821577,0.12806312180044432,0.5376001104667218,1.0,1.0,1.0,0.0,0.0,0.0,0.3284923928077456,0.004840940525587829,0.2344398340248962,0.324331489165514,0.40387275242047027,0.6442254495159057,0.0,0.0,0.03319502074688796,0.026602120792992158,V::N_X_ARWBBA_S2,0.19847856154910112,0.004149377593360996,V>>N_NIL_65_051,0.2599469801751957,0.15491009681881054
VIC1-NSW1,VNI,reverse,K2,V-AR_WB_BA,V-AR_WB_BA,setter,V-AR_WB_BA,unsupported,241,120.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35892116182572614,0.3786191793453204,0.6410788381742731,0.613543107422775,0.0,0.0,0.0,0.007837713231904103,N^^V_NIL_1,0.4979253112033188,0.36512217611802633,N^^V_NIL_1,0.36512217611802633,0.4979253112033188
VIC1-NSW1,VNI,forward,K2,V-BAML1_15M,V-BAML1_15M,setter,V-BAML1_15M,supported,191,95.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.36474694589877854,0.45906050029086687,0.605584642233857,0.5198225712623619,0.0,0.0,0.029668411867364748,0.02111692844677138,V>>N_NIL_65_051,0.18935427574171038,0.22993019197207687,V>>N_NIL_65_051,0.22993019197207687,0.18935427574171038
VIC1-NSW1,VNI,reverse,K2,V-BAML1_15M,V-BAML1_15M,setter,V-BAML1_15M,unsupported,191,95.5,0.09162303664921466,0.0,0.09162303664921466,0.0,0.2639017489711934,1.0,1.0,1.0,0.0,0.0,0.0,0.09162303664921469,0.0,0.4572425828970334,0.4253781268179175,0.44153577661431087,0.571713205351949,0.0,0.0,0.009598603839441536,0.0029086678301337987,N^^V_NIL_1,0.33856893542757444,0.4537958115183249,N^^V_NIL_1,0.4537958115183249,0.33856893542757444
VIC1-NSW1,VNI,forward,K2,V-BEKG,V-BEKG,setter,V-BEKG,unsupported,17,8.5,0.5784313725490197,0.0,0.5784313725490197,0.5784313725490197,0.5784313725490197,1.0,1.0,1.0,0.0,0.0,0.0,0.5784313725490196,0.0,0.42156862745098034,0.8362745098039216,0.0,0.153921568627451,0.0,0.0,0.0,0.00980392156862745,V::N_BEKG_O2,0.38235294117647056,0.0,N::N_CTYS_2,0.3294117647058824,0.16666666666666663
VIC1-NSW1,VNI,reverse,K2,V-BEKG,V-BEKG,setter,V-BEKG,unsupported,17,8.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8562091503267975,0.0,0.1437908496732026,0.0,0.0,0.0,0.0,N^^V_CTMN_1,1.0,0.7032679738562092,N^^V_CTMN_1,0.7032679738562092,1.0
VIC1-NSW1,VNI,forward,K2,V-BUCW,V-BUCW,setter,V-BUCW,unsupported,17,8.5,0.5784313725490196,0.0,0.5784313725490196,0.5784313725490197,0.5784313725490197,1.0,1.0,1.0,0.0,0.0,0.0,0.5784313725490197,0.0,0.0,0.1568627450980392,0.3921568627450981,0.8313725490196078,0.0,0.0,0.029411764705882353,0.011764705882352941,V::N_WBHO_S2,0.5784313725490197,0.0,V::N_NIL_V2,0.27058823529411763,0.25490196078431376
VIC1-NSW1,VNI,reverse,K2,V-BUCW,V-BUCW,setter,V-BUCW,unsupported,17,8.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1019607843137255,1.0,0.8980392156862744,0.0,0.0,0.0,0.0,N^^V_NIL_1,0.607843137254902,0.27254901960784317,V>>NIL_MLGT_MLGT,0.3836601307189543,0.2352941176470588
VIC1-NSW1,VNI,forward,K2,V-BUHO,V-BUHO,setter,V-BUHO,unsupported,40,20.0,0.19166666666666665,0.0,0.19166666666666665,0.0,0.3650793650793651,1.0,1.0,1.0,0.0,0.0,0.0,0.19166666666666668,0.0,0.30833333333333335,0.5325694444444444,0.41666666666666663,0.40722222222222226,0.0,0.0,0.08333333333333333,0.06020833333333333,V^^N_LTUT_1,0.30833333333333335,0.017708333333333333,V^^N_NIL_1,0.14854166666666668,0.1958333333333333
