n_treated,n_matched,match_rate,treated_hours,treated_days,exact_share,effect_capacity,treated_capacity,control_capacity,effect_headroom,treated_headroom,control_headroom,effect_directional_flow,treated_directional_flow,control_directional_flow,effect_restricted,treated_restricted,control_restricted,effect_forced_direction,treated_forced_direction,control_forced_direction,effect_tight_capacity,treated_tight_capacity,control_tight_capacity,effect_tightening,treated_tightening,control_tightening,effect_relief,treated_relief,control_relief,effect_capacity_pct,ci_lo_capacity,ci_hi_capacity,ci_lo_headroom,ci_hi_headroom,ci_lo_directional_flow,ci_hi_directional_flow,smd_before_temperature_mean,smd_after_temperature_mean,smd_before_vre_difference,smd_after_vre_difference,smd_before_residual_difference,smd_after_residual_difference,smd_before_half_hour,smd_after_half_hour,smd_before_other_count,smd_after_other_count,max_abs_smd_after,share_exact,share_count,share_coarse,placebo_n,placebo_effect_capacity,placebo_ci_lo,placebo_ci_hi,placebo_clean,ic,name,direction,level,key,GENCONSETID,episodes,lead_share,tier,treated_at_limit,control_at_limit,effect_at_limit
48,48,1.0,24.0,2.0,0.041666666666666664,-109.43251958333333,-41.322156666666665,61.03839166666667,-36.37529791666667,0.0,41.54455833333334,-54.27915999999999,-41.322156666666665,9.1402025,1.0,1.0,0.0,1.0,1.0,0.0,-95.941415,-46.903345,50.364360000000005,-237.24613449425988,0.0,270.25118327314146,-252.26337992760415,0.0,252.98599651145835,-206.99610991959784,-127.66589833333333,-95.36956,-47.49626666666667,-32.650328333333334,-91.66353666666667,-45.50400166666667,1.2075972439481646,0.030654649296180014,-0.21635068689597206,-1.222875345507414,-0.9522151044533326,-0.06510265522150055,1.9597887547890413e-05,0.05000258106583371,1.2884770567134445,0.0,1.222875345507414,0.041666666666666664,0.5,0.4583333333333333,88.0,-2.9011933333333353,-5.172775000000005,-0.8870916666666631,False,N-Q-MNSP1,Directlink,forward,K2,CA_BRIS_5667C22F,CA_BRIS_5667C22F,1,1.0,unsupported,0.0,0.0,0.0
48,48,1.0,24.0,2.0,0.041666666666666664,75.09583416666666,121.56666666666666,63.38333333333334,1.3363266666666576,79.9826725,79.57171583333334,56.368227499999996,41.322156666666665,-10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,65.35,113.4,61.05,32.89709686250001,228.789372372,111.02541513175,44.71870623999999,152.60145029,86.9124079125,97.94659953409092,43.07500000000002,85.46666666666667,1.1543316666666783,1.4515933333333209,42.520535,83.93833666666667,1.2075972439481646,0.027381192785390734,-0.21635068689597206,-1.2222019801568442,-0.9522151044533326,-0.05497824739927289,1.9597887547890413e-05,0.048624063793342366,1.2884770567134445,0.0,1.2222019801568442,0.041666666666666664,0.4791666666666667,0.4791666666666667,88.0,0.9445983333333339,-14.966666666666683,16.900000000000006,True,N-Q-MNSP1,Directlink,reverse,K2,CA_BRIS_5667C22F,CA_BRIS_5667C22F,1,0.0,unsupported,0.0,0.0,0.0
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N-Q-MNSP1,Directlink,forward,K2,CA_BRIS_57A00625,CA_BRIS_57A00625,0,,unsupported,,,
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N-Q-MNSP1,Directlink,reverse,K2,CA_BRIS_57A00625,CA_BRIS_57A00625,0,,unsupported,,,
5,5,1.0,2.5,1.0,0.8,-50.86588916666667,-12.63257,45.633626666666665,27.208659166666664,79.39369333333335,57.121165833333336,-81.36627833333334,-80.71567166666667,4.9707799999999995,1.0,1.0,0.0,1.0,1.0,0.0,-77.64892499999999,-50.99805,33.350094999999996,0.0,0.0,0.0,0.0,0.0,0.0,-94.89896432925991,-50.86588916666667,-50.86588916666667,27.208659166666664,27.208659166666664,-81.36627833333334,-81.36627833333334,-0.370827506906748,0.03954818723601587,-1.51353446304298,-0.6413064967585049,1.593588421682919,0.5878099145155777,-0.3554714326255028,0.020309671910763993,2.5455721750246982,0.0,0.6413064967585049,0.8,0.0,0.2,10.0,11.857530416666663,-1.1928133333333335,16.766516666666668,True,N-Q-MNSP1,Directlink,forward,K2,CA_BRIS_593C7214,CA_BRIS_593C7214,1,0.0,unsupported,0.0,0.2,-0.2
5,5,1.0,2.5,1.0,0.8,45.18542666666667,119.50772,77.11669499999999,-33.45574833333333,32.76482333333334,76.48394166666667,81.36627833333334,80.71567166666667,-4.9707799999999995,0.0,0.0,0.0,0.0,0.0,0.0,35.59976999999999,106.22848,68.70004,0.0,0.0,0.0,0.0,0.0,0.0,48.21496068484197,45.18542666666667,45.18542666666667,-33.45574833333333,-33.45574833333333,81.36627833333334,81.36627833333334,-0.370827506906748,0.03954818723601587,-1.51353446304298,-0.6413064967585049,1.593588421682919,0.5878099145155777,-0.3554714326255028,0.020309671910763993,2.5455721750246982,0.0,0.6413064967585049,0.8,0.0,0.2,10.0,-16.916505833333325,-40.63319666666667,-16.766515,False,N-Q-MNSP1,Directlink,reverse,K2,CA_BRIS_593C7214,CA_BRIS_593C7214,1,1.0,unsupported,0.2,0.0,0.2
55,55,1.0,27.5,2.0,0.7636363636363637,2.1016849999999963,48.921870000000006,37.88366833333333,-1.2654050000000012,75.104455,76.45045333333334,6.666666666666668,-26.333333333333332,-35.352351666666664,0.0,0.0,0.0,0.0,0.0,0.0,1.9497,43.3203,30.52312,0.0,0.0,0.0,0.0,0.0,0.0,3.9210506906275007,-2.932778333333335,19.20760166666667,-2.825252500000005,-1.016561666666675,-3.3333333333333357,16.0,-1.0668474006948314,-0.002386556392684714,-0.9135155336616503,-0.19860387680299244,1.2381643986344137,-0.14193624048974593,-0.02374215890922328,-0.04016741822933065,0.7725687869650301,0.0,0.19860387680299244,0.7636363636363637,0.12727272727272726,0.10909090909090909,110.0,-11.133333333333333,-78.62850333333333,7.049999999999999,True,N-Q-MNSP1,Directlink,forward,K2,CA_BRIS_59712B29,CA_BRIS_59712B29,1,0.0,unsupported,0.01818181818181818,0.08181818181818182,-0.06363636363636363
55,55,1.0,27.5,2.0,0.7636363636363637,-6.033121666666659,105.81640833333334,115.64966,0.6418466666666518,79.616375,79.19946333333333,-6.352351666666664,26.333333333333332,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.199890000000011,98.19995,98.62803,0.0,0.0,0.7996120000000001,0.0,0.0,5.880963,-6.4376226014435005,-16.80004833333335,0.6695608333332927,-0.11653833333335228,1.0668133333333003,-17.84728333333333,3.3333333333333357,-1.0668474006948314,-0.003433057558486946,-0.9135155336616503,-0.2616656613636668,1.2381643986344137,-0.11642615641105854,-0.02374215890922328,-0.03885859224208214,0.7725687869650301,0.0,0.2616656613636668,0.7636363636363637,0.05454545454545454,0.18181818181818182,110.0,-10.149999999999999,-41.216654999999996,4.133333333333336,True,N-Q-MNSP1,Directlink,reverse,K2,CA_BRIS_59712B29,CA_BRIS_59712B29,1,0.36363636363636365,unsupported,0.03636363636363636,0.10909090909090909,-0.07272727272727272
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_566A36E5,CA_SYDS_566A36E5,0,,unsupported,,,
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_566A36E5,CA_SYDS_566A36E5,0,,unsupported,,,
41,41,1.0,20.5,2.0,0.8292682926829268,-35.146085,31.45,52.26666666666667,5.8240266666666685,78.52865000000001,71.06553000000001,-47.16188833333334,-48.700705,-14.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-36.72321999999998,23.8,47.2,0.0,0.0,0.0,0.0,0.0,0.0,-65.5709970153011,-109.03238999999999,-21.36666666666667,1.8446799999999968,8.751136666666653,-116.64352333333333,-26.666666666666664,-1.712299343229351,-0.12414513010295422,0.13215188320563948,0.10015600383869994,1.0709029248479454,0.04915679513665199,-0.11510685772743179,-0.001671642302422293,0.7711858875570686,0.0,0.12414513010295422,0.8292682926829268,0.04878048780487805,0.12195121951219512,82.0,-28.358333333333334,-88.41666666666666,16.483333333333327,True,N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,1,0.0,unsupported,0.0,0.10975609756097561,-0.10975609756097561
41,41,1.0,20.5,2.0,0.8292682926829268,51.766666666666666,128.54999999999998,86.25,0.13333333333333997,79.35,78.98333333333333,47.16188833333334,48.700705,14.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,49.3,121.7,80.6,-2.6389439999999986,0.0,4.104462999999999,-1.1406065000000007,0.0,2.643431999999999,55.23745114837879,37.099999999999994,56.38333333333334,-68.04357333333337,1.0000000000000142,26.666666666666664,103.12864333333334,-1.712299343229351,-0.12414513010295422,0.13215188320563948,0.10015600383869994,1.0709029248479454,0.04915679513665199,-0.11510685772743179,-0.001671642302422293,0.7711858875570686,0.0,0.12414513010295422,0.8292682926829268,0.04878048780487805,0.12195121951219512,82.0,4.691665833333333,-44.80541666666666,53.00000000000001,True,N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_57B55E34,CA_SYDS_57B55E34,1,0.8780487804878049,unsupported,0.12195121951219512,0.0975609756097561,0.02439024390243902
56,56,1.0,28.0,2.0,0.9464285714285714,7.924968333333332,64.19185416666666,55.10022,-0.5500291666666612,68.71552833333334,75.44817083333334,8.0,-11.666666666666666,-15.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.093995,60.950315,46.750245,0.0,0.0,0.0,0.0,0.0,0.0,14.785375808752402,3.8575066666666658,8.266603333333336,-1.5666499999999957,-1.6666666624587378e-06,6.5889050000000005,8.0,-1.195251038247409,-0.02163132122641524,0.326661463121626,0.29454115164163364,0.9902559785875436,-0.07723663166951479,-0.021412259423250177,0.014331795153785081,2.56772428199653,0.0,0.29454115164163364,0.9464285714285714,0.017857142857142856,0.03571428571428571,110.0,-10.768377916666658,-78.62850333333333,15.129018333333335,True,N-Q-MNSP1,Directlink,forward,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,3,0.0,indicative,0.4107142857142857,0.05357142857142857,0.35714285714285715
56,56,1.0,28.0,2.0,0.9464285714285714,-8.54161666666667,90.54991166666667,89.51639750000001,-0.4524583333333396,77.22184666666666,79.19150833333333,-8.0,11.666666666666666,15.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-15.14987,87.399935,79.25001,4.871817500000001,25.48220015,3.0500472500000004,3.170229500000001,23.49814555000001,4.55314625,-9.114303928264874,-13.29980333333333,-8.266599999999997,-1.0832333333333253,-0.06674666666665985,-8.0,-6.5889050000000005,-1.195251038247409,-0.02163132122641524,0.326661463121626,0.29454115164163364,0.9902559785875436,-0.07723663166951479,-0.021412259423250177,0.014331795153785081,2.56772428199653,0.0,0.29454115164163364,0.9464285714285714,0.017857142857142856,0.03571428571428571,110.0,-24.89991916666667,-58.73329000000001,-14.164826666666666,False,N-Q-MNSP1,Directlink,reverse,K2,CA_SYDS_59839EB2,CA_SYDS_59839EB2,3,0.5535714285714286,indicative,0.0,0.08035714285714286,-0.08035714285714286
1692,1597,0.943853427895981,846.0,61.0,0.6011271133375078,-36.652375,-1.9831866666666684,45.20039833333333,-18.061046666666655,24.48333333333334,67.83279,-13.144375,-28.2,-14.316666666666668,0.0,1.0,0.0,0.0,1.0,0.0,-38.87919,-17.3,32.63595,0.0,0.0,0.0,0.0,0.0,0.0,-71.356781063838,-50.532931666666656,-19.19695785416667,-29.72501045833333,-8.568275000000014,-23.17871870833333,-3.76627666666667,0.11381162729474568,0.030955487130274854,-0.05873090093262832,-0.12141543397790583,0.23947159719934763,0.1534833035715163,-0.0033002268745638565,-0.003495124715084906,0.22031045633060886,0.0,0.1534833035715163,0.6011271133375078,0.10331872260488416,0.29555416405760804,2180.0,0.3195133333333331,-3.599995,3.298101458333332,True,N-Q-MNSP1,Directlink,forward,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,35,0.14775413711583923,supported,0.12711333750782716,0.12961803381340012,-0.0025046963055729565
1692,1597,0.943853427895981,846.0,61.0,0.6011271133375078,11.678231666666676,95.28258,84.14999999999999,0.2703166666666732,78.03979,76.11647666666666,13.144375,28.2,13.828745,0.0,0.0,0.0,0.0,0.0,0.0,10.600090000000009,87.6,77.80002,0.0,10.180845000000003,9.842184,0.0,8.905159000000003,7.587524999999999,13.031716417910463,1.116739999999993,23.300812500000013,0.0,0.9226977916666551,3.996302125,23.5,0.11381162729474568,0.030532589311047745,-0.05873090093262832,-0.1280600801134357,0.23947159719934763,0.1553148793957801,-0.0033002268745638565,-0.0029513842198155603,0.22031045633060886,0.0,0.1553148793957801,0.6011271133375078,0.11020663744520977,0.2886662492172824,2180.0,-5.216666666666672,-11.841529999999992,0.28483689583334404,True,N-Q-MNSP1,Directlink,reverse,K2,N-96L_96R_CB4102,N-96L_96R_CB4102,35,0.0,supported,0.1509079524107702,0.16186599874765184,-0.010958046336881633
768,758,0.9869791666666666,384.0,23.0,0.4102902374670185,-21.191974166666665,6.641666666666666,47.46695833333333,-0.2306841666666699,45.83998583333334,50.29612083333333,-7.5,-17.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,-15.766055000000003,-9.0,33.15,0.0,205.19508759218755,225.0311516822917,0.0,222.68709956822914,232.5249197807292,-39.84321856056909,-45.005995,-3.7121417500000113,-3.7891108333333303,0.07029179166664948,-49.49091895833334,0.0,0.07093520361143127,-0.049055739835171405,-0.21286924597682258,0.0438464402122084,0.1969752469491057,0.21147252435716515,-0.0077866824969322155,0.003375720218307043,0.1590608130821992,0.0,0.21147252435716515,0.4102902374670185,0.31926121372031663,0.2704485488126649,920.0,-0.04190000000000538,-10.61990020833333,4.233761125000011,True,N-Q-MNSP1,Directlink,forward,K2,N-ARTW_86,N-ARTW_86,12,0.016927083333333332,supported,0.03825857519788918,0.14050131926121373,-0.10224274406332455
768,758,0.9869791666666666,384.0,23.0,0.4102902374670185,11.589299166666656,70.40004666666667,67.83057833333334,-0.6489791666666633,6.4338275000000005,57.65200166666667,6.922791666666667,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.453209999999999,44.789315,42.0530825,-5.050992000000003,14.907698500000002,41.978861454999986,-5.922500250000002,12.546797499999979,32.135226,12.925658094851716,0.6684508333333312,37.28716333333333,-11.788683333333324,-0.000646666666675344,0.0,49.49091895833334,0.07093520361143127,-0.060495567059631786,-0.21286924597682258,0.045165896867081064,0.1969752469491057,0.21130954002717448,-0.0077866824969322155,0.003806557859861317,0.1590608130821992,0.0,0.21130954002717448,0.4102902374670185,0.32058047493403696,0.2691292875989446,920.0,-2.2666666666666657,-9.666993333333323,1.7067971249999978,True,N-Q-MNSP1,Directlink,reverse,K2,N-ARTW_86,N-ARTW_86,12,0.0,supported,0.370712401055409,0.2091029023746702,0.1616094986807388
1444,1276,0.8836565096952909,722.0,36.0,0.7061128526645768,2.247710833333336,48.16598833333333,45.29814833333333,0.811083333333336,51.866596666666666,49.40503833333334,7.4833333333333325,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0662875000000014,43.205915000000005,37.8,0.0,0.0,0.0,0.0,0.0,0.0,4.3528157620061565,-2.7206994583333337,7.469225500000001,-0.5582623124999944,4.296438333333327,1.333333333333334,11.167719145833331,0.6688364593113669,0.055455580914718985,0.5777774528049493,0.1260783159385516,-0.4659539859539271,0.07451099446295575,-0.009522731960385446,0.0030817829035896956,-0.0780783038095493,0.0,0.1260783159385516,0.7061128526645768,0.06896551724137931,0.2249216300940439,2508.0,2.149249999999995,-1.4169914583333323,7.116090791666675,True,N-Q-MNSP1,Directlink,forward,K2,N-AVMA_17,N-AVMA_17,10,0.0,supported,0.13322884012539185,0.1140282131661442,0.019200626959247652
1444,1276,0.8836565096952909,722.0,36.0,0.7061128526645768,0.16025250000000568,78.38333333333333,79.14166666666667,0.21666666666666856,79.40000333333333,78.95,-7.333333333333334,-0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.9,70.6,0.03983006499999908,11.868571000000006,8.058582935,0.0,8.6274285,6.858540000000002,0.19497628840504153,-4.799999999999997,6.402884749999997,0.0,0.5465953333333469,-11.004166666666666,-1.3333333333333321,0.6688364593113669,0.05589663695792525,0.5777774528049493,0.12308007860088865,-0.4659539859539271,0.07973936820746212,-0.009522731960385446,0.003132081934031376,-0.0780783038095493,0.0,0.12308007860088865,0.7061128526645768,0.09639498432601881,0.1974921630094044,2508.0,1.7166666666666757,-0.5,5.000109208333333,True,N-Q-MNSP1,Directlink,reverse,K2,N-AVMA_17,N-AVMA_17,10,0.027700831024930747,supported,0.08072100313479624,0.15595611285266459,-0.07523510971786834
405,401,0.9901234567901235,202.5,14.0,0.6184538653366584,13.261638333333337,58.43349333333333,44.217121666666664,0.3826483333333215,74.39245,71.09069333333335,9.333333333333336,-13.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,14.400390000000002,52.51033,36.2002,0.0,0.0,0.0,0.0,0.0,0.0,24.93724197006295,5.655286666666676,30.87420670833331,-0.06656999999998447,3.798043208333341,2.664583333333331,17.116666666666667,-0.6643875844881341,-0.025316540091172884,-0.10039508119357492,-0.0851070596568111,0.7753415599175814,0.03865530678938243,-0.0011385227365778427,0.0034009387974138936,0.7253068650074121,0.0,0.0851070596568111,0.6184538653366584,0.23690773067331672,0.14463840399002495,553.0,1.1000000000000014,-3.8797136250000053,4.443203666666664,True,N-Q-MNSP1,Directlink,forward,K2,N-CHKS_ONE,N-CHKS_ONE,10,0.0,supported,0.17955112219451372,0.09600997506234414,0.08354114713216958
405,401,0.9901234567901235,202.5,14.0,0.6184538653366584,-2.166668333333334,87.46658333333333,80.583325,0.18319499999999778,78.383015,65.68352000000002,-9.333333333333336,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.612665000000007,79.00002,70.50012,0.0,6.4215800000000005,5.211819000000003,0.0,5.673954,5.605325,-2.3119363081243915,-8.08332999999999,7.7165099999999995,-1.6666666624587378e-06,1.9025000000000032,-17.116666666666667,-2.664583333333333,-0.6643875844881341,-0.026923640893399412,-0.10039508119357492,-0.05951246066002934,0.7753415599175814,0.021638982605282183,-0.0011385227365778427,0.003922957895913584,0.7253068650074121,0.0,0.05951246066002934,0.6184538653366584,0.1970074812967581,0.18453865336658354,553.0,-9.216593333333336,-16.949846666666673,-2.721736958333341,False,N-Q-MNSP1,Directlink,reverse,K2,N-CHKS_ONE,N-CHKS_ONE,10,0.1654320987654321,unsupported,0.09226932668329177,0.2655860349127182,-0.17331670822942644
766,711,0.9281984334203656,383.0,21.0,0.6315049226441631,-0.7832833333333298,40.50049,42.62765666666667,-0.31653666666665004,52.181340000000006,65.46666666666667,2.1499999999999995,-9.79073,-13.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.224899999999998,30.30029,32.828,0.0,0.0,0.0,0.0,0.0,0.0,-1.4613482301694447,-10.292590375000003,7.948057833333332,-9.863378333333344,1.5336823333333314,-3.1078100833333338,9.0,0.4383294616959161,0.10863103770065027,0.08432914425362462,0.08824927628455688,0.027210826091346656,0.1050568615707844,-0.003038040378736627,-0.009929582473917987,0.4872260157314987,0.0,0.10863103770065027,0.6315049226441631,0.029535864978902954,0.3389592123769339,1425.0,-0.10000000000000853,-3.816666666666663,4.3354433333333375,True,N-Q-MNSP1,Directlink,forward,K2,N-DTMN_8_15M,N-DTMN_8_15M,9,0.0,supported,0.21940928270042195,0.06188466947960619,0.15752461322081576
766,711,0.9281984334203656,383.0,21.0,0.6315049226441631,-4.553865000000001,67.78225333333334,77.26666999999999,-0.0006233333333405255,15.799999999999983,55.62175499999999,-2.0792783333333276,9.79073,13.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,32.16667,65.90002,0.0,12.58166068617836,8.667669,0.0,12.802404162162164,10.056186999999998,-5.158807070319473,-20.4641225,3.2887499999999794,-0.9670833333333352,0.0,-9.0,3.002673583333331,0.4383294616959161,0.10832321076462274,0.08432914425362462,0.08546227902139103,0.027210826091346656,0.1107644341287553,-0.003038040378736627,-0.01010916002929732,0.4872260157314987,0.0,0.1107644341287553,0.6315049226441631,0.03656821378340366,0.3319268635724332,1425.0,2.1333333333333258,-1.5333333333333314,6.716666666666654,True,N-Q-MNSP1,Directlink,reverse,K2,N-DTMN_8_15M,N-DTMN_8_15M,9,0.010443864229765013,supported,0.2559774964838256,0.23347398030942335,0.02250351617440227
2901,2459,0.8476387452602551,1450.5,66.0,0.49898332655551036,1.7166149999999973,49.52134833333333,47.03629333333333,0.23705916666665416,66.94318333333332,66.1559625,1.0767216666666677,-17.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1358749999999986,42.30384,39.5516,0.0,0.0,0.0,0.0,0.0,0.0,3.228134627245951,-2.0345668125000014,6.504186708333336,-0.0457523750000117,1.3282300208333413,-1.5,4.0,-0.6473966065594065,-0.02302187177438053,-0.14481479533832312,0.09357872326152455,0.6963599951059093,0.05399048510913411,0.0027174957897226058,0.007365647725432293,0.42781569028738187,0.0,0.09357872326152455,0.49898332655551036,0.19967466449776333,0.3013420089467263,2024.0,3.8035516666666673,-0.7449066666666795,10.496446666666664,True,N-Q-MNSP1,Directlink,forward,K2,N-LDTM_82,N-LDTM_82,13,0.08617718028266115,supported,0.12281415209434729,0.10939406262708418,0.013420089467263113
2901,2459,0.8476387452602551,1450.5,66.0,0.49898332655551036,0.4166666666666714,81.13333333333334,86.85833333333333,0.0,77.91413333333334,78.06654833333334,-0.6666666666666679,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.00000000005241e-05,75.51,79.2,1.9779999999999998,15.055880816000005,2.878678,1.0667970000000215,12.570327,3.211351,0.5371365067605123,-3.98319620833333,3.884165833333339,-0.05000045833334461,1.6666666624587378e-06,-3.6175533333333334,1.6821958333333349,-0.6473966065594065,-0.025489599280915043,-0.14481479533832312,0.06802539768810473,0.6963599951059093,0.0752768659506505,0.0027174957897226058,0.007132187424040881,0.42781569028738187,0.0,0.0752768659506505,0.49898332655551036,0.14965433102887352,0.3513623424156161,2024.0,-1.3663249999999962,-6.150600291666679,3.0833333333333357,True,N-Q-MNSP1,Directlink,reverse,K2,N-LDTM_82,N-LDTM_82,13,0.239572561185798,supported,0.1642944286295242,0.14762098413989427,0.01667344448962993
453,437,0.9646799116997793,226.5,14.0,0.42105263157894735,21.925416666666663,18.434591666666666,9.316668333333334,-3.3333333391283304e-06,14.894966666666667,39.06666666666666,24.35135333333333,-9.0,-26.752248333333338,0.0,1.0,1.0,0.0,0.0,0.0,33.200199999999995,-9.0,-17.0,3.1819999999999986,259.7899943729167,314.5105552890792,0.4250000000000007,268.7288135593221,334.3787475302083,40.74914273440189,6.651593041666668,39.506466999999994,-3.2779266666666658,0.0,8.0,48.237590000000004,0.145990695829886,0.04658518653747446,0.24893488055337884,0.3315755087244405,-0.18839413935207194,-0.045444864982031104,-0.0028186223661595482,-0.000982912090698853,0.9154923809537323,0.0,0.3315755087244405,0.42105263157894735,0.2768878718535469,0.30205949656750575,563.0,-0.39229666666667384,-6.509311666666662,5.716448166666664,True,N-Q-MNSP1,Directlink,forward,K2,N-LDTW_84,N-LDTW_84,7,0.152317880794702,supported,0.07780320366132723,0.05034324942791762,0.027459954233409613
453,437,0.9646799116997793,226.5,14.0,0.42105263157894735,-44.11819,27.093499999999995,82.93333333333334,-0.3215466666666611,0.00012833333333439612,34.24918166666667,-24.35135333333333,9.0,26.752248333333338,0.0,1.0,0.0,0.0,0.0,0.0,-55.596320000000006,16.99682,68.0,-0.894047,26.117288000000013,41.82566,-2.857943000000006,16.012351999999993,22.862802749999997,-49.38603358208955,-62.95777845833335,-28.555608333333353,-9.447504416666659,-7.166666666513777e-05,-48.237590000000004,-8.0,0.145990695829886,0.045343761833196515,0.24893488055337884,0.3331159185440833,-0.18839413935207194,-0.046218878171076186,-0.0028186223661595482,0.001547068734472504,0.9154923809537323,0.0,0.3331159185440833,0.42105263157894735,0.2745995423340961,0.30434782608695654,563.0,-2.198146666666659,-9.150000000000006,3.108333333333348,True,N-Q-MNSP1,Directlink,reverse,K2,N-LDTW_84,N-LDTW_84,7,0.0,supported,0.3112128146453089,0.3135011441647597,-0.0022883295194507935
686,605,0.8819241982507289,343.0,16.0,0.47107438016528924,-12.798216666666647,23.283778333333334,53.74316833333334,-2.7524200000000008,20.87270166666667,52.60126333333333,-1.5347633333333448,-9.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,-18.5,0.0,45.98496,0.0,284.3940238312499,282.7864805135417,-6.934799716666589,302.82314115208334,290.30008558541664,-23.502970256210595,-35.198454999999996,3.4755998749999963,-16.5890411875,0.0,-7.865285,4.929144604166661,0.3230419468261055,0.03287954958478552,0.012160947613811637,0.0907292366082547,-0.3776947335106075,-0.1131422652033258,-0.0028413771309030475,0.0014214230355450096,0.2187540535752373,0.0,0.1131422652033258,0.47107438016528924,0.15867768595041323,0.3702479338842975,770.0,0.7811508333333315,-3.916506666666667,6.315716666666667,True,N-Q-MNSP1,Directlink,forward,K2,N-TWUL_85,N-TWUL_85,5,0.052478134110787174,supported,0.16363636363636364,0.11818181818181818,0.045454545454545456
686,605,0.8819241982507289,343.0,16.0,0.47107438016528924,-26.124665,41.329065,80.06666666666666,-6.906465000000008,10.835665000000002,77.71696666666666,1.16526,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,-27.94587,17.0,78.35,-2.9754440000000173,37.624172,50.592663,-7.645618999999992,33.415343,40.506938999999996,-29.244027985074627,-51.27432695833334,-10.866518333333332,-36.435431916666666,-0.3066316666666893,-6.196535000000001,7.5,0.3230419468261055,0.03366510131777942,0.012160947613811637,0.10942883423223908,-0.3776947335106075,-0.12450878387281095,-0.0028413771309030475,0.002053166606898144,0.2187540535752373,0.0,0.12450878387281095,0.47107438016528924,0.15206611570247933,0.3768595041322314,770.0,3.566417500000007,-2.7262099999999947,11.383268333333348,True,N-Q-MNSP1,Directlink,reverse,K2,N-TWUL_85,N-TWUL_85,5,0.09183673469387756,supported,0.33553719008264465,0.11570247933884298,0.21983471074380168
6,6,1.0,3.0,1.0,0.3333333333333333,-0.5000000000000036,48.67362333333333,58.008333333333326,22.901131666666668,67.4,54.798811666666666,-37.65940583333334,-34.475,3.929593333333335,0.0,0.0,0.0,0.0,0.0,0.0,4.600000000000001,12.699995,52.95,-538.7960384552084,6.295207211168518,538.7960384552084,-478.7466797103929,5.300923381334506,489.89815821979164,-0.9148069556066218,-10.583333333333336,-10.583333333333336,22.156869999999998,22.156869999999998,-39.02629166666667,-39.02629166666667,1.517602228983859,0.05962321619782825,-0.8000246648977423,-0.8749081109811989,-0.9519654491477305,-0.12043440504045065,-0.5066364628661701,-0.02701598453584983,-1.0088925879643162,0.0,0.8749081109811989,0.3333333333333333,0.0,0.6666666666666666,10.0,-72.76666583333332,-95.24999833333334,0.0336633333333225,True,N-Q-MNSP1,Directlink,forward,K2,N-X_10+76,N-X_10+76,2,0.8333333333333334,unsupported,0.0,0.16666666666666666,-0.16666666666666666
