ic,name,direction,GENCONSETID,effect_capacity,effect_directional_flow,effect_headroom,ci_lo_directional_flow,ci_hi_directional_flow,flow_pass_through,headroom_absorbed,episodes,treated_hours,effect_at_limit,treated_at_limit,control_at_limit
NSW1-QLD1,QNI,forward,N-DTSS_11,14.438940833333334,-291.4912420833334,353.8522983333333,-384.56077000000005,-220.82395945833335,,,9,536.5,-0.038223140495867766,0.009297520661157025,0.047520661157024795
NSW1-QLD1,QNI,reverse,N-DTSS_11,57.919491249999965,297.18638999999996,-156.70126916666663,225.0674013333334,391.1653883333332,5.13102555955203,-2.7055014777372848,9,536.5,0.10175619834710742,0.2634297520661157,0.16167355371900827
NSW1-QLD1,QNI,forward,N-LDTM_82,0.0,-74.77301833333331,88.08064666666672,-140.6538409791667,-13.670063333333246,,,13,1450.5,0.0023068050749711667,0.018838908112264515,0.01653210303729335
NSW1-QLD1,QNI,reverse,N-LDTM_82,4.038773333333438,75.87239,-12.834016666666912,16.25431833333323,140.83458979166676,,,13,1450.5,0.029988465974625123,0.25259515570934254,0.22260668973471742
NSW1-QLD1,QNI,forward,N-LDTW_84,-57.33585166666667,13.885314166666678,-32.32250875,-28.788841666666656,50.61331333333333,-0.24217507480994094,0.5637399255515259,7,226.5,0.04342723004694836,0.05868544600938967,0.015258215962441314
NSW1-QLD1,QNI,reverse,N-LDTW_84,-36.601209999999995,-12.563699166666666,-0.003509999999948832,-50.61331333333333,28.788841666666656,0.34325912085055843,9.589846892900077e-05,7,226.5,0.09037558685446012,0.5469483568075117,0.4565727699530516
NSW1-QLD1,QNI,forward,N-TWUL_85,-570.1900625000001,-72.17818583333334,-498.89849166666664,-126.01278500000001,-8.169027479166726,0.126586186923125,0.8749687595031816,5,343.0,0.021043771043771045,0.08922558922558922,0.06818181818181818
NSW1-QLD1,QNI,reverse,N-TWUL_85,-619.643605,69.00081916666667,-502.06955000000005,-15.827608333333302,123.87436833333334,-0.11135565445989985,0.8102553563834489,5,343.0,0.2592592592592593,0.4208754208754209,0.16161616161616163
NSW1-QLD1,QNI,forward,N-X_8E+DM+TW+LS_SVC,-202.45844708333334,162.39190000000002,-426.3147016666667,-8.54787833333333,257.5440516666667,-0.8020998992112113,2.10568987270357,5,26.5,0.06521739130434784,0.15217391304347827,0.08695652173913043
NSW1-QLD1,QNI,reverse,N-X_8E+DM+TW+LS_SVC,-348.9529825,-158.4226266666667,-326.4781233333333,-230.58075000000002,51.348460833333334,0.45399419008165864,0.9355934458400375,5,26.5,0.08695652173913043,0.32608695652173914,0.2391304347826087
NSW1-QLD1,QNI,forward,N-X_AVMA_SSWW,-112.41499999999996,-76.67604333333333,-0.2699900000000639,-206.86100500000003,65.0283599999999,0.6820801790982818,0.002401725748343762,10,102.5,-0.15846994535519127,0.04371584699453552,0.20218579234972678
NSW1-QLD1,QNI,reverse,N-X_AVMA_SSWW,-46.45105333333345,76.67604333333333,-8.304256666666788,-56.171710000000004,206.5739725000002,-1.65068470639632,0.17877434569837025,10,102.5,-0.17486338797814205,0.20765027322404372,0.3825136612021858
NSW1-QLD1,QNI,reverse,Q-BKBM,32.81884750000003,73.3510204166667,-1.33333334026986e-05,-5.942342499999938,151.50236833333332,2.235027309129811,-4.0627061637976734e-07,14,480.5,-0.07692307692307693,0.3504273504273504,0.42735042735042733
NSW1-QLD1,QNI,forward,Q-CPWO_813/1,-14.302624166666671,138.9491516666667,-123.33474000000004,89.84672129166667,178.99085835416665,,,7,762.0,0.041341653666146644,0.054602184087363496,0.01326053042121685
NSW1-QLD1,QNI,reverse,Q-CPWO_813/1,-26.40611416666664,-132.19775916666669,0.0009708333332980601,-177.93127666666663,-81.60168333333334,5.006331425073688,-3.676547511574334e-05,7,762.0,-0.07020280811232449,0.5553822152886115,0.625585023400936
NSW1-QLD1,QNI,forward,Q-LCCP_8859,-161.06151333333335,223.2238233333333,-391.57381833333335,-346.03591,547.1494833333334,-1.3859538428112783,2.431206625526553,9,135.5,0.2832369942196532,0.3352601156069364,0.05202312138728324
NSW1-QLD1,QNI,reverse,Q-LCCP_8859,-20.924999999999955,-222.95694000000003,174.35040833333335,-547.2199961666666,346.03591,,,9,135.5,0.05780346820809251,0.3236994219653179,0.2658959537572254
NSW1-QLD1,QNI,forward,Q-RGLC_8875,-21.86051333333333,36.77692749999994,-113.92402249999998,-48.94509833333336,93.10567833333329,,,12,183.5,0.002801120448179272,0.022408963585434174,0.0196078431372549
NSW1-QLD1,QNI,forward,Q-X_BRHA_TWO,-14.927091666666698,67.89047166666671,-43.654818333333395,-131.0334774999999,306.7016027916666,,,20,72.0,0.0625,0.06944444444444445,0.006944444444444444
NSW1-QLD1,QNI,reverse,Q-X_BRHA_TWO,-20.120649166666567,-86.6576733333334,0.00012166666667745574,-368.41467166666666,113.10887333333335,,,20,72.0,-0.125,0.3611111111111111,0.4861111111111111
NSW1-QLD1,QNI,reverse,Q-X_HACL_HATR,-1.2323416666666844,-18.57899166666664,2.826854999999796,-118.33089666666663,90.01137045833337,,,28,319.5,-0.03578528827037773,0.10536779324055666,0.1411530815109344
NSW1-QLD1,QNI,forward,Q-X_HATR_TWO,-68.62656499999997,-121.17643083333341,-2.1108533333333526,-345.51170666666667,-2.6392616666666413,1.7657365020868152,0.03075854566425339,33,374.0,-0.005016722408026756,0.020066889632107024,0.02508361204013378
NSW1-QLD1,QNI,reverse,Q-X_HATR_TWO,-12.707087500000057,95.76764958333337,-106.65512416666661,-35.00339029166662,334.29913000000005,,,33,374.0,0.0802675585284281,0.2608695652173913,0.1806020066889632
T-V-MNSP1,Basslink,forward,N-LDTW_84,-11.322283333333289,-28.964167499999974,10.522242083333353,-57.15139833333333,-1.0086166666666667,,,7,226.5,0.01970443349753695,0.09113300492610837,0.07142857142857142
T-V-MNSP1,Basslink,reverse,N-LDTW_84,22.561411666666665,28.49842666666669,0.0,0.6065616666666642,52.439675187499944,,,7,226.5,0.03448275862068961,0.4753694581280788,0.4408866995073892
T-V-MNSP1,Basslink,forward,N-TWUL_85,-43.88668333333331,-61.624591666666674,-6.9000399999999615,-103.5670821666667,0.7869944583333656,1.404175184499779,0.15722400226948036,5,343.0,0.027646129541864142,0.09004739336492891,0.06240126382306477
T-V-MNSP1,Basslink,reverse,N-TWUL_85,41.15816000000001,58.69960750000001,-0.7933100000000195,-5.59000999999995,97.43319449999994,1.4261961054624406,-0.01927467117091773,5,343.0,0.010268562401263837,0.4676145339652449,0.45734597156398105
T-V-MNSP1,Basslink,forward,Q-X_BRHA_TWO,20.15106416666667,29.487682499999977,-5.185750833333302,0.4426816666666582,95.26572166666666,,,20,72.0,0.08450704225352113,0.1056338028169014,0.02112676056338028
T-V-MNSP1,Basslink,reverse,Q-X_BRHA_TWO,-28.073334166666655,-29.487682499999977,0.0,-95.83333333333333,-2.475597291666714,1.0503804900741955,-0.0,20,72.0,-0.08098591549295775,0.2112676056338028,0.29225352112676056
T-V-MNSP1,Basslink,forward,S-TBSE,0.0,6.814011666666712,-6.704738333333367,0.0,28.515825000000063,,,48,1023.0,0.02130822596630327,0.044598612487611496,0.023290386521308225
T-V-MNSP1,Basslink,reverse,S-TBSE,-12.115159999999998,-7.149301666666673,0.0,-28.320470083333344,0.0,,,48,1023.0,0.03790882061446976,0.1798810703666997,0.14197224975222994
T-V-MNSP1,Basslink,forward,V-CRML,18.705180833333344,25.773403333333334,-1.060099166666646,0.0,116.33820000000006,,,12,150.5,0.027586206896551724,0.034482758620689655,0.006896551724137931
T-V-MNSP1,Basslink,reverse,V-CRML,-40.690614999999994,-24.64789833333334,0.0,-116.33820000000006,0.0,0.6057391448453985,-0.0,12,150.5,-0.015517241379310334,0.1,0.11551724137931034
T-V-MNSP1,Basslink,forward,V-DDMS,3.9666766666666717,16.166666666666668,-7.4058783333332485,-11.065913395833327,91.49739500000004,,,9,199.0,0.08082191780821918,0.136986301369863,0.056164383561643834
T-V-MNSP1,Basslink,reverse,V-DDMS,-30.045686666666654,-16.166666666666668,0.0004900000000134241,-91.56388287500003,10.91213472916671,0.5380694688732917,-1.6308497304441402e-05,9,199.0,-0.0465753424657534,0.3452054794520548,0.3917808219178082
T-V-MNSP1,Basslink,forward,V-HYMO,1.5,-3.3565766666666264,7.883835833333279,-48.06225500000001,111.39992789583297,,,7,67.5,-0.007407407407407408,0.022222222222222223,0.02962962962962963
T-V-MNSP1,Basslink,reverse,V-HYMO,9.771526666666688,4.04650833333333,9.610023333333345,-124.8135058333333,66.02917500000001,,,7,67.5,0.00740740740740739,0.2074074074074074,0.2
T-V-MNSP1,Basslink,forward,V-KG_WE_RC,18.268147500000026,25.622858333333355,-0.9658091666666877,-33.71312666666671,141.0195032499999,,,7,78.0,0.012820512820512822,0.019230769230769232,0.00641025641025641
T-V-MNSP1,Basslink,reverse,V-KG_WE_RC,-24.237416666666633,-25.622858333333355,-0.00021750000006193204,-156.94473416666665,33.71312666666671,,,7,78.0,-0.13782051282051277,0.46794871794871795,0.6057692307692307
T-V-MNSP1,Basslink,forward,V-MLSY_NOEMTT_R,0.7751799999999918,0.0,-0.3512633333333497,-12.70892704166664,22.492097249999997,,,11,861.0,-0.023309258043335522,0.061720288903479976,0.0850295469468155
T-V-MNSP1,Basslink,reverse,V-MLSY_NOEMTT_R,-5.4992599999999925,-0.2510983333333314,-0.0010949999999922966,-23.2076816666667,12.501050625000058,,,11,861.0,0.006565988181221283,0.40118187787261983,0.39461588969139855
