ic,name,direction,GENCONSETID,effect_capacity,effect_directional_flow,effect_headroom,ci_lo_directional_flow,ci_hi_directional_flow,flow_pass_through,headroom_absorbed,episodes,treated_hours,effect_at_limit,treated_at_limit,control_at_limit
N-Q-MNSP1,Directlink,reverse,Q-BKBM,28.30000000000001,14.476459999999998,0.743274999999997,4.328234833333341,24.582818208333325,0.5115356890459362,0.02626413427561826,14,480.5,-0.04994192799070846,0.26713124274099886,0.3170731707317073
N-Q-MNSP1,Directlink,forward,Q-GBMU_835_836,1.1176733333333146,-1.1772016666666651,1.0136908333333352,-6.810555708333334,3.3732966666666666,,,17,2297.0,-0.0027858848500928735,0.07773945343592464,0.08052533828601752
N-Q-MNSP1,Directlink,reverse,Q-LCCP_8859,-50.9245725,-51.368075833333336,0.0,-60.29801833333334,-26.28209833333334,1.0087090241814665,-0.0,9,135.5,-0.09917355371900825,0.08677685950413223,0.1859504132231405
N-Q-MNSP1,Directlink,forward,Q-RGLC_8875,-0.7175616666666684,20.0,-2.0,3.240368333333336,31.268615,,,12,183.5,0.04596100278551532,0.18384401114206128,0.13788300835654596
NSW1-QLD1,QNI,forward,N-ARDM_8C,-446.92650666666674,65.6755458333333,-470.76741749999997,24.551003125,106.91486987499997,-0.1469493190796947,1.053344141548343,21,1640.0,0.03336653386454183,0.05909694555112882,0.025730411686586987
NSW1-QLD1,QNI,reverse,N-ARDM_8C,-534.0141550000001,-65.20597666666666,-349.4529141666667,-100.41508683333333,-24.969351125,0.12210533383083572,0.6543888600980373,21,1640.0,0.5175962815405046,0.7470119521912351,0.2294156706507304
NSW1-QLD1,QNI,forward,N-ARSR_8E,-505.57287500000007,3.575088333333383,-479.07575166666663,-59.379397520833336,65.227511375,-0.0070713610443071786,0.9475899031700753,10,990.0,0.03614775725593668,0.05910290237467018,0.02295514511873351
NSW1-QLD1,QNI,reverse,N-ARSR_8E,-655.8790283333335,-9.421472499999936,-646.7511183333334,-65.24270999999999,55.94838654166672,0.014364649718929139,0.9860829366305625,10,990.0,0.48575197889182054,0.6401055408970976,0.15435356200527706
NSW1-QLD1,QNI,forward,N-ARTW_86,-62.61887333333334,22.730744999999985,-36.529613333333316,-12.027061666666668,59.10666149999994,-0.36300150082546967,0.5833642700480821,12,384.0,0.022253129346314328,0.03337969401947149,0.011126564673157162
NSW1-QLD1,QNI,reverse,N-ARTW_86,-58.78555666666665,-23.828595000000007,-0.0030749999999670763,-61.59387666666663,12.027061666666668,0.4053477818559402,5.230876722667326e-05,12,384.0,0.16342141863699589,0.7037552155771906,0.5403337969401947
NSW1-QLD1,QNI,forward,N-AVMA_17,36.36061666666666,101.3063575,-23.794360000000083,9.612226666666686,197.38039687499992,2.7861561983043015,-0.654399242403757,10,722.0,0.012424698795180718,0.04894578313253012,0.0365210843373494
NSW1-QLD1,QNI,reverse,N-AVMA_17,2.4886808333333192,-101.3063575,74.91874375000003,-197.28250833333334,-11.949056666666706,,,10,722.0,-0.012424698795180739,0.1378012048192771,0.15022590361445784
NSW1-QLD1,QNI,forward,N-CHKS_ONE,-48.654988333333336,29.734442500000043,-54.87521333333325,-122.51474916666666,149.69212750000003,-0.6111283450792464,1.1278435205324766,10,202.5,0.0037688442211055275,0.007537688442211055,0.0037688442211055275
NSW1-QLD1,QNI,reverse,N-CHKS_ONE,13.72745249999997,-25.439894583333285,27.39150416666655,-149.69212750000003,124.35089999999991,,,10,202.5,0.06281407035175882,0.271356783919598,0.20854271356783918
NSW1-QLD1,QNI,forward,N-DMSR_8J,-246.18731666666665,157.26108499999998,-336.9905000000001,83.72161833333337,224.20951333333332,-0.6387862995108263,1.3688377799587435,9,728.0,0.007885304659498209,0.03655913978494624,0.02867383512544803
NSW1-QLD1,QNI,reverse,N-DMSR_8J,-635.4128766666668,-166.45262666666667,-252.45720333333338,-230.92287066666657,-95.45027302083336,0.2619597946139618,0.39731206685282633,9,728.0,0.374910394265233,0.6458781362007169,0.2709677419354839
NSW1-QLD1,QNI,forward,N-DTMN_8_15M,-0.7826316666666546,-117.71178750000001,69.39494250000003,-205.69922020833334,-52.39435625000005,,,9,383.0,0.033333333333333326,0.06212121212121212,0.02878787878787879
NSW1-QLD1,QNI,reverse,N-DTMN_8_15M,1.7818158333333827,117.98048583333335,-6.39236708333334,52.39435625000004,205.66077,,,9,383.0,0.14015151515151514,0.47878787878787876,0.3386363636363636
