ic,name,direction,season,variable,regime,n,p10,p20,p80,p90,value_median,flow_median,capacity_median,tight_capacity_median,headroom_median,restricted_rate,forced_rate
NSW1-QLD1,QNI,forward,Spring,vre_difference,low,2621,-301.6756488333333,-63.1129359999999,1081.678257666667,1445.8398070000014,-301.7086133333333,-404.39996833333333,338.528805,313.57609,733.523095,0.3990843189622282,0.09767264402899657
NSW1-QLD1,QNI,forward,Spring,vre_difference,normal,7862,-301.6756488333333,-63.1129359999999,1081.678257666667,1445.8398070000014,466.09805833333337,-192.54634416666667,456.45430250000004,412.91574,566.4095875,0.28377003307046555,0.09259730348511828
NSW1-QLD1,QNI,forward,Spring,vre_difference,high,2621,-301.6756488333333,-63.1129359999999,1081.678257666667,1445.8398070000014,1446.2357450000004,-45.698321666666665,384.685905,353.77407,308.17966666666666,0.3464326592903472,0.06676840900419687
NSW1-QLD1,QNI,forward,Spring,residual_difference,low,2621,-1031.7722848333324,-414.55676066666666,1251.8978053333346,1699.534679000001,-1032.013673333332,20.526151666666667,459.19690833333334,398.02705,282.06665000000004,0.34834032811903853,0.06180847004959939
NSW1-QLD1,QNI,forward,Spring,residual_difference,normal,7862,-1031.7722848333324,-414.55676066666666,1251.8978053333346,1699.534679000001,489.6312483333327,-205.35296999999997,473.7380391666666,448.14455,571.2594783333333,0.2810989570083948,0.0955227677435767
NSW1-QLD1,QNI,forward,Spring,residual_difference,high,2621,-1031.7722848333324,-414.55676066666666,1251.8978053333346,1699.534679000001,1699.580500000001,-452.8288916666667,305.03284,284.52883,742.970075,0.40518885921404046,0.0938573063716139
NSW1-QLD1,QNI,forward,Spring,source_vre_ramp_1h,low,2621,-449.39646916666663,-177.34825733333307,188.02710399999992,433.9888971666663,-449.43361833333336,-231.32097166666668,375.89603000000005,329.93769,505.3880983333333,0.3563525371995422,0.10339565051507059
NSW1-QLD1,QNI,forward,Spring,source_vre_ramp_1h,normal,7860,-449.39646916666663,-177.34825733333307,188.02710399999992,433.9888971666663,-2.1512941666667302,-194.08328416666666,404.99589333333336,381.18327999999997,533.1140350000001,0.30826972010178116,0.09045801526717558
NSW1-QLD1,QNI,forward,Spring,source_vre_ramp_1h,high,2621,-449.39646916666663,-177.34825733333307,188.02710399999992,433.9888971666663,434.02278499999966,-275.47139999999996,496.68084833333336,459.42884,611.1880550000001,0.31590995803128574,0.0675314765356734
NSW1-QLD1,QNI,forward,Spring,sink_vre_ramp_1h,low,2621,-372.6127043333328,-145.00854833333352,165.01083733333346,370.7848098333329,-372.63262333333273,-207.55396,405.76854499999996,348.94541,500.83311833333335,0.34834032811903853,0.10377718428080886
NSW1-QLD1,QNI,forward,Spring,sink_vre_ramp_1h,normal,7860,-372.6127043333328,-145.00854833333352,165.01083733333346,370.7848098333329,6.468905833333281,-182.94708500000002,401.9245175,380.349855,523.4323358333334,0.3049618320610687,0.09173027989821883
NSW1-QLD1,QNI,forward,Spring,sink_vre_ramp_1h,high,2621,-372.6127043333328,-145.00854833333352,165.01083733333346,370.7848098333329,370.87060833333317,-313.30613166666666,474.6012733333334,414.66503,687.94376,0.33384204502098436,0.06333460511255246
NSW1-QLD1,QNI,forward,Summer,temperature_mean,low,2603,19.530833333333334,20.741666666666667,28.35,30.016666666666666,19.53333333333333,51.60715,608.41939,596.23461,541.5698500000001,0.042258932001536686,0.000384172109104879
NSW1-QLD1,QNI,forward,Summer,temperature_mean,normal,7805,19.530833333333334,20.741666666666667,28.35,30.016666666666666,24.06666666666667,101.31407666666667,586.8581316666667,569.69206,424.34948499999996,0.10916079436258809,0.0190903267136451
NSW1-QLD1,QNI,forward,Summer,temperature_mean,high,2600,19.530833333333334,20.741666666666667,28.35,30.016666666666666,30.025,-214.6361175,647.9739691666666,608.348645,811.7890500000001,0.12730769230769232,0.03923076923076923
NSW1-QLD1,QNI,forward,Summer,temperature_max,low,2666,23.8,24.8,32.6,34.65,23.8,40.915531666666666,596.3522166666667,586.858195,542.6370158333333,0.04801200300075019,0.0015003750937734434
NSW1-QLD1,QNI,forward,Summer,temperature_max,normal,7766,23.8,24.8,32.6,34.65,27.9,88.03288,595.8822716666666,579.971185,444.12934999999993,0.10198300283286119,0.019057429822302345
NSW1-QLD1,QNI,forward,Summer,temperature_max,high,2576,23.8,24.8,32.6,34.65,34.7,-155.16387083333333,624.7198875,592.8489099999999,710.6823608333334,0.14479813664596272,0.03881987577639751
NSW1-QLD1,QNI,forward,Summer,humidity_mean,low,2636,46.333333333333336,53.0,83.0,86.83333333333334,46.41666666666667,-213.4631091666667,715.5238716666667,678.227345,842.6102308333334,0.09749620637329287,0.021623672230652504
NSW1-QLD1,QNI,forward,Summer,humidity_mean,normal,7788,46.333333333333336,53.0,83.0,86.83333333333334,69.58333333333333,38.035035,589.4688791666667,573.98884,487.6390016666667,0.11466358500256806,0.023754494093477144
NSW1-QLD1,QNI,forward,Summer,humidity_mean,high,2584,46.333333333333336,53.0,83.0,86.83333333333334,86.83333333333334,177.91251749999998,584.4793725,573.45556,369.1175583333333,0.055340557275541796,0.003869969040247678
NSW1-QLD1,QNI,forward,Summer,source_wind,low,2602,194.32360916666667,309.5561126666667,1211.2422303333333,1462.8872886666675,194.31721083333332,-159.40050333333335,623.23271,599.522915,785.7925674999999,0.08685626441199078,0.019984627209838585
NSW1-QLD1,QNI,forward,Summer,source_wind,normal,7804,194.32360916666667,309.5561126666667,1211.2422303333333,1462.8872886666675,696.0710033333335,-1.5369499999999996,583.6700291666667,567.662315,541.7042708333333,0.11788826242952333,0.021527421834956432
NSW1-QLD1,QNI,forward,Summer,source_wind,high,2602,194.32360916666667,309.5561126666667,1211.2422303333333,1462.8872886666675,1463.03076,306.7865325,630.1111958333333,618.075225,276.15426833333333,0.05649500384319754,0.012298232129131437
NSW1-QLD1,QNI,forward,Summer,source_solar,low,3298,0.0,0.0,2687.036701333334,3077.387207166667,0.0,181.96322583333335,563.7892041666667,556.310225,337.92487666666665,0.07550030321406913,0.005154639175257732
NSW1-QLD1,QNI,forward,Summer,source_solar,normal,7108,0.0,0.0,2687.036701333334,3077.387207166667,1056.6774249999999,-12.662130833333332,595.6629591666666,578.235865,540.8579758333333,0.12633652222847497,0.028840742824985933
NSW1-QLD1,QNI,forward,Summer,source_solar,high,2602,0.0,0.0,2687.036701333334,3077.387207166667,3077.4362141666666,-63.33878666666667,747.4152741666667,718.5049,738.6887516666667,0.056110684089162186,0.011529592621060722
NSW1-QLD1,QNI,forward,Summer,source_vre,low,2602,515.6760315,789.8479436666667,3264.583158,3686.0413921666673,515.6719658333334,67.0181025,538.3878216666667,526.13474,419.82086083333337,0.12836279784780938,0.022674865488086088
NSW1-QLD1,QNI,forward,Summer,source_vre,normal,7804,515.6760315,789.8479436666667,3264.583158,3686.0413921666673,1716.0124975,29.269796666666668,606.3697591666667,589.78891,519.0920366666667,0.09828293182983086,0.019477191184008202
NSW1-QLD1,QNI,forward,Summer,source_vre,high,2602,515.6760315,789.8479436666667,3264.583158,3686.0413921666673,3686.2034958333334,11.466096666666665,734.3260216666666,700.5718400000001,616.7934300000001,0.07378939277478862,0.015757109915449655
NSW1-QLD1,QNI,forward,Summer,sink_vre,low,2602,297.1551301666667,433.02724266666667,2217.329328666667,2545.2948866666666,297.11685250000005,358.1675716666666,542.9896908333333,530.01917,123.92352333333335,0.10184473481936972,0.023443504996156803
NSW1-QLD1,QNI,forward,Summer,sink_vre,normal,7804,297.1551301666667,433.02724266666667,2217.329328666667,2545.2948866666666,1129.5547766666666,9.73077,601.7296191666667,585.98221,545.7938516666667,0.11084059456688877,0.02088672475653511
NSW1-QLD1,QNI,forward,Summer,sink_vre,high,2602,297.1551301666667,433.02724266666667,2217.329328666667,2545.2948866666666,2545.30995,-339.89208333333335,719.8058166666667,681.68523,992.4669816666667,0.06264411990776327,0.010760953112990008
NSW1-QLD1,QNI,forward,Summer,vre_difference,low,2602,-156.4306661666666,111.47312133333324,1268.6364126666667,1651.0673656666663,-156.44827249999992,-303.6615208333333,566.2969633333333,554.87883,840.36321,0.14142966948501154,0.021137586471944657
NSW1-QLD1,QNI,forward,Summer,vre_difference,normal,7804,-156.4306661666666,111.47312133333324,1268.6364126666667,1651.0673656666663,650.8098641666666,57.3922875,602.2786808333333,585.416475,495.5230900000001,0.08431573552024603,0.016914402870322913
