ic,name,direction,season,variable,regime,n,p10,p20,p80,p90,value_median,flow_median,capacity_median,tight_capacity_median,headroom_median,restricted_rate,forced_rate
T-V-MNSP1,Basslink,reverse,Winter,temperature_mean,normal,7944,6.800000000000001,7.933333333333334,12.716666666666665,13.766666666666666,10.433333333333334,31.395966666666666,143.07042333333334,125.0,54.09338333333329,0.5166163141993958,0.33710976837865053
T-V-MNSP1,Basslink,reverse,Winter,temperature_mean,high,2649,6.800000000000001,7.933333333333334,12.716666666666665,13.766666666666666,13.766666666666666,243.72321,343.4438433333333,308.6,28.98663333333326,0.33673084182710455,0.15704039260098152
T-V-MNSP1,Basslink,reverse,Winter,temperature_max,low,2724,9.95,10.7,14.2,15.5,10.0,-0.0,125.0,125.0,86.67029583333337,0.5444199706314243,0.368575624082232
T-V-MNSP1,Basslink,reverse,Winter,temperature_max,normal,7917,9.95,10.7,14.2,15.5,12.35,27.534856666666666,137.43547166666667,125.0,56.45566833333332,0.5178729316660351,0.3359858532272325
T-V-MNSP1,Basslink,reverse,Winter,temperature_max,high,2607,9.95,10.7,14.2,15.5,15.5,276.71293499999996,355.53443166666665,324.5,21.856838333333314,0.32144227080935944,0.14192558496355964
T-V-MNSP1,Basslink,reverse,Winter,humidity_mean,low,2650,67.75,72.95000000000002,88.16666666666667,90.41666666666666,67.75,304.38401,361.1254358333333,331.70500000000004,21.990504166666653,0.29735849056603775,0.16452830188679246
T-V-MNSP1,Basslink,reverse,Winter,humidity_mean,normal,7956,67.75,72.95000000000002,88.16666666666667,90.41666666666666,82.33333333333333,44.39308,150.76666666666665,125.0,53.29497083333332,0.5113122171945701,0.33986928104575165
T-V-MNSP1,Basslink,reverse,Winter,humidity_mean,high,2642,67.75,72.95000000000002,88.16666666666667,90.41666666666666,90.41666666666666,-0.0,125.0,125.0,93.95251416666667,0.5923542770628312,0.3383800151400454
T-V-MNSP1,Basslink,reverse,Winter,source_wind,low,2650,13.804054166666667,33.810571,284.328601,352.5338016666667,13.7988025,-0.0,125.0,125.0,93.45294333333334,0.5709433962264151,0.3781132075471698
T-V-MNSP1,Basslink,reverse,Winter,source_wind,normal,7948,13.804054166666667,33.810571,284.328601,352.5338016666667,145.5835725,107.91681833333332,274.73021083333333,237.51153,48.55627583333333,0.45130850528434824,0.27289884247609464
T-V-MNSP1,Basslink,reverse,Winter,source_wind,high,2650,13.804054166666667,33.810571,284.328601,352.5338016666667,352.53978500000005,69.72670249999999,192.01364083333334,125.0,34.35550166666666,0.49849056603773584,0.32566037735849057
T-V-MNSP1,Basslink,reverse,Winter,source_vre,low,2650,13.804054166666667,33.810571,284.328601,352.5338016666667,13.7988025,-0.0,125.0,125.0,93.45294333333334,0.5709433962264151,0.3781132075471698
T-V-MNSP1,Basslink,reverse,Winter,source_vre,normal,7948,13.804054166666667,33.810571,284.328601,352.5338016666667,145.5835725,107.91681833333332,274.73021083333333,237.51153,48.55627583333333,0.45130850528434824,0.27289884247609464
T-V-MNSP1,Basslink,reverse,Winter,source_vre,high,2650,13.804054166666667,33.810571,284.328601,352.5338016666667,352.53978500000005,69.72670249999999,192.01364083333334,125.0,34.35550166666666,0.49849056603773584,0.32566037735849057
T-V-MNSP1,Basslink,reverse,Winter,sink_vre,low,2650,264.25747433333333,558.592411,2760.2334843333333,3250.066211833334,264.23658166666667,-141.94593166666667,-107.65763166666667,-150.05659500000002,125.0,0.7441509433962264,0.6064150943396226
T-V-MNSP1,Basslink,reverse,Winter,sink_vre,normal,7948,264.25747433333333,558.592411,2760.2334843333333,3250.066211833334,1464.3050775,119.45700583333334,286.9583358333333,250.6,47.189652499999994,0.4408656265727227,0.2634625062908908
T-V-MNSP1,Basslink,reverse,Winter,sink_vre,high,2650,264.25747433333333,558.592411,2760.2334843333333,3250.066211833334,3250.093254166667,226.3304316666667,329.25204583333334,292.09961,11.613521666666635,0.35660377358490564,0.12566037735849056
T-V-MNSP1,Basslink,reverse,Winter,vre_difference,low,2650,-3009.1067015000003,-2521.907841666667,-458.7769563333332,-176.3359758333327,-3009.1458691666667,214.6337233333333,322.8435383333333,286.104645,11.746036666666669,0.3611320754716981,0.12528301886792453
T-V-MNSP1,Basslink,reverse,Winter,vre_difference,normal,7948,-3009.1067015000003,-2521.907841666667,-458.7769563333332,-176.3359758333327,-1304.3822475,123.42479000000002,290.3351558333333,252.06571000000002,46.15223333333334,0.4372169099144439,0.25943633618520384
T-V-MNSP1,Basslink,reverse,Winter,vre_difference,high,2650,-3009.1067015000003,-2521.907841666667,-458.7769563333332,-176.3359758333327,-176.22359416666666,-149.8943375,-114.00771666666667,-155.8134,125.0,0.7505660377358491,0.6188679245283019
T-V-MNSP1,Basslink,reverse,Winter,residual_difference,low,2650,-5103.362195166666,-4437.247840000001,-1709.7476893333333,-1131.5059911666667,-5103.454647500001,-251.54383666666666,-158.39608666666666,-186.35068,135.84271916666665,0.8735849056603774,0.7320754716981132
T-V-MNSP1,Basslink,reverse,Winter,residual_difference,normal,7948,-5103.362195166666,-4437.247840000001,-1709.7476893333333,-1131.5059911666667,-3127.6497758333335,100.0,264.27500083333337,178.022175,50.11370583333334,0.45772521389028686,0.2492450931051837
T-V-MNSP1,Basslink,reverse,Winter,residual_difference,high,2650,-5103.362195166666,-4437.247840000001,-1709.7476893333333,-1131.5059911666667,-1131.454184166667,389.50152749999995,405.20112666666665,384.541705,5.000000044219632e-06,0.17660377358490567,0.04264150943396226
T-V-MNSP1,Basslink,reverse,Winter,source_vre_ramp_1h,low,2650,-31.21848049999999,-17.20933300000002,17.58739266666667,31.823236000000016,-31.22112749999999,96.23539500000001,260.9248441666666,165.513235,44.60350083333333,0.46452830188679245,0.2879245283018868
T-V-MNSP1,Basslink,reverse,Winter,source_vre_ramp_1h,normal,7948,-31.21848049999999,-17.20933300000002,17.58739266666667,31.823236000000016,0.0,58.38673083333333,191.4166675,125.0,63.673335833333354,0.4972320080523402,0.3154252642174132
T-V-MNSP1,Basslink,reverse,Winter,source_vre_ramp_1h,high,2650,-31.21848049999999,-17.20933300000002,17.58739266666667,31.823236000000016,31.823690000000006,96.06646833333333,258.8234375,180.305125,41.24872583333332,0.4671698113207547,0.28830188679245283
T-V-MNSP1,Basslink,reverse,Winter,sink_vre_ramp_1h,low,2650,-257.664891833333,-141.65709833333312,145.58908800000015,260.5146961666671,-257.6834908333333,33.72741416666666,167.99243666666666,125.0,64.40436249999996,0.5113207547169811,0.30830188679245285
T-V-MNSP1,Basslink,reverse,Winter,sink_vre_ramp_1h,normal,7948,-257.664891833333,-141.65709833333312,145.58908800000015,260.5146961666671,-0.0931800000001175,90.26109833333334,253.90461999999997,154.49981,56.529423333333334,0.4748364368394565,0.3125314544539507
T-V-MNSP1,Basslink,reverse,Winter,sink_vre_ramp_1h,high,2650,-257.664891833333,-141.65709833333312,145.58908800000015,260.5146961666671,260.5525191666668,73.097515,209.93068166666666,125.0,41.657205833333336,0.48754716981132074,0.2766037735849057
V-S-MNSP1,Murraylink,forward,Spring,temperature_mean,low,2625,9.183333333333334,10.741666666666667,18.716666666666665,20.833333333333332,9.183333333333334,5.9058633333333335,40.54192166666667,25.0,6.991736666666668,0.5459047619047619,0.21904761904761905
V-S-MNSP1,Murraylink,forward,Spring,temperature_mean,normal,7858,9.183333333333334,10.741666666666667,18.716666666666665,20.833333333333332,14.483333333333334,28.037618333333334,93.24220166666667,77.008375,10.018354166666661,0.42924408246373125,0.2028505981165691
V-S-MNSP1,Murraylink,forward,Spring,temperature_mean,high,2621,9.183333333333334,10.741666666666667,18.716666666666665,20.833333333333332,20.833333333333332,119.22619666666667,142.65287833333332,132.6235,1.6666666624587378e-06,0.2895841281953453,0.11255246089278902
V-S-MNSP1,Murraylink,forward,Spring,temperature_max,low,2644,11.8,12.95,21.9,24.7,11.8,8.983645,44.7594175,27.522375,9.288258333333332,0.5393343419062028,0.20121028744326777
V-S-MNSP1,Murraylink,forward,Spring,temperature_max,normal,7865,11.8,12.95,21.9,24.7,16.65,27.3394,92.66666666666667,77.81355,8.591026666666664,0.4288620470438652,0.20890019071837254
V-S-MNSP1,Murraylink,forward,Spring,temperature_max,high,2595,11.8,12.95,21.9,24.7,24.7,115.94333333333333,142.97219333333334,133.58523,1.6666666624587378e-06,0.2951830443159923,0.11136801541425818
V-S-MNSP1,Murraylink,forward,Spring,humidity_mean,low,2635,44.75,51.66666666666667,81.0,85.58333333333334,44.75,100.0,139.47551833333333,125.0,0.0,0.36394686907020873,0.17191650853889942
V-S-MNSP1,Murraylink,forward,Spring,humidity_mean,normal,7871,44.75,51.66666666666667,81.0,85.58333333333334,67.91666666666667,27.3394,93.5,78.0,6.991736666666668,0.4298056155507559,0.18803201626222843
V-S-MNSP1,Murraylink,forward,Spring,humidity_mean,high,2598,44.75,51.66666666666667,81.0,85.58333333333334,85.66666666666666,18.0,76.75,62.0,37.73929833333334,0.4707467282525019,0.20438799076212472
V-S-MNSP1,Murraylink,forward,Spring,source_wind,low,2621,220.22787233333335,442.90040966666675,2055.996792000001,2613.4506771666674,220.20969833333334,49.334665,119.0,107.0,1.6666666908804473e-06,0.3349866463181992,0.052270125906142696
V-S-MNSP1,Murraylink,forward,Spring,source_wind,normal,7862,220.22787233333335,442.90040966666675,2055.996792000001,2613.4506771666674,1106.9646558333334,36.988664166666666,108.8360725,95.348005,14.022581666666653,0.36339353853981177,0.1298651742559145
V-S-MNSP1,Murraylink,forward,Spring,source_wind,high,2621,220.22787233333335,442.90040966666675,2055.996792000001,2613.4506771666674,2613.8104566666666,0.0,0.0,-2e-05,1.6666666624587378e-06,0.6982067913010301,0.4982830980541778
V-S-MNSP1,Murraylink,forward,Spring,source_solar,low,5376,0.0,0.0,507.73367200000007,652.347352,0.0,13.5,74.16666666666667,62.0,44.664730000000006,0.47823660714285715,0.24925595238095238
V-S-MNSP1,Murraylink,forward,Spring,source_solar,normal,5107,0.0,0.0,507.73367200000007,652.347352,233.068075,14.753798333333334,67.16666666666667,44.0,4.3333266666666646,0.4997062854905032,0.19267671822988056
V-S-MNSP1,Murraylink,forward,Spring,source_solar,high,2621,0.0,0.0,507.73367200000007,652.347352,652.36639,150.67896166666665,152.84989166666665,149.23968,0.0,0.1686379244563144,0.0534147272033575
V-S-MNSP1,Murraylink,forward,Spring,source_vre,low,2621,462.3206415,708.1395880000001,2309.1009993333337,2758.7794313333334,462.255545,27.0,93.66666166666666,80.0,57.73562333333332,0.39412438000763067,0.06562380770698206
V-S-MNSP1,Murraylink,forward,Spring,source_vre,normal,7862,462.3206415,708.1395880000001,2309.1009993333337,2758.7794313333334,1356.1114283333334,41.96653,112.9975225,98.0,3.587295000000001,0.36288476214703635,0.13876876112948358
V-S-MNSP1,Murraylink,forward,Spring,source_vre,high,2621,462.3206415,708.1395880000001,2309.1009993333337,2758.7794313333334,2758.850378333333,0.0,0.0,-1e-05,0.0,0.6405951926745517,0.45822205265165966
V-S-MNSP1,Murraylink,forward,Spring,sink_vre,low,2621,309.1834028333334,456.0878693333334,1283.3402150000002,1515.0077215000003,309.16605833333335,87.62378833333332,141.47819666666666,134.0,1.6666666624587378e-06,0.24876001526135064,0.0331934376192293
V-S-MNSP1,Murraylink,forward,Spring,sink_vre,normal,7862,309.1834028333334,456.0878693333334,1283.3402150000002,1515.0077215000003,820.9509058333333,38.72170083333333,110.0,97.0,10.278234166666662,0.36110404477232255,0.12172475197150852
V-S-MNSP1,Murraylink,forward,Spring,sink_vre,high,2621,309.1834028333334,456.0878693333334,1283.3402150000002,1515.0077215000003,1515.0760550000002,-30.0,-6.6666666666666675e-06,-26.99999,1.6666666667219943e-05,0.7913010301411675,0.5417779473483403
V-S-MNSP1,Murraylink,forward,Spring,vre_difference,low,2621,-315.73817033333324,-36.395477000000014,1309.3650840000003,1697.8449090000001,-315.8855483333333,3.0,66.5,53.0,72.40814666666667,0.5032430370087753,0.16138878290728728
V-S-MNSP1,Murraylink,forward,Spring,vre_difference,normal,7862,-315.73817033333324,-36.395477000000014,1309.3650840000003,1697.8449090000001,540.9137874999999,42.0,112.17159166666667,98.0,0.1459358333333327,0.3724243195115747,0.15466802340371408
V-S-MNSP1,Murraylink,forward,Spring,vre_difference,high,2621,-315.73817033333324,-36.395477000000014,1309.3650840000003,1697.8449090000001,1697.9088000000002,30.0,63.5,28.48931,0.0,0.502861503243037,0.31476535673407097
V-S-MNSP1,Murraylink,forward,Spring,residual_difference,low,2621,1307.2807398333334,1763.9709380000002,3510.90772,3978.495295666666,1307.204128333333,64.5,118.16666666666667,84.55695,0.0,0.44944677603967953,0.3323159099580313
V-S-MNSP1,Murraylink,forward,Spring,residual_difference,normal,7862,1307.2807398333334,1763.9709380000002,3510.90772,3978.495295666666,2657.5870225,38.28415583333333,108.83333333333333,92.241785,4.569914999999995,0.38628847621470364,0.162045281098957
V-S-MNSP1,Murraylink,forward,Spring,residual_difference,high,2621,1307.2807398333334,1763.9709380000002,3510.90772,3978.495295666666,3978.6278866666657,2.1995316666666667,63.5,51.23187,68.26977000000001,0.5150705837466616,0.12170927127050744
V-S-MNSP1,Murraylink,forward,Spring,source_vre_ramp_1h,low,2621,-315.52989449999967,-181.06064400000014,183.98629399999962,327.16932066666647,-315.55133166666633,28.5,98.5,80.0,1.1767016666666699,0.411674933231591,0.16329645173597862
V-S-MNSP1,Murraylink,forward,Spring,source_vre_ramp_1h,normal,7860,-315.52989449999967,-181.06064400000014,183.98629399999962,327.16932066666647,-8.038913333333426,29.787989166666662,96.49535499999999,80.0,6.54185083333333,0.41921119592875317,0.17659033078880407
V-S-MNSP1,Murraylink,forward,Spring,source_vre_ramp_1h,high,2621,-315.52989449999967,-181.06064400000014,183.98629399999962,327.16932066666647,327.21365166666664,30.0,89.0,63.00002,1.6666666624587378e-06,0.454406714994277,0.24723388019839757
V-S-MNSP1,Murraylink,forward,Spring,sink_vre_ramp_1h,low,2621,-186.57418466666678,-114.03724766666667,109.46490766666673,189.74572733333315,-186.57798500000013,35.25252333333333,104.0,89.0,8.333333333609971e-06,0.3906905761159863,0.17169019458222054
V-S-MNSP1,Murraylink,forward,Spring,sink_vre_ramp_1h,normal,7860,-186.57418466666678,-114.03724766666667,109.46490766666673,189.74572733333315,-3.82210166666664,29.17865916666667,95.0,80.0,1.085365833333345,0.4300254452926209,0.1910941475826972
V-S-MNSP1,Murraylink,forward,Spring,sink_vre_ramp_1h,high,2621,-186.57418466666678,-114.03724766666667,109.46490766666673,189.74572733333315,189.75200499999983,24.647186666666666,88.48288333333333,67.48218,3.052244999999999,0.44296070202212895,0.19534528805799314
V-S-MNSP1,Murraylink,forward,Summer,temperature_mean,low,2606,14.291666666666668,16.116666666666667,25.175000000000004,28.016666666666666,14.3,42.250299166666665,112.33333333333333,98.0,29.248771666666666,0.37221795855717577,0.2651573292402149
V-S-MNSP1,Murraylink,forward,Summer,temperature_mean,normal,7801,14.291666666666668,16.116666666666667,25.175000000000004,28.016666666666666,20.28333333333333,96.0,146.0,135.43457,1.5125983333333344,0.19330855018587362,0.1122932957313165
V-S-MNSP1,Murraylink,forward,Summer,temperature_mean,high,2601,14.291666666666668,16.116666666666667,25.175000000000004,28.016666666666666,28.016666666666666,140.45775166666667,150.69440666666665,143.30155,0.0,0.22106881968473663,0.05420991926182238
V-S-MNSP1,Murraylink,forward,Summer,temperature_max,low,2630,16.5,18.15,29.5,32.5,16.5,45.79321,116.5,106.5,26.71756666666667,0.3593155893536122,0.25019011406844105
V-S-MNSP1,Murraylink,forward,Summer,temperature_max,normal,7807,16.5,18.15,29.5,32.5,23.3,94.61339833333334,145.53765,135.0452,1.0821583333333535,0.1923914435762777,0.11374407582938388
V-S-MNSP1,Murraylink,forward,Summer,temperature_max,high,2571,16.5,18.15,29.5,32.5,32.6,135.0,150.16666666666666,142.75644,0.0,0.23570595099183198,0.06301050175029171
V-S-MNSP1,Murraylink,forward,Summer,humidity_mean,low,2604,36.75,42.41666666666667,72.0,78.16666666666667,36.75,149.12751250000002,152.91566166666667,148.70323000000002,0.0,0.17242703533026113,0.05414746543778802
V-S-MNSP1,Murraylink,forward,Summer,humidity_mean,normal,7811,36.75,42.41666666666667,72.0,78.16666666666667,57.16666666666667,81.0,139.77715833333335,125.0,1.008086666666685,0.23198054026373063,0.13352963769043658
V-S-MNSP1,Murraylink,forward,Summer,humidity_mean,high,2593,36.75,42.41666666666667,72.0,78.16666666666667,78.25,51.66311833333333,123.093165,107.0,55.11551166666668,0.30543771693019667,0.20208252988816044
V-S-MNSP1,Murraylink,forward,Summer,source_wind,low,2602,263.582137,460.78523033333335,1732.512094666667,2127.415133666667,263.576525,150.4870275,155.44036749999998,152.0,1.6666666624587378e-06,0.0649500384319754,0.013451191391237509
V-S-MNSP1,Murraylink,forward,Summer,source_wind,normal,7804,263.582137,460.78523033333335,1732.512094666667,2127.415133666667,1029.2304133333332,78.05448000000001,139.47293916666666,125.0,13.15950333333333,0.21053305996924654,0.1057150179395182
V-S-MNSP1,Murraylink,forward,Summer,source_wind,high,2602,263.582137,460.78523033333335,1732.512094666667,2127.415133666667,2127.4159916666667,39.0,85.0,44.99999,1.6666666624587378e-06,0.47694081475787853,0.3259031514219831
V-S-MNSP1,Murraylink,forward,Summer,source_solar,low,4764,0.0,0.0,703.2550023333333,864.0248591666668,0.0,43.5,114.5,104.213345,64.99530083333333,0.3245172124265323,0.22124265323257766
V-S-MNSP1,Murraylink,forward,Summer,source_solar,normal,5642,0.0,0.0,703.2550023333333,864.0248591666668,334.8151525,111.96205166666667,146.49205333333333,135.0,1.6666666695641652e-06,0.22456575682382135,0.10829493087557604
V-S-MNSP1,Murraylink,forward,Summer,source_solar,high,2602,0.0,0.0,703.2550023333333,864.0248591666668,864.0541241666667,159.8534425,161.50477,157.98408999999998,0.0,0.09223674096848578,0.016525749423520367
V-S-MNSP1,Murraylink,forward,Summer,source_vre,low,2602,557.2088405000001,816.7635976666667,2008.176732666667,2445.0161924999998,557.1031608333333,79.5,144.15402583333332,134.0,67.37862416666667,0.13143735588009223,0.038816295157571096
V-S-MNSP1,Murraylink,forward,Summer,source_vre,normal,7804,557.2088405000001,816.7635976666667,2008.176732666667,2445.0161924999998,1352.7357091666668,88.0,142.43778166666667,132.16989999999998,5.000000001587068e-06,0.22321886212198871,0.12749871860584316
V-S-MNSP1,Murraylink,forward,Summer,source_vre,high,2602,557.2088405000001,816.7635976666667,2008.176732666667,2445.0161924999998,2445.0469475,97.03908166666668,135.0,109.89615,0.0,0.37240584166026136,0.23520368946963874
V-S-MNSP1,Murraylink,forward,Summer,sink_vre,low,2602,307.34056116666665,471.65136,1268.282002,1469.4942523333334,307.3108375,152.22664916666668,157.91676916666665,154.06455499999998,1.6666666624587378e-06,0.03151421983089931,0.008455034588777863
V-S-MNSP1,Murraylink,forward,Summer,sink_vre,normal,7804,307.34056116666665,471.65136,1268.282002,1469.4942523333334,849.5702758333333,82.5,143.0,134.0,9.001280000000001,0.17990773962070733,0.08047155304971809
V-S-MNSP1,Murraylink,forward,Summer,sink_vre,high,2602,307.34056116666665,471.65136,1268.282002,1469.4942523333334,1469.498855,0.0,31.801303333333337,0.0,6.666666678256661e-06,0.602229054573405,0.40661029976940816
V-S-MNSP1,Murraylink,forward,Summer,vre_difference,low,2602,-237.93934800000002,-21.23619799999974,1106.125235666667,1487.1325056666667,-238.00807333333336,31.624748333333333,107.0,98.0,76.10395083333333,0.31360491929285167,0.15680245964642583
V-S-MNSP1,Murraylink,forward,Summer,vre_difference,normal,7804,-237.93934800000002,-21.23619799999974,1106.125235666667,1487.1325056666667,503.97280333333345,94.493425,145.79487999999998,134.326395,3.333333353339185e-06,0.21591491542798566,0.12749871860584316
V-S-MNSP1,Murraylink,forward,Summer,vre_difference,high,2602,-237.93934800000002,-21.23619799999974,1106.125235666667,1487.1325056666667,1487.1638316666665,152.2797875,156.63815583333331,150.789915,0.0,0.2121445042275173,0.11721752498078401
V-S-MNSP1,Murraylink,forward,Summer,residual_difference,low,2602,1356.4054308333334,1736.4543806666666,3334.4855800000005,3801.6697488333343,1356.360109166667,153.79657083333333,155.91267583333334,152.0,0.0,0.20522674865488086,0.1425826287471176
V-S-MNSP1,Murraylink,forward,Summer,residual_difference,normal,7804,1356.4054308333334,1736.4543806666666,3334.4855800000005,3801.6697488333343,2551.196960833333,88.23293333333334,144.7207441666667,134.0,2.627550833333345,0.21412096360840593,0.13787801127626859
V-S-MNSP1,Murraylink,forward,Summer,residual_difference,high,2602,1356.4054308333334,1736.4543806666666,3334.4855800000005,3801.6697488333343,3801.8248758333334,34.549342499999995,103.72605833333334,89.0,60.62574416666667,0.3259031514219831,0.10030745580322828
V-S-MNSP1,Murraylink,forward,Summer,source_vre_ramp_1h,low,2602,-320.6473481666667,-191.58311033333354,188.71783166666654,341.5822718333333,-320.6487358333334,65.979465,125.21894916666668,116.0,8.333333335386328e-06,0.2701767870868563,0.13681783243658724
V-S-MNSP1,Murraylink,forward,Summer,source_vre_ramp_1h,normal,7804,-320.6473481666667,-191.58311033333354,188.71783166666654,341.5822718333333,-10.490675833333285,77.7896925,138.5,125.0,3.821372499999999,0.23539210661199386,0.1392875448487955
V-S-MNSP1,Murraylink,forward,Summer,source_vre_ramp_1h,high,2602,-320.6473481666667,-191.58311033333354,188.71783166666654,341.5822718333333,341.5945674999999,143.44379666666669,154.31348916666667,147.346065,1.6666666624587378e-06,0.19715603382013835,0.10184473481936972
V-S-MNSP1,Murraylink,forward,Summer,sink_vre_ramp_1h,low,2602,-180.93045616666654,-112.77093900000003,103.41264099999998,188.50044433333352,-180.94606916666658,96.617095,146.46716166666667,135.0,1.6666666908804473e-06,0.2094542659492698,0.10261337432744043
V-S-MNSP1,Murraylink,forward,Summer,sink_vre_ramp_1h,normal,7804,-180.93045616666654,-112.77093900000003,103.41264099999998,188.50044433333352,-6.633550000000071,79.3750775,138.5,125.0,0.8715358333332972,0.24218349564325986,0.14415684264479753
V-S-MNSP1,Murraylink,forward,Summer,sink_vre_ramp_1h,high,2602,-180.93045616666654,-112.77093900000003,103.41264099999998,188.50044433333352,188.51348166666673,102.59028333333333,145.9673425,132.720565,3.3333333249174757e-06,0.23750960799385087,0.12144504227517294
V-S-MNSP1,Murraylink,forward,Autumn,temperature_mean,low,2650,10.466666666666667,11.928333333333335,20.505000000000003,23.28333333333333,10.466666666666667,37.5,110.0,98.0,65.89542416666667,0.329811320754717,0.12339622641509435
V-S-MNSP1,Murraylink,forward,Autumn,temperature_mean,normal,7948,10.466666666666667,11.928333333333335,20.505000000000003,23.28333333333333,15.733333333333334,36.0,104.90180749999999,89.0,17.37270416666668,0.35870659285354806,0.13688978359335682
V-S-MNSP1,Murraylink,forward,Autumn,temperature_mean,high,2650,10.466666666666667,11.928333333333335,20.505000000000003,23.28333333333333,23.28333333333333,89.40446916666667,138.5,131.31748499999998,3.842665833333328,0.210188679245283,0.08037735849056604
V-S-MNSP1,Murraylink,forward,Autumn,temperature_max,low,2719,13.2,14.5,23.0,26.25,13.3,37.5,108.5,98.0,66.98468999999999,0.32953291651342403,0.11658698050753953
V-S-MNSP1,Murraylink,forward,Autumn,temperature_max,normal,7893,13.2,14.5,23.0,26.25,17.85,36.0,105.33333333333333,89.0,13.333333333333329,0.35943240846319524,0.1394906879513493
V-S-MNSP1,Murraylink,forward,Autumn,temperature_max,high,2636,13.2,14.5,23.0,26.25,26.299999999999997,85.5,137.69762416666669,129.55981,8.60691083333333,0.2082701062215478,0.07966616084977238
V-S-MNSP1,Murraylink,forward,Autumn,humidity_mean,low,2651,44.83333333333333,52.0,81.83333333333334,86.33333333333333,44.83333333333333,81.23539166666667,134.16666666666666,124.0,3.3333333391283304e-06,0.25386646548472275,0.11429649188985289
V-S-MNSP1,Murraylink,forward,Autumn,humidity_mean,normal,7949,44.83333333333333,52.0,81.83333333333334,86.33333333333333,68.83333333333333,38.94105,108.68796333333334,96.0,29.72208666666667,0.34708768398540696,0.13888539438923134
V-S-MNSP1,Murraylink,forward,Autumn,humidity_mean,high,2648,44.83333333333333,52.0,81.83333333333334,86.33333333333333,86.33333333333333,38.270687499999994,107.8111475,89.99999,41.39072666666667,0.32099697885196377,0.08345921450151057
V-S-MNSP1,Murraylink,forward,Autumn,source_wind,low,2650,133.8826435,284.9868763333333,1675.8562163333334,2288.587596000001,133.87201583333334,37.599267499999996,109.26324416666667,98.0,49.047965833333315,0.3181132075471698,0.026415094339622643
V-S-MNSP1,Murraylink,forward,Autumn,source_wind,normal,7948,133.8826435,284.9868763333333,1675.8562163333334,2288.587596000001,830.3045549999999,50.27562916666667,119.5,107.0,41.66567500000001,0.2608203321590337,0.07372924006039255
V-S-MNSP1,Murraylink,forward,Autumn,source_wind,high,2650,133.8826435,284.9868763333333,1675.8562163333334,2288.587596000001,2288.738306666667,15.940547500000001,55.9399325,17.99999,1.6666666624587378e-06,0.5154716981132076,0.3667924528301887
V-S-MNSP1,Murraylink,forward,Autumn,source_solar,low,6381,0.0,0.0,571.9427736666668,765.198424666667,0.0,36.0,107.20163833333334,93.0,54.75815833333334,0.3501018649114559,0.16533458705532048
V-S-MNSP1,Murraylink,forward,Autumn,source_solar,normal,4217,0.0,0.0,571.9427736666668,765.198424666667,268.1081633333333,30.27151333333333,93.5,76.0,25.743288333333325,0.39743893763338867,0.10694806734645483
V-S-MNSP1,Murraylink,forward,Autumn,source_solar,high,2650,0.0,0.0,571.9427736666668,765.198424666667,765.2746033333333,139.47498916666666,145.01236916666667,140.67989,1.6666666624587378e-06,0.14037735849056604,0.046037735849056606
V-S-MNSP1,Murraylink,forward,Autumn,source_vre,low,2650,302.85297216666663,520.8782123333334,1972.039788666667,2521.0920633333335,302.8364825,34.5,107.15789000000001,98.0,74.53232416666668,0.3120754716981132,0.022264150943396226
V-S-MNSP1,Murraylink,forward,Autumn,source_vre,normal,7948,302.85297216666663,520.8782123333334,1972.039788666667,2521.0920633333335,1108.4375333333332,48.19994666666667,117.57414166666666,105.38064,34.666109166666665,0.2805737292400604,0.08995973829894313
V-S-MNSP1,Murraylink,forward,Autumn,source_vre,high,2650,302.85297216666663,520.8782123333334,1972.039788666667,2521.0920633333335,2521.1121599999997,41.64548333333333,92.38641083333334,53.214929999999995,1.6666666624587378e-06,0.46226415094339623,0.3222641509433962
V-S-MNSP1,Murraylink,forward,Autumn,sink_vre,low,2650,207.34241016666667,343.775734,1157.3307543333333,1413.8646708333333,207.3197025,89.422105,139.2822733333333,125.0,3.5805924999999927,0.19132075471698112,0.0060377358490566035
V-S-MNSP1,Murraylink,forward,Autumn,sink_vre,normal,7948,207.34241016666667,343.775734,1157.3307543333333,1413.8646708333333,693.3980833333333,48.2554825,119.66666666666667,107.0,48.93716166666667,0.25553598389531956,0.0505787619526925
V-S-MNSP1,Murraylink,forward,Autumn,sink_vre,high,2650,207.34241016666667,343.775734,1157.3307543333333,1413.8646708333333,1413.8779425,-16.333333333333332,0.0,-15.62445,1.1666666665632874e-05,0.6581132075471698,0.45660377358490567
V-S-MNSP1,Murraylink,forward,Autumn,vre_difference,low,2650,-316.47455966666666,-82.24482833333336,1096.6345673333333,1515.9017651666668,-316.501555,15.0,87.44102583333333,78.633375,77.0,0.4071698113207547,0.11433962264150943
V-S-MNSP1,Murraylink,forward,Autumn,vre_difference,normal,7948,-316.47455966666666,-82.24482833333336,1096.6345673333333,1515.9017651666668,384.4888441666666,48.0,116.0,99.0,30.78824416666667,0.3056114745848012,0.11046804227478611
V-S-MNSP1,Murraylink,forward,Autumn,vre_difference,high,2650,-316.47455966666666,-82.24482833333336,1096.6345673333333,1515.9017651666668,1515.9039808333332,126.39274083333333,142.78307416666667,132.07733,0.0,0.2920754716981132,0.16867924528301886
