ic,direction,asset,asset_description,voltage_kv,substation,region,area_label,families,episodes_listed,electrically_near,plants_within_50km,published_level,published_key,tier,effect_capacity,effect_capacity_pct,ci_lo_capacity,ci_hi_capacity,effect_at_limit,effect_directional_flow,effect_headroom,treated_capacity,control_capacity,treated_hours,episodes,match_rate,name
NSW1-QLD1,forward,R2_BRAE/LINE/330KV_9902,Braemar Bulli Ck 9902 330kV LINE,330.0,Braemar 330kV/275kv,QLD1,south-east of Chinchilla (50 km),CA_BRIS_569B1432|Q-BRTX1,4,COOPGWF1 (-3.08); DULAWF1 (-2.15); KPP_1 (-2.15); BLUEGSF1 (-2.15); CPSA (-2.15); WANDB1 (-2.15),Braemar 2 Power Station (1 km); Darling Downs Power Station (1 km); Braemar Power Station (1 km); Darling Downs Solar Farm (2 km); Kogan Creek Power Station (26 km); Western Downs Green Power Hub (28 km); Dalby Bio-Refinery (34 km); Everleigh Solar Park Project (36 km); Edenvale Solar Park (37 km),K3,R2_BRAE,supported,-15.720531666666659,-3.1505704411411686,-49.11998166666672,3.5109833333334564,0.0,88.34780666666671,-136.79759250000018,475.512285,600.83572,85.5,23.0,1.0,QNI
NSW1-QLD1,reverse,R2_BRAE/LINE/330KV_9902,Braemar Bulli Ck 9902 330kV LINE,330.0,Braemar 330kV/275kv,QLD1,south-east of Chinchilla (50 km),CA_BRIS_569B1432|Q-BRTX1,4,COOPGWF1 (-3.08); DULAWF1 (-2.15); KPP_1 (-2.15); BLUEGSF1 (-2.15); CPSA (-2.15); WANDB1 (-2.15),Braemar 2 Power Station (1 km); Darling Downs Power Station (1 km); Braemar Power Station (1 km); Darling Downs Solar Farm (2 km); Kogan Creek Power Station (26 km); Western Downs Green Power Hub (28 km); Dalby Bio-Refinery (34 km); Everleigh Solar Park Project (36 km); Edenvale Solar Park (37 km),K3,R2_BRAE,supported,-30.78484166666658,-2.861280718284008,-121.35817000000003,1.0873105416664497,0.0,-99.81665666666663,0.0,963.8699016666666,969.7417683333333,85.5,23.0,1.0,QNI
NSW1-QLD1,forward,R2_BRAE/TRANS/1_R2,Braemar 1 330/275kV XFMR,,Braemar 330kV/275kv,QLD1,south-east of Chinchilla (50 km),Q-BRTX1,2,COOPGWF1 (-2.90); DULAWF1 (-1.75); COLUMSF1 (-1.75); BLUEGSF1 (-1.75); CPSA (-1.75); ROMA_8 (-1.75),Braemar 2 Power Station (1 km); Darling Downs Power Station (1 km); Braemar Power Station (1 km); Darling Downs Solar Farm (2 km); Kogan Creek Power Station (26 km); Western Downs Green Power Hub (28 km); Dalby Bio-Refinery (34 km); Everleigh Solar Park Project (36 km); Edenvale Solar Park (37 km),K3,R2_BRAE,supported,-15.720531666666659,-3.1505704411411686,-49.11998166666672,3.5109833333334564,0.0,88.34780666666671,-136.79759250000018,475.512285,600.83572,85.5,23.0,1.0,QNI
NSW1-QLD1,reverse,R2_BRAE/TRANS/1_R2,Braemar 1 330/275kV XFMR,,Braemar 330kV/275kv,QLD1,south-east of Chinchilla (50 km),Q-BRTX1,2,COOPGWF1 (-2.90); DULAWF1 (-1.75); COLUMSF1 (-1.75); BLUEGSF1 (-1.75); CPSA (-1.75); ROMA_8 (-1.75),Braemar 2 Power Station (1 km); Darling Downs Power Station (1 km); Braemar Power Station (1 km); Darling Downs Solar Farm (2 km); Kogan Creek Power Station (26 km); Western Downs Green Power Hub (28 km); Dalby Bio-Refinery (34 km); Everleigh Solar Park Project (36 km); Edenvale Solar Park (37 km),K3,R2_BRAE,supported,-30.78484166666658,-2.861280718284008,-121.35817000000003,1.0873105416664497,0.0,-99.81665666666663,0.0,963.8699016666666,969.7417683333333,85.5,23.0,1.0,QNI
NSW1-QLD1,forward,R3_BULLI/LINE/8L,Dumresq330 Bulli Ck 8L 330kV LINE,330.0,Bulli Creek 330kV,QLD1,west of Toowoomba (116 km),I-BCDM_ONE,2,MPP_1 (-1.07); MPP_2 (-1.07); KPP_1 (-1.07); CALLNL2 (-1.07); CPP_3 (-1.07); CALLNL3 (-1.07),Millmerran Power Station (43 km),none,,unsupported,,,,,,,,,,,,,QNI
NSW1-QLD1,reverse,R3_BULLI/LINE/8L,Dumresq330 Bulli Ck 8L 330kV LINE,330.0,Bulli Creek 330kV,QLD1,west of Toowoomba (116 km),I-BCDM_ONE,2,MPP_1 (-1.07); MPP_2 (-1.07); KPP_1 (-1.07); CALLNL2 (-1.07); CPP_3 (-1.07); CALLNL3 (-1.07),Millmerran Power Station (43 km),none,,unsupported,,,,,,,,,,,,,QNI
NSW1-QLD1,forward,S3_GNBNK/CB/CPLR_50142,Greenbank 50142 275kV CB,275.0,Greenbank (S003),QLD1,south of Brisbane (30 km),Q-X_MRGB_MRGB,1,MOUSF1 (-3.92); EMERASF1 (-3.92); BARCALDN (-3.91); CLERMSF1 (-3.91); MIDDLSF1 (-3.91); LILYSF1 (-3.89),Swanbank BESS (16 km); Swanbank E Power Station (16 km); Swanbank Power Plant (16 km); Bunya Biogas Generator (39 km),none,,unsupported,,,,,,,,,,,,,QNI
NSW1-QLD1,reverse,S3_GNBNK/CB/CPLR_50142,Greenbank 50142 275kV CB,275.0,Greenbank (S003),QLD1,south of Brisbane (30 km),Q-X_MRGB_MRGB,1,MOUSF1 (-3.92); EMERASF1 (-3.92); BARCALDN (-3.91); CLERMSF1 (-3.91); MIDDLSF1 (-3.91); LILYSF1 (-3.89),Swanbank BESS (16 km); Swanbank E Power Station (16 km); Swanbank Power Plant (16 km); Bunya Biogas Generator (39 km),none,,unsupported,,,,,,,,,,,,,QNI
NSW1-QLD1,forward,S3_GNBNK/LINE/275KV_8849,Middle Rdg-Greenbank 8849 275kV LINE,275.0,Greenbank (S003),QLD1,south of Brisbane (30 km),Q-X_MRGB_MRGB,1,MOUSF1 (-3.92); EMERASF1 (-3.92); BARCALDN (-3.91); CLERMSF1 (-3.91); MIDDLSF1 (-3.91); LILYSF1 (-3.89),Swanbank BESS (16 km); Swanbank E Power Station (16 km); Swanbank Power Plant (16 km); Bunya Biogas Generator (39 km),none,,unsupported,,,,,,,,,,,,,QNI
NSW1-QLD1,reverse,S3_GNBNK/LINE/275KV_8849,Middle Rdg-Greenbank 8849 275kV LINE,275.0,Greenbank (S003),QLD1,south of Brisbane (30 km),Q-X_MRGB_MRGB,1,MOUSF1 (-3.92); EMERASF1 (-3.92); BARCALDN (-3.91); CLERMSF1 (-3.91); MIDDLSF1 (-3.91); LILYSF1 (-3.89),Swanbank BESS (16 km); Swanbank E Power Station (16 km); Swanbank Power Plant (16 km); Bunya Biogas Generator (39 km),none,,unsupported,,,,,,,,,,,,,QNI
NSW1-QLD1,forward,SYD_NTH/BUS/5A1,Sydney N A1 330kV BUS,330.0,Sydney North 330kV,NSW1,north-west of Sydney (29 km),N-DTSS_11,1,TARALGA1 (+4.07); TALWA1 (+4.06); TALWB1 (+4.06); CROOKWF3 (+4.06); CROOKWF2 (+4.06); SHGEN (+4.05),Jenema Gas Networks - Flemington (23 km); Smithfield Open Cycle Gas Turbine (23 km); Wallgrove Battery (25 km); DHL HP8 Solar (29 km); USCAWRC Solar Farm (33 km); Warragamba Power Station (47 km),K2,N-DTSS_11,supported,14.438940833333334,2.7729886907935093,-39.29105916666663,73.11553179166658,-0.038223140495867766,-291.4912420833334,353.8522983333333,559.767945,518.3756341666667,536.5,9.0,0.902143522833178,QNI
NSW1-QLD1,reverse,SYD_NTH/BUS/5A1,Sydney N A1 330kV BUS,330.0,Sydney North 330kV,NSW1,north-west of Sydney (29 km),N-DTSS_11,1,TARALGA1 (+4.07); TALWA1 (+4.06); TALWB1 (+4.06); CROOKWF3 (+4.06); CROOKWF2 (+4.06); SHGEN (+4.05),Jenema Gas Networks - Flemington (23 km); Smithfield Open Cycle Gas Turbine (23 km); Wallgrove Battery (25 km); DHL HP8 Solar (29 km); USCAWRC Solar Farm (33 km); Warragamba Power Station (47 km),K2,N-DTSS_11,supported,57.919491249999965,6.295351242874785,7.129691666666645,105.56993666666676,0.10175619834710742,297.18638999999996,-156.70126916666663,945.0068508333334,885.2524816666668,536.5,9.0,0.902143522833178,QNI
NSW1-QLD1,forward,SYD_STH/BUS/5A1,Sydney S A1 330kV BUS,330.0,Sydney South 330kV,NSW1,south-west of Sydney (22 km),N-DTSS_11,2,TARALGA1 (+4.07); TALWA1 (+4.06); TALWB1 (+4.06); CROOKWF3 (+4.06); CROOKWF2 (+4.06); SHGEN (+4.05),Jenema Gas Networks - Flemington (14 km); Smithfield Open Cycle Gas Turbine (15 km); DHL HP8 Solar (24 km); Wallgrove Battery (25 km); USCAWRC Solar Farm (26 km); Warragamba Power Station (40 km),K2,N-DTSS_11,supported,14.438940833333334,2.7729886907935093,-39.29105916666663,73.11553179166658,-0.038223140495867766,-291.4912420833334,353.8522983333333,559.767945,518.3756341666667,536.5,9.0,0.902143522833178,QNI
NSW1-QLD1,reverse,SYD_STH/BUS/5A1,Sydney S A1 330kV BUS,330.0,Sydney South 330kV,NSW1,south-west of Sydney (22 km),N-DTSS_11,2,TARALGA1 (+4.07); TALWA1 (+4.06); TALWB1 (+4.06); CROOKWF3 (+4.06); CROOKWF2 (+4.06); SHGEN (+4.05),Jenema Gas Networks - Flemington (14 km); Smithfield Open Cycle Gas Turbine (15 km); DHL HP8 Solar (24 km); Wallgrove Battery (25 km); USCAWRC Solar Farm (26 km); Warragamba Power Station (40 km),K2,N-DTSS_11,supported,57.919491249999965,6.295351242874785,7.129691666666645,105.56993666666676,0.10175619834710742,297.18638999999996,-156.70126916666663,945.0068508333334,885.2524816666668,536.5,9.0,0.902143522833178,QNI
NSW1-QLD1,forward,SYD_STH/LINE/76,Wllrwng PS Sydney S 76 330kV LINE,330.0,Sydney South 330kV,NSW1,south-west of Sydney (22 km),N-X_10+76|N-X_76_8|N-X_AVMA_SSWW,6,TARALGA1 (+6.54); ER04 (+6.54); TALWB1 (+6.54); ER03 (+6.54); TALWA1 (+6.54); SHPUMP (-6.20),Jenema Gas Networks - Flemington (14 km); Smithfield Open Cycle Gas Turbine (15 km); DHL HP8 Solar (24 km); Wallgrove Battery (25 km); USCAWRC Solar Farm (26 km); Warragamba Power Station (40 km),K1,SYD_STH/LINE/76,supported,-171.21786666666668,-28.375298161582485,-397.54905243750005,142.59958666666665,0.0,-90.7383625,-51.74935000000005,371.77398833333336,534.4603541666667,105.5,6.0,0.8767772511848341,QNI
NSW1-QLD1,reverse,SYD_STH/LINE/76,Wllrwng PS Sydney S 76 330kV LINE,330.0,Sydney South 330kV,NSW1,south-west of Sydney (22 km),N-X_10+76|N-X_76_8|N-X_AVMA_SSWW,6,TARALGA1 (+6.54); ER04 (+6.54); TALWB1 (+6.54); ER03 (+6.54); TALWA1 (+6.54); SHPUMP (-6.20),Jenema Gas Networks - Flemington (14 km); Smithfield Open Cycle Gas Turbine (15 km); DHL HP8 Solar (24 km); Wallgrove Battery (25 km); USCAWRC Solar Farm (26 km); Warragamba Power Station (40 km),K2,N-X_AVMA_SSWW,supported,-46.45105333333345,-4.317368420658852,-121.56971833333364,115.08344499999998,-0.17486338797814205,76.67604333333333,-8.304256666666788,985.94242,976.7052183333334,102.5,10.0,0.8926829268292683,QNI
NSW1-QLD1,forward,TAMWORTH/BUS/512,Tamworth 1 330kV BUS,330.0,Tamworth 330kV,NSW1,central Tamworth,N-ARTW_86|N-LDTW_84,3,GNNDHSF1 (+1.03); NESBESS2 (+1.01); NESBESS1 (+1.01); NEWENSF1 (+1.01); MOREESF1 (+1.01); NEWENSF2 (+1.01),Keepit Power Station (50 km),K2,N-ARTW_86,supported,-62.61887333333334,-12.51430921597611,-122.496805,-14.669160250000031,0.022253129346314328,22.730744999999985,-36.529613333333316,-43.54779333333334,47.416666666666664,384.0,12.0,0.9361979166666666,QNI
NSW1-QLD1,reverse,TAMWORTH/BUS/512,Tamworth 1 330kV BUS,330.0,Tamworth 330kV,NSW1,central Tamworth,N-ARTW_86|N-LDTW_84,3,GNNDHSF1 (+1.03); NESBESS2 (+1.01); NESBESS1 (+1.01); NEWENSF1 (+1.01); MOREESF1 (+1.01); NEWENSF2 (+1.01),Keepit Power Station (50 km),K2,N-ARTW_86,supported,-58.78555666666665,-6.7920704761801325,-111.99789166666662,-17.49078483333332,0.16342141863699589,-23.828595000000007,-0.0030749999999670763,232.46330166666667,306.68498833333337,384.0,12.0,0.9361979166666666,QNI
NSW1-QLD1,forward,TAMWORTH/BUS/523,Tamworth 3 330kV BUS,330.0,Tamworth 330kV,NSW1,central Tamworth,N-TWUL_85,3,WRSF1 (+1.00); NEWENSF2 (+1.00); WRWF1 (+1.00); NESBESS1 (+1.00); NESBESS2 (+1.00); NEWENSF1 (+1.00),Keepit Power Station (50 km),K2,N-TWUL_85,supported,-570.1900625000001,-114.54856804254663,-651.089745,-471.6599655,0.021043771043771045,-72.17818583333334,-498.89849166666664,-6.794340000000002,528.321005,343.0,5.0,0.8658892128279884,QNI
NSW1-QLD1,reverse,TAMWORTH/BUS/523,Tamworth 3 330kV BUS,330.0,Tamworth 330kV,NSW1,central Tamworth,N-TWUL_85,3,WRSF1 (+1.00); NEWENSF2 (+1.00); WRWF1 (+1.00); NESBESS1 (+1.00); NESBESS2 (+1.00); NEWENSF1 (+1.00),Keepit Power Station (50 km),K2,N-TWUL_85,supported,-619.643605,-71.64283668172071,-700.8528441666667,-507.47279562500006,0.2592592592592593,69.00081916666667,-502.06955000000005,284.17551583333335,931.7229600000001,343.0,5.0,0.8658892128279884,QNI
