ic,direction,state,season,half_hours,capacity_p10,capacity_median,capacity_p90,flow_median,headroom_median,at_limit_share,restricted_share,name
N-Q-MNSP1,reverse,invoked_leading,Winter,1844,6.668697833333334,97.14982666666666,138.13663883333334,25.0,78.35301166666667,0.13882863340563992,0.20607375271149675,Directlink
N-Q-MNSP1,reverse,invoked_nonleading,Autumn,1815,50.97,88.01666666666667,162.10244233333336,11.733333333333334,79.3,0.1630853994490358,0.09035812672176309,Directlink
N-Q-MNSP1,reverse,invoked_nonleading,Spring,2887,-33.020005,76.11580500000001,128.50333333333336,11.666666666666666,42.00548333333334,0.2549359196397645,0.3830966401108417,Directlink
N-Q-MNSP1,reverse,invoked_nonleading,Summer,1416,-4.969809166666667,70.21666666666667,102.96657916666666,-0.0,79.14186166666667,0.08192090395480225,0.22033898305084745,Directlink
N-Q-MNSP1,reverse,invoked_nonleading,Winter,4406,-31.655123333333332,83.36664999999999,125.86644750000002,19.391524166666667,77.0020775,0.20562868815251928,0.31547889241942806,Directlink
N-Q-MNSP1,reverse,partial,Autumn,18,28.815252833333332,93.14993333333334,160.41031633333338,31.928683333333332,78.83430499999999,0.16666666666666666,0.2222222222222222,Directlink
N-Q-MNSP1,reverse,partial,Spring,12,21.23332433333334,73.76666666666667,96.105,11.883333333333333,55.09166666666667,0.16666666666666666,0.16666666666666666,Directlink
N-Q-MNSP1,reverse,partial,Summer,13,-7.256038999999996,55.949999999999996,102.78315066666667,9.0,76.85000000000001,0.3076923076923077,0.3076923076923077,Directlink
N-Q-MNSP1,reverse,partial,Winter,7,82.00674666666667,109.98333333333333,137.58041733333334,29.0,79.10784666666666,0.0,0.0,Directlink
NSW1-QLD1,forward,booked_only,Autumn,41,-62.11517333333334,642.5265716666667,771.725985,-18.108393333333336,452.79115,0.0,0.2682926829268293,QNI
NSW1-QLD1,forward,booked_only,Spring,447,176.10179133333332,596.1939716666667,850.0,-130.89635333333334,683.3883033333334,0.08053691275167785,0.11185682326621924,QNI
