ic,direction,state,season,half_hours,capacity_p10,capacity_median,capacity_p90,flow_median,headroom_median,at_limit_share,restricted_share,name
V-SA,forward,booked_only,Autumn,516,278.73296666666664,543.6270691666666,650.0,253.90613166666668,225.88028499999996,0.23255813953488372,0.0872093023255814,Heywood
V-SA,forward,booked_only,Spring,291,192.70000000000002,513.67999,587.4510183333333,192.42500500000003,311.51938499999994,0.24742268041237114,0.1134020618556701,Heywood
V-SA,forward,booked_only,Summer,568,-99.97249183333332,438.56718916666665,615.7371105000001,260.453055,22.421929166666672,0.3873239436619718,0.28169014084507044,Heywood
V-SA,forward,booked_only,Winter,28,-137.31397233333334,-44.561128333333336,60.95388616666668,-155.78938083333333,86.44768416666665,0.07142857142857142,1.0,Heywood
V-SA,forward,clear,Autumn,2366,189.5370575,540.4278191666667,650.0,271.8612125,185.09392500000004,0.24809805579036348,0.15891800507185122,Heywood
V-SA,forward,clear,Spring,1426,160.83333333333334,460.0,619.2403549999999,40.92259666666667,337.0260808333333,0.13674614305750352,0.15007012622720897,Heywood
V-SA,forward,clear,Summer,2023,37.10265266666668,380.33402666666666,641.6225946666667,150.320975,166.74070333333333,0.2689075630252101,0.26445872466633713,Heywood
V-SA,forward,clear,Winter,142,-105.73655133333332,386.4299175,647.5063415,-25.473096666666663,270.7827483333333,0.04225352112676056,0.3028169014084507,Heywood
V-SA,forward,invoked_leading,Autumn,1311,-87.02044000000001,391.66206166666666,600.0,123.21469,101.37601166666667,0.2745995423340961,0.4080854309687262,Heywood
V-SA,forward,invoked_leading,Spring,1875,24.50779666666668,295.28778166666666,600.0,-34.05431166666667,328.28135833333334,0.15626666666666666,0.32426666666666665,Heywood
V-SA,forward,invoked_leading,Summer,2447,-12.685862333333331,428.3777766666667,600.0,33.36147333333333,265.6745516666667,0.18635063342868818,0.35839803841438495,Heywood
V-SA,forward,invoked_leading,Winter,5071,-45.864824999999996,174.66775166666665,605.6778266666666,80.41777333333334,42.70845666666667,0.37172155393413525,0.5566949319660817,Heywood
V-SA,forward,invoked_nonleading,Autumn,4614,144.911449,456.69727583333326,637.5825518333334,179.78916166666664,204.60884833333333,0.21044646727351538,0.20632856523623755,Heywood
V-SA,forward,invoked_nonleading,Spring,5134,28.72107716666672,352.277105,594.49597,-69.73708500000001,369.29002,0.09777950915465523,0.24464355278535255,Heywood
V-SA,forward,invoked_nonleading,Summer,3592,116.47465666666666,426.15615249999996,611.8612968333333,129.64077666666665,232.0861708333333,0.20462138084632517,0.19738307349665923,Heywood
V-SA,forward,invoked_nonleading,Winter,3590,-80.0389288333333,366.0346916666666,608.04923,-3.3383208333333316,286.0372691666667,0.13398328690807798,0.30194986072423396,Heywood
V-SA,forward,partial,Autumn,25,291.01482433333337,499.1707783333333,643.5548853333333,270.2614516666667,180.76455333333337,0.2,0.08,Heywood
V-SA,forward,partial,Spring,10,249.54138083333336,539.60001,660.6659106666667,334.92627,262.5810325,0.2,0.1,Heywood
V-SA,forward,partial,Summer,10,-80.69012933333333,272.18229583333334,650.0,79.11441916666666,226.82803249999995,0.2,0.4,Heywood
V-SA,forward,partial,Winter,1,-146.62101666666666,-146.62101666666666,-146.62101666666666,-298.92639833333334,152.30538166666668,0.0,1.0,Heywood
V-SA,reverse,booked_only,Autumn,516,-5.455401666666665,288.65586666666667,578.4196616666666,-253.90613166666668,504.27021499999995,0.009689922480620155,0.39341085271317827,Heywood
V-SA,reverse,booked_only,Spring,291,-235.054395,480.4272766666666,550.0,-192.42500500000003,557.9303116666666,0.030927835051546393,0.2268041237113402,Heywood
V-SA,reverse,booked_only,Summer,568,-258.7579058333333,136.0923775,569.8331075,-260.453055,294.0708391666667,0.028169014084507043,0.6003521126760564,Heywood
V-SA,reverse,booked_only,Winter,28,83.43843583333334,213.48541,279.3574386666667,155.78938083333333,33.81560166666665,0.42857142857142855,0.39285714285714285,Heywood
V-SA,reverse,clear,Autumn,2366,-129.881095,248.149775,572.3753225,-271.8612125,446.99718083333335,0.036770921386306,0.4881656804733728,Heywood
V-SA,reverse,clear,Spring,1426,142.85796666666667,460.0,598.1804308333333,-40.92259666666667,410.8672808333333,0.16269284712482468,0.20196353436185133,Heywood
V-SA,reverse,clear,Summer,2023,-247.45584233333332,179.29590166666665,573.9435873333333,-150.320975,230.38255666666666,0.09194265941670786,0.601581809194266,Heywood
V-SA,reverse,clear,Winter,142,193.183103,456.91839500000003,645.1442823333334,25.473096666666663,397.74272916666666,0.08450704225352113,0.08450704225352113,Heywood
V-SA,reverse,invoked_leading,Autumn,799,32.77726600000001,359.6470566666667,559.9104190000002,-87.24717666666668,386.1898416666667,0.052565707133917394,0.32040050062578224,Heywood
V-SA,reverse,invoked_leading,Spring,2056,137.95598833333332,523.9419241666667,550.0,33.979905,347.28103999999996,0.17217898832684825,0.1605058365758755,Heywood
V-SA,reverse,invoked_leading,Summer,2247,298.297339,529.6547366666667,550.0,16.417835,425.97719,0.10725411659991099,0.08544726301735647,Heywood
V-SA,reverse,invoked_leading,Winter,3593,-7.681237666666661,137.25625,526.1353983333335,2.3194416666666675,117.44839999999999,0.273865850264403,0.598107431116059,Heywood
V-SA,reverse,invoked_nonleading,Autumn,5130,-88.54043866666667,328.8023325,575.9998330000001,-178.44552000000002,413.3784025,0.058869395711500974,0.37641325536062376,Heywood
V-SA,reverse,invoked_nonleading,Spring,4953,72.31581066666668,461.6972483333334,631.4526476666666,71.07181,257.95827333333335,0.16474863718958208,0.25519886937209774,Heywood
V-SA,reverse,invoked_nonleading,Summer,3790,-242.09829983333333,255.64293666666666,555.9779216666666,-142.66066416666666,281.6163508333333,0.09788918205804749,0.5147757255936676,Heywood
V-SA,reverse,invoked_nonleading,Winter,5068,-112.45271333333332,330.2523425,614.7341825,-114.19278416666666,351.01325583333335,0.07675611681136543,0.3376085240726125,Heywood
V-SA,reverse,partial,Autumn,21,-224.82036333333335,217.37623999999997,467.3364633333333,-332.13052999999996,486.27254999999997,0.047619047619047616,0.5238095238095238,Heywood
V-SA,reverse,partial,Spring,10,317.7458281666667,468.087495,541.5988135,-334.92627,796.7253933333334,0.0,0.1,Heywood
V-SA,reverse,partial,Summer,12,-269.780942,98.75406333333333,415.24282350000004,-61.76295166666667,143.75261833333332,0.16666666666666666,0.6666666666666666,Heywood
V-SA,reverse,partial,Winter,1,457.4833816666667,457.4833816666667,457.4833816666667,298.92639833333334,158.55698333333333,0.0,0.0,Heywood
VIC1-NSW1,forward,booked_only,Spring,115,8.255848333333361,1018.4063783333332,1245.412354,716.5497133333333,22.125838333333377,0.45217391304347826,0.14782608695652175,VNI
VIC1-NSW1,forward,clear,Spring,372,285.5899796666667,1036.7998283333334,1207.6456826666665,820.8741075,37.268486666666774,0.5,0.12365591397849462,VNI
VIC1-NSW1,forward,invoked_leading,Autumn,2667,11.350586666666699,701.226045,1092.5524506666666,176.65302166666666,351.9452266666668,0.24146981627296588,0.23659542557180352,VNI
VIC1-NSW1,forward,invoked_leading,Spring,4394,-113.16957616666666,711.7761658333333,1040.4667415000001,406.08816750000005,50.4359133333333,0.3350022758306782,0.2585343650432408,VNI
VIC1-NSW1,forward,invoked_leading,Summer,3263,-290.7785063333331,662.5638216666666,1079.7920660000002,248.51471,74.09991833333333,0.26938400245173155,0.31382163653079986,VNI
VIC1-NSW1,forward,invoked_leading,Winter,2593,379.7662753333333,790.2460233333335,1151.193986,215.19690500000002,459.78934999999996,0.2757423833397609,0.12495179328962591,VNI
VIC1-NSW1,forward,invoked_nonleading,Autumn,6165,-83.00690233333331,769.0038566666667,1154.145399666667,213.3235116666667,255.72945333333342,0.2738037307380373,0.2546634225466342,VNI
VIC1-NSW1,forward,invoked_nonleading,Spring,3854,-13.061921333333325,796.092635,1181.3359461666669,291.96348166666667,151.17002666666673,0.30565646081992737,0.2841203943954333,VNI
VIC1-NSW1,forward,invoked_nonleading,Summer,5377,-206.93336833333333,572.43858,1101.6489440000003,36.09809166666667,113.32252166666683,0.2443741863492654,0.40877812906825367,VNI
VIC1-NSW1,forward,invoked_nonleading,Winter,6239,251.626878,848.61729,1235.662672,222.75415333333333,481.48276166666676,0.28065395095367845,0.14906234973553453,VNI
VIC1-NSW1,forward,partial,Spring,1,894.5509316666667,894.5509316666667,894.5509316666667,302.77892833333334,591.7720033333333,0.0,0.0,VNI
VIC1-NSW1,reverse,booked_only,Spring,115,211.78918266666668,428.9193416666667,1019.0716373333338,-716.5497133333333,1183.4158733333334,0.008695652173913044,0.16521739130434782,VNI
VIC1-NSW1,reverse,clear,Spring,372,-97.20112499999995,462.9131633333333,755.0078813333336,-820.8741075,1194.3566758333332,0.053763440860215055,0.2553763440860215,VNI
VIC1-NSW1,reverse,invoked_leading,Autumn,2593,97.18577633333334,388.59300833333333,733.848959,-73.09309666666667,480.27869,0.15426147319706904,0.2518318549942152,VNI
VIC1-NSW1,reverse,invoked_leading,Spring,3522,39.1637065,389.76599583333336,881.0846726666667,-243.70191083333333,692.8088175,0.12180579216354344,0.30607609312890405,VNI
VIC1-NSW1,reverse,invoked_leading,Summer,2417,43.965306666666685,445.33418166666667,821.2735466666667,-93.103905,535.1104916666667,0.1621845262722383,0.2718245759205627,VNI
VIC1-NSW1,reverse,invoked_leading,Winter,1570,-1.1335266666666588,338.31168333333335,654.8227498333333,-106.83212749999998,397.48283000000004,0.16751592356687897,0.26496815286624203,VNI
VIC1-NSW1,reverse,invoked_nonleading,Autumn,6239,146.307689,487.30136833333336,830.0213316666665,-285.309495,768.4029433333333,0.06202917134156115,0.1791953838756211,VNI
VIC1-NSW1,reverse,invoked_nonleading,Spring,4726,140.826335,518.2857883333334,958.9259608333334,-423.4614225,935.1857175,0.07109606432501057,0.18705035971223022,VNI
VIC1-NSW1,reverse,invoked_nonleading,Summer,6223,74.63333566666668,486.61646333333334,952.0116726666666,-127.17036999999999,731.3799116666665,0.13466173871123252,0.2538968343242809,VNI
VIC1-NSW1,reverse,invoked_nonleading,Winter,7262,33.13087250000001,428.55409083333336,752.0545088333333,-250.26760833333333,621.0404166666667,0.09832002203249793,0.22500688515560452,VNI
VIC1-NSW1,reverse,partial,Spring,1,131.67553833333332,131.67553833333332,131.67553833333332,-148.62632666666667,280.301865,0.0,1.0,VNI
