fold,target,band,model,selected,MAPE ≥50 (%),MAPE coverage,MAE (MW; origin-balanced),DR-NMAE (%),>100 MW overstatement,>200 MW overstatement
2025-09,export,0,persistence,False,55.800765200000036,0.8284040178571429,111.96308959936641,40.950727231753234,0.16559709821428573,0.09026227678571429
2025-09,export,0,seasonal_daily,False,77.60354635538576,0.8284040178571429,176.69650673783033,63.46203694381916,0.22307477678571427,0.14787946428571427
2025-09,export,0,seasonal_weekly,False,148.04090195786102,0.8284040178571429,309.2147126150711,114.46956206136505,0.380859375,0.3076171875
2025-09,export,0,T0_mae,False,54.42090524170899,0.8284040178571429,110.32972279241817,40.288156255305395,0.17006138392857142,0.09249441964285714
2025-09,export,0,T6_mae,True,51.85263754384568,0.8284040178571429,99.33998451727696,37.50166820711059,0.17131696428571427,0.06905691964285714
2025-09,export_tight,0,persistence,False,63.77373499136462,0.7977120535714286,122.79196909144646,46.55998536243578,0.17619977678571427,0.09946986607142858
2025-09,export_tight,0,seasonal_daily,False,86.66715134634794,0.7977120535714286,187.1458476753593,71.4620301303626,0.21958705357142858,0.14997209821428573
2025-09,export_tight,0,seasonal_weekly,False,175.57451103083113,0.7977120535714286,325.0754758450395,127.11222738588803,0.36788504464285715,0.302734375
2025-09,export_tight,0,T0_mae,False,62.11164428212328,0.7977120535714286,120.96691776119926,45.94949538745979,0.18247767857142858,0.10226004464285714
2025-09,export_tight,0,T1_mae,False,61.89938008404147,0.7977120535714286,120.51675946729674,45.75845948210195,0.18094308035714285,0.10100446428571429
2025-09,export_tight,0,T2_mae,False,61.48430894287388,0.7977120535714286,119.68245458205286,45.45407175027704,0.17996651785714285,0.09709821428571429
2025-09,export_tight,0,T3_mae,False,61.7762100985684,0.7977120535714286,120.42178372921337,45.71309011582088,0.18178013392857142,0.10016741071428571
2025-09,export_tight,0,T4_mae,False,62.13272986104218,0.7977120535714286,120.69658616157282,45.88613711056779,0.18624441964285715,0.10295758928571429
2025-09,export_tight,0,T5_mae,False,61.33133060168985,0.7977120535714286,119.42632023021406,45.33033435072643,0.17606026785714285,0.08844866071428571
2025-09,export_tight,0,T6_mae,False,59.3125875741652,0.7977120535714286,110.50348008540847,43.43353809034149,0.18415178571428573,0.0830078125
2025-09,export_tight,0,T6_dr_nmae,True,57.91019378557143,0.7977120535714286,110.93510734473115,43.606938107157475,0.17606026785714285,0.07840401785714286
2025-09,export_tight,0,T5_dr_nmae,False,65.97176524450506,0.7977120535714286,126.52799985776312,48.491000246328426,0.21805245535714285,0.11495535714285714
2025-09,import,0,persistence,False,26.766350999657266,0.9986049107142857,109.69154202337353,21.3010827179765,0.16796875,0.06919642857142858
2025-09,import,0,seasonal_daily,False,68.21128411722906,0.9986049107142857,221.2671699828852,46.074046927254315,0.22251674107142858,0.12904575892857142
2025-09,import,0,seasonal_weekly,False,119.56519262364608,0.9986049107142857,423.96893082039094,88.21119901545089,0.40318080357142855,0.31668526785714285
2025-09,import,0,T0_mae,False,27.60620830126703,0.9986049107142857,109.73990816077759,21.429213594893838,0.18680245535714285,0.07380022321428571
2025-09,import,0,T6_mae,True,42.69192973367374,0.9986049107142857,137.61671167406976,31.86931372298189,0.3490513392857143,0.18191964285714285
2025-09,import_tight,0,persistence,False,34.09241901079624,0.9958147321428571,118.31472424571163,25.18598347758022,0.177734375,0.080078125
2025-09,import_tight,0,seasonal_daily,False,80.24003258623502,0.9958147321428571,222.8066852021326,52.0388161449157,0.23228236607142858,0.13392857142857142
2025-09,import_tight,0,seasonal_weekly,False,145.7307721258509,0.9958147321428571,425.9071249953639,99.88697723536335,0.39620535714285715,0.3187779017857143
2025-09,import_tight,0,T0_mae,False,35.32733190023883,0.9958147321428571,117.94357310118423,25.243008289225028,0.20061383928571427,0.08370535714285714
2025-09,import_tight,0,T1_mae,False,35.25422373540391,0.9958147321428571,117.59561789904014,25.192792925463248,0.20033482142857142,0.08342633928571429
2025-09,import_tight,0,T2_mae,False,35.19378197885677,0.9958147321428571,116.77429742218654,25.185486485504597,0.20075334821428573,0.08189174107142858
2025-09,import_tight,0,T3_mae,False,35.285280843020125,0.9958147321428571,117.55026211272214,25.26582496533511,0.20186941964285715,0.08272879464285714
2025-09,import_tight,0,T4_mae,False,36.43429747522242,0.9958147321428571,118.82129852897788,25.558113930022536,0.21623883928571427,0.08830915178571429
2025-09,import_tight,0,T5_mae,False,46.18709517833435,0.9958147321428571,130.38922487016774,31.49240498093929,0.3217075892857143,0.13685825892857142
2025-09,import_tight,0,T6_mae,True,68.40144768705757,0.9958147321428571,169.9302904327795,46.386122111379464,0.44419642857142855,0.2964564732142857
2025-09,import_tight,0,T6_dr_nmae,False,73.15535684694278,0.9958147321428571,180.0204249935029,49.85442243273142,0.45982142857142855,0.31640625
2025-09,import_tight,0,T4_dr_nmae,False,39.46337976918125,0.9958147321428571,124.54224138453814,26.752412681769304,0.25599888392857145,0.10267857142857142
2025-09,export,1,persistence,False,84.55051439586589,0.8253741981468282,187.10743090518258,67.93872781364163,0.28831076265146116,0.16286528866714184
