fold,target,band,model,selected,MAPE ≥50 (%),MAPE coverage,MAE (MW; origin-balanced),DR-NMAE (%),>100 MW overstatement,>200 MW overstatement
2026-01,import,1,seasonal_weekly,False,110.20753200547819,0.930737422467264,302.80736511904763,112.57802970503687,0.5303239145416954,0.3921433494141971
2026-01,import,1,T0_mae,False,111.88135587240629,0.930737422467264,319.37463645085484,122.45863464939349,0.4079944865609924,0.29807029634734666
2026-01,import,1,T6_mae,True,84.26190712495504,0.930737422467264,219.4194310374925,84.46985959182403,0.3921433494141971,0.25086147484493454
2026-01,import_tight,1,persistence,False,132.38252402895043,0.9186767746381805,356.5696024231032,144.68909720990007,0.41557546519641625,0.31633356305995863
2026-01,import_tight,1,seasonal_daily,False,104.23454151327083,0.9186767746381805,282.12960155160624,114.88371494123682,0.3890420399724328,0.26292212267401793
2026-01,import_tight,1,seasonal_weekly,False,130.54532035940088,0.9186767746381805,330.0140656937799,132.43780108190128,0.518263266712612,0.38800827015851136
2026-01,import_tight,1,T0_mae,False,124.1291436519313,0.9186767746381805,335.08752582584975,136.3971453086859,0.41247415575465196,0.3018607856650586
2026-01,import_tight,1,T6_mae,True,92.62802370304449,0.9186767746381805,230.1969056025976,95.50331694800623,0.39110957960027565,0.26430048242591314
2026-01,export,2,persistence,False,111.82973357405142,0.9286575078332128,386.7223489613271,105.07462669141931,0.3680404916847433,0.2856109906001446
2026-01,export,2,seasonal_daily,False,63.38556480586508,0.9286575078332128,237.54156384040053,64.31782499197104,0.2950108459869848,0.1911303928657508
2026-01,export,2,seasonal_weekly,False,74.34364547390267,0.9286575078332128,272.9798951953279,73.7873215919442,0.27813931067727166,0.18968426126777538
2026-01,export,2,T0_mae,False,107.24240664846478,0.9286575078332128,359.9151957971042,96.08040153882503,0.38925042178838276,0.3007953723788865
2026-01,export,2,T6_mae,True,78.44309067117702,0.9286575078332128,250.78201990552068,67.1179955972647,0.49288985297662086,0.373825018076645
2026-01,export_tight,2,persistence,False,127.33059945405839,0.9421547360809833,406.9303041601885,112.73288308179859,0.3682815136177392,0.29043142926006266
2026-01,export_tight,2,seasonal_daily,False,75.2020055641664,0.9421547360809833,244.32183443698472,69.00798902685274,0.3048927452398168,0.200530248252591
2026-01,export_tight,2,seasonal_weekly,False,86.42099509654832,0.9421547360809833,279.7919575005889,78.86560521417603,0.2738009158833454,0.20077127018558688
2026-01,export_tight,2,T0_mae,False,119.85772485169133,0.9421547360809833,378.46193715229094,104.15804404306577,0.39141961918534585,0.30874909616775126
2026-01,export_tight,2,T6_mae,True,79.38288659567637,0.9421547360809833,256.84067049163406,71.1450987282933,0.467823571945047,0.35647143890093996
2026-01,import,2,persistence,False,116.5521106075141,0.9288985297662087,322.5076852239891,119.53831949865841,0.43504458905760424,0.32730778500843577
2026-01,import,2,seasonal_daily,False,94.84990615448442,0.9288985297662087,265.5914825826463,91.7138857114775,0.4319113039286575,0.2957339117859725
2026-01,import,2,seasonal_weekly,False,112.8606353692986,0.9288985297662087,305.3306267944641,109.87444488335723,0.5324174499879489,0.39961436490720653
2026-01,import,2,T0_mae,False,111.1576132950316,0.9288985297662087,304.8390694759989,112.26916977165678,0.43697276452157147,0.3222463244155218
2026-01,import,2,T6_mae,True,84.7268405217984,0.9288985297662087,217.6214332983575,82.42667729106553,0.4049168474331164,0.25524222704266086
2026-01,import_tight,2,persistence,False,131.87690873378065,0.9178115208483972,342.06217344994116,133.7670593871753,0.4391419619185346,0.3321282236683538
2026-01,import_tight,2,seasonal_daily,False,114.19486822781933,0.9178115208483972,297.67139882567733,113.33679016817828,0.43408050132562065,0.30874909616775126
2026-01,import_tight,2,seasonal_weekly,False,134.73223529695167,0.9178115208483972,331.4511138186102,131.15346249346146,0.5239816823330923,0.3964810797782598
2026-01,import_tight,2,T0_mae,False,124.66444069162914,0.9178115208483972,322.13781460801624,125.92949032632023,0.43673174258857556,0.32393347794649313
2026-01,import_tight,2,T6_mae,True,90.75793576268326,0.9178115208483972,228.0043383976613,93.04651748530016,0.3726199084116655,0.24343215232586166
2026-01,export,3,persistence,False,68.06469834913334,0.9313164349959117,262.7146512906478,76.96236875199426,0.2632869991823385,0.17743254292722813
2026-01,export,3,seasonal_daily,False,68.46485046905327,0.9313164349959117,263.33049090197335,75.08834310132137,0.2534750613246116,0.17089125102207686
2026-01,export,3,seasonal_weekly,False,73.90423925277243,0.9313164349959117,287.36241665797945,81.21079634709622,0.2565412919051513,0.17743254292722813
2026-01,export,3,T0_mae,False,64.01784894174791,0.9313164349959117,248.74864789475993,71.57002934660679,0.2908830744071954,0.19685200327064595
2026-01,export,3,T6_mae,True,60.51244578685737,0.9313164349959117,242.727551787157,68.76481641127685,0.2806623058053966,0.1821340964840556
2026-01,export_tight,3,persistence,False,84.82512732044928,0.9421504497138184,272.95346902252254,82.80805425410153,0.26778413736713,0.18704006541291904
2026-01,export_tight,3,seasonal_daily,False,83.97620322147971,0.9421504497138184,272.75613474195626,81.14752341750174,0.2508176614881439,0.17661488143908421
2026-01,export_tight,3,seasonal_weekly,False,87.69008829541923,0.9421504497138184,294.4628299169884,86.85355968636273,0.2555192150449714,0.18601798855273916
2026-01,export_tight,3,T0_mae,False,79.11804007607782,0.9421504497138184,258.7155243456942,77.99854066807748,0.2929272281275552,0.20318887980376124
2026-01,export_tight,3,T6_mae,True,73.68704376784227,0.9421504497138184,262.99508733557775,78.92564306546402,0.2810711365494685,0.18642681929681112
2026-01,import,3,persistence,False,113.00734707582191,0.9202780049059689,301.8492075215573,104.29999785284643,0.5069501226492232,0.3755110384300899
2026-01,import,3,seasonal_daily,False,116.6197364232462,0.9202780049059689,310.85468893146714,104.67666496504239,0.5351594439901881,0.40065412919051513
2026-01,import,3,seasonal_weekly,False,120.59853566697917,0.9202780049059689,315.1586122069927,104.82370614110867,0.5455846279640229,0.4151676206050695
2026-01,import,3,T0_mae,False,110.23258336461244,0.9202780049059689,287.74380350849606,98.38072555993179,0.509403107113655,0.36937857726901063
2026-01,import,3,T6_mae,True,92.34325928079465,0.9202780049059689,226.9793875058197,75.84226830941043,0.46565821749795583,0.29885527391659855
2026-01,import_tight,3,persistence,False,130.82639151592795,0.9086263286999182,327.1297223307593,118.29257579586248,0.5014309076042518,0.37898609975470154
2026-01,import_tight,3,seasonal_daily,False,134.45208743881489,0.9086263286999182,334.06810546589446,121.67329479839482,0.5198282910874897,0.39513491414554375
2026-01,import_tight,3,seasonal_weekly,False,140.78267346282684,0.9086263286999182,338.06645757142854,123.75503167464814,0.5316843826655765,0.40576451349141457
2026-01,import_tight,3,T0_mae,False,125.2243979902111,0.9086263286999182,308.0631684440137,110.97881627563122,0.4987735077677841,0.3671300081766149
2026-01,import_tight,3,T6_mae,True,97.24230006388905,0.9086263286999182,234.15701604205185,85.69818152362461,0.4296811120196239,0.29067865903515944
2026-02,export,0,persistence,False,117.68919972776281,0.9394437799043063,350.6904010638765,93.27920141012983,0.33657296650717705,0.2446172248803828
2026-02,export,0,seasonal_daily,False,79.67769565370007,0.9394437799043063,256.9272648551913,71.09052481367806,0.36034688995215314,0.23714114832535885
2026-02,export,0,seasonal_weekly,False,85.27833046489577,0.9394437799043063,277.6978664553941,76.86247593454972,0.42105263157894735,0.2770633971291866
2026-02,export,0,T0_mae,False,112.27480637537346,0.9394437799043063,317.46594036669575,84.3200518238704,0.38023325358851673,0.2734748803827751
