season,direction,DUID,contribution_rows,total_abs_impact,mean_abs_impact,p95_abs_impact,total_tightening,total_relief,contraction_rows,reversal_rows,forced_rows,contraction_onsets,forced_onsets,contraction_abs_impact,contraction_tightening,contraction_relief,contraction_positive_rows
Autumn,lower,ADPBA1,73,164.5287706420741,2.183004507344726,4.681865284974093,83.78489207289307,80.74387856918102,3,3,4,2,2,8.760309477303828,3.8911917098445596,4.869117767459268,1
Autumn,lower,ADPPV1,73,51.71515727104506,0.6765873178005369,2.0502689119170983,22.826213342846117,28.888943928198938,3,3,4,2,2,4.338000665504859,2.0001726862302474,2.3378279792746115,1
Autumn,lower,AGLHAL,29243,10194.616672525923,0.3357468273650699,5.1000000000000005,5387.067770588616,4807.548901937306,971,1139,4939,333,380,693.6500293,618.807718,74.84231130000002,117
Autumn,lower,AGLSOM,168,83.00262467191601,0.13950020953263195,9.043569553805753,74.33070866141732,8.671916010498688,37,12,23,16,8,33.44881889763779,24.776902887139105,8.671916010498688,2
Autumn,lower,ANGAST1,73,134.36940180586907,2.132847647712208,48.53273137697517,48.53273137697517,85.83667042889391,3,3,4,2,2,37.30393905191874,0.0,37.30393905191874,0
Autumn,lower,ARWF1,5045,234031.2534760013,45.20332073997859,386.845720314972,119038.4967704785,114992.7567055228,822,377,1590,315,229,51575.065033942614,20769.15425916244,30805.910774780175,355
Autumn,lower,AVLSF1,41,0.0,0.0,0.0,0.0,0.0,12,1,12,3,1,0.0,0.0,0.0,0
Autumn,lower,BALB1,790,2185.1253558303056,3.3464231277838294,108.51063829787235,891.4176162246059,1293.7077396057,205,35,382,72,48,323.83636197607524,251.49593644416035,72.3404255319149,7
Autumn,lower,BALDHWF1,195,933.7166747085673,7.2541224341389094,19.917744920318714,571.2163101945678,362.50036451399956,35,10,29,16,8,174.78973715531754,77.25746390328831,97.53227325202923,16
Autumn,lower,BANN1,9910,297773.41519907693,28.557026861376148,159.63725013333342,174751.86083558682,123021.55436349013,1384,716,3145,599,421,66737.12264181998,53835.240166309515,12901.882475510462,811
Autumn,lower,BDL01,195,0.0,0.0,0.0,0.0,0.0,35,10,29,16,8,0.0,0.0,0.0,0
Autumn,lower,BDL02,195,0.0,0.0,0.0,0.0,0.0,35,10,29,16,8,0.0,0.0,0.0,0
Autumn,lower,BHB1,10263,84278.99961737756,8.92559933749043,86.17487303148141,44483.75908033912,39795.24053703844,1449,741,3187,627,437,11571.938366825421,6844.982425735814,4726.955941089607,203
Autumn,lower,BLUFF1,29243,12024.91126963799,0.42144551703736965,2.275569999999997,6281.8932358920565,5743.018033745933,971,1139,4939,333,380,377.3039437558465,216.0587402258465,161.24520353,356
Autumn,lower,BLYTHB1,73,4228.106382338345,53.52083635281672,242.17832957110608,3873.3065663390926,354.79981599925145,3,3,4,2,2,398.924010807144,398.924010807144,0.0,2
Autumn,lower,BNGSF1,15674,8086.948090985856,0.5149992790424308,3.4468242,2833.3251896111537,5253.6229013747015,403,624,1185,117,127,1073.0061772763895,128.03523911918737,944.970938157202,44
Autumn,lower,BNGSF2,15674,8030.680415294343,0.5106080875425552,3.461382,2822.9446397265638,5207.7357755677795,403,624,1185,117,127,1027.3392513479225,115.04992361196389,912.2893277359585,53
Autumn,lower,BOLIVPS1,73,82.74288253421437,1.2093322751633089,6.699774266365689,25.463473780606428,57.27940875360793,3,3,4,2,2,7.835487133182845,0.0,7.835487133182845,0
Autumn,lower,BOWWBA1,73,10.363894153054623,0.13789541727546048,0.43523316062176165,5.432124352331606,4.931769800723018,3,3,4,2,2,0.12641083521444696,0.0,0.12641083521444696,0
Autumn,lower,BOWWPV1,73,6.879560554565556,0.09207932229538751,0.2982310880829015,1.9659533819108996,4.913607172654656,3,3,4,2,2,0.3223672955239243,0.1358916478555305,0.1864756476683938,1
Autumn,lower,BROKENH1,10263,137969.3222066019,13.107023122979143,84.65225962962955,79292.67783057682,58676.64437602508,1449,741,3187,627,437,24394.28381336696,18077.016076488,6317.267736878963,696
Autumn,lower,BRYB1WF1,790,33213.62845193934,42.333968307341344,268.22053258678613,17164.92365909403,16048.704792845307,205,35,382,72,48,9793.462047776271,4513.460343018918,5280.001704757354,108
Autumn,lower,BRYB2WF2,790,57114.04996907996,76.95075741762346,632.5867861142218,30888.281242034434,26225.76872704552,205,35,382,72,48,19835.90400495196,13117.752727894846,6718.151277057116,97
Autumn,lower,BULBES1,6524,34742.21185397742,7.2228447162206,67.85714285714286,17998.764946170377,16743.446907807036,869,462,1697,336,240,7583.398187092951,4049.3726309194194,3534.025556173532,163
Autumn,lower,BULGANA1,6524,82654.37894126042,12.868762520666104,105.00176465987649,43038.924971294095,39615.45396996632,869,462,1697,336,240,22379.353965614617,13551.8312918467,8827.522673767917,335
Autumn,lower,CATHROCK,15674,5840.688912170506,0.37612039367849875,1.4364000000000001,3169.9816790520354,2670.7072331184704,403,624,1185,117,127,120.86055959109628,64.53630571534498,56.324253875751296,174
Autumn,lower,CBWWBA1,73,37.97094159317748,0.48655126750809014,1.6020725388601038,20.021150670359287,17.949790922818188,3,3,4,2,2,0.6783295711060948,0.0,0.6783295711060948,0
Autumn,lower,CHYTWF1,163,304.1623124832965,3.098785813950992,17.987699570815447,148.89202188706113,155.27029059623536,34,10,22,15,7,83.59566004352476,24.661935141616176,58.93372490190859,15
Autumn,lower,CLEMGPWF,15674,4935.906494486537,0.318896195670976,1.3697294379999994,2436.132663018,2499.773831468536,403,624,1185,117,127,95.71004437892746,52.941860356,42.76818402292746,156
Autumn,lower,CNUNDAWF,34074,31962.404096368075,0.9511735399844801,4.004500000000002,16055.330116915517,15907.073979452556,1009,1418,5125,345,430,1081.472824045276,613.9801720144469,467.492652030829,493
Autumn,lower,COHUNSF1,9676,73221.82748348259,6.903498262675015,85.79695222222223,36923.63659674763,36298.190886734956,1375,704,3144,595,420,13839.129491791255,7158.612759772814,6680.516732018441,350
Autumn,lower,COLEASF1,3595,13474.657658193668,3.3880318599623904,17.99499613291139,7214.725813396367,6259.931844797301,475,305,880,187,150,2459.714673767008,1697.7124435063292,762.0022302606789,232
Autumn,lower,CROWLWF1,5045,50043.14041729234,19.191969559362246,139.0612233995381,24138.934586665393,25904.20583062695,822,377,1590,315,229,13529.779361700641,6310.6582040595595,7219.1211576410815,374
Autumn,lower,CRWARP1,3952,110949.5578415875,28.76152863155632,137.80197162777776,70286.67751781149,40662.880323776015,643,288,1584,314,208,27515.720301321613,23309.18259762408,4206.537703697533,390
Autumn,lower,DALNTH1,15674,1762.005640031316,0.1123480619454111,0.51,889.823098772456,872.18254125886,403,624,1185,117,127,51.35456381015544,40.81524245015544,10.539321359999999,90
Autumn,lower,DARLSF1,3595,30737.43760333878,7.890403296483068,34.0631457721519,16919.764948779306,13817.672654559477,475,305,880,187,150,4992.86777459993,3980.708867341773,1012.1589072581573,287
Autumn,lower,DARTM1,195,0.0,0.0,0.0,0.0,0.0,35,10,29,16,8,0.0,0.0,0.0,0
Autumn,lower,DPNTB1,3595,7238.37215490873,1.90876792544599,9.5567517721519,3549.149108708657,3689.2230462000734,475,305,880,187,150,881.0992933880681,432.9770643147915,448.12222907327657,91
Autumn,lower,DRYCGT1,73,0.0,0.0,0.0,0.0,0.0,3,3,4,2,2,0.0,0.0,0.0,0
Autumn,lower,DRYCGT2,73,0.0,0.0,0.0,0.0,0.0,3,3,4,2,2,0.0,0.0,0.0,0
Autumn,lower,DRYCGT3,73,0.0,0.0,0.0,0.0,0.0,3,3,4,2,2,0.0,0.0,0.0,0
Autumn,lower,DUNDWF1,2854,41988.640317530255,16.845931252798405,113.37142857142858,23775.34649163469,18213.29382589557,196,162,234,77,34,6536.897029669112,6078.102307059272,458.7947226098405,97
Autumn,lower,DUNDWF2,2854,10016.924598232745,4.070930301836136,30.09612604081633,4936.0772778161145,5080.847320416631,196,162,234,77,34,827.4237952313886,358.30511954827523,469.1186756831134,68
Autumn,lower,DUNDWF3,2854,23270.863470956803,9.769411453127187,77.8593401904762,11464.944188927837,11805.919282028965,196,162,234,77,34,2236.525472007085,845.9269483902157,1390.5985236168694,64
Autumn,lower,EILDON1,163,173.19996868417198,0.36386548042893274,11.391076115485564,68.34645669291338,104.8535119912586,34,10,22,15,7,29.958530183727035,0.0,29.958530183727035,0
Autumn,lower,EILDON2,163,100.00225721784776,0.2100887756677474,11.106299212598424,66.63779527559055,33.364461942257215,34,10,22,15,7,47.94503937007873,18.567454068241467,29.377585301837268,2
Autumn,lower,ELAINWF1,790,67656.82973650639,70.44114562432411,888.4322508398656,54149.740051844594,13507.089684661807,205,35,382,72,48,26168.831521543907,22963.500760359733,3205.330761184172,121
Autumn,lower,GANNB1,9676,63800.414625523685,6.582319739910479,57.40506329113924,35697.869217090345,28102.545408433343,1375,704,3144,595,420,11708.519418012274,8607.204647054827,3101.3147709574473,295
Autumn,lower,GANNSF1,9676,117169.28634178748,12.256828452231398,68.87556760485917,51971.281195116346,65198.00514667112,1375,704,3144,595,420,26090.73603468769,11147.898018265341,14942.838016422345,514
