time,REGIONID,coal_target_mw,coal_initial_mw,coal_available_mw,online_units_proxy,not_generating_units_proxy,unknown_units,observed_units,online_registered_mw_proxy,not_generating_registered_mw_proxy,capacity_covered_units,expected_units,missing_units,not_generating_is_not_verified_outage
2024-09-01 18:50:00,NSW1,5567.29548,5587.76681,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 18:50:00,VIC1,3275.0,3249.4519099999998,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 18:55:00,NSW1,5553.3849,5553.29368,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 18:55:00,VIC1,3323.875,3277.25508,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:00:00,NSW1,5520.3545,5541.35506,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:00:00,VIC1,3341.85699,3298.72878,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:05:00,NSW1,5488.30044,5513.15634,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:05:00,VIC1,3347.41603,3333.3633,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:10:00,NSW1,5501.53637,5491.15844,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:10:00,VIC1,3320.0688099999998,3366.09365,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:15:00,NSW1,5449.19901,5466.27935,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:15:00,VIC1,3275.0,3301.0839,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:20:00,NSW1,5383.4331999999995,5440.13113,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:20:00,VIC1,3275.0,3301.1373399999998,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:25:00,NSW1,5326.1378,5379.02114,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:25:00,VIC1,3275.0,3280.2943,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:30:00,NSW1,5373.99845,5331.51029,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:30:00,VIC1,3275.0,3286.03546,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:35:00,NSW1,5315.91057,5363.32228,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:35:00,VIC1,3287.40253,3289.8215099999998,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:40:00,NSW1,5266.10782,5324.40569,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:40:00,VIC1,3298.97595,3282.98765,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:45:00,NSW1,5183.47078,5265.02946,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:45:00,VIC1,3208.53125,3315.09272,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:50:00,NSW1,5299.6532,5196.8397700000005,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:50:00,VIC1,3146.15507,3249.67216,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 19:55:00,NSW1,5269.89414,5255.41034,6510.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 19:55:00,VIC1,3084.26095,3136.50856,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:00:00,NSW1,5189.84302,5244.71743,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:00:00,VIC1,3058.0,3077.23891,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:05:00,NSW1,5229.20324,5179.21303,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:05:00,VIC1,3021.94952,3057.09017,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:10:00,NSW1,5149.25689,5209.85369,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:10:00,VIC1,3009.67461,3027.22406,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:15:00,NSW1,5129.55547,5128.77276,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:15:00,VIC1,2962.61273,3016.42655,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:20:00,NSW1,5087.11,5087.80533,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:20:00,VIC1,2977.51209,2947.78703,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:25:00,NSW1,5038.63785,5070.83706,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:25:00,VIC1,2969.73544,2970.86169,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:30:00,NSW1,5083.32324,5063.21939,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:30:00,VIC1,2995.18499,2994.5266,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:35:00,NSW1,5084.66027,5080.1872,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:35:00,VIC1,2998.0,2998.48862,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:40:00,NSW1,5077.71761,5082.57984,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:40:00,VIC1,3011.0,2991.9958699999997,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:45:00,NSW1,5082.51742,5105.06574,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:45:00,VIC1,2988.76589,3024.7401800000002,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:50:00,NSW1,4991.25468,5063.95175,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:50:00,VIC1,2998.0,2988.65631,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 20:55:00,NSW1,4978.01188,5009.77606,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 20:55:00,VIC1,3035.0,2992.20443,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-01 21:00:00,NSW1,4894.79666,4954.40406,6530.0,10,2,0,12,6890.0,1380.0,12,12,0,True
2024-09-01 21:00:00,VIC1,2985.0,3015.9550799999997,4788.0,10,0,0,10,4690.0,0.0,10,10,0,True
2024-09-04 19:10:00,NSW1,5951.95399,5981.431430000001,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 19:10:00,VIC1,3985.71899,3987.27245,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 19:15:00,NSW1,5893.77843,5937.0456,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 19:15:00,VIC1,3907.98828,3988.94015,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 19:20:00,NSW1,5989.62712,5903.27991,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 19:20:00,VIC1,3892.76734,3937.6728,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 19:25:00,NSW1,6014.29809,5943.75898,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 19:25:00,VIC1,3810.49381,3911.98288,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 19:30:00,NSW1,6008.6506899999995,6005.94257,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 19:30:00,VIC1,3829.15109,3829.28671,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 19:35:00,NSW1,5997.32586,5997.56829,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
