season,intervals,flow_mean_mw,flow_median_mw,flow_p05_mw,flow_p95_mw,export_limit_median_mw,export_limit_p05_mw,import_limit_median_mw,import_limit_p05_mw,northward_flow_share,southward_flow_share,flow_reversals,forced_export_intervals,forced_import_intervals,upper_intervals,upper_setter_match,lower_setter_match
Autumn,52992,170.24307161647042,201.29765,-394.59519900000004,586.86707,480.07201499999996,-33.95455649999997,313.16274,-201.598888,0.7155797101449275,0.2836088466183575,2610,3132,8320,52992,0.8117640398550725,0.9156476449275363
Spring,52416,-21.951269462950243,-33.419095,-539.5004475000001,556.4515825,376.313855,-116.7610375,486.36936000000003,-37.716205,0.46812042124542125,0.5313644688644689,2276,4280,3206,52416,0.6786668192918193,0.6565361721611722
Summer,51840,96.66663591454474,115.73619500000001,-486.31937,574.9551235,423.577445,-105.3670715,349.104215,-320.80893649999996,0.6227816358024691,0.37658179012345677,2576,4565,11135,51840,0.7691550925925926,0.8246141975308642
Winter,52992,54.12462103826993,48.561205,-432.1533475,545.9487009999999,238.84794499999998,-169.52499199999997,211.3493,-181.68646049999998,0.5668968900966184,0.4316689311594203,2970,8178,8109,52992,0.6027891002415459,0.6180178140096618
