scope,DUID,contraction_contribution_rows,contraction_onsets,contraction_tightening_mw_observations,contraction_relief_mw_observations,contraction_abs_impact_mw_observations,contraction_mean_positive_tightening_mw,contraction_positive_share,contraction_rank
lower,SALTCRK1,1817,625,72683.302480179,18431.937019797708,91115.23949997671,40.00181754550303,0.5525591634562466,32
lower,CROWLWF1,5060,1966,65135.27974944265,64011.71734246418,129146.99709190683,12.87258493071989,0.46027667984189724,33
lower,HD1WF1,2567,1002,51382.98870030884,28098.62264516608,79481.61134547491,20.01674666938404,0.3365796649785742,34
lower,COLEASF1,7875,2686,51207.905858549675,23004.78883154842,74212.69469009808,6.502591220133292,0.40114285714285713,35
lower,LIMOSF21,9414,3253,51027.46441696664,21683.914361153198,72711.37877811983,5.420380753873661,0.3881453154875717,36
lower,DUNDWF1,3261,1342,50668.46329761719,36417.49965355912,87085.9629511763,15.537707236313153,0.35970561177552896,37
lower,GANNSF1,3987,1579,50126.57845712515,30901.108555785508,81027.68701291065,12.572505256364472,0.3523952846751944,38
lower,GPWFEST3,1420,484,47641.88398606825,25008.451932954875,72650.33591902311,33.55062252540017,0.3485915492957746,39
lower,MTGELWF1,1802,615,41862.446685694755,28630.972624146358,70493.41930984112,23.231102489286766,0.43118756936736957,40
lower,KIATAWF1,3963,1574,41092.958400165604,21709.811971730876,62802.77037189648,10.369154277104618,0.32248296744890237,41
lower,BULBES1,3738,1519,37287.78146444491,34178.167919522006,71465.94938396692,9.975329444741817,0.1853932584269663,42
lower,BHB1,9792,3358,36353.715596841335,46139.92400865539,82493.63960549672,3.7125935045793845,0.1270424836601307,43
lower,NUMURSF1,3684,1488,32270.767406000436,30766.524452997877,63037.29185899832,8.759708850705874,0.30646036916395225,44
lower,GPWFWST1,699,241,32261.464856805032,20804.97566236478,53066.44051916981,46.15374085379833,0.37052932761087265,45
lower,URANQ13,6129,1863,31636.088412990826,7770.138106749164,39406.22651973999,5.161704750039293,0.12938489149942894,46
lower,DUNDWF3,3261,1342,29950.15068263671,23105.315172525286,53055.465855162,9.184345502188505,0.3943575590309721,47
lower,OAKLAND1,1817,625,29443.030127419406,28087.486927659094,57530.5170550785,16.20419929962543,0.4188222344523941,48
lower,URANQ12,6129,1863,29360.424302145853,6345.496285616262,35705.92058776211,4.790410230403957,0.09169521944852341,49
lower,URANQ14,6129,1863,29065.238340381216,6440.405246457647,35505.643586838865,4.742248056841445,0.12710066895088923,50
lower,GANNB1,3987,1579,26690.451447850563,23851.90735132635,50542.35879917692,6.694369563042529,0.15876598946576373,51
lower,GLRWNSF1,3684,1488,25416.579621167453,22732.943539791493,48149.52316095895,6.8991801360389395,0.2999457111834962,52
lower,KERNGSP1,3583,1429,23970.232669584082,18206.00098112546,42176.23365070954,6.689989581240324,0.24113871057772815,53
lower,RESS1,6488,2405,23889.691005544693,18861.14768682063,42750.83869236532,3.682134865219589,0.17247225647348952,54
lower,RIVNB2,5344,1889,23107.56571669855,15837.987710904474,38945.55342760302,4.32402053081934,0.15550149700598803,55
lower,URANQ11,6129,1863,22804.98629229753,4903.314947936863,27708.301240234392,3.7208331362861036,0.08027410670582477,56
lower,BALB1,3661,1482,22337.269609996085,13117.967880184455,35455.237490180545,6.101412075934467,0.09532914504233816,57
lower,GLENSF1,2990,1148,19909.819418870917,16119.499628527312,36029.31904739823,6.658802481227731,0.32876254180602005,58
lower,AVLSF1,1108,457,19440.832451662314,13784.305956693028,33225.13840835534,17.545877663955157,0.4314079422382672,59
lower,HILLSTN1,1137,462,18788.499218452573,10280.875197518031,29069.3744159706,16.524625521945975,0.3649956024626209,60
lower,GIRGSF,2990,1148,17943.074171160417,16879.58469934295,34822.658870503365,6.001028150889772,0.2692307692307692,61
lower,COHUNSF1,3987,1579,16060.593628234314,9743.731479144211,25804.325107378525,4.0282401876685014,0.1617757712565839,62
lower,FINLYSF1,6001,1819,15802.060737476375,9230.99676144978,25033.057498926155,2.633237916593297,0.3127812031328112,63
lower,MREHA3,1027,342,15512.975218789308,8781.96976033805,24294.94497912736,15.105136532414127,0.1587147030185005,64
lower,WINTSF1,2990,1148,14402.459673880472,10877.663666062224,25280.123339942696,4.816876145110526,0.3290969899665552,65
