DUID,contribution_rows,total_abs_impact_mw_observations,mean_abs_bound_impact_mw,p95_abs_bound_impact_mw,total_tightening_mw_observations,total_relief_mw_observations,contraction_contribution_rows,reversal_contribution_rows,forced_contribution_rows,contraction_onsets,forced_onsets,contraction_abs_impact_mw_observations,contraction_tightening_mw_observations,contraction_relief_mw_observations,contraction_positive_rows,active_months,active_constraint_versions,limit_move_spearman,flow_move_spearman,top_contributor_intervals,equation_versions,factor_min,factor_max,sensitivity_min,sensitivity_mean,sensitivity_max,sensitivity_abs_max,overall_rank,contraction_positive_share,contraction_mean_positive_tightening_mw,contraction_rank,reversal_rank,forced_rank
NEVERSF1,8119,62256.43615870655,5.981350830628788,101.36960819126783,23604.64347038269,38651.79268832386,867,367,1610,301,232,11104.865537675227,7453.09639803155,3651.769139643676,350,20.0,12.0,0.13663591858279625,0.10362961464880896,7.0,4241,-0.796,0.894,-4.294642857142857,-1.22746026104841,1.8974288464182594,4.294642857142857,141,0.40369088811995385,8.596420297614245,137,130,126
LOYYB1,2534,59886.72305477746,27.756021399220945,446.02124767657995,35147.59036520104,24739.13268957643,591,48,1256,192,132,16984.644445866936,12757.553493745927,4227.090952121012,259,18.0,7.0,0.14787181192219548,0.1038234501582637,33.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,142,0.43824027072758037,21.586384930196154,108,189,139
MREHA1,4109,59390.26602885362,13.888229349508771,248.87133182844244,33856.09002789175,25534.176000961874,1150,82,2596,383,231,15761.402450101747,10706.391585240814,5055.010864860935,225,15.0,6.0,0.10302233475807485,0.03148312518824047,24.0,402,-1.0,0.846,-8.474576271186441,-1.6067093676377606,1.5204678362573099,8.474576271186441,143,0.1956521739130435,9.30990572629636,125,179,115
LOYYB2,2534,57156.262783426886,33.13572289019717,396.4822723048328,34575.1467503429,22581.116033083992,591,48,1256,192,132,16223.17056446084,12031.573855870556,4191.596708590283,219,18.0,7.0,0.13376396375207467,0.12362478674698991,38.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,144,0.37055837563451777,20.357992987936644,114,189,139
YWPS3,80633,54705.32107455266,5.307843594864816,126.46491858736057,26234.803429397187,28470.517645155465,2268,3411,411,893,54,2180.622948005838,1140.5083327095126,1040.1146152963256,73,24.0,55.0,0.018271095722324174,-0.0037965319511696067,243.0,3223,-0.427,1.0,-0.476457399103139,0.40194272168058004,9.25925925925926,9.25925925925926,145,0.03218694885361552,0.5028696352334712,173,93,203
MREHA2,4109,53720.02881060668,12.054178041357606,194.96765660377358,29565.546554342607,24154.482256264073,1150,82,2596,383,231,14722.987490396865,9969.123286937744,4753.864203459119,213,15.0,6.0,0.09704233665136966,0.044032575998819774,10.0,402,-1.0,0.846,-8.474576271186441,-1.6067093676377606,1.5204678362573099,8.474576271186441,146,0.18521739130434783,8.668802858206734,128,179,115
WTAHB1,3610,53490.054709324395,38.623728323981055,770.4261954261955,31036.99665481608,22453.058054508318,398,165,520,165,106,20178.54441443168,10515.73116397917,9662.813250452511,59,20.0,7.0,-0.023031237953082085,-0.03147865969830314,72.0,2350,-1.0,0.465,-0.3631782945736434,1.869732666888873,13.531799729364007,13.531799729364007,147,0.14824120603015076,26.4214350853748,126,158,191
LYA1,2534,53169.32519059817,21.41392281386481,251.49516728624533,38415.55076888948,14753.774421708682,591,48,1256,192,132,16360.806163313222,13448.90535141678,2911.9008118964407,287,18.0,7.0,0.15837990366495597,0.10894109021763151,34.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,148,0.4856175972927242,22.75618502777797,105,189,139
WKIEWA2,117854,53096.652965906644,0.6392990304506019,22.46984705097966,31791.798764087784,21304.85420181886,3194,3875,2866,1189,318,2745.3388472121915,2098.7825773918235,646.5562698203682,201,22.0,77.0,0.05674853717086784,0.030385140680330665,765.0,4953,-1.0,1.0,-7.4074074074074066,0.47072013611237495,1.7719298245614037,7.4074074074074066,149,0.06293049467752035,0.6571016209742716,162,71,114
TRGBESS1,31991,51409.627468428,2.3598011197640454,210.81761006289304,27157.45067211963,24252.176796308362,1788,1463,1814,669,174,10929.958630527943,6699.068781747062,4230.889848780881,57,7.0,59.0,0.015425467384605537,-0.0011312282282989487,169.0,1117,-0.564,0.838,-1.2914285714285716,0.20539236640155176,5.270440251572326,5.270440251572326,150,0.031879194630872486,3.7466827638406386,139,107,121
ERB01,466,50146.64068955497,86.49344238256694,990.3846153846154,29336.7244668183,20809.916222736676,91,12,179,28,17,8139.536976651811,2836.5489856424574,5302.987991009353,11,8.0,3.0,-0.19833002025959606,-0.20088119500032653,50.0,887,-0.745,0.764,-5.3826086956521735,1.183920391928625,3.9148936170212774,5.3826086956521735,151,0.12087912087912088,31.17086797409294,158,216,212
LYA4,2534,49369.92110758639,20.054540220973248,247.16877323420076,33710.768458107705,15659.152649478687,591,48,1256,192,132,14587.088670078254,11584.561878324143,3002.5267917541096,249,18.0,7.0,0.14275650305941126,0.10366285722036032,13.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,152,0.4213197969543147,19.601627543695674,117,189,139
MORTLK12,10551,48951.97504764984,2.9457845725234804,238.13333333333333,36727.12767596546,12224.847371684376,3290,525,4755,1352,854,11242.19333117568,7714.305575466704,3527.8877557089763,62,24.0,13.0,-0.022551066463169116,-0.008874454098279305,24.0,842,-1.0,1.0,-7.8999999999999995,-0.6364110850670288,12.903225806451614,12.903225806451614,153,0.01884498480243161,2.344773731144895,135,120,96
MANSLR1,22091,46481.042151630325,1.8433537781358367,24.80382912478302,27144.10961764942,19336.932533980904,2478,1225,7064,737,811,6774.306458880675,4238.859307323735,2535.4471515569394,755,20.0,21.0,0.05858213757957623,0.05237421889365191,0.0,6861,-0.824,0.848,-3.5267857142857144,-0.5686780621707493,4.794445208304689,4.794445208304689,154,0.304681194511703,1.71059697632112,146,112,66
SHGEN,5059,45570.50043663694,7.791580049115076,121.09311740890688,26818.10577773552,18752.394658901423,561,232,1182,163,115,7466.095344922869,6070.356033730936,1395.7393111919323,87,19.0,11.0,0.10153949202595978,0.09860057948357567,85.0,6278,-1.0,1.0,-4.880681818181818,-0.6142420292078316,2.2988505747126435,4.880681818181818,155,0.15508021390374332,10.82059899060773,141,140,160
LYA3,2534,45563.48819178304,21.026808111914836,265.41486988847583,32725.62262856031,12837.865563222733,591,48,1256,192,132,12441.762990734838,10017.544525631709,2424.2184651031303,227,18.0,7.0,0.11789518274532869,0.08873563826213875,28.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,156,0.3840947546531303,16.95015994184722,127,189,139
NPS,13710,44977.23684531056,3.308416840118902,137.4382075471698,13397.667623331052,31579.56922197951,1807,602,3108,616,306,5786.3845127035565,2394.579836553608,3391.8046761499486,47,24.0,30.0,0.07672330313631491,0.05298379558767919,58.0,1408,-0.794,0.344,-2.822033898305085,-0.13270613958619973,0.926487747957993,2.822033898305085,157,0.026009961261759824,1.3251686975946917,159,117,111
MLB01,2413,43975.09834520854,14.777129431490025,240.25157232704402,22690.264868578604,21284.833476629938,647,54,1358,220,118,22896.21849784918,11376.824697540751,11519.39380030843,20,6.0,8.0,-0.026178547817735005,-0.05790154276546147,50.0,171,-0.529,0.768,-1.0078740157480315,-0.09129643554548135,2.408805031446541,2.408805031446541,158,0.030911901081916538,17.583963983834238,119,188,137
NYNGAN1,8119,41475.224991134535,4.872355807036981,55.97651143451144,16282.479824865855,25192.745166268673,867,367,1610,301,232,8107.8770601838005,4203.281070704526,3904.595989479274,330,20.0,12.0,0.1153113569292793,0.08058253629420191,0.0,4241,-0.796,0.894,-4.294642857142857,-1.22746026104841,1.8974288464182594,4.294642857142857,159,0.3806228373702422,4.848075052715717,147,130,126
LYA2,2534,38606.71176780995,12.199376761012614,100.46935665914219,26638.045155715066,11968.66661209489,591,48,1256,192,132,11032.35362341374,9096.045615983596,1936.308007430144,240,18.0,7.0,0.1493314537215983,0.08479509518190702,7.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,160,0.40609137055837563,15.390940128567843,129,189,139
HUMENSW,122979,36111.13922354013,0.6165692366296132,78.36518854999997,18063.656434496355,18047.482789043774,7209,6275,24717,2522,2756,3440.3314469293973,1534.0081519684943,1906.3232949609032,914,24.0,59.0,0.009998930280161423,0.016271151260248175,583.0,12774,-1.0,1.0,-4.016064257028113,-0.9235248454265091,8.264462809917356,8.264462809917356,161,0.1267859619919545,0.21279069939915304,169,34,21
GOESF1,2870,35329.918209180934,6.967539061075021,249.1353841019412,17160.804619615963,18169.113589564968,770,68,1644,270,143,9946.354861463333,4990.10949197818,4956.245369485154,146,11.0,10.0,-0.027895502859565838,-0.05060947444892698,16.0,911,-0.976,0.975,-3.2,0.6090126113962324,3.9055555555555554,3.9055555555555554,162,0.18961038961038962,6.48066167789374,145,186,125
BERYLSF1,8119,35166.19899762623,4.116893393406189,53.35304397089398,11768.172491225285,23398.026506400944,867,367,1610,301,232,5352.640622860222,2997.7265804885055,2354.9140423717163,269,20.0,12.0,0.10582200440004227,0.09577566381042475,3.0,4213,-0.82,0.913,-3.919642857142857,-1.1746075080008058,1.565934065934066,3.919642857142857,163,0.3102652825836217,3.4575854446234207,155,130,126
QBYNB1,104532,33117.53825167046,0.5694853620944708,10.071501532175688,16400.480652402322,16717.05759926814,4585,5348,9174,1384,1085,3271.925461458873,2056.5909131182716,1215.334548340602,750,24.0,38.0,0.01795385853332262,-0.018279917769587564,44.0,9348,-1.0,1.0,-1.9282945736434107,-0.8620986196769759,2.2813141683778233,2.2813141683778233,164,0.16357688113413305,0.4485476364489142,163,53,56
YWPS2,80633,32910.788361716695,5.1891052693894855,121.90969762081778,17126.307376018398,15784.480985698294,2268,3411,411,893,54,1227.8567024739073,884.9382074295368,342.91849504437045,54,24.0,55.0,0.002627558725073871,-0.014919043251978849,133.0,3223,-0.427,1.0,-0.476457399103139,0.40194272168058004,9.25925925925926,9.25925925925926,165,0.023809523809523808,0.3901843948102014,177,93,203
GULLRSF1,142851,31789.11372548409,0.55439433068655,11.376308642857149,15041.319410204933,16747.794315279156,5769,6812,9564,1607,1149,3895.290320805892,2343.1851533938116,1552.10516741208,2171,24.0,34.0,0.09096621038616011,0.1053187647934555,74.0,7609,-1.0,1.0,-2.2980046644208345,-0.8145273989699185,0.8721704394141145,2.2980046644208345,166,0.3763217195354481,0.40616833998852686,160,29,53
MOLNGSF1,22049,31766.388448775033,1.334394695377722,19.62426715176715,16490.074474620356,15276.313974154673,2474,1222,7044,736,808,5292.566012054244,3256.4371091256626,2036.1289029285817,836,20.0,21.0,0.041513350467581873,0.04857617479545812,0.0,6160,-0.829,0.878,-3.607142857142857,-0.6722895703258709,3.2142857142857144,3.607142857142857,167,0.3379143088116411,1.316263989137293,152,113,68
EILDON2,28539,28281.999564400016,1.1959278774932998,91.46702456140324,15804.673059034889,12477.326505365125,178,477,82,67,7,166.36708454976304,61.62244,104.74464454976302,5,24.0,16.0,0.12145621805214182,0.07002991123775064,368.0,2140,-0.966,1.0,-2.0473933649289098,0.06269722834913366,3.5087719298245617,3.5087719298245617,168,0.028089887640449437,0.3461934831460674,198,128,217
PIBESS1,83074,26085.56858025656,0.5095898394625681,5.643122676579925,13165.95406372875,12919.614516527812,2932,3491,1766,1112,209,1444.3063454477137,913.8870412303215,530.4193042173922,576,24.0,57.0,0.055367872277090814,0.024222971494203917,1.0,3384,-0.564,1.0,-1.062992125984252,0.48032446203754803,6.833333333333333,6.833333333333333,169,0.19645293315143247,0.31169407954649436,176,88,122
TALWA1,2267,24283.947845376144,14.958248210682726,262.89473684210526,14554.911028343304,9729.036817032842,299,87,793,86,74,4169.322858181293,3433.123665283156,736.1991928981367,45,16.0,7.0,0.05296881977220948,0.011647213987554854,24.0,3205,-1.0,1.0,-5.6818181818181825,-0.5647923497448326,2.2988505747126435,5.6818181818181825,170,0.1505016722408027,11.482018947435304,151,177,183
EILDON1,28539,22927.432144559185,0.8320186038292949,92.51965614035062,12573.99637971088,10353.435764848304,178,477,82,67,7,192.44155412322272,70.30672,122.13483412322273,4,24.0,16.0,0.11252186601247358,0.06675181256124559,412.0,2140,-0.966,1.0,-2.0473933649289098,0.06269722834913366,3.5087719298245617,3.5087719298245617,171,0.02247191011235955,0.39498157303370784,197,128,217
LVES1,2058,22685.231058842764,16.223966332115335,171.659375,12751.074552839447,9934.156506003317,533,26,1125,171,111,3652.835011649602,2011.267534137614,1641.5674775119883,43,12.0,7.0,0.03846251725268653,0.060952711508936615,40.0,419,-0.527,0.83,-1.062992125984252,0.9172952927156531,3.1083333333333334,3.1083333333333334,172,0.08067542213883677,3.773485054667193,164,213,162
MULWASF1,5611,20295.651441830694,2.40744644547829,33.75,8636.016196612187,11659.635245218507,584,565,1260,274,182,3959.3542964910807,964.2746307322137,2995.079665758867,126,5.0,11.0,-0.06367256487149002,-0.024132301245184475,1.0,874,-1.0,1.0,-2.25,-0.9265397487972185,1.8012820512820515,2.25,173,0.21575342465753425,1.651155189609955,175,118,138
YWPS1,36782,20088.574038372994,4.394445696338829,75.45619191449818,8747.135368496976,11341.438669876017,1270,1588,582,483,72,1339.697006920175,872.802291814343,466.894715105832,54,24.0,49.0,0.02570655445221397,0.02987227155824111,145.0,1887,-0.527,1.0,-1.062992125984252,0.48575576939094683,9.25925925925926,9.25925925925926,174,0.04251968503937008,0.6872458990664118,178,104,185
ORABESS1,949,19164.185399249756,51.32965673673798,677.0083105882345,9770.833350775425,9393.352048474335,153,20,528,47,34,5404.777989430886,5386.660846573743,18.11714285714286,18,5.0,5.0,0.2782940440337818,0.29236412129990097,25.0,1394,-0.781,0.928,-3.0957854406130267,-1.5299161697177834,1.3627019089574155,3.0957854406130267,175,0.11764705882352941,35.20693363773688,142,215,190
VBBL1,2423,18706.61585877999,2.9705935633479266,39.41979999999996,10408.557579588312,8298.058279191677,79,42,0,33,0,503.3953693379791,427.5806794425087,75.81468989547038,17,2.0,34.0,0.0874516493392994,0.09790563410783658,249.0,253,-1.0,1.0,-9.708737864077671,-0.2440047117862063,5.863636363636364,9.708737864077671,176,0.21518987341772153,5.412413663829224,187,210,219
WRSF1,4545,18200.47420602037,3.7164319560243895,81.50722453222453,11658.173321636572,6542.300884383801,565,196,1045,215,151,3069.997593061426,1717.2408455919,1352.7567474695256,141,20.0,7.0,0.010100372100913411,-0.004117831233494384,0.0,3617,-0.977,0.976,-8.153153153153154,-1.9488414142917596,13.360881542699724,13.360881542699724,177,0.24955752212389382,3.039364328481239,167,146,168
VBBG1,2423,17404.113934620764,82.83700204098744,160.92072727272725,10326.747650085274,7077.366284535491,79,42,0,33,0,882.5425152323345,814.7718392741464,67.77067595818815,35,2.0,34.0,0.102880288751974,0.09911868219146573,144.0,253,-1.0,1.0,-5.863636363636364,0.2440047117862063,9.708737864077671,9.708737864077671,178,0.4430379746835443,10.313567585748688,180,210,219
MRNBESS1,26197,15309.194904949709,0.3848317870026497,0.0,7932.850935402566,7376.343969547144,1063,1347,397,419,46,525.4211588331389,483.32515883313886,42.096,6,6.0,56.0,0.017704755434185655,0.0014696787309984812,85.0,935,-0.564,1.0,-0.6076115485564305,0.44926744014304976,5.847953216374268,5.847953216374268,179,0.005644402634054563,0.45468029993710146,185,110,208
TALWB1,2267,15286.939084283917,11.395181307495362,271.9519590151821,12076.953085134697,3209.9859991492185,299,87,793,86,74,2159.9141873837816,2159.9141873837816,0.0,20,16.0,7.0,-0.013082970890157076,0.06699691584129097,24.0,3184,-1.0,1.0,-5.6818181818181825,-0.5692410953213738,2.2988505747126435,5.6818181818181825,180,0.06688963210702341,7.223793268842079,161,177,183
RESS1G,6772,15125.910930028618,1.1519185801533127,19.35356468204753,8471.630381424413,6654.280548604204,762,479,2522,264,388,1800.2031498091083,1247.9484140632305,552.2547357458777,19,2.0,37.0,-0.02230069786398627,-0.027591887304356157,31.0,1317,-1.0,1.0,-13.404825737265416,-0.739330473220174,1.6827438370846732,13.404825737265416,181,0.024934383202099737,1.6377275775108011,172,126,117
LANCSF1,32037,13018.916142312177,0.5916061109913657,18.291812528301847,6352.930331007951,6665.985811304226,1792,1465,1820,670,175,2136.316370602949,656.524770168939,1479.7916004340104,140,7.0,61.0,-0.06964005158304618,-0.00793269231596319,9.0,1520,-0.921,1.0,-2.99672131147541,0.4873245639123526,4.011428571428572,4.011428571428572,182,0.078125,0.36636426906748826,181,106,120
LDBESS1,811,11965.054069459124,79.48268216794007,898.2035928143712,5007.77991908513,6957.2741503739935,137,21,456,46,29,3298.744111024123,601.0841897238664,2697.659921300256,4,6.0,6.0,0.012944410559083486,0.04695460783859131,19.0,846,-1.0,1.0,-6.410256410256411,-2.4479501700471604,10.683760683760683,10.683760683760683,183,0.029197080291970802,4.387475837400485,182,214,202
SHPUMP,5059,11113.52365045343,1.802407410977064,64.09162760970679,6169.925701215563,4943.597949237865,561,232,1182,163,115,2125.325276813036,1295.5171983616758,829.80807845136,24,19.0,11.0,-0.023066861490638895,0.012262547806157495,36.0,6278,-1.0,1.0,-2.2988505747126435,0.6142420292078316,4.880681818181818,4.880681818181818,184,0.0427807486631016,2.3092998188265166,170,140,160
NESBESS1,399,8867.089350710343,19.574148677064773,322.87581699346407,3409.8313177566433,5457.2580329537,63,8,166,20,12,322.87581699346407,0.0,322.87581699346407,0,3.0,3.0,-0.065004090600489,-0.0666317644691972,5.0,984,-0.989,0.947,-6.096774193548387,-2.3696826823923547,6.506578947368421,6.506578947368421,185,0.0,0.0,207,219,213
AGLSOM,9668,8339.600308311858,0.5362928722488289,26.44571999999998,3898.1911689895596,4441.409139322299,548,496,327,197,38,729.3177198998292,554.1589479291792,175.1587719706499,37,20.0,27.0,0.08198462159056732,0.0004424445192499278,18.0,1128,-0.794,0.2318,0.10887949260042283,0.29717790729694704,0.926487747957993,0.926487747957993,186,0.06751824817518248,1.0112389560751447,183,125,209
LNGS1,13716,8282.60026209724,0.4827444184273591,21.28,2366.957794987255,5915.642467109985,1807,603,3108,616,306,221.16613139911763,39.69499408851153,181.4711373106061,7,24.0,30.0,0.05693525486132457,0.027949287737524496,14.0,1469,-0.794,0.704,-5.97457627118644,-0.49026347506508877,1.0643274853801168,5.97457627118644,187,0.00387382401770891,0.02196734592612702,201,115,111
CG3,3623,7869.0398468014055,1.3305293172768184,20.85620197585071,3818.965426215905,4050.074420585501,398,165,520,165,106,1022.9399094446205,75.69458719929816,947.2453222453223,7,20.0,7.0,0.03537890925266648,0.0254714379858332,8.0,2354,-1.0,0.465,-0.3631782945736434,1.8767088731778387,13.531799729364007,13.531799729364007,188,0.017587939698492462,0.1901874050233622,196,158,191
BULBESL1,3147,7799.2185858645835,6.676526961823482,159.24528301886792,3559.609554323074,4239.6090315415095,317,76,401,112,51,1725.975521533942,850.6912310696965,875.2842904642454,10,2.0,47.0,-0.03269109661793159,-0.03056306442282435,0.0,383,-0.844,0.845,-8.194174757281553,-0.08997568528021135,4.766233766233766,8.194174757281553,189,0.031545741324921134,2.683568552270336,179,184,206
LNGS2,13716,6043.020568691999,0.9083546907518089,84.46096654275092,1020.6498929115584,5022.37067578044,1807,603,3108,616,306,1034.8468746411754,306.1075104451081,728.7393641960674,9,24.0,30.0,0.012539102840021138,0.001156909502731101,3.0,1469,-0.794,0.704,-5.97457627118644,-0.49026347506508877,1.0643274853801168,5.97457627118644,190,0.004980630879911455,0.16940094656619153,189,115,111
CG2,3623,6032.842470594118,3.806597311165795,427.3970893970894,4652.488363420018,1380.3541071741004,398,165,520,165,106,2016.3727035043498,1992.1833093555097,24.189394148840314,8,20.0,7.0,-0.05408683499964303,-0.04643335308911345,4.0,2354,-1.0,0.465,-0.3631782945736434,1.8767088731778387,13.531799729364007,13.531799729364007,191,0.020100502512562814,5.005485701898266,165,158,191
QPSFB1,5026,4888.068459986159,0.8697729001807302,11.201629327902241,2656.2332719554315,2231.8351880307273,433,303,984,142,59,444.1639705772061,328.4796566930878,115.68431388411821,108,7.0,8.0,0.05127560113843373,0.04444612395328283,3.0,1457,-0.809,0.765,-2.7432950191570877,-1.0201320148259514,0.7577092511013216,2.7432950191570877,192,0.24942263279445728,0.7586135258500873,188,138,180
CG4,3623,3634.0123795585455,0.8365516014988108,20.85620197585071,1158.8391996615726,2475.173179896973,398,165,520,165,106,1023.3690596187203,58.03210251824592,965.3369571004744,4,20.0,7.0,-0.048289550361359956,-0.04863629004307473,0.0,2354,-1.0,0.465,-0.3631782945736434,1.8767088731778387,13.531799729364007,13.531799729364007,193,0.010050251256281407,0.14580930280966312,199,158,191
JLB03,2534,2822.585305072645,0.749452742878148,27.61087499999999,1896.0953584968877,926.4899465757576,591,48,1256,192,132,611.022892981736,451.01440813325127,160.00848484848484,18,18.0,7.0,-0.006199411451050421,-0.008351868157472188,0.0,564,-0.527,1.0,-1.062992125984252,0.9435661837618416,6.814814814814815,6.814814814814815,194,0.030456852791878174,0.7631377464183609,186,189,139
QPSFB2,5026,2327.7896608223464,0.27223794800927675,5.312244897959184,1184.5598326299025,1143.229828192444,433,303,984,142,59,194.42334697177773,77.41221162093187,117.01113535084583,27,7.0,8.0,0.015672158842306938,0.009766590015856624,0.0,1457,-0.809,0.765,-2.7432950191570877,-1.0201320148259514,0.7577092511013216,2.7432950191570877,195,0.06235565819861432,0.17878108919383803,195,138,180
JLA03,2534,2274.3942492381148,0.5245592979312823,18.363636363636367,1341.2254328138724,933.1688164242423,591,48,1256,192,132,575.6623991039058,488.6646718311786,86.99772727272726,23,18.0,7.0,0.10353325255608266,0.12654312217588803,0.0,564,-0.527,1.0,-1.062992125984252,0.9435661837618416,6.814814814814815,6.814814814814815,196,0.038917089678511,0.8268437763640925,184,189,139
BULBESG1,3147,1565.4129069397302,1.171801851618456,1.584,929.1216194502729,636.2912874894573,317,76,401,112,51,286.91163907291434,143.5908843559332,143.32075471698113,10,2.0,47.0,0.02264149099373862,0.014972433604086153,0.0,383,-0.845,0.844,-4.766233766233766,0.08997568528021135,8.194174757281553,8.194174757281553,197,0.031545741324921134,0.4529680894508934,193,184,206
JLA02,2534,1465.7145205887546,0.4871880224271818,18.363636363636367,922.074776134209,543.6397444545455,591,48,1256,192,132,212.11022107360284,201.38853546754228,10.721685606060609,13,18.0,7.0,0.029810358351376968,0.014445564957610523,0.0,564,-0.527,1.0,-1.062992125984252,0.9435661837618416,6.814814814814815,6.814814814814815,198,0.021996615905245348,0.34075894326149286,192,189,139
JLB02,2534,1285.480760018606,0.37127556524297206,39.17575757575758,666.0241224848485,619.4566375337574,591,48,1256,192,132,228.97541666666666,117.74916666666667,111.22625,3,18.0,7.0,0.08078674124908132,0.09461965971373915,0.0,564,-0.527,1.0,-1.062992125984252,0.9435661837618416,6.814814814814815,6.814814814814815,199,0.005076142131979695,0.19923716864072194,194,189,139
JLB01,2534,1196.1496843636364,0.3499268043914771,22.030624999999997,803.7475694545456,392.40211490909087,591,48,1256,192,132,267.9388446969697,248.47339015151513,19.465454545454545,7,18.0,7.0,0.09310634197177121,0.10513497949350621,0.0,564,-0.527,1.0,-1.062992125984252,0.9435661837618416,6.814814814814815,6.814814814814815,200,0.011844331641285956,0.42042874814131154,191,189,139
JLA01,2534,1127.9664207272726,0.3965662469697215,26.933333333333337,646.8491194545455,481.1173012727272,591,48,1256,192,132,321.63143939393944,256.01969696969695,65.61174242424241,13,18.0,7.0,0.08304449838095544,0.15845749567376916,0.0,564,-0.527,1.0,-1.062992125984252,0.9435661837618416,6.814814814814815,6.814814814814815,201,0.021996615905245348,0.43319745680151767,190,189,139
HUMEV,58093,671.9118744221861,0.017051688021435103,0.4748427672955975,466.0866272534986,205.82524716868747,5541,2490,8524,2291,1561,85.0278121965745,37.99086762674513,47.03694456982938,10,24.0,44.0,0.0039027257343624226,-0.00015495791848206476,6.0,4256,-1.0,1.0,-3.3557046979865772,0.5183373402734862,1.1750881316098707,3.3557046979865772,202,0.001804728388377549,0.006856319730508054,202,100,59
WILLBES1,2658,540.7448979591836,0.22335600907029476,0.0,259.31632653061223,281.42857142857144,204,150,468,70,19,75.38265306122449,50.255102040816325,25.127551020408163,2,3.0,3.0,0.0063788867542098,-0.0006348208791498,0.0,879,-1.0,1.0,-1.9186046511627906,-0.9010185858274914,2.286236854138089,2.286236854138089,203,0.00980392156862745,0.2463485394157663,200,172,201
HEZ1,3623,384.30360423480545,0.10993719537328153,0.0,188.07701517432545,196.2265890604799,398,165,520,165,106,87.94230225402912,3.4475374732334045,84.49476478079572,1,20.0,7.0,-0.012169682191255762,-0.006265641587314844,0.0,2817,-0.923,0.817,-8.632676709154113,1.2910140413135627,6.333333333333333,8.632676709154113,204,0.002512562814070352,0.008662154455360314,206,158,191
JLA04,2534,348.45,0.05163752222880853,15.149999999999999,174.225,174.225,591,48,1256,192,132,0.0,0.0,0.0,0,18.0,7.0,0.0540701620202713,0.0462149063333272,0.0,564,-0.527,1.0,-1.062992125984252,0.9435661837618416,6.814814814814815,6.814814814814815,205,0.0,0.0,207,189,139
CG1,3623,302.3672097501144,0.4249179426336246,19.2919868276619,235.24771467451552,67.11949507559885,398,165,520,165,106,47.45284238882371,36.98179979777553,10.47104259104818,4,20.0,7.0,0.08089056718125903,0.03128690061022847,0.0,2354,-1.0,0.465,-0.3631782945736434,1.8767088731778387,13.531799729364007,13.531799729364007,206,0.010050251256281407,0.09291909496928526,203,158,191
LKBONNY2,10,49.73157583562586,4.973157583562586,9.470175501203576,8.97165674002751,40.75991909559835,2,0,0,2,0,14.466833383768915,0.0,14.466833383768915,0,1.0,1.0,,,0.0,1,-0.1034,-0.1034,-0.17778541953232463,-0.17778541953232463,-0.17778541953232463,0.17778541953232463,207,0.0,0.0,207,225,219
VPGS5,2534,46.5546875,0.003736331260032103,0.0,44.6609375,1.8937499999999998,591,48,1256,192,132,34.0875,32.19375,1.8937499999999998,1,18.0,7.0,-0.0363253548931811,-0.0094005976972493,0.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,208,0.001692047377326565,0.05447335025380711,204,189,139
LKBONNY1,10,20.185792090784044,2.0185792090784043,4.579125713548831,0.0,20.185792090784044,2,0,0,2,0,3.761477235213205,0.0,3.761477235213205,0,1.0,1.0,,,0.0,1,-0.1034,-0.1034,-0.17778541953232463,-0.17778541953232463,-0.17778541953232463,0.17778541953232463,209,0.0,0.0,207,225,219
LKBONNY3,10,19.910251358321872,1.9910251358321873,3.5557083906464926,0.0,19.910251358321872,2,0,0,2,0,3.5557083906464926,0.0,3.5557083906464926,0,1.0,1.0,,,0.0,1,-0.1034,-0.1034,-0.17778541953232463,-0.17778541953232463,-0.17778541953232463,0.17778541953232463,210,0.0,0.0,207,225,219
LBB1,10,15.111760660247594,1.5111760660247593,4.266850068775791,12.444979367262723,2.6667812929848695,2,0,0,2,0,4.266850068775791,4.266850068775791,0.0,1,1.0,1.0,,,0.0,1,-0.1034,-0.1034,-0.17778541953232463,-0.17778541953232463,-0.17778541953232463,0.17778541953232463,211,0.5,2.1334250343878955,205,225,219
BDL01,2534,13.625818181818182,0.0035456201357840704,0.0,3.831878787878787,9.793939393939395,591,48,1256,192,132,0.0,0.0,0.0,0,18.0,7.0,0.0086329619326181,-0.011408507435118799,0.0,564,-0.527,1.0,-1.062992125984252,0.9436154351408803,6.824074074074074,6.824074074074074,212,0.0,0.0,207,189,139
LADBROK2,10,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0.0,0.0,0.0,0,1.0,1.0,,,0.0,1,-0.0948,-0.0948,-0.16299862448418156,-0.16299862448418156,-0.16299862448418156,0.16299862448418156,213,0.0,0.0,207,225,219
