scope,DUID,contraction_contribution_rows,contraction_onsets,contraction_tightening_mw_observations,contraction_relief_mw_observations,contraction_abs_impact_mw_observations,contraction_mean_positive_tightening_mw,contraction_positive_share,contraction_rank
overall,SMCSF1,2109,756,88452.42848750352,73279.3621340227,161731.7906215262,41.94045921645497,0.4139402560455192,27
overall,WRWF1,13906,4957,85222.09926736284,56447.882809749666,141669.9820771125,6.128440908051405,0.42204803681863945,28
overall,MP1,5795,1824,84093.35613981662,9913.697954097672,94007.05409391428,14.51136430367845,0.49715271786022436,29
overall,LILYSF1,2109,756,78544.77941610511,63871.85623597303,142416.63565207814,37.242664493174544,0.43859649122807015,30
overall,GSTONE5,2109,756,77908.74189430618,53142.124624289725,131050.8665185959,36.94108197928221,0.22807017543859648,31
overall,MP2,5795,1824,73522.41028386372,8681.92222402391,82204.33250788762,12.687214889363887,0.4643658326143227,32
overall,HAUGHT11,2109,756,72687.80159990596,71337.81831107785,144025.6199109838,34.465529445190114,0.39876718824087243,33
overall,MOUSF1,2109,756,69129.00400539713,72640.61825399127,141769.62225938844,32.77809578254961,0.4063537221431958,34
overall,MOREESF1,13041,4681,68448.05806781442,17984.306387380053,86432.36445519447,5.248681701389036,0.5944329422590292,35
overall,GSTONE2,2109,756,66718.42307368919,50120.3094649305,116838.73253861969,31.635098659881077,0.22095779990516834,36
overall,SNOWYP,3716,1163,65984.34407682103,4255.643389395756,70239.98746621679,17.756820257486822,0.13885898815931108,37
overall,WDBESS1,2146,764,65917.99607072561,33048.14877786853,98966.14484859414,30.71668036846487,0.36067101584342964,38
overall,GSTONE4,2109,756,64528.215651495,73414.065120799,137942.28077229398,30.59659348103129,0.18349928876244664,39
overall,GSTONE3,2109,756,63829.72341608625,63222.62918815204,127052.35260423829,30.26539754200391,0.1768610715979137,40
overall,YABULU,2109,756,62580.20635877769,1859.5502134983305,64439.75657227602,29.67292857220374,0.05737316263632053,41
overall,DARLSF1,3753,1175,61176.13730326626,73865.8084967327,135041.94579999897,16.3005961372945,0.21183053557154277,42
overall,RYEPARK1,3754,1175,59749.646298168154,75769.67968077384,135519.32597894198,15.916261667066637,0.43953116675546083,43
overall,WHITSF1,2109,756,57443.902107125185,33878.86380461067,91322.76591173586,27.237506926090653,0.42057847321005215,44
overall,KSP1,2109,756,57099.16720479415,41019.38219332378,98118.54939811793,27.074047987100116,0.4091986723565671,45
overall,WOOLGSF1,2066,749,56542.69490388138,41089.669276881716,97632.36418076309,27.368196952507926,0.44966118102613745,46
overall,DDPS1,2177,780,56479.443553227924,13835.164692814365,70314.60824604229,25.94370397484057,0.3716123105190629,47
overall,RUGBYR1,2109,756,55726.24326184788,40700.760366301285,96427.00362814915,26.423064609695533,0.42294926505452823,48
overall,MEWF1,2109,756,55240.34040695899,49041.72656851736,104282.06697547634,26.19266970457989,0.47605500237079185,49
overall,CALL_B_2,2133,764,55170.885109959294,45164.96794352023,100335.85305347951,25.865393863084527,0.19596812001875294,50
overall,AVLSF1,3753,1175,53026.384975266374,66244.99071379301,119271.37568905938,14.129066073878597,0.2224886757260858,51
overall,WELNSF1,6239,1970,52806.98063210753,90116.58056252329,142923.56119463083,8.464013565011625,0.2516428914890207,52
overall,EMERASF1,2109,756,49999.4943475916,56248.38410563354,106247.87845322513,23.707678685439355,0.4049312470365102,53
overall,CALL_B_1,2133,764,47672.76047259098,33198.70725257252,80871.4677251635,22.3500986744449,0.18330989217065166,54
overall,LIMOSF11,3716,1163,46161.88798329421,73412.10509244604,119573.99307574025,12.422467164503287,0.22066738428417654,55
overall,HAMISF1,2109,756,43531.16146252831,28761.395147562256,72292.55661009057,20.64066451518649,0.4485538169748696,56
overall,GSTONE6,2109,756,42668.49233542864,50227.90215815106,92896.39449357969,20.231622728984654,0.1555239449976292,57
overall,CUSF1,327,110,42531.56312737504,29374.901169552115,71906.46429692715,130.0659422855506,0.3547400611620795,58
overall,CLERMSF1,2109,756,41297.63233055455,45089.100311679904,86386.73264223446,19.581617985089878,0.41299193930772876,59
overall,HAYMSF1,2109,756,40723.629791885774,31697.682335901958,72421.31212778774,19.30944987761298,0.42105263157894735,60
overall,KABANWF1,2109,756,38638.9377226106,49553.104498815075,88192.04222142568,18.320975686396682,0.37316263632053104,61
overall,RIVNB2,3753,1175,35954.95104789583,22189.419722519397,58144.370770415226,9.58032268795519,0.17799094058086865,62
overall,URANQ13,3753,1175,35744.33403343884,6360.636917668824,42104.970951107665,9.52420304647984,0.12816413535837995,63
overall,COLWF01,3753,1175,34291.745934549566,56868.33211396285,91160.07804851243,9.137155857860263,0.4180655475619504,64
overall,URANQ12,3753,1175,34145.48885059062,5920.3798744806645,40065.86872507128,9.098185145374533,0.10631494804156674,65
overall,URANQ14,3753,1175,33653.7156839878,6591.042652267672,40244.75833625547,8.967150462027124,0.13296029842792434,66
overall,EDENVSF1,2177,780,32100.852081260222,23217.57232409185,55318.42440535207,14.745453413532486,0.42903077629765735,67
overall,SRSF1,2109,756,31923.426387993248,27549.751518830137,59473.17790682338,15.136759785677215,0.4348032242769085,68
