scope,DUID,contraction_contribution_rows,contraction_onsets,contraction_tightening_mw_observations,contraction_relief_mw_observations,contraction_abs_impact_mw_observations,contraction_mean_positive_tightening_mw,contraction_positive_share,contraction_rank
overall,GSWF1B1,3917,1755,124109.99592795732,33386.07873561511,157496.07466357245,31.68496194229189,0.4863415879499617,15
overall,ARWF1,9443,3820,111852.5211718198,127735.31745322738,239587.83862504718,11.845019715325616,0.44149105157259344,16
overall,MACARTH1,6570,2538,106045.51590184506,63617.5458203634,169663.06172220845,16.14087000028083,0.4765601217656012,17
overall,STWF1,10312,4151,96702.13539299245,92777.71098757257,189479.84638056502,9.377631438420524,0.3805275407292475,18
overall,VBB1,4754,1842,94285.34797902158,54147.40816592268,148432.75614494426,19.832845599289353,0.289019772822886,19
overall,TB2SF1,2061,857,91508.35649096566,3133.6507533540653,94642.00724431971,44.39997888935743,0.5443959243085881,20
overall,PAREPW1,2789,1297,91384.80157332007,38199.641035532506,129584.44260885258,32.766153307034806,0.49551810684833275,21
overall,MERCER01,5107,1972,82671.44139573172,114897.54697937898,197568.9883751107,16.187867905958825,0.4536910123360094,22
overall,TBSF1,2061,857,79163.73105694405,4186.3887278355905,83350.11978477964,38.41034985780885,0.5288694808345463,23
overall,BROKENH1,10319,4152,76863.73499708915,33140.30478061566,110004.03977770482,7.448758115814435,0.38463029363310397,24
overall,RYANCWF1,6214,2393,75089.04385641191,52050.415301659035,127139.45915807094,12.083849992985503,0.46443514644351463,25
overall,YENDWF1,6158,2396,73935.47154184636,42098.93732858164,116034.408870428,12.006409798935753,0.44803507632348166,26
overall,BRYB1WF1,5123,1977,73367.52808348025,59712.60428544235,133080.1323689226,14.321203998336962,0.5088815147374586,27
overall,BULGANA1,10025,4015,72221.45931333375,57258.096934368754,129479.5562477025,7.204135592352493,0.38902743142144636,28
overall,ELAINWF1,5097,1968,68762.4276748304,27544.975424657976,96307.40309948838,13.49076469979015,0.4471257602511281,29
overall,BRYB2WF2,5123,1977,64896.47181415796,42511.79416069874,107408.2659748567,12.667669688494623,0.49033769275814953,30
overall,CRWARP1,2674,1109,64074.92108738783,23609.337240269117,87684.25832765695,23.962199359531724,0.3462976813762154,31
overall,GANNSF1,11596,4694,61516.15471160607,83332.96071708857,144849.11542869464,5.304946077234052,0.33554674025526043,32
overall,LIMOSF21,10302,4145,59018.76174358693,15214.743766480102,74233.50551006704,5.728864467441946,0.4473888565327121,33
overall,MRTLSWF1,5122,1976,58609.38002912824,44151.6650591861,102761.04508831435,11.442674742117969,0.5080046856696603,34
overall,STOCKYD1,2703,985,56109.61464044834,24540.76187517898,80650.3765156273,20.758274006825133,0.5516093229744728,35
overall,HPR1,3914,1752,55110.004969902926,24660.139693767804,79770.14466367073,14.080226103705398,0.38579458354624424,36
overall,SNOWTWN1,2826,1324,51354.540695839256,14945.600637469917,66300.14133330918,18.17216585132316,0.4975230007077141,37
overall,CROWLWF1,9516,3840,48158.89027176212,41399.762115200705,89558.65238696281,5.060833361891773,0.4167717528373266,38
overall,HD1WF1,6214,2393,45875.349801195254,33046.67609828836,78922.02589948362,7.382579626841849,0.42822658513035083,39
overall,WGWF1,3912,1751,42781.17484104603,25496.305967646724,68277.48080869275,10.935883139326695,0.4971881390593047,40
overall,LKBONNY2,5403,2364,41451.89100288489,11630.987791249892,53082.878794134784,7.672013881711067,0.5204516009624283,41
overall,LGAPWF2,2789,1297,40659.69181701718,15220.910653520272,55880.602470537444,14.578591544287264,0.5055575475080674,42
