season,direction,DUID,contribution_rows,total_abs_impact,mean_abs_impact,p95_abs_impact,total_tightening,total_relief,contraction_rows,reversal_rows,forced_rows,contraction_onsets,forced_onsets,contraction_abs_impact,contraction_tightening,contraction_relief,contraction_positive_rows
Autumn,lower,RESS1,97,4116.1993626016265,11.693748189209167,240.2439024390244,3619.6747967479673,496.52456585365854,55,6,13,13,2,2238.2826081300814,2042.0731707317073,196.20943739837398,10
Autumn,lower,RIVNB2,97,10802.923915447152,39.94270005543237,260.2642276422764,5705.767056910569,5097.156858536585,55,6,13,13,2,6466.544539837399,4108.150230894309,2358.394308943089,22
Autumn,lower,RYEPARK1,97,19105.61403011645,81.17037551213664,1072.8810918109748,11652.723773639409,7452.8902564770415,55,6,13,13,2,8336.74006059063,1436.8867053467243,6899.853355243903,18
Autumn,lower,SAPHWF1,21710,269085.7838558382,12.120828359802182,46.45904999999999,124196.88444647538,144888.89940936278,1569,843,31,594,15,24745.543944667603,12795.885831330936,11949.658113336669,648
Autumn,lower,SEBSF1,97,4688.6007735698895,57.51381775762654,182.74609349593499,928.3561524747188,3760.24462109517,55,6,13,13,2,2517.9228143208993,585.8237117623147,1932.0991025585843,19
Autumn,lower,SHGEN,94,10332.235817777171,99.74416394494062,486.3414634146341,9499.869918699187,832.3658990779852,52,6,13,12,2,3631.349593495935,3631.349593495935,0.0,7
Autumn,lower,SHPUMP,94,2674.9151728455286,56.0664803255728,324.2276422764228,1961.6143598373985,713.30081300813,52,6,13,12,2,1523.9070427642275,810.6062297560976,713.30081300813,4
Autumn,lower,SNOWYP,97,1553.4146341463415,77.67073170731707,776.7073170731708,1553.4146341463415,0.0,55,6,13,13,2,0.0,0.0,0.0,0
Autumn,lower,STUBSF1,393,3161.4450912934285,31.361210142468572,147.42772792682928,900.0508692659724,2261.3942220274557,100,23,13,29,2,1532.6692405375286,400.348404086253,1132.3208364512757,15
Autumn,lower,STUBSF2,393,3094.644451270003,16.78614707851711,59.073197286585334,810.7456064669954,2283.8988448030077,100,23,13,29,2,1485.57646719948,218.92591196705052,1266.6505552324295,32
Autumn,lower,STWF1,97,5193.280934562611,21.33997661494591,217.77448853658527,2751.3463209040747,2441.934613658537,55,6,13,13,2,3066.0940748780495,1034.1592612195125,2031.9348136585368,25
Autumn,lower,SUNRSF1,97,10604.142360999456,99.97102565826175,290.1227119512195,3362.731995145797,7241.410365853659,55,6,13,13,2,5211.402890365855,1785.808308780488,3425.594581585366,21
Autumn,lower,SUNTPSF1,493,5873.372795125253,11.092662358706855,98.5599756097561,2131.8034390761472,3741.569356049106,110,29,13,31,2,3496.4883545051243,1426.234333349028,2070.254021156096,55
Autumn,lower,TALWA1,94,5431.884020121952,32.832081007483374,496.86036585365787,5375.030361585366,56.85365853658537,52,6,13,12,2,3202.4084103658543,3145.5547518292688,56.85365853658537,12
Autumn,lower,TALWB1,94,0.0,0.0,0.0,0.0,0.0,52,6,13,12,2,0.0,0.0,0.0,0
Autumn,lower,TARALGA1,97,3292.8797988648944,13.720234833319985,155.11788617886162,2053.20764439335,1239.6721544715447,55,6,13,13,2,1457.6332608883308,700.5830982867049,757.0501626016261,35
Autumn,lower,TUMUT3,97,119407.77785253468,354.12168581843815,5976.219512195122,79884.16311351028,39523.61473902439,55,6,13,13,2,79476.56586716881,72174.5069647298,7302.058902439025,22
Autumn,lower,UPPTUMUT,97,42473.40697989267,262.3348987675558,1540.929027804877,29760.07951829268,12713.327461599993,55,6,13,13,2,29440.450725968436,21753.922232926827,7686.528493041606,23
Autumn,lower,URANQ11,97,0.0,0.0,0.0,0.0,0.0,55,6,13,13,2,0.0,0.0,0.0,0
Autumn,lower,URANQ12,97,0.0,0.0,0.0,0.0,0.0,55,6,13,13,2,0.0,0.0,0.0,0
Autumn,lower,URANQ13,97,0.0,0.0,0.0,0.0,0.0,55,6,13,13,2,0.0,0.0,0.0,0
Autumn,lower,URANQ14,97,0.0,0.0,0.0,0.0,0.0,55,6,13,13,2,0.0,0.0,0.0,0
Autumn,lower,VP5,493,998.1646383417294,16.967946955954943,56.858583333333286,626.0589966293161,372.1056417124134,110,29,13,31,2,462.7251712839306,375.0750012829236,87.65017000100698,29
Autumn,lower,VP6,493,705.3200602974787,30.699183499893508,162.07405882352938,537.7348441254791,167.58521617199966,110,29,13,31,2,436.1437926321188,436.1437926321188,0.0,20
Autumn,lower,WAGGNSF1,97,1976.2567640411285,16.84615011897309,88.27817913821139,556.3040272716403,1419.9527367694884,55,6,13,13,2,1072.6559916834049,353.24635662123376,719.4096350621712,19
Autumn,lower,WELLSF1,493,6379.190110086702,36.372749121920904,110.9130406504065,2179.6919598019745,4199.498150284727,110,29,13,31,2,3751.3728019125306,1111.2571352922553,2640.1156666202755,56
Autumn,lower,WELNSF1,493,12829.538805932896,72.14891163739341,242.46343983739823,3832.944151507511,8996.594654425386,110,29,13,31,2,6998.335204268623,1664.2273719732962,5334.107832295327,45
Autumn,lower,WLWLSF1,97,3998.48539227275,49.722979949273984,141.9521615365854,163.56052875051097,3834.9248635222384,55,6,13,13,2,1893.202973278336,47.6809268292683,1845.5220464490678,4
Autumn,lower,WLWLSF2,97,7307.296741448828,62.16612571477293,213.10714207317025,1440.9008076468183,5866.395933802009,55,6,13,13,2,3856.041433802009,866.7665487804879,2989.274885021521,16
Autumn,lower,WOLARSF1,493,469.9340755532461,12.279413497131477,34.955399329608944,287.1509607276118,182.78311482563424,110,29,13,31,2,93.70442255744594,22.271557175463627,71.43286538198231,10
Autumn,lower,WOODLWN1,94,40.99598781850388,3.531885370395603,17.987831707317067,11.403780501430706,29.59220731707317,52,6,13,12,2,12.561853658536586,4.363548780487803,8.198304878048784,1
Autumn,lower,WRSF1,21491,36379.390617040386,1.9774456059096572,10.722930361930292,19290.677852831657,17088.71276420873,1489,836,31,577,15,4254.108808672993,2835.026634510955,1419.0821741620377,784
Autumn,lower,WRWF1,21491,178998.48545219447,8.342961158831812,33.459382372654154,84083.05687810085,94915.4285740936,1489,836,31,577,15,18560.263429977906,12045.915271555938,6514.34815842197,577
Autumn,lower,WSTWYSF1,97,5397.084696939732,54.67646752864961,214.70757926829205,1693.0000840607258,3704.0846128790054,55,6,13,13,2,2558.736888244859,551.4656772764229,2007.2712109684362,21
Autumn,lower,WTAHB1,493,1866.2671564137645,61.58070867826821,656.3725490196078,1292.3320497034624,573.9351067103019,110,29,13,31,2,985.7348338737378,758.6701979194987,227.064635954239,10
Autumn,lower,WYASF1,97,3766.6965494307074,41.448984723141,141.52693150203234,977.9939507171731,2788.7025987135344,55,6,13,13,2,1789.2237225753229,308.89120682926824,1480.3325157460545,17
Autumn,upper,ALDGASF1,1574,74204.17869487243,84.59771881293368,1613.133333333333,37395.08013883501,36809.09855603742,233,50,554,99,57,16041.186832748506,10501.210402838724,5539.976429909783,72
Autumn,upper,AVLSF1,15367,14616.449284918508,0.9242499711347196,7.035721421319789,7337.621640109114,7278.827644809394,604,625,209,183,10,1480.2871986127461,438.59340831215997,1041.6937903005862,125
Autumn,upper,BANGOWF1,15842,15082.89495751886,1.3706803570435753,8.210778754109644,7518.43152995297,7564.463427565891,617,652,229,187,11,629.1843695767438,353.4883020080976,275.6960675686463,288
Autumn,upper,BANGOWF2,15842,10080.378879405662,0.8438805728452619,4.431629140861946,5055.88268004289,5024.496199362773,617,652,229,187,11,521.5478056340606,266.10930948071467,255.43849615334597,296
Autumn,upper,BARCALDN,1591,0.0,0.0,0.0,0.0,0.0,241,50,563,101,59,0.0,0.0,0.0,0
Autumn,upper,BARRON-1,1591,4276.084356833195,6.495878423081425,134.5703135897436,1912.7819108825706,2363.3024459506237,241,50,563,101,59,869.5966534015223,593.781253801461,275.81539960006126,24
Autumn,upper,BARRON-2,1591,3866.6288684476594,4.514336241756836,134.5703135897436,1796.6830002311774,2069.9458682164823,241,50,563,101,59,718.1817137333474,442.8008729568155,275.38084077653184,19
Autumn,upper,BBATTERY1,1591,21345.025249625964,43.975032957141515,371.33804533268335,10625.495450917912,10719.52979870805,241,50,563,101,59,6800.329450999371,2844.9489568010104,3955.3804941983603,59
Autumn,upper,BERYLSF1,21111,23735.969119607893,1.1418589445385674,8.289457275574113,11352.124234448705,12383.844885159187,1056,922,1205,339,63,2962.137308704877,795.818575184989,2166.318733519888,241
Autumn,upper,BHB1,15341,3287.3290719694196,0.2551178349156981,2.449238578680203,1637.9814885734802,1649.3475833959392,595,622,208,182,9,129.4366824568528,106.84556710152285,22.59111535532995,98
Autumn,upper,BLOWERNG,15394,39.76446700507614,0.0017747233142945344,0.0,11.183756345177663,28.58071065989848,605,625,229,183,11,0.41421319796954315,0.41421319796954315,0.0,1
Autumn,upper,BLUEGSF1,1669,14090.371811139088,12.692788332950832,66.31293281754844,7428.67373309691,6661.698078042178,245,50,563,101,59,2557.676523578499,1356.4846971025638,1201.1918264759354,91
Autumn,upper,BOCORWF1,15307,8906.28291471066,0.651062988324601,2.7434041699492373,4454.524026590863,4451.758888119797,590,622,208,177,9,492.69918905583756,234.78368060913704,257.9155084467005,226
Autumn,upper,BODWF1,21111,30872.763597836314,1.4697788324491199,5.6824699112734764,16265.654555557183,14607.10904227913,1056,922,1205,339,63,1552.557592671493,875.2557462633528,677.3018464081401,482
Autumn,upper,BOMENSF1,15367,4773.597409550962,0.35286200631022524,2.6003462127583656,2362.2389809258884,2411.3584286250743,604,625,209,183,10,613.6457596736502,153.84402579187818,459.801733881772,113
Autumn,upper,BRAEMAR1,1669,2494.9964731969926,1.7080815764174397,30.176387523629508,2098.2896499685708,396.70682322842197,245,50,563,101,59,1072.4543900807275,965.847318078631,106.60707200209643,12
Autumn,upper,BRAEMAR2,1669,558.5863681623449,1.551628800450958,43.28016550789176,234.53513834272826,324.05122981961665,245,50,563,101,59,0.0,0.0,0.0,0
Autumn,upper,BRAEMAR3,1669,0.0,0.0,0.0,0.0,0.0,245,50,563,101,59,0.0,0.0,0.0,0
Autumn,upper,BRAEMAR5,1669,2469.733067469905,2.546760172794043,92.60612612232238,1394.5734002330469,1075.1596672368587,245,50,563,101,59,388.500059360587,388.500059360587,0.0,6
Autumn,upper,BRAEMAR6,1669,0.0,0.0,0.0,0.0,0.0,245,50,563,101,59,0.0,0.0,0.0,0
Autumn,upper,BRAEMAR7,1669,8.076662908680946,0.022435174746335964,0.6730552423900789,4.038331454340473,4.038331454340473,245,50,563,101,59,0.0,0.0,0.0,0
Autumn,upper,BRDDBES1,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
Autumn,upper,BRDDSF01,1218,3936.8903047561716,53.891002930082095,398.4483890196078,1220.3495037500056,2716.540801006166,118,31,453,44,41,1792.7332013940065,25.185501467505244,1767.5476999265013,9
Autumn,upper,BROKENH1,15341,3404.018594842516,0.28006770737646025,1.6194365482233497,1639.7491624010154,1764.2694324415008,595,622,208,182,9,335.9732013313937,67.4830133248731,268.49018800652055,86
Autumn,upper,BUSF1,1153,1799.4063002079426,1.3497008761254572,7.9036164308176104,918.060733836478,881.3455663714645,83,25,422,29,28,166.06183732704403,95.47304003144653,70.58879729559749,37
