season,direction,DUID,contribution_rows,total_abs_impact,mean_abs_impact,p95_abs_impact,total_tightening,total_relief,contraction_rows,reversal_rows,forced_rows,contraction_onsets,forced_onsets,contraction_abs_impact,contraction_tightening,contraction_relief,contraction_positive_rows
Autumn,lower,ARWF1,15175,239758.35429469004,15.74390476185502,59.121155573376605,121543.56313252504,118214.791162165,1086,410,963,448,239,38929.5083510612,22255.014578632956,16674.49377242825,545
Autumn,lower,AVLSF1,1738,38900.361557986405,21.294144053899256,127.3894403780069,24078.05058981524,14822.310968171161,573,133,428,280,155,11426.766349693691,6916.8707716584,4509.895578035292,240
Autumn,lower,BALB1,1491,2298.1944331623376,0.8401002564148371,20.6603636363636,1068.0512593181818,1230.1431738441559,577,116,502,287,176,864.5081818181818,391.80584415584417,472.70233766233764,37
Autumn,lower,BALDHWF1,41,347.2013875,5.865075971283784,25.853601249999976,96.38177499999999,250.8196125,17,0,7,9,4,74.73747499999998,40.76549374999998,33.97198124999999,10
Autumn,lower,BANGOWF1,373,2768.1342753925587,5.544705922971036,59.144646057142836,1373.9533627765625,1394.1809126159967,79,13,0,22,0,648.2430379517242,213.50851958006405,434.7345183716602,30
Autumn,lower,BANGOWF2,373,2635.7467832283196,5.186576662681349,68.38893714285712,1590.6380345950668,1045.1087486332528,79,13,0,22,0,414.0551926094474,208.4723279146038,205.58286469484358,27
Autumn,lower,BANN1,1896,105379.66307456644,40.243996593589685,287.1543597727272,75377.12635773905,30002.536716827388,664,134,515,312,177,41266.48435543205,33916.74770881932,7349.736646612726,329
Autumn,lower,BDL01,41,0.0,0.0,0.0,0.0,0.0,17,0,7,9,4,0.0,0.0,0.0,0
Autumn,lower,BDL02,41,0.0,0.0,0.0,0.0,0.0,17,0,7,9,4,0.0,0.0,0.0,0
Autumn,lower,BHB1,52780,147031.62882055138,2.7877311380410994,21.45,71905.26060998054,75126.36821057086,2485,2765,1641,860,327,22159.559031462908,8224.278976865042,13935.280054597866,234
