DUID,contribution_rows,total_abs_impact_mw_observations,mean_abs_bound_impact_mw,p95_abs_bound_impact_mw,total_tightening_mw_observations,total_relief_mw_observations,contraction_contribution_rows,reversal_contribution_rows,forced_contribution_rows,contraction_onsets,forced_onsets,contraction_abs_impact_mw_observations,contraction_tightening_mw_observations,contraction_relief_mw_observations,contraction_positive_rows,active_months,active_constraint_versions,limit_move_spearman,flow_move_spearman,top_contributor_intervals,equation_versions,factor_min,factor_max,sensitivity_min,sensitivity_mean,sensitivity_max,sensitivity_abs_max,overall_rank,contraction_positive_share,contraction_mean_positive_tightening_mw,contraction_rank,reversal_rank,forced_rank
MWPS2PV1,85064,13622.099166464472,0.7678610559281409,13.024622641509435,6940.069278292078,6682.029888172392,3914,3461,16983,1752,1595,2906.6346604237124,1690.46823451227,1216.166425911442,898,24.0,19.0,-0.12264865730792772,-0.020494235039797016,0.0,1603,-0.98,1.0,-7.666195190947667,-3.9688565082749494,0.169,7.666195190947667,134,0.22943280531425653,0.4319029725376265,133,48,32
AVLSF1,10212,13539.830516561602,7.468857602314512,168.62955032119916,8240.719998999333,5299.110517562268,530,633,804,203,102,1345.4979268839948,990.5989731833438,354.89895370065096,252,15.0,6.0,0.17549103916633754,-0.02075781723951901,35.0,225,-0.484,0.315,-3.372591006423983,-0.5429391016206255,5.531428571428572,5.531428571428572,135,0.47547169811320755,1.8690546663836676,139,124,168
YWPS1,12774,13307.599046602561,1.5589196625531516,48.075304706175274,7544.859120843571,5762.7399257589905,1814,441,3974,723,417,2803.0047137076513,2101.4144976441303,701.5902160635213,60,24.0,30.0,0.018338387333163408,0.08539399448959434,61.0,1969,-1.0,1.0,-12.903225806451614,0.681887177733638,12.658227848101266,12.903225806451614,136,0.03307607497243661,1.158442391204041,131,134,123
MWPS1PV1,85064,12601.384211374518,0.7970907300648808,12.478723150943399,6724.871066236966,5876.513145137553,3914,3461,16983,1752,1595,2795.224568001525,1691.597323317924,1103.6272446836006,885,24.0,19.0,-0.1256411406168652,-0.019103535089392967,2.0,1603,-0.98,1.0,-7.666195190947667,-3.9688565082749494,0.169,7.666195190947667,137,0.2261113949923352,0.43219144693866224,132,48,32
GOESF1,4953,12181.971885054743,2.109362344944149,37.30739030023094,5687.460051004158,6494.511834050585,978,376,1791,397,226,3405.98976501016,906.3592672550817,2499.630497755078,100,11.0,12.0,-0.06213779395460939,-0.06411329708607238,1.0,563,-0.921,0.871,-7.9155672823218985,0.522260855517547,6.068702290076336,7.9155672823218985,138,0.10224948875255624,0.9267477170297359,140,139,136
NPS,7187,11099.644636634112,2.1923293786405855,108.2345360507968,2068.8963366209887,9030.748300013123,1303,343,2611,467,268,2282.3394661884718,375.6618538261736,1906.677612362298,9,24.0,18.0,0.012233255913361319,0.002073472321511656,5.0,1491,-0.794,0.344,-2.2423398328690807,0.5313908859513414,2.785964912280702,2.785964912280702,139,0.006907137375287797,0.28830533678140724,148,141,131
MWPS4PV1,85064,9814.848574841555,0.6730498348794254,14.773584905660378,5386.132282208605,4428.716292632951,3914,3461,16983,1752,1595,2181.248102437862,1424.9035939231399,756.3445085147225,849,24.0,19.0,-0.122367557213528,-0.02183807786114106,1.0,1603,-1.0,1.0,-9.717114568599719,-4.163441560460439,14.084507042253522,14.084507042253522,140,0.21691364333163005,0.3640530388153142,136,48,32
MWPS3PV1,85064,9746.982853742727,0.647647756947191,8.783230188679248,4983.5926958415785,4763.39015790115,3914,3461,16983,1752,1595,2224.030526197791,1358.0942121625396,865.9363140352516,887,24.0,19.0,-0.1203817492759063,-0.021709570363273152,0.0,1603,-0.98,1.0,-7.666195190947667,-3.9688565082749494,0.169,7.666195190947667,141,0.2266223811957077,0.3469837026475574,138,48,32
TB2BG1,12356,9327.832786343455,0.8201569180743387,28.082,5729.242582135064,3598.590204208389,224,542,294,106,95,402.6845637583893,201.34228187919464,201.34228187919464,1,4.0,21.0,0.021623765217617115,0.018709644306972563,207.0,513,-1.0,1.0,-13.422818791946309,-0.4664027566355702,2.884338044418806,13.422818791946309,142,0.004464285714285714,0.8988494726749761,153,127,181
MBPS2PV1,65629,8037.317951093132,0.3347360530045699,8.553453979559237,4179.863524314064,3857.4544267790675,1496,2712,5457,633,603,868.2633215205174,352.6762795067287,515.5870420137887,713,23.0,15.0,0.11636112168313142,0.06414960852400393,73.0,1453,-1.0,0.951,-2.2803030303030303,0.42651985729752934,5.855345911949685,5.855345911949685,143,0.4766042780748663,0.23574617614086144,149,74,114
MAPS2PV1,21529,7624.914158497362,0.6374501453637337,12.094456887436316,3864.4285508364846,3760.485607660877,528,890,931,263,247,969.7771184723058,419.1575253615375,550.6195931107685,169,23.0,15.0,0.03905584413072735,0.09598644854816465,167.0,1483,-1.0,0.736,-2.2485875706214693,0.576391287061403,6.289308176100628,6.289308176100628,144,0.32007575757575757,0.7938589495483666,147,118,145
LANCSF1,12429,7065.999724068477,0.3947285416750501,7.9685816234309605,3176.320560594771,3889.679163473706,2059,612,3665,811,436,1444.826327416532,694.1324301185318,750.6938972980001,147,7.0,30.0,-0.02628490946885779,-0.032031035444431775,9.0,1195,-0.921,0.837,-3.111524163568773,0.713742551959378,5.1499999999999995,5.1499999999999995,145,0.07139388052452647,0.33712114138831073,144,125,126
MANNUMB1,1552,6653.921022911416,11.447073684277873,186.44225806451593,4294.902306476434,2359.0187164349813,154,71,283,64,59,993.1065184715222,869.8958927973043,123.21062567421791,10,15.0,6.0,0.10198061413165853,0.20689198623398672,110.0,791,-1.0,0.869,-1.3787878787878787,0.6009593510620611,6.289308176100628,6.289308176100628,146,0.06493506493506493,5.648674628553924,141,180,183
CRWASF1,15703,6347.70795848457,0.4533517255392301,6.343266333333334,2931.441335300129,3416.266623184441,2147,742,4277,818,568,1848.8497713765123,698.2316397237926,1150.6181316527195,280,24.0,25.0,-0.03825047044784856,0.08583487006504936,0.0,1458,-0.877,0.472,-5.053533190578158,-0.6042094051297666,10.022857142857143,10.022857142857143,147,0.1304145319049837,0.3252126873422415,143,121,118
RESS1L,2877,5510.3183941402685,0.8242261009616347,20.55558139534872,2444.956939003973,3065.3614551362957,324,85,536,114,59,591.1764050501176,253.74229223616416,337.4341128139535,32,2.0,7.0,0.03583796100398343,0.06800984683841113,2.0,117,-0.136,0.453,-5.177142857142858,0.07500915814902125,3.162853297442799,5.177142857142858,148,0.09876543209876543,0.7831552229511239,151,178,175
MINTARO,55845,5322.781005274208,0.2748212878086527,92.20754716981044,2482.1498656519434,2840.6311396222645,2826,2323,9084,1324,1093,400.19349230654086,217.8443333333333,182.34915897320755,5,22.0,19.0,0.01958751582237336,0.017875818436700924,37.0,1630,-1.0,1.0,-14.04494382022472,-2.6073007517864633,12.52,14.04494382022472,149,0.0017692852087756545,0.07708575135645199,152,75,73
MAPS3PV1,21542,5062.763304361879,0.6492469537900081,11.874784658271652,2601.009524539631,2461.753779822248,528,890,934,263,250,594.9582723480958,309.71175538728687,285.2465169608089,140,23.0,15.0,0.055296673497908726,0.08994327901042881,131.0,1519,-1.0,0.742,-2.327683615819209,0.5988744738685307,6.289308176100628,6.289308176100628,150,0.26515151515151514,0.5865752942941039,150,118,144
MRNBESS1,8902,4233.803706529327,0.6976168944336089,6.230042918454935,1864.3916723995983,2369.412034129729,1446,429,1979,600,293,1426.0560213828958,738.3313807531381,687.7246406297579,11,6.0,28.0,-0.02155938356349276,-0.012807928626150725,15.0,1043,-0.564,1.0,-0.26410256410256405,0.8385168953531966,4.201680672268908,4.201680672268908,151,0.007607192254495159,0.5106026146287262,142,138,135
LBBL1,5806,3609.007502078537,1.4743692648485611,20.64,1959.2952526608233,1649.712249417714,224,161,154,78,47,330.58348740027856,179.6288210712929,150.9546663289857,12,2.0,22.0,0.01960586859709804,0.06484013398557799,135.0,562,-1.0,1.0,-0.158,0.883957618160731,1.5973154362416107,1.5973154362416107,152,0.05357142857142857,0.8019143797825575,155,150,184
BULBESL1,3321,3461.7607076191134,1.0546148535923494,13.02325581395349,1664.81048039015,1796.9502272289637,367,38,580,123,57,306.18175068224093,190.7209918861346,115.46075879610633,9,2.0,39.0,-0.010690407818280331,-0.021593130943133563,1.0,253,-0.968,0.845,-9.531645569620252,-1.2104316004886884,1.8518518518518516,9.531645569620252,153,0.02452316076294278,0.5196757272101761,154,181,173
LBBG1,5806,3198.0907740661287,1.3874422211701147,21.782399999999797,1580.9674866534579,1617.1232874126713,224,161,154,78,47,141.46320754716982,64.15,77.31320754716981,5,2.0,22.0,0.0005599016113990263,0.0825563720982449,136.0,562,-1.0,1.0,-1.5973154362416107,-0.7740821733208734,0.158,1.5973154362416107,154,0.022321428571428572,0.2863839285714286,163,150,184
EILDON2,2068,3197.288688242148,4.362917001013128,241.64321974965225,1752.0645262267394,1445.2241620154086,318,112,593,107,69,429.9180744247423,116.79261349036896,313.12546093437334,11,20.0,6.0,-0.03350520061471503,-0.026817304239734413,0.0,607,-0.966,1.0,-6.033519553072626,1.171866923948807,13.908205841446453,13.908205841446453,155,0.03459119496855346,0.36727236946656905,161,174,171
BUNGAMB1,758,3060.6824051565286,8.395223780060137,225.1862873467444,841.4731182795698,2219.2092868769587,156,5,396,64,43,186.8279569892473,143.48387096774192,43.34408602150537,2,7.0,5.0,0.045110065650290694,0.19281654529622946,5.0,187,-0.979,0.853,-9.410150891632373,-2.015451616103443,1.496437054631829,9.410150891632373,156,0.01282051282051282,0.9197684036393713,158,201,180
LNGS1,7202,3004.0116999018055,0.3929924470677371,38.9308510638297,901.2295832456809,2102.782116656125,1311,343,2612,469,269,476.1385390008355,14.973404255319148,461.1651347455164,1,24.0,18.0,-0.0467217555425404,-0.06693180166500158,4.0,1609,-0.996,0.704,-2.2423398328690807,0.7106296637079025,2.785964912280702,2.785964912280702,157,0.0007627765064836003,0.011421360988039014,170,141,129
EILDON1,2068,2459.3618307535326,2.950394145114101,241.64321974965225,1010.0994599176835,1449.2623708358492,318,112,593,107,69,406.2861459041829,123.0231594325981,283.2629864715848,10,20.0,6.0,-0.07199268587807803,-0.027595885845461517,1.0,607,-0.966,1.0,-6.033519553072626,1.171866923948807,13.908205841446453,13.908205841446453,158,0.031446540880503145,0.38686528123458525,160,174,171
ANGAST1,11146,1867.1232664291624,0.39791769555335343,48.53273137697517,717.369621968197,1149.7536444609655,1763,480,4381,918,727,121.6426294817763,56.20112539835441,65.44150408342189,7,22.0,17.0,0.018657276515033294,0.007748873037990356,4.0,1665,-1.0,1.0,-14.084507042253522,0.4302118919952744,9.397163120567377,14.084507042253522,159,0.003970504821327283,0.0318781199083122,165,132,117
LNGS2,7202,1836.0203327982917,0.32447844126159164,69.47659574468064,141.25393218783523,1694.7664006104562,1311,343,2612,469,269,14.810748164893607,14.810748164893607,0.0,2,24.0,18.0,0.022637771737599052,0.04737698054178971,2.0,1609,-0.996,0.704,-2.2423398328690807,0.7106296637079025,2.785964912280702,2.785964912280702,160,0.0015255530129672007,0.01129729074362594,171,141,129
AGLSOM,4800,1806.8498973503938,0.4789664150508285,44.270462633451956,1130.3002581401672,676.5496392102265,759,189,1363,288,163,815.6510631185172,501.90100558159764,313.7500575369197,13,22.0,16.0,0.019522948876276102,-0.051045352128986296,0.0,1020,-0.794,0.2318,-2.2423398328690807,0.4351200474047358,2.785964912280702,2.785964912280702,161,0.017127799736495388,0.6612661470113276,145,148,142
CUSF1,4,1133.1073445396144,283.2768361349036,460.59491874732333,880.9968173447537,252.11052719486074,1,0,1,1,1,469.2077087794433,469.2077087794433,0.0,1,1.0,1.0,,,3.0,43,-0.912,0.498,-5.331905781584583,-3.236336828903086,9.029702970297029,9.029702970297029,162,1.0,469.2077087794433,146,206,208
PPCCGT,126,1008.6460379637836,34.57261873465798,141.577696875,399.31159981864516,609.3344381451384,13,8,4,7,2,149.18454616338047,149.18454616338047,0.0,10,5.0,5.0,0.4693615871104067,-0.06476540450977558,6.0,843,0.0907,1.5,-1.5,-0.9472997521620244,1.4166666666666665,1.5,163,0.7692307692307693,11.475734320260036,156,185,192
BULBESG1,3321,893.6914223229877,0.1535544724632155,0.0,525.8061358144505,367.8852865085373,367,38,580,123,57,133.99596801536555,31.91090466397182,102.08506335139371,5,2.0,39.0,-0.0167727244810844,0.0256661211422505,1.0,253,-0.845,0.968,-1.8518518518518516,1.2104316004886884,9.531645569620252,9.531645569620252,164,0.013623978201634877,0.08695069390728016,168,181,173
RESS1G,2877,860.2426771254163,0.15816811775639456,3.3043641208934105,570.1586157280811,290.0840613973352,324,85,536,114,59,146.16141378027686,135.81461968645908,10.346794093817804,18,2.0,7.0,0.06312163201726106,0.10955384862553277,0.0,117,-0.453,0.136,-3.162853297442799,-0.07500915814902125,5.177142857142858,5.177142857142858,165,0.05555555555555555,0.419180924958207,159,178,175
JLB03,2466,678.8265269933729,0.2901521667153465,11.193969555035123,445.79840569360704,233.02812129976584,408,127,835,143,91,102.6076760177388,51.23325526932085,51.37442074841796,6,20.0,7.0,0.005395024310813756,-0.02692803071148295,0.0,785,-0.527,1.0,-0.5012820512820513,0.5828219799613668,5.6,5.6,166,0.014705882352941176,0.12557170409147267,166,153,147
WLWLSF2,4,509.6864100642399,127.42160251605998,290.59972275160595,203.22227730192728,306.46413276231266,1,0,1,1,1,306.16381156316913,0.0,306.16381156316913,0,1.0,1.0,,,1.0,120,-0.981,0.51,-5.460385438972163,-1.710230998794991,11.211428571428572,11.211428571428572,167,0.0,0.0,183,206,208
JLB01,2466,458.1282030858538,0.21728309502188017,11.353629976580796,312.5385708737356,145.5896322121182,408,127,835,143,91,32.18031914893617,15.042553191489363,17.13776595744681,2,20.0,7.0,-0.025817538406973525,-0.035353928850904624,0.0,785,-0.527,1.0,-0.5012820512820513,0.5828219799613668,5.6,5.6,168,0.004901960784313725,0.036869002920317064,169,153,147
SNUG1,168206,434.4817101,0.0026534924195704213,0.0,155.20709375,279.27461635,5084,8162,22515,2248,2425,0.0,0.0,0.0,0,24.0,51.0,0.009287982878587793,0.00960758943772442,17.0,6910,-2.09,2.01,-2.09,-1.1332756204662284,0.193,2.09,169,0.0,0.0,183,4,16
CGBESS01,2869,417.21627602150534,0.7879017834705964,55.73924731182795,197.09775161290318,220.1185244086021,124,154,747,57,47,0.0,0.0,0.0,0,6.0,5.0,-0.014149659166183005,0.03976127560088291,2.0,248,-0.981,1.0,-8.19672131147541,-2.0126011704229696,3.125,8.19672131147541,170,0.0,0.0,183,152,170
JLB02,2466,408.65309969256066,0.2057037564680047,16.143882978723415,228.0270007905227,180.62609890203797,408,127,835,143,91,37.37236533957846,0.0,37.37236533957846,0,20.0,7.0,0.004141196087601219,-0.027420661870633453,0.0,785,-0.527,1.0,-0.5012820512820513,0.5828219799613668,5.6,5.6,171,0.0,0.0,183,153,147
SNAPPER1,126,406.2426662704894,2.403088477849192,16.017259978425024,203.669375310687,202.57329095980234,13,8,4,7,2,59.01079028956493,59.01079028956493,0.0,6,5.0,5.0,0.45615216300953676,-0.10013114905706996,0.0,503,0.0907,1.5,-1.5,-0.6647588291701523,1.4166666666666665,1.5,172,0.46153846153846156,4.539291560735764,164,185,192
JLA03,2466,393.86175195575265,0.16309922586375503,11.353629976580798,243.67715755643033,150.18459439932235,408,127,835,143,91,46.341154267776176,11.281914893617023,35.059239374159155,3,20.0,7.0,-0.08870500930684674,-0.09664271873077396,0.0,785,-0.527,1.0,-0.5012820512820513,0.5828219799613668,5.6,5.6,173,0.007352941176470588,0.0276517521902378,173,153,147
HUMEV,27869,386.7097696592819,0.014007060605180168,0.22318706697459573,339.5252128718258,47.184556787456124,1921,1831,3974,702,498,6.033445903975672,4.408167893686053,1.6252780102896176,9,24.0,11.0,-0.0028522256344853487,-0.02518813162238745,6.0,1197,-1.0,1.0,-3.4857142857142858,1.2327522452727395,12.285012285012286,12.285012285012286,174,0.004685059864653826,0.002294725608373791,179,94,123
JLA02,2466,378.33354925507,0.18060108572842729,8.058510638297873,241.5231887488166,136.81036050625343,408,127,835,143,91,80.73168194728188,35.45744680851064,45.27423513877124,5,20.0,7.0,-0.04422599106472912,-0.06364368855748091,0.0,785,-0.527,1.0,-0.5012820512820513,0.5828219799613668,5.6,5.6,175,0.012254901960784314,0.0869055068836045,167,153,147
WLWLSF1,4,362.17409743040685,90.54352435760171,187.08746354389717,191.12752355460375,171.04657387580312,1,0,1,1,1,170.22751605995725,0.0,170.22751605995725,0,1.0,1.0,,,0.0,120,-0.981,0.51,-5.460385438972163,-1.710230998794991,11.211428571428572,11.211428571428572,176,0.0,0.0,183,206,208
WAGGNSF1,4,343.29031156316915,85.82257789079229,144.85610934154175,183.93793201284797,159.3523795503212,1,0,1,1,1,145.11867398286938,145.11867398286938,0.0,1,1.0,1.0,,,0.0,76,-0.485,0.285,-3.051391862955032,-1.5312396619739639,5.542857142857143,5.542857142857143,177,1.0,145.11867398286938,157,206,208
BOLIVPS1,126,326.11158214786076,2.900597266012281,9.06148867313916,191.2368842896142,134.87469785824655,13,8,4,7,2,57.02642564450971,0.0,57.02642564450971,0,4.0,5.0,-0.45873556529560544,0.17503434752678051,1.0,301,-0.999,0.296,-1.2645569620253163,-0.3274794504922809,2.242424242424242,2.242424242424242,178,0.0,0.0,183,185,192
JLA01,2466,283.5174024615078,0.15283807571283947,11.819148936170214,174.14498106532463,109.37242139618319,408,127,835,143,91,12.08776595744681,11.281914893617023,0.8058510638297873,3,20.0,7.0,-0.0352747148207676,-0.04726931195441954,0.0,785,-0.527,1.0,-0.5012820512820513,0.5828219799613668,5.6,5.6,179,0.007352941176470588,0.0276517521902378,173,153,147
ADPBA1,126,188.94537018914224,1.3218475324182888,4.681865284974093,97.34899683031719,91.59637335882503,13,8,4,7,2,18.24710847406758,7.988279088485337,10.258829385582246,2,4.0,5.0,0.0729208253515807,0.14542981055869017,0.0,321,-0.98,-0.544,-7.424242424242424,-1.4761694298040922,-0.6480836236933799,7.424242424242424,180,0.15384615384615385,0.6144830068065643,175,185,192
PTSTAN1,126,154.33546578238344,1.2248846490665353,30.439378238341973,92.38742201036271,61.94804377202074,13,8,4,7,2,0.0,0.0,0.0,0,4.0,5.0,-0.1223272284043856,0.1827166196419937,0.0,321,-0.992,-0.559,-7.515151515151515,-1.5065829586608221,-0.6631823461091754,7.515151515151515,181,0.0,0.0,183,185,192
JUNEESF1,4,154.20175214132763,38.55043803533191,79.06423161134903,79.90566970021413,74.29608244111348,1,0,1,1,1,79.90566970021413,79.90566970021413,0.0,1,1.0,1.0,,,0.0,76,-0.485,0.285,-3.051391862955032,-1.5312396619739639,5.542857142857143,5.542857142857143,182,1.0,79.90566970021413,162,206,208
HVWWBA1,126,86.93215649162173,0.6057473051834497,3.0424870466321243,42.15043665177752,44.7817198398442,13,8,4,7,2,9.594313811148368,4.636461704422869,4.957852106725499,2,4.0,5.0,0.02038375636533309,0.06375591769711568,0.0,321,-0.991,-0.527,-7.507575757575757,-1.4628728852512864,-0.6364692218350756,7.507575757575757,183,0.15384615384615385,0.3566509003402207,176,185,192
JLA04,2466,80.89461358313818,0.02308636232395496,7.096018735362998,26.96487119437939,53.92974238875878,408,127,835,143,91,0.0,0.0,0.0,0,20.0,7.0,-0.058912010928762,-0.0992205463573376,0.0,785,-0.527,1.0,-0.5012820512820513,0.5828219799613668,5.6,5.6,184,0.0,0.0,183,153,147
STARHLWF,126,76.97966749118909,0.5047424918567931,5.969660352331606,11.085850249959318,65.89381724122977,13,8,4,7,2,5.1840428415097435,4.553513096373895,0.6305297451358491,8,4.0,5.0,0.18930305755917526,0.026662158927000877,0.0,321,-1.0,-0.569,-7.575757575757575,-1.5269074912189418,-0.6736353077816493,7.575757575757575,185,0.6153846153846154,0.35027023818260733,177,185,192
ADPPV1,126,72.67084226812246,0.5359888003821307,2.154521682847897,43.58274085093673,29.088101417185722,13,8,4,7,2,16.79314629657282,14.45531831729821,2.3378279792746115,8,4.0,5.0,0.4201056233328997,0.04329830657891021,0.0,321,-0.98,-0.544,-7.424242424242424,-1.4761694298040922,-0.6480836236933799,7.424242424242424,186,0.6153846153846154,1.111947562869093,172,185,192
VPGS5,2466,65.14127695550351,0.011123851939122867,0.0,0.0,65.14127695550351,408,127,835,143,91,53.07804510538642,0.0,53.07804510538642,0,20.0,7.0,-0.1900571502914021,-0.0370863874388888,0.0,785,-0.527,1.0,-0.5012820512820513,0.5497732573589973,2.206451612903226,2.206451612903226,187,0.0,0.0,183,153,147
CBWWBA1,126,46.36880025334314,0.3225007154537211,1.6020725388601038,24.907682469683525,21.461117783659613,13,8,4,7,2,4.189656431947519,2.1067961165048543,2.082860315442664,2,4.0,5.0,-0.013926401894032056,0.039218504769606304,0.0,321,-0.992,-0.559,-7.515151515151515,-1.5065829586608221,-0.6631823461091754,7.515151515151515,188,0.15384615384615385,0.16206123973114264,180,185,192
HVWWPV1,126,30.531393212398278,0.2240167274940604,1.046418652849741,14.233698222709897,16.297694989688377,13,8,4,7,2,4.798678489905312,4.537880962643153,0.2607975272621583,7,4.0,5.0,0.3056319883904173,0.07726598901325443,0.0,321,-0.991,-0.527,-7.507575757575757,-1.4628728852512864,-0.6364692218350756,7.507575757575757,189,0.5384615384615384,0.34906776635716563,178,185,192
BLOWERNG,4,23.11991434689507,5.779978586723767,19.6519271948608,23.11991434689507,0.0,1,0,1,1,1,0.0,0.0,0.0,0,1.0,1.0,,,0.0,76,-0.311,0.183,-1.9593147751605995,-0.9935016914477743,3.5542857142857147,3.5542857142857147,190,0.0,0.0,183,206,208
BDL02,2466,21.206202365308805,0.010603101182654402,0.0,0.0,21.206202365308805,408,127,835,143,91,0.0,0.0,0.0,0,20.0,7.0,-0.0871073988475201,-0.1169878891555234,0.0,785,-0.527,1.0,-0.5012820512820513,0.5828980165198361,5.612903225806452,5.612903225806452,191,0.0,0.0,183,153,147
BOMENSF1,4,19.58450428265526,4.896126070663815,8.166635331905779,0.0,19.58450428265526,1,0,1,1,1,8.599371520342606,0.0,8.599371520342606,0,1.0,1.0,,,0.0,76,-0.485,0.285,-3.051391862955032,-1.5312396619739639,5.542857142857143,5.542857142857143,192,0.0,0.0,183,206,208
BOWWBA1,126,13.645285976424976,0.09990423527329961,0.43523316062176165,5.86362381295728,7.781662163467697,13,8,4,7,2,0.7736600261529584,0.43149946062567424,0.3421605655272841,2,4.0,5.0,0.03291034291524744,0.01741148378873154,0.0,301,-1.0,0.296,-1.2658227848101264,-0.32794110848401975,2.242424242424242,2.242424242424242,193,0.15384615384615385,0.03319226620197494,181,185,192
POR01,55593,8.55,0.00014541754371090167,0.0,8.55,0.0,2789,2313,9042,1297,1075,0.0,0.0,0.0,0,22.0,18.0,-0.00265116062085774,0.01229859594574462,0.0,1455,-0.988,1.0,-10.683760683760683,-3.0238952506628687,6.7902995720399435,10.683760683760683,194,0.0,0.0,183,80,77
BOWWPV1,126,7.268327074389345,0.049707269825276665,0.2982310880829015,1.9659533819108996,5.302373692478445,13,8,4,7,2,0.3223672955239243,0.1358916478555305,0.1864756476683938,1,4.0,5.0,0.27974861195243994,0.10756106671539986,0.0,301,-1.0,0.296,-1.2658227848101264,-0.32794110848401975,2.242424242424242,2.242424242424242,195,0.07692307692307693,0.010453203681194654,182,185,192
POR03,55593,6.726,7.075595069137505e-05,0.0,6.726,0.0,2789,2313,9042,1297,1075,0.0,0.0,0.0,0,22.0,18.0,-0.00037664548101243165,0.020937391449775744,0.0,1455,-0.988,1.0,-10.683760683760683,-3.0238952506628687,6.7902995720399435,10.683760683760683,196,0.0,0.0,183,80,77
LONSDALE,126,3.8763957336343116,0.030765045505034217,1.9381978668171558,1.9381978668171558,1.9381978668171558,13,8,4,7,2,0.0,0.0,0.0,0,4.0,5.0,-0.2548235957188127,-0.1019294382875251,0.0,321,-0.992,-0.559,-7.515151515151515,-1.5065829586608221,-0.6631823461091754,7.515151515151515,197,0.0,0.0,183,185,192
WSTWYSF1,4,2.9337912205567527,0.7334478051391882,1.0079784796574003,2.305357066381159,0.6284341541755931,1,0,1,1,1,0.6284341541755931,0.0,0.6284341541755931,0,1.0,1.0,,,0.0,76,-0.485,0.285,-3.051391862955032,-1.5312396619739639,5.542857142857143,5.542857142857143,198,0.0,0.0,183,206,208
WYASF1,4,1.727667558886506,0.4319168897216265,0.5935857334047006,1.3575947537473236,0.3700728051391824,1,0,1,1,1,0.3700728051391824,0.0,0.3700728051391824,0,1.0,1.0,,,0.0,76,-0.485,0.285,-3.051391862955032,-1.5312396619739639,5.542857142857143,5.542857142857143,199,0.0,0.0,183,206,208
GUTHEGA,4,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0.0,0.0,0.0,0,1.0,1.0,,,0.0,76,0.0733,1.0,-10.706638115631693,-2.1310917019293703,1.0026917900403767,10.706638115631693,200,0.0,0.0,183,206,208
BDL01,2466,0.0,0.0,0.0,0.0,0.0,408,127,835,143,91,0.0,0.0,0.0,0,20.0,7.0,,,0.0,785,-0.527,1.0,-0.5012820512820513,0.5828980165198361,5.612903225806452,5.612903225806452,200,0.0,0.0,183,153,147
DRYCGT1,122,0.0,0.0,0.0,0.0,0.0,13,8,4,7,2,0.0,0.0,0.0,0,4.0,5.0,,,0.0,250,-0.207,-0.0744,-1.5681818181818181,-0.2806145885766128,-0.0802588996763754,1.5681818181818181,200,0.0,0.0,183,185,192
DRYCGT2,122,0.0,0.0,0.0,0.0,0.0,13,8,4,7,2,0.0,0.0,0.0,0,4.0,5.0,,,0.0,250,-0.207,-0.0744,-1.5681818181818181,-0.2806145885766128,-0.0802588996763754,1.5681818181818181,200,0.0,0.0,183,185,192
HBESSL1,756,0.0,,,0.0,0.0,51,1,69,14,8,0.0,0.0,0.0,0,,,,,,8,-0.752,0.432,-1.0112994350282487,-0.7929639006650971,-0.26861702127659576,1.0112994350282487,200,0.0,0.0,183,202,186
HBESSG1,756,0.0,,,0.0,0.0,51,1,69,14,8,0.0,0.0,0.0,0,,,,,,8,-0.432,0.752,0.26861702127659576,0.7929639006650971,1.0112994350282487,1.0112994350282487,200,0.0,0.0,183,202,186
HPRG1,120,0.0,0.0,0.0,0.0,0.0,27,0,38,6,6,0.0,0.0,0.0,0,1.0,1.0,,,0.0,40,-0.42,0.845,-7.019230769230769,-3.561446376032939,-0.6564551422319475,7.019230769230769,200,0.0,0.0,183,206,190
HUMENSW,4,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0.0,0.0,0.0,0,1.0,1.0,,,0.0,76,-1.0,0.521,-5.578158458244112,-2.610141028128452,11.428571428571429,11.428571428571429,200,0.0,0.0,183,206,208
DRYCGT3,122,0.0,0.0,0.0,0.0,0.0,13,8,4,7,2,0.0,0.0,0.0,0,4.0,5.0,,,0.0,250,-0.207,-0.0744,-1.5681818181818181,-0.2806145885766128,-0.0802588996763754,1.5681818181818181,200,0.0,0.0,183,185,192
LGAPBS1,14941,0.0,0.0,0.0,0.0,0.0,518,658,3140,238,228,0.0,0.0,0.0,0,9.0,16.0,,,0.0,500,-0.97,1.0,-9.803921568627452,-2.9700076102305393,5.928571428571428,9.803921568627452,200,0.0,0.0,183,123,128
HPRL1,120,0.0,0.0,0.0,0.0,0.0,27,0,38,6,6,0.0,0.0,0.0,0,1.0,1.0,,,0.0,40,-0.845,0.42,0.6564551422319475,3.561446376032939,7.019230769230769,7.019230769230769,200,0.0,0.0,183,206,190
UPPTUMUT,4,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0.0,0.0,0.0,0,1.0,1.0,,,0.0,82,-0.598,0.0785,-1.2254098360655739,-0.9812352192651527,0.7633832976445397,1.2254098360655739,200,0.0,0.0,183,206,208
SEBSF1,4,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0.0,0.0,0.0,0,1.0,1.0,,,0.0,76,-0.485,0.285,-3.051391862955032,-1.5312396619739639,5.542857142857143,5.542857142857143,200,0.0,0.0,183,206,208
