direction,hours,positive_gross_proxy_dollars,mean_effective_flow,mean_positive_spread,mean_product,product_means,covariance,tail_proxy_pct
VIC1 to NSW1,17520.0,267307096.0177002,350.8518522880517,40.97090889440639,15257.254338909828,14374.719275527495,882.5350633823327,6.041521525757483
NSW1 to VIC1,17520.0,39197237.649333626,62.9844190003805,6.952710219796423,2237.2852539573987,437.9124136718855,1799.3728402855131,19.256265660086225
NSW1 to QLD1,17520.0,41622018.38000173,68.48283376569634,7.838693842893831,2375.685980593706,536.8159673830856,1838.8700132106205,29.155795804702134
QLD1 to NSW1,17520.0,301205267.61697817,324.02349188784245,22.743955450485167,17192.08148498734,7369.5758644077305,9822.505620579608,54.13016071331753
VIC1 to SA1,17520.0,172648641.0498037,151.8219319982401,27.65361364659437,9854.374489144047,4198.425050558855,5655.949438585192,54.36308829885269
SA1 to VIC1,17520.0,26035289.61232166,66.21727109046805,8.79833888018455,1486.0325121188162,582.6019907749854,903.4305213438307,10.820234706097796
