quarter,region,complete,intervals,hours,mean_price,capped_energy,cap_excess,above300_hours,above300_pct,episodes,excess_when_above,negative_pct,cap_from_halfhour,top5days_cap_pct
2026Q3,SA1,False,17856,1488.0,83.7552615484991,78.1633231109991,5.5919384375,33.25,2.2345430107526885,28,250.24975624060147,16.509856630824373,5.5193893834005365,99.79155154345708
2024Q3,VIC1,False,8640,720.0,17.390636640046296,17.390636640046296,0.0,0.0,0.0,0,0.0,37.708333333333336,0.0,0.0
2024Q4,VIC1,True,26496,2208.0,45.36559026305857,45.21684989243659,0.1487403706219807,4.5,0.20380434782608695,21,72.98194185185186,33.121980676328505,0.08396097939311593,92.475468424221
2025Q1,VIC1,True,25920,2160.0,59.24831907986112,57.503888358796296,1.744430721064815,12.166666666666666,0.5632716049382716,41,309.6961937671233,23.939043209876544,1.6462425281635802,96.11527386686278
2025Q2,VIC1,True,26208,2184.0,138.46363640262516,95.47508028044872,42.98855612217645,49.916666666666664,2.2855616605616604,81,1880.8749229549248,12.519078144078144,42.876018059371184,98.61604876795562
2025Q3,VIC1,True,26496,2208.0,77.09997762379228,75.6204622437349,1.479515380057367,22.583333333333332,1.0227958937198067,53,144.65402033210333,18.783967391304348,1.418359403683575,95.85627383137815
2025Q4,VIC1,True,26496,2208.0,36.98515434669384,36.93692737658514,0.04822697010869566,1.25,0.05661231884057971,9,85.18812000000001,40.77219202898551,0.00588173271437199,99.10079637082417
2026Q1,VIC1,True,25920,2160.0,42.70648410841049,41.56262919637346,1.1438549120370372,6.916666666666667,0.32021604938271603,14,357.21348578313257,25.0733024691358,1.0757931574074073,100.0
2026Q2,VIC1,True,26208,2184.0,55.85249406059219,55.84404821047009,0.008445850122100125,2.0833333333333335,0.09539072039072038,12,8.853953600000002,21.306471306471305,0.003916382402319905,100.0
2026Q3,VIC1,False,17856,1488.0,65.38202826836917,62.48673641241039,2.8952918559587806,7.583333333333333,0.5096326164874553,11,568.1135316483516,12.724014336917563,2.8735123863127243,100.0
